,pidSzn,MIN,GP,Season,PIE,POSS,USG_PCT
2258,202688_2019-20,1.8,4,2019-20,0.07,13,0.214
2259,201572_2019-20,2.2,18,2019-20,0.171,104,0.198
2260,1628971_2019-20,2.6,24,2019-20,0.018,126,0.152
2261,1628981_2019-20,0.4,7,2019-20,0.176,10,0.182
2262,1627854_2019-20,3.1,28,2019-20,0.042,189,0.194
2263,1627741_2019-20,3.0,34,2019-20,0.134,229,0.297
2264,203468_2019-20,3.6,34,2019-20,0.104,268,0.177
2265,101139_2019-20,0.6,1,2019-20,0.0,2,0.0
2266,1628997_2019-20,2.7,7,2019-20,-0.044,36,0.053
2267,1628403_2019-20,4.8,1,2019-20,0.029,9,0.3
2268,1629629_2019-20,2.7,24,2019-20,0.017,137,0.093
2269,1629661_2019-20,1.9,24,2019-20,0.015,103,0.099
2270,1626166_2019-20,0.5,2,2019-20,0.333,3,0.333
2271,1627747_2019-20,4.3,20,2019-20,0.168,178,0.281
2272,2546_2019-20,3.7,23,2019-20,0.075,180,0.129
2273,1629035_2019-20,1.2,3,2019-20,-1.0,9,0.091
2274,1626224_2019-20,3.8,23,2019-20,0.04,179,0.136
2275,1628990_2019-20,2.1,6,2019-20,0.026,22,0.071
2276,1629002_2019-20,1.0,1,2019-20,0.0,2,0.0
2277,1628449_2019-20,1.7,5,2019-20,0.302,21,0.269
2278,1629185_2019-20,4.6,2,2019-20,0.062,19,0.174
2279,1629598_2019-20,0.8,3,2019-20,-0.25,6,0.0
2280,101108_2019-20,3.9,43,2019-20,0.223,361,0.313
2281,1629735_2019-20,3.7,1,2019-20,0.114,8,0.222
2282,1626174_2019-20,3.4,14,2019-20,0.176,96,0.144
2283,203991_2019-20,3.2,15,2019-20,0.14,102,0.139
2284,1629632_2019-20,1.9,20,2019-20,0.027,80,0.157
2285,1628998_2019-20,2.4,18,2019-20,0.011,93,0.093
2286,203469_2019-20,2.5,19,2019-20,0.082,98,0.101
2287,1629012_2019-20,4.2,29,2019-20,0.045,243,0.253
2288,202709_2019-20,2.4,31,2019-20,0.064,158,0.102
2289,201584_2019-20,0.8,2,2019-20,-0.235,6,0.143
2290,1626245_2019-20,1.7,6,2019-20,-0.031,18,0.1
2291,1626156_2019-20,3.2,17,2019-20,0.197,129,0.364
2292,201571_2019-20,1.6,19,2019-20,0.046,70,0.205
2293,1628391_2019-20,1.1,3,2019-20,-0.162,7,0.333
2294,1627745_2019-20,1.3,9,2019-20,-0.061,18,0.05
2295,203081_2019-20,3.7,35,2019-20,0.183,277,0.372
2296,1627814_2019-20,3.5,18,2019-20,0.058,133,0.196
2297,1628422_2019-20,1.3,11,2019-20,-0.096,35,0.047
2298,1629655_2019-20,1.7,4,2019-20,0.204,15,0.222
2299,1628464_2019-20,3.2,30,2019-20,0.06,216,0.123
2300,201568_2019-20,3.8,38,2019-20,0.148,310,0.203
2301,201980_2019-20,2.3,26,2019-20,0.049,134,0.125
2302,203957_2019-20,0.8,2,2019-20,0.0,3,0.0
2303,1627863_2019-20,2.2,24,2019-20,0.061,130,0.122
2304,203967_2019-20,2.2,18,2019-20,0.032,93,0.09
2305,1629647_2019-20,2.1,5,2019-20,0.126,23,0.103
2306,1629636_2019-20,4.0,21,2019-20,0.065,167,0.173
2307,1628021_2019-20,0.2,2,2019-20,0.0,3,0.0
2308,202722_2019-20,3.0,26,2019-20,0.077,162,0.161
2309,1628368_2019-20,3.2,21,2019-20,0.199,149,0.32
2310,1629631_2019-20,3.8,30,2019-20,0.065,239,0.116
2311,1629001_2019-20,1.7,16,2019-20,0.08,73,0.169
2312,201599_2019-20,3.6,13,2019-20,0.165,106,0.142
2313,1627761_2019-20,2.4,13,2019-20,0.028,70,0.111
2314,201942_2019-20,3.9,43,2019-20,0.176,354,0.3
2315,201960_2019-20,3.7,1,2019-20,0.286,6,0.0
2316,1629028_2019-20,3.0,19,2019-20,0.142,136,0.173
2317,1627749_2019-20,2.5,31,2019-20,0.044,169,0.161
2318,1626153_2019-20,2.0,27,2019-20,0.094,112,0.069
2319,203471_2019-20,3.2,39,2019-20,0.119,285,0.217
2320,1628372_2019-20,1.9,4,2019-20,-0.122,14,0.176
2321,1627756_2019-20,1.7,8,2019-20,0.101,32,0.054
2322,1629126_2019-20,2.7,4,2019-20,-0.012,27,0.189
2323,202324_2019-20,3.1,21,2019-20,0.155,132,0.11
2324,1627884_2019-20,3.0,23,2019-20,0.065,135,0.104
2325,201565_2019-20,3.8,20,2019-20,0.105,153,0.44
2326,1628476_2019-20,1.7,2,2019-20,0.105,9,0.077
2327,1628401_2019-20,3.0,35,2019-20,0.025,233,0.129
2328,1626164_2019-20,3.2,35,2019-20,0.165,263,0.329
2329,1628985_2019-20,6.4,2,2019-20,0.067,29,0.1
2330,1628984_2019-20,4.3,33,2019-20,0.148,291,0.304
2331,1629608_2019-20,3.2,1,2019-20,-0.061,8,0.333
2332,203473_2019-20,2.2,13,2019-20,-0.03,55,0.191
2333,1628415_2019-20,2.7,27,2019-20,-0.077,164,0.159
2334,203079_2019-20,2.1,3,2019-20,-0.084,12,0.154
2335,1627734_2019-20,3.9,30,2019-20,0.155,236,0.175
2336,1628378_2019-20,3.6,38,2019-20,0.186,310,0.405
2337,1629743_2019-20,0.5,1,2019-20,0.0,1,0.0
2338,1628978_2019-20,1.9,17,2019-20,0.072,77,0.078
2339,1627827_2019-20,3.4,37,2019-20,0.078,264,0.117
2340,203926_2019-20,1.0,15,2019-20,0.279,34,0.068
2341,203110_2019-20,3.4,16,2019-20,0.119,115,0.11
2342,1629234_2019-20,0.4,3,2019-20,0.5,2,0.5
2343,1629130_2019-20,2.4,33,2019-20,0.042,167,0.165
2344,1628407_2019-20,2.6,10,2019-20,0.079,51,0.207
2345,2730_2019-20,2.5,17,2019-20,0.055,93,0.103
2346,203939_2019-20,2.5,12,2019-20,0.074,59,0.09
2347,1629058_2019-20,0.5,5,2019-20,0.0,8,0.0
2348,202734_2019-20,2.3,12,2019-20,-0.035,54,0.185
2349,202334_2019-20,1.8,2,2019-20,0.067,6,0.333
2350,1628410_2019-20,0.7,4,2019-20,0.0,4,0.0
2351,203901_2019-20,4.4,19,2019-20,0.106,169,0.213
2352,1629059_2019-20,0.6,8,2019-20,2.0,12,0.0
2353,1626144_2019-20,1.7,3,2019-20,-0.154,10,0.3
2354,202683_2019-20,0.8,13,2019-20,0.204,30,0.125
2355,202339_2019-20,2.7,13,2019-20,0.155,89,0.188
2356,201569_2019-20,2.6,13,2019-20,0.094,79,0.109
2357,1629672_2019-20,3.0,17,2019-20,0.02,115,0.179
2358,101141_2019-20,1.6,7,2019-20,0.11,33,0.059
2359,203095_2019-20,3.2,30,2019-20,0.006,207,0.283
2360,202323_2019-20,1.8,1,2019-20,0.118,2,0.0
2361,1628402_2019-20,2.5,11,2019-20,0.119,61,0.137
2362,1626163_2019-20,2.6,11,2019-20,-0.005,67,0.157
2363,1628412_2019-20,4.5,1,2019-20,0.0,11,0.154
2364,1628373_2019-20,2.4,19,2019-20,0.017,104,0.109
2365,1627832_2019-20,3.4,24,2019-20,0.171,181,0.221
2366,1627788_2019-20,1.3,22,2019-20,0.063,76,0.138
2367,1629216_2019-20,3.7,1,2019-20,-0.091,8,0.222
2368,202066_2019-20,3.1,27,2019-20,0.042,189,0.09
2369,1629726_2019-20,0.0,1,2019-20,0.0,0,0.0
2370,1629109_2019-20,2.5,4,2019-20,0.19,24,0.067
2371,203914_2019-20,3.4,33,2019-20,0.064,230,0.113
2372,1627780_2019-20,1.0,5,2019-20,-0.667,12,0.067
2373,1629018_2019-20,3.5,17,2019-20,0.053,134,0.104
2374,201588_2019-20,2.7,19,2019-20,0.108,126,0.105
2375,1627777_2019-20,0.5,2,2019-20,0.0,2,0.0
2376,203507_2019-20,2.6,21,2019-20,0.306,133,0.423
2377,203922_2019-20,3.3,22,2019-20,0.051,153,0.115
2378,1629048_2019-20,5.7,1,2019-20,-0.16,12,0.077
2379,201609_2019-20,3.5,22,2019-20,0.063,168,0.19
2380,202330_2019-20,3.6,26,2019-20,0.131,209,0.159
2381,203476_2019-20,3.2,11,2019-20,0.194,69,0.238
2382,1629684_2019-20,1.4,18,2019-20,0.024,70,0.066
2383,1628960_2019-20,1.5,8,2019-20,0.063,24,0.04
2384,1628977_2019-20,2.7,5,2019-20,0.079,34,0.227
2385,203084_2019-20,3.3,38,2019-20,0.059,276,0.2
2386,1628385_2019-20,1.4,10,2019-20,0.0,30,0.063
2387,202355_2019-20,3.0,25,2019-20,0.207,161,0.158
2388,101133_2019-20,2.6,12,2019-20,0.125,60,0.086
2389,202697_2019-20,0.3,3,2019-20,-0.143,4,0.2
2390,1629067_2019-20,1.8,10,2019-20,0.171,46,0.058
2391,202738_2019-20,2.1,9,2019-20,-0.059,42,0.143
2392,202397_2019-20,2.9,27,2019-20,0.117,155,0.131
2393,1627826_2019-20,1.8,5,2019-20,0.143,18,0.273
2394,200826_2019-20,1.8,4,2019-20,-0.044,16,0.111
2395,200755_2019-20,2.7,25,2019-20,0.101,146,0.187
2396,1629630_2019-20,3.0,29,2019-20,0.158,201,0.399
2397,203960_2019-20,1.4,2,2019-20,-0.3,6,0.167
2398,203210_2019-20,2.4,15,2019-20,0.06,79,0.144
2399,201580_2019-20,1.7,6,2019-20,0.096,23,0.08
2400,203953_2019-20,2.3,11,2019-20,-0.018,54,0.167
2401,1628980_2019-20,2.7,2,2019-20,0.163,10,0.167
2402,203109_2019-20,3.5,29,2019-20,0.072,215,0.147
2403,1626143_2019-20,2.2,9,2019-20,0.018,36,0.136
2404,1627774_2019-20,1.4,6,2019-20,0.141,23,0.111
2405,1627751_2019-20,2.5,13,2019-20,0.054,73,0.062
2406,1628973_2019-20,2.5,15,2019-20,0.188,92,0.22
2407,1629667_2019-20,0.8,5,2019-20,0.0,8,0.0
2408,1627750_2019-20,3.7,33,2019-20,0.155,262,0.291
2409,203516_2019-20,1.6,15,2019-20,0.041,59,0.074
2410,201935_2019-20,3.6,30,2019-20,0.178,249,0.369
2411,201949_2019-20,4.0,7,2019-20,0.065,56,0.149
2412,201162_2019-20,0.6,1,2019-20,0.0,2,0.0
2413,1628991_2019-20,3.0,23,2019-20,0.086,161,0.157
2414,1629714_2019-20,2.3,2,2019-20,0.023,9,0.111
2415,1628386_2019-20,3.7,31,2019-20,0.142,232,0.114
2416,1629633_2019-20,1.9,11,2019-20,0.078,43,0.098
2417,1627784_2019-20,0.9,1,2019-20,0.0,2,0.0
2418,1629750_2019-20,1.4,5,2019-20,-0.529,11,0.308
2419,1629637_2019-20,1.9,13,2019-20,0.029,53,0.086
2420,1627759_2019-20,3.3,30,2019-20,0.107,216,0.179
2421,1629669_2019-20,0.5,2,2019-20,2.0,5,0.0
2422,1628369_2019-20,3.5,38,2019-20,0.164,301,0.282
2423,201145_2019-20,2.1,5,2019-20,-0.05,22,0.077
2424,201952_2019-20,3.6,16,2019-20,0.048,114,0.148
2425,203924_2019-20,3.0,31,2019-20,0.074,201,0.1
2426,1629725_2019-20,0.1,1,2019-20,0.0,0,0.0
2427,203087_2019-20,4.3,20,2019-20,0.071,171,0.171
2428,202951_2019-20,0.9,1,2019-20,-0.333,1,0.0
2429,1626170_2019-20,1.1,1,2019-20,0.0,2,0.0
2430,1629010_2019-20,1.1,11,2019-20,0.135,29,0.108
2431,1628975_2019-20,1.3,10,2019-20,-0.021,34,0.083
2432,202710_2019-20,4.4,24,2019-20,0.105,228,0.36
2433,201149_2019-20,9.1,1,2019-20,0.079,22,0.167
2434,203925_2019-20,4.1,38,2019-20,0.103,335,0.152
2435,204060_2019-20,3.2,34,2019-20,0.056,252,0.09
2436,203954_2019-20,3.1,26,2019-20,0.288,188,0.387
2437,1628381_2019-20,3.6,20,2019-20,0.141,147,0.15
2438,203089_2019-20,1.0,7,2019-20,-0.15,14,0.125
2439,1628413_2019-20,1.0,2,2019-20,0.0,6,0.0
2440,202685_2019-20,2.1,15,2019-20,0.063,65,0.079
2441,1628371_2019-20,2.5,14,2019-20,0.075,76,0.08
2442,1628395_2019-20,3.0,4,2019-20,0.163,20,0.227
2443,203903_2019-20,1.8,21,2019-20,0.097,92,0.239
2444,1629162_2019-20,0.6,6,2019-20,0.385,9,0.182
2445,203895_2019-20,2.9,10,2019-20,0.125,63,0.286
2446,1629673_2019-20,1.1,9,2019-20,-0.205,24,0.154
2447,1628404_2019-20,2.3,34,2019-20,0.024,157,0.141
2448,1628367_2019-20,0.6,3,2019-20,0.143,5,0.0
2449,1629006_2019-20,2.1,23,2019-20,0.079,98,0.153
2450,1629729_2019-20,0.1,1,2019-20,0.0,0,0.0
2451,1626196_2019-20,3.3,30,2019-20,0.076,217,0.189
2452,201950_2019-20,3.4,33,2019-20,0.067,229,0.247
2453,1629308_2019-20,0.5,2,2019-20,0.0,3,0.0
2454,1627823_2019-20,1.8,5,2019-20,0.075,22,0.222
2455,203944_2019-20,4.0,33,2019-20,0.186,272,0.246
2456,203200_2019-20,2.3,27,2019-20,0.115,147,0.098
2457,1628382_2019-20,1.4,7,2019-20,-0.118,25,0.125
2458,1629713_2019-20,0.5,7,2019-20,-0.118,7,0.143
2459,1629625_2019-20,1.5,1,2019-20,0.0,4,0.0
2460,1626159_2019-20,3.8,4,2019-20,0.156,40,0.222
2461,203994_2019-20,3.6,8,2019-20,0.195,60,0.284
2462,1629752_2019-20,1.0,1,2019-20,0.0,3,0.0
2463,1628443_2019-20,1.7,1,2019-20,0.167,4,0.0
2464,1626157_2019-20,3.3,19,2019-20,0.088,121,0.259
2465,202695_2019-20,3.6,22,2019-20,0.171,170,0.325
2466,1628966_2019-20,2.0,7,2019-20,0.06,29,0.081
2467,1629103_2019-20,2.1,7,2019-20,0.067,32,0.095
2468,1629640_2019-20,1.2,7,2019-20,0.056,23,0.12
2469,203482_2019-20,2.0,12,2019-20,-0.048,55,0.106
2470,1626162_2019-20,3.6,29,2019-20,0.125,240,0.194
2471,202689_2019-20,3.1,27,2019-20,0.149,188,0.288
2472,1629134_2019-20,3.4,24,2019-20,0.066,167,0.113
2473,1629026_2019-20,1.8,14,2019-20,-0.007,59,0.043
2474,203145_2019-20,1.7,27,2019-20,0.035,103,0.137
2475,203484_2019-20,3.3,25,2019-20,0.095,180,0.102
2476,1628987_2019-20,9.1,1,2019-20,0.039,22,0.156
2477,1628989_2019-20,3.4,28,2019-20,0.033,198,0.097
2478,1628995_2019-20,1.9,8,2019-20,-0.034,30,0.032
2479,201567_2019-20,4.6,24,2019-20,0.151,215,0.23
2480,1629645_2019-20,2.9,11,2019-20,0.104,56,0.236
2481,203920_2019-20,4.1,4,2019-20,0.18,35,0.091
2482,203114_2019-20,3.0,16,2019-20,0.148,120,0.331
2483,1629017_2019-20,0.0,1,2019-20,-1.0,0,0.0
2484,1627739_2019-20,3.2,21,2019-20,0.065,130,0.108
2485,204001_2019-20,3.7,30,2019-20,0.092,238,0.254
2486,1629065_2019-20,1.4,11,2019-20,-0.056,36,0.103
2487,203937_2019-20,2.5,12,2019-20,0.103,68,0.09
2488,2594_2019-20,0.8,7,2019-20,0.032,22,0.16
2489,1628398_2019-20,2.5,16,2019-20,0.108,84,0.118
2490,200768_2019-20,3.8,30,2019-20,0.174,252,0.271
2491,203124_2019-20,0.4,2,2019-20,0.0,3,0.0
2492,202681_2019-20,5.0,11,2019-20,0.198,115,0.425
2493,200746_2019-20,3.6,31,2019-20,0.125,240,0.217
2494,1629013_2019-20,3.1,20,2019-20,0.025,128,0.086
2495,204038_2019-20,2.4,26,2019-20,0.021,138,0.102
2496,1626204_2019-20,3.3,23,2019-20,0.108,156,0.111
2497,1628374_2019-20,3.5,23,2019-20,0.089,163,0.196
2498,2544_2019-20,3.7,30,2019-20,0.168,238,0.336
2499,1629022_2019-20,1.7,20,2019-20,0.009,72,0.143
2500,1628366_2019-20,3.4,31,2019-20,0.066,211,0.146
2501,101150_2019-20,3.6,24,2019-20,0.172,180,0.286
2502,1629652_2019-20,1.8,13,2019-20,-0.015,46,0.059
2503,1629029_2019-20,4.1,31,2019-20,0.167,275,0.349
2504,1629677_2019-20,1.0,1,2019-20,0.0,2,0.0
2505,1628379_2019-20,3.1,13,2019-20,0.101,81,0.185
2506,1628436_2019-20,1.0,4,2019-20,-0.065,9,0.111
2507,1627763_2019-20,4.2,25,2019-20,0.189,217,0.293
2508,1626259_2019-20,3.4,2,2019-20,-0.143,15,0.158
2509,1627736_2019-20,2.8,13,2019-20,0.081,91,0.138
2510,1628370_2019-20,0.8,13,2019-20,0.141,32,0.171
2511,201188_2019-20,2.6,18,2019-20,0.05,104,0.088
2512,201158_2019-20,2.2,16,2019-20,0.12,79,0.152
2513,202694_2019-20,3.9,29,2019-20,0.135,233,0.263
2514,203935_2019-20,3.3,34,2019-20,0.085,260,0.185
2515,1629621_2019-20,3.3,1,2019-20,0.029,11,0.273
2516,1626209_2019-20,1.7,10,2019-20,0.014,42,0.021
2517,1628365_2019-20,3.8,30,2019-20,0.156,248,0.201
2518,202693_2019-20,2.3,10,2019-20,-0.09,52,0.121
2519,1627737_2019-20,2.5,12,2019-20,0.058,59,0.103
2520,1628963_2019-20,2.0,6,2019-20,0.072,22,0.107
2521,101107_2019-20,2.2,19,2019-20,0.098,96,0.116
2522,203486_2019-20,1.4,18,2019-20,0.063,55,0.161
2523,1629680_2019-20,1.9,20,2019-20,0.052,88,0.061
2524,1629744_2019-20,1.8,2,2019-20,0.171,11,0.167
2525,203521_2019-20,2.5,8,2019-20,0.162,45,0.17
2526,203090_2019-20,1.9,21,2019-20,-0.007,88,0.079
2527,1628467_2019-20,3.1,34,2019-20,0.094,234,0.118
2528,1628982_2019-20,0.2,2,2019-20,0.0,1,0.0
2529,203086_2019-20,0.9,10,2019-20,-0.074,23,0.083
2530,203487_2019-20,1.0,10,2019-20,-0.093,24,0.115
2531,1626187_2019-20,2.4,1,2019-20,1.0,5,0.167
2532,203077_2019-20,0.6,4,2019-20,0.222,7,0.143
2533,1629008_2019-20,4.3,8,2019-20,0.129,83,0.124
2534,1628969_2019-20,2.9,29,2019-20,0.035,202,0.092
2535,201144_2019-20,3.2,25,2019-20,0.011,182,0.178
2536,203488_2019-20,1.5,8,2019-20,0.146,27,0.179
2537,203118_2019-20,1.1,13,2019-20,0.008,34,0.2
2538,1628970_2019-20,3.2,26,2019-20,0.063,169,0.131
2539,1629011_2019-20,2.9,22,2019-20,0.115,137,0.105
2540,1629671_2019-20,1.3,3,2019-20,0.0,7,0.0
2541,1628964_2019-20,0.0,1,2019-20,0.0,0,0.0
2542,1628420_2019-20,2.9,20,2019-20,0.118,120,0.089
2543,1626149_2019-20,3.8,27,2019-20,0.111,214,0.157
2544,1629021_2019-20,2.2,8,2019-20,0.066,38,0.022
2545,1628539_2019-20,2.7,2,2019-20,0.178,13,0.308
2546,1626167_2019-20,3.5,33,2019-20,0.134,232,0.122
2547,1629642_2019-20,2.9,2,2019-20,0.077,14,0.059
2548,1629675_2019-20,0.6,5,2019-20,0.0,8,0.0
2549,202357_2019-20,1.8,29,2019-20,0.108,120,0.142
2550,203457_2019-20,1.5,20,2019-20,0.046,64,0.143
2551,1629638_2019-20,0.2,6,2019-20,1.333,6,0.125
2552,201587_2019-20,4.0,7,2019-20,0.029,53,0.0
2553,1629740_2019-20,2.1,12,2019-20,0.102,55,0.094
2554,1628430_2019-20,1.0,1,2019-20,0.714,3,0.667
2555,203999_2019-20,3.8,43,2019-20,0.259,346,0.336
2556,202696_2019-20,3.6,28,2019-20,0.093,221,0.233
2557,203943_2019-20,0.7,4,2019-20,-0.308,6,0.143
2558,1626181_2019-20,2.4,23,2019-20,0.136,125,0.165
2559,203658_2019-20,3.2,1,2019-20,-0.029,10,0.0
2560,1628384_2019-20,3.4,27,2019-20,0.031,203,0.087
2561,1629016_2019-20,0.9,11,2019-20,-0.053,25,0.08
2562,1629052_2019-20,1.0,2,2019-20,0.333,6,0.667
2563,203490_2019-20,3.4,6,2019-20,0.0,47,0.132
2564,200782_2019-20,3.6,30,2019-20,0.087,248,0.094
2565,1629023_2019-20,3.7,27,2019-20,0.134,199,0.146
2566,1628408_2019-20,2.3,4,2019-20,0.053,23,0.32
2567,1627783_2019-20,2.8,30,2019-20,0.208,192,0.329
2568,1626192_2019-20,2.1,13,2019-20,0.115,62,0.076
2569,201976_2019-20,3.2,17,2019-20,0.088,117,0.094
2570,1627775_2019-20,3.2,10,2019-20,0.072,72,0.099
2571,202335_2019-20,1.9,7,2019-20,0.269,32,0.2
2572,201988_2019-20,3.0,33,2019-20,0.053,214,0.176
2573,202331_2019-20,3.7,16,2019-20,0.106,123,0.329
2574,200794_2019-20,3.2,20,2019-20,0.065,131,0.123
2575,1628778_2019-20,2.0,1,2019-20,0.313,6,0.286
2576,1626188_2019-20,3.9,2,2019-20,0.045,18,0.263
2577,1629683_2019-20,0.0,1,2019-20,0.0,0,0.0
2578,1629628_2019-20,3.3,25,2019-20,0.068,174,0.179
2579,200765_2019-20,2.3,11,2019-20,-0.014,57,0.087
2580,203526_2019-20,2.2,6,2019-20,0.097,35,0.108
2581,1629730_2019-20,1.3,3,2019-20,0.174,9,0.222
2582,203493_2019-20,4.1,9,2019-20,0.135,75,0.122
2583,202704_2019-20,3.0,12,2019-20,0.045,76,0.261
2584,1626158_2019-20,3.7,23,2019-20,0.056,170,0.117
2585,201937_2019-20,3.2,34,2019-20,0.155,254,0.189
2586,203496_2019-20,4.0,34,2019-20,0.098,267,0.146
2587,1629057_2019-20,1.9,5,2019-20,0.028,19,0.125
2588,201577_2019-20,1.8,4,2019-20,0.108,16,0.059
2589,1629066_2019-20,4.6,2,2019-20,0.025,19,0.0
2590,203918_2019-20,3.2,8,2019-20,0.14,57,0.075
2591,203585_2019-20,2.9,10,2019-20,-0.01,67,0.11
2592,1629641_2019-20,0.9,3,2019-20,0.343,9,0.222
2593,1626178_2019-20,2.8,9,2019-20,0.014,54,0.104
2594,1626220_2019-20,3.0,36,2019-20,0.076,247,0.071
2595,200752_2019-20,2.9,25,2019-20,0.152,156,0.168
2596,203497_2019-20,3.5,37,2019-20,0.176,291,0.161
2597,1629060_2019-20,2.6,20,2019-20,0.03,110,0.132
2598,201566_2019-20,3.6,29,2019-20,0.206,236,0.242
2599,1627853_2019-20,1.2,9,2019-20,0.0,23,0.04
2600,1629151_2019-20,0.1,1,2019-20,-2.0,1,0.0
2601,1629635_2019-20,3.6,4,2019-20,0.0,28,0.065
2602,1628400_2019-20,2.0,7,2019-20,0.179,30,0.054
2603,201586_2019-20,3.1,22,2019-20,0.124,148,0.146
2604,203552_2019-20,2.4,31,2019-20,0.073,180,0.138
2605,203894_2019-20,2.8,20,2019-20,-0.036,117,0.207
2606,1628983_2019-20,4.1,41,2019-20,0.172,352,0.204
2607,1629003_2019-20,2.5,8,2019-20,0.028,42,0.188
2608,1627885_2019-20,0.5,6,2019-20,0.04,8,0.111
2609,1627746_2019-20,2.5,3,2019-20,0.027,19,0.143
2610,203524_2019-20,2.1,16,2019-20,0.119,78,0.075
2611,203915_2019-20,4.0,35,2019-20,0.11,303,0.335
2612,1626169_2019-20,3.3,1,2019-20,0.371,9,0.2
2613,201939_2019-20,1.7,1,2019-20,0.2,4,0.333
2614,1628425_2019-20,1.1,9,2019-20,0.542,24,0.172
2615,203500_2019-20,4.3,33,2019-20,0.159,296,0.103
2616,1629004_2019-20,2.8,13,2019-20,-0.038,80,0.09
2617,1628388_2019-20,2.4,1,2019-20,-2.0,3,0.0
2618,204456_2019-20,1.1,5,2019-20,0.0,10,0.067
2619,203933_2019-20,4.2,32,2019-20,0.114,277,0.224
2620,201959_2019-20,2.5,12,2019-20,0.156,61,0.149
2621,1627752_2019-20,3.6,35,2019-20,0.047,275,0.11
2622,1629611_2019-20,3.6,4,2019-20,0.257,33,0.25
2623,1629056_2019-20,4.3,6,2019-20,0.18,51,0.068
2624,1628390_2019-20,3.2,22,2019-20,-0.03,135,0.046
2625,203082_2019-20,3.0,28,2019-20,0.044,188,0.181
2626,1626179_2019-20,4.3,31,2019-20,0.191,273,0.296
2627,200757_2019-20,0.0,1,2019-20,0.0,1,0.0
2628,201152_2019-20,1.9,22,2019-20,0.07,87,0.11
2629,1629033_2019-20,0.1,1,2019-20,0.0,0,0.0
2630,1628418_2019-20,2.0,19,2019-20,0.018,76,0.163
2631,1627748_2019-20,2.7,9,2019-20,-0.006,46,0.212
2632,204025_2019-20,1.1,1,2019-20,0.0,1,0.0
2633,203501_2019-20,3.2,35,2019-20,0.077,247,0.193
2634,1627789_2019-20,2.1,6,2019-20,0.034,29,0.135
2635,202699_2019-20,3.1,42,2019-20,0.076,281,0.219
2636,203107_2019-20,2.8,33,2019-20,0.13,186,0.123
2637,1628396_2019-20,1.8,4,2019-20,0.0,15,0.133
2638,203503_2019-20,2.7,25,2019-20,0.03,140,0.086
2639,1628470_2019-20,2.0,23,2019-20,0.087,98,0.076
2640,1629027_2019-20,3.9,30,2019-20,0.208,246,0.446
2641,1629682_2019-20,1.3,4,2019-20,-0.057,11,0.0
2642,1626203_2019-20,3.4,13,2019-20,0.019,82,0.054
2643,2772_2019-20,2.8,18,2019-20,0.026,116,0.054
2644,203504_2019-20,3.0,8,2019-20,0.025,55,0.186
2645,1626168_2019-20,2.5,15,2019-20,0.059,75,0.119
2646,202684_2019-20,4.1,20,2019-20,0.155,160,0.149
2647,1628972_2019-20,1.7,20,2019-20,0.038,74,0.185
2648,203584_2019-20,1.5,3,2019-20,0.074,13,0.154
2649,1629639_2019-20,3.3,20,2019-20,0.172,148,0.192
2650,204020_2019-20,2.4,10,2019-20,0.033,52,0.185
2651,1627820_2019-20,0.3,2,2019-20,0.0,1,0.0
2652,2199_2019-20,1.0,3,2019-20,0.192,6,0.0
2653,1626145_2019-20,1.4,10,2019-20,0.126,36,0.293
2654,1629724_2019-20,0.0,1,2019-20,0.0,1,0.0
2655,203506_2019-20,3.1,12,2019-20,0.07,77,0.365
2656,1713_2019-20,1.3,19,2019-20,0.036,66,0.12
2657,1629738_2019-20,1.1,3,2019-20,0.0,5,0.0
2658,201961_2019-20,3.1,11,2019-20,0.092,74,0.176
2659,1628976_2019-20,3.0,26,2019-20,0.06,155,0.124
2660,1628411_2019-20,1.4,9,2019-20,-0.02,32,0.079
2661,202083_2019-20,1.7,17,2019-20,-0.024,76,0.056
2662,203115_2019-20,3.4,32,2019-20,0.096,221,0.203
2663,1626161_2019-20,2.9,18,2019-20,0.084,110,0.056
2664,1626195_2019-20,2.4,1,2019-20,0.0,5,0.0
2665,201163_2019-20,2.6,9,2019-20,0.129,50,0.113
2666,1627812_2019-20,1.7,8,2019-20,-0.022,33,0.056
2667,1628380_2019-20,1.9,6,2019-20,0.047,25,0.071
2668,203897_2019-20,3.5,33,2019-20,0.102,226,0.449
2669,1629668_2019-20,0.4,1,2019-20,0.0,0,0.0
2670,1629627_2019-20,2.4,9,2019-20,0.078,47,0.26
2671,1629597_2019-20,0.1,2,2019-20,0.0,0,0.0
