,pidSzn,OFF_LOOSE_BALLS_RECOVERED,DEF_LOOSE_BALLS_RECOVERED,LOOSE_BALLS_RECOVERED,MIN,GP,Season,PFD,DRIVE_PF,DRIVE_PF_PCT,DIST_MILES,DIST_MILES_OFF,DIST_MILES_DEF,AVG_SPEED,AVG_SPEED_OFF,AVG_SPEED_DEF
964,204098_2015-16,0.0,0.0,0.0,17.7,14,2015-16,1.1,0.3,0.073,1.33,0.72,0.61,4.57,4.93,4.21
965,203897_2015-16,0.0,0.0,0.01,28.3,82,2015-16,1.9,0.3,0.071,2.03,1.07,0.97,4.37,4.62,4.13
966,2216_2015-16,0.0,0.0,0.0,30.0,68,2015-16,2.8,0.2,0.122,1.91,1.01,0.9,3.87,3.93,3.8
967,2585_2015-16,0.0,0.0,0.04,26.7,76,2015-16,3.5,0.2,0.157,1.76,0.92,0.85,4.02,4.09,3.95
968,1627773_2016-17,0.0,0.0,0.09,7.5,22,2016-17,0.6,0.0,0.0,0.49,0.25,0.23,3.94,4.16,3.72
969,201166_2016-17,0.0,0.0,0.31,13.9,65,2016-17,0.9,0.1,0.034,0.94,0.51,0.43,4.14,4.35,3.92
970,203932_2016-17,0.0,0.0,0.75,29.1,80,2016-17,2.1,0.4,0.105,2.13,1.14,0.99,4.45,4.85,4.06
971,1626151_2016-17,0.0,0.0,0.0,3.4,5,2016-17,0.2,0.0,0.0,0.22,0.12,0.1,3.98,4.19,3.75
972,203940_2016-17,0.0,0.0,0.11,7.6,18,2016-17,0.7,0.1,0.118,0.54,0.29,0.25,4.32,4.65,3.9
973,201143_2016-17,0.0,0.0,1.06,32.7,68,2016-17,1.8,0.1,0.044,2.14,1.12,1.02,3.99,4.2,3.77
974,2744_2016-17,0.0,0.0,0.32,14.3,66,2016-17,1.1,0.0,0.125,0.93,0.49,0.44,3.93,3.97,3.89
975,202329_2016-17,0.0,0.0,0.8,29.4,61,2016-17,1.9,0.4,0.104,2.03,1.11,0.93,4.21,4.53,3.88
976,101187_2016-17,0.0,0.0,0.33,10.4,30,2016-17,0.6,0.1,0.074,0.7,0.35,0.35,4.12,3.99,4.25
977,1626210_2016-17,0.0,0.0,0.55,15.3,47,2016-17,2.2,0.0,0.0,1.04,0.54,0.51,4.21,4.55,3.89
978,202692_2016-17,0.0,0.0,0.43,15.8,42,2016-17,1.4,0.3,0.104,1.09,0.58,0.51,4.22,4.33,4.07
979,203518_2016-17,0.0,0.0,0.28,15.7,68,2016-17,0.8,0.0,0.046,1.12,0.6,0.53,4.38,4.7,4.07
980,203458_2016-17,0.0,0.0,0.49,20.5,77,2016-17,2.0,0.1,0.308,1.41,0.75,0.67,4.17,4.54,3.83
981,1627816_2016-17,0.0,0.0,0.5,26.5,6,2016-17,1.4,0.5,0.158,2.01,1.09,0.91,4.59,5.11,4.16
982,201582_2016-17,0.0,0.0,0.49,15.2,39,2016-17,1.2,0.1,0.143,1.04,0.55,0.49,4.2,4.62,3.8
983,203459_2016-17,0.0,0.0,0.7,28.9,79,2016-17,1.2,0.2,0.067,2.06,1.14,0.92,4.35,4.76,3.94
984,202087_2016-17,0.0,0.0,0.23,7.0,13,2016-17,0.5,0.2,0.333,0.5,0.25,0.24,4.36,4.35,4.37
985,101161_2016-17,0.0,0.0,0.61,20.4,80,2016-17,1.4,0.0,0.023,1.34,0.69,0.66,4.02,4.2,3.84
986,2760_2016-17,0.0,0.0,0.14,6.6,14,2016-17,0.7,0.0,0.0,0.51,0.27,0.24,4.64,4.89,4.39
987,203083_2016-17,0.0,0.0,0.86,30.1,81,2016-17,3.7,0.1,0.132,2.01,1.02,0.99,4.07,4.15,3.99
988,2738_2016-17,0.0,0.0,0.82,26.6,76,2016-17,1.3,0.1,0.067,1.84,0.96,0.89,4.21,4.63,3.84
989,203460_2016-17,0.0,0.0,0.77,30.5,79,2016-17,1.2,0.1,0.071,2.23,1.12,1.11,4.46,4.73,4.22
990,101106_2016-17,0.0,0.0,0.26,21.9,27,2016-17,1.1,0.0,0.0,1.38,0.75,0.62,3.84,3.92,3.75
991,1626150_2016-17,0.0,0.0,0.68,20.7,72,2016-17,2.2,0.7,0.114,1.35,0.74,0.61,3.95,4.14,3.75
992,203094_2016-17,0.0,0.0,0.16,9.1,38,2016-17,0.4,0.0,0.0,0.61,0.33,0.28,4.08,4.37,3.79
993,203952_2016-17,0.0,0.0,1.04,37.7,82,2016-17,4.9,1.2,0.124,2.47,1.34,1.13,3.98,4.23,3.73
994,203461_2016-17,0.0,0.0,0.09,11.6,23,2016-17,1.1,0.1,0.188,0.8,0.43,0.37,4.33,4.89,3.82
995,1626148_2016-17,0.0,0.0,0.55,14.6,11,2016-17,0.1,0.0,0.0,1.05,0.54,0.51,4.38,4.7,4.09
996,203076_2016-17,0.0,0.0,1.11,36.6,75,2016-17,7.0,0.8,0.15,2.38,1.24,1.15,3.96,4.33,3.64
997,201627_2016-17,0.0,0.0,0.47,14.8,49,2016-17,0.9,0.1,0.075,0.97,0.5,0.47,4.01,4.24,3.78
998,201229_2016-17,0.0,0.0,0.52,23.0,65,2016-17,1.3,0.1,0.11,1.63,0.9,0.73,4.3,4.62,3.98
999,203462_2016-17,0.0,0.0,0.4,14.5,15,2016-17,2.2,0.6,0.125,1.07,0.54,0.53,4.52,4.61,4.44
1000,202620_2016-17,0.0,0.0,0.0,3.6,8,2016-17,0.1,0.0,0.0,0.22,0.11,0.11,3.6,4.05,3.61
1001,203382_2016-17,0.0,0.0,0.29,15.7,75,2016-17,1.7,0.0,0.0,1.04,0.53,0.51,4.05,4.13,3.96
1002,201167_2016-17,0.0,0.0,0.26,26.2,61,2016-17,1.4,0.1,0.053,1.76,0.97,0.79,4.09,4.29,3.88
1003,203085_2016-17,0.0,0.0,0.68,28.1,74,2016-17,2.3,0.6,0.078,1.93,1.03,0.9,4.18,4.37,3.98
1004,202340_2016-17,0.0,0.0,1.29,33.8,55,2016-17,1.4,0.1,0.028,2.39,1.23,1.16,4.3,4.47,4.14
1005,1626253_2016-17,0.0,0.0,0.0,12.0,4,2016-17,0.5,0.0,0.0,0.92,0.46,0.45,4.68,4.89,4.27
1006,1627791_2016-17,0.0,0.0,0.0,3.3,3,2016-17,0.3,0.0,0.0,0.24,0.13,0.11,4.26,4.49,3.98
1007,203463_2016-17,0.0,0.0,0.48,19.5,61,2016-17,1.4,0.2,0.095,1.44,0.78,0.66,4.5,4.75,4.24
1008,2757_2016-17,0.0,0.0,0.31,14.6,39,2016-17,0.9,0.2,0.05,1.06,0.61,0.45,4.44,5.08,3.8
1009,202687_2016-17,0.0,0.0,0.73,22.4,81,2016-17,2.6,0.0,0.083,1.53,0.8,0.72,4.15,4.34,3.96
1010,201933_2016-17,0.0,0.0,1.43,34.5,61,2016-17,6.0,0.6,0.157,2.16,1.14,1.02,3.81,4.0,3.62
1011,1626246_2016-17,0.0,0.0,0.14,8.5,35,2016-17,1.5,0.0,0.0,0.55,0.29,0.26,3.96,4.1,3.83
1012,201628_2016-17,0.0,0.0,0.08,5.0,25,2016-17,0.1,0.0,0.0,0.32,0.17,0.15,3.96,4.22,3.69
1013,1626171_2016-17,0.0,0.0,0.39,15.8,64,2016-17,0.7,0.0,0.034,1.15,0.62,0.53,4.43,4.74,4.12
1014,202711_2016-17,0.0,0.0,0.73,26.1,81,2016-17,2.1,0.5,0.089,1.86,0.99,0.86,4.33,4.72,3.96
1015,2564_2016-17,0.0,0.0,0.33,17.8,73,2016-17,0.8,0.0,0.016,1.2,0.67,0.53,4.09,4.38,3.78
1016,203078_2016-17,0.0,0.0,1.26,35.3,77,2016-17,3.7,0.6,0.073,2.43,1.28,1.15,4.19,4.54,3.86
1017,201148_2016-17,0.0,0.0,0.36,16.2,28,2016-17,1.3,0.0,0.0,1.05,0.56,0.49,3.96,4.0,3.9
1018,101138_2016-17,0.0,0.0,0.38,11.2,52,2016-17,1.3,0.1,0.174,0.79,0.43,0.36,4.26,4.43,4.08
1019,1627742_2016-17,0.0,0.0,0.75,29.2,79,2016-17,2.5,0.5,0.111,2.09,1.13,0.96,4.36,4.73,3.99
1020,201943_2016-17,0.0,0.0,0.7,22.5,81,2016-17,1.8,0.4,0.06,1.63,0.89,0.75,4.42,4.81,4.04
1021,202688_2016-17,0.0,0.0,0.65,21.4,54,2016-17,2.6,0.7,0.104,1.55,0.82,0.73,4.41,4.75,4.09
1022,201575_2016-17,0.0,0.0,0.34,22.2,47,2016-17,0.4,0.1,0.096,1.6,0.84,0.76,4.37,4.42,4.32
1023,203148_2016-17,0.0,0.0,0.27,10.3,41,2016-17,0.8,0.2,0.092,0.75,0.42,0.33,4.44,4.77,4.1
1024,1627362_2016-17,0.0,0.0,0.7,10.4,20,2016-17,0.7,0.1,0.056,0.8,0.43,0.36,4.66,4.8,4.51
1025,1627744_2016-17,0.0,0.0,0.0,3.1,3,2016-17,0.0,0.0,0.0,0.19,0.11,0.08,3.9,4.03,3.78
1026,201572_2016-17,0.0,0.0,0.83,30.0,75,2016-17,4.0,0.4,0.125,2.0,1.06,0.94,4.05,4.35,3.76
1027,203998_2016-17,0.0,0.0,0.11,4.5,9,2016-17,0.0,0.0,0.0,0.36,0.2,0.16,4.56,4.89,4.21
1028,1627854_2016-17,0.0,0.0,0.22,8.0,36,2016-17,0.1,0.0,0.0,0.57,0.32,0.25,4.32,4.72,3.9
1029,1627741_2016-17,0.0,0.0,0.77,23.3,82,2016-17,0.8,0.1,0.035,1.79,0.96,0.83,4.66,5.12,4.23
1030,201228_2016-17,0.0,0.0,0.44,16.5,62,2016-17,1.2,0.1,0.052,1.18,0.63,0.54,4.34,4.74,3.96
1031,203912_2016-17,0.0,0.0,0.14,5.0,22,2016-17,0.3,0.0,0.1,0.34,0.18,0.16,4.12,4.44,3.93
1032,203468_2016-17,0.0,0.0,1.1,35.4,80,2016-17,2.9,0.7,0.065,2.6,1.48,1.13,4.49,5.02,3.94
1033,101139_2016-17,0.0,0.0,0.61,23.7,76,2016-17,1.1,0.1,0.083,1.58,0.84,0.74,4.06,4.32,3.8
1034,1626166_2016-17,0.0,0.0,0.35,15.1,31,2016-17,0.6,0.1,0.037,1.07,0.58,0.49,4.32,4.75,3.91
1035,1627747_2016-17,0.0,0.0,0.74,22.0,57,2016-17,1.5,0.4,0.078,1.57,0.83,0.74,4.34,4.75,3.96
1036,2546_2016-17,0.0,0.0,0.74,34.8,74,2016-17,3.8,0.3,0.118,2.21,1.19,1.01,3.86,4.09,3.63
1037,202718_2016-17,0.0,0.0,0.41,20.1,34,2016-17,1.1,0.1,0.029,1.38,0.77,0.61,4.17,4.51,3.81
1038,101112_2016-17,0.0,0.0,0.24,19.1,74,2016-17,1.2,0.1,0.122,1.24,0.66,0.57,3.93,4.22,3.64
1039,1626184_2016-17,0.0,0.0,0.65,11.7,26,2016-17,1.4,0.4,0.127,0.9,0.48,0.42,4.69,5.22,4.2
1040,1627767_2016-17,0.0,0.0,0.47,11.8,17,2016-17,0.9,0.1,0.286,0.86,0.44,0.42,4.41,4.79,4.07
1041,1627778_2016-17,0.0,0.0,0.6,10.5,5,2016-17,0.4,0.2,0.5,0.69,0.37,0.31,3.96,4.33,3.81
1042,2365_2016-17,0.0,0.0,0.08,9.6,12,2016-17,0.8,0.1,0.25,0.63,0.32,0.31,4.01,4.38,3.69
1043,1626191_2016-17,0.0,0.0,0.06,5.1,16,2016-17,0.2,0.2,0.5,0.38,0.19,0.19,4.47,5.44,3.8
1044,101108_2016-17,0.0,0.0,1.51,31.9,61,2016-17,3.7,0.3,0.035,2.07,1.13,0.94,3.95,4.3,3.6
1045,1626174_2016-17,0.0,0.0,0.23,8.3,13,2016-17,1.3,0.1,0.143,0.6,0.33,0.27,4.38,4.66,4.09
1046,203991_2016-17,0.0,0.0,0.95,24.2,65,2016-17,2.1,0.1,0.135,1.67,0.87,0.8,4.23,4.62,3.88
1047,203469_2016-17,0.0,0.0,1.13,28.2,62,2016-17,2.6,0.1,0.114,2.0,1.09,0.91,4.31,4.7,3.93
1048,202332_2016-17,0.0,0.0,0.35,8.7,62,2016-17,0.4,0.0,0.2,0.6,0.32,0.28,4.2,4.5,3.91
1049,201147_2016-17,0.0,0.0,0.45,15.8,82,2016-17,0.9,0.1,0.048,1.12,0.56,0.56,4.32,4.52,4.13
1050,202709_2016-17,0.0,0.0,0.75,25.4,80,2016-17,2.0,0.3,0.042,1.91,1.03,0.88,4.6,4.89,4.3
1051,201584_2016-17,0.0,0.0,0.95,32.4,77,2016-17,1.0,0.1,0.03,2.26,1.19,1.07,4.25,4.42,4.08
1052,1626245_2016-17,0.0,0.0,0.48,16.0,66,2016-17,1.1,0.1,0.263,1.13,0.59,0.54,4.3,4.52,4.08
1053,1626156_2016-17,0.0,0.0,0.92,29.1,63,2016-17,2.3,0.4,0.068,2.09,1.15,0.94,4.38,4.83,3.92
1054,201571_2016-17,0.0,0.0,0.65,20.0,78,2016-17,1.8,0.3,0.083,1.34,0.74,0.6,4.1,4.43,3.75
1055,2563_2016-17,0.0,0.0,0.0,12.2,1,2016-17,3.0,0.0,0.0,0.78,0.44,0.34,4.0,3.54,3.46
1056,1627745_2016-17,0.0,0.0,0.1,8.6,10,2016-17,0.6,0.1,0.333,0.59,0.31,0.28,4.16,4.29,4.03
1057,203081_2016-17,0.0,0.0,1.05,36.4,75,2016-17,5.7,1.5,0.105,2.49,1.41,1.08,4.17,4.66,3.67
1058,204014_2016-17,0.0,0.0,0.13,7.1,45,2016-17,0.1,0.0,0.0,0.49,0.27,0.22,4.22,4.7,3.73
1059,1627849_2016-17,0.0,0.0,0.11,4.0,19,2016-17,0.2,0.0,0.0,0.26,0.14,0.12,4.01,4.12,3.89
1060,201568_2016-17,0.0,0.0,0.79,34.3,63,2016-17,4.6,0.8,0.171,2.27,1.25,1.03,4.02,4.42,3.63
1061,201980_2016-17,0.0,0.0,0.46,26.9,68,2016-17,0.6,0.1,0.03,1.98,1.09,0.89,4.49,4.76,4.2
1062,201967_2016-17,0.0,0.0,0.56,25.3,66,2016-17,0.4,0.0,0.05,1.88,0.98,0.9,4.52,4.9,4.18
1063,203957_2016-17,0.0,0.0,0.67,18.8,66,2016-17,1.4,0.3,0.054,1.36,0.73,0.64,4.41,4.58,4.23
1064,1627863_2016-17,0.0,0.0,0.0,0.8,1,2016-17,0.0,0.0,0.0,0.05,0.02,0.03,7.24,0.0,0.0
1065,203967_2016-17,0.0,0.0,0.89,26.6,81,2016-17,2.4,0.4,0.076,1.95,1.07,0.87,4.46,4.84,4.06
1066,201589_2016-17,0.0,0.0,0.54,15.8,41,2016-17,0.5,0.1,0.108,1.04,0.55,0.48,4.02,4.35,3.71
1067,201954_2016-17,0.0,0.0,0.91,30.7,68,2016-17,1.8,0.5,0.064,2.11,1.15,0.95,4.18,4.38,3.94
1068,1626199_2016-17,0.0,0.0,0.21,9.9,39,2016-17,0.7,0.2,0.088,0.7,0.39,0.31,4.32,4.69,3.94
1069,101135_2016-17,0.0,0.0,0.52,18.9,79,2016-17,1.1,0.1,0.105,1.31,0.69,0.62,4.2,4.42,3.98
1070,1628021_2016-17,0.0,0.0,0.7,20.1,20,2016-17,1.4,0.5,0.155,1.5,0.75,0.75,4.54,4.69,4.37
1071,2561_2016-17,0.0,0.0,0.25,12.7,68,2016-17,1.1,0.0,0.048,0.79,0.4,0.39,3.78,3.96,3.6
1072,202722_2016-17,0.0,0.0,0.34,12.2,67,2016-17,0.6,0.1,0.054,0.93,0.53,0.4,4.59,5.2,3.98
1073,201599_2016-17,0.0,0.0,0.58,32.2,81,2016-17,4.2,0.0,0.333,2.03,1.07,0.96,3.84,4.01,3.66
1074,202732_2016-17,0.0,0.0,0.39,12.7,62,2016-17,0.8,0.1,0.049,0.93,0.47,0.47,4.48,4.42,4.55
1075,1627761_2016-17,0.0,0.0,0.18,9.9,38,2016-17,0.6,0.0,0.02,0.69,0.36,0.33,4.28,4.54,3.99
1076,201942_2016-17,0.0,0.0,1.18,35.9,74,2016-17,5.6,1.7,0.109,2.4,1.34,1.06,4.06,4.42,3.69
1077,202326_2016-17,0.0,0.0,1.19,34.7,72,2016-17,8.3,1.2,0.131,2.05,1.07,0.97,3.6,3.67,3.52
1078,201960_2016-17,0.0,0.0,0.74,26.5,72,2016-17,1.4,0.3,0.135,1.81,0.95,0.86,4.16,4.26,4.05
1079,1627749_2016-17,0.0,0.0,0.11,8.6,38,2016-17,0.7,0.2,0.055,0.65,0.35,0.3,4.62,4.92,4.31
1080,1626153_2016-17,0.0,0.0,0.7,16.8,27,2016-17,1.7,0.5,0.07,1.26,0.67,0.59,4.57,4.9,4.23
1081,1627743_2016-17,0.0,0.0,0.0,3.4,5,2016-17,0.8,0.4,0.333,0.25,0.13,0.11,4.23,5.35,3.93
1082,203471_2016-17,0.0,0.0,1.16,31.9,79,2016-17,2.9,0.7,0.042,2.26,1.22,1.04,4.32,4.76,3.91
1083,1627756_2016-17,0.0,0.0,0.44,17.4,57,2016-17,0.3,0.0,0.011,1.25,0.67,0.58,4.39,4.72,4.06
1084,101114_2016-17,0.0,0.0,0.55,26.2,64,2016-17,1.8,0.2,0.032,1.73,0.97,0.76,4.04,4.37,3.69
1085,202324_2016-17,0.0,0.0,0.78,24.0,50,2016-17,1.8,0.0,0.222,1.63,0.89,0.75,4.15,4.33,3.94
1086,1627884_2016-17,0.0,0.0,0.34,17.3,32,2016-17,1.0,0.1,0.091,1.28,0.64,0.63,4.56,4.85,4.3
1087,201565_2016-17,0.0,0.0,1.22,33.0,64,2016-17,3.0,1.0,0.076,2.27,1.23,1.03,4.19,4.5,3.87
1088,202682_2016-17,0.0,0.0,0.3,16.3,50,2016-17,1.4,0.3,0.231,1.15,0.63,0.52,4.29,4.64,3.92
1089,1626164_2016-17,0.0,0.0,0.94,35.5,78,2016-17,4.7,0.8,0.092,2.4,1.28,1.12,4.13,4.51,3.77
1090,2734_2016-17,0.0,0.0,0.52,16.9,65,2016-17,2.1,0.4,0.091,1.15,0.64,0.51,4.13,4.43,3.81
1091,203473_2016-17,0.0,0.0,0.5,17.7,76,2016-17,1.3,0.0,0.111,1.22,0.66,0.56,4.19,4.5,3.87
1092,1627738_2016-17,0.0,0.0,0.08,6.7,36,2016-17,0.5,0.0,0.0,0.45,0.24,0.22,4.12,4.34,3.95
1093,1627754_2016-17,0.0,0.0,0.0,3.5,7,2016-17,0.3,0.0,0.0,0.26,0.14,0.12,4.45,4.44,4.47
1094,203079_2016-17,0.0,0.0,0.72,30.5,46,2016-17,2.5,0.7,0.05,2.05,1.12,0.92,4.09,4.39,3.78
1095,1717_2016-17,0.0,0.0,0.44,26.7,54,2016-17,2.3,0.0,0.111,1.58,0.84,0.73,3.61,3.72,3.49
1096,1627734_2016-17,0.0,0.0,0.64,20.4,81,2016-17,0.9,0.1,0.04,1.43,0.76,0.67,4.27,4.8,3.79
1097,202700_2016-17,0.0,0.0,0.32,14.3,34,2016-17,1.5,0.1,0.091,1.0,0.53,0.47,4.29,4.66,3.91
1098,1627827_2016-17,0.0,0.0,0.43,20.5,81,2016-17,0.7,0.1,0.06,1.47,0.79,0.69,4.34,4.47,4.2
1099,203926_2016-17,0.0,0.0,0.27,23.1,66,2016-17,0.9,0.1,0.057,1.72,0.93,0.79,4.54,4.94,4.15
1100,1627733_2016-17,0.0,0.0,0.33,13.5,43,2016-17,0.4,0.0,0.071,0.97,0.51,0.46,4.38,4.91,3.92
1101,203110_2016-17,0.0,0.0,1.22,32.9,76,2016-17,2.9,0.3,0.13,2.13,1.09,1.04,3.94,4.36,3.57
1102,2730_2016-17,0.0,0.0,0.62,30.1,74,2016-17,4.6,0.1,0.135,1.94,1.02,0.93,3.95,4.24,3.67
1103,203939_2016-17,0.0,0.0,0.4,17.5,77,2016-17,1.7,0.2,0.182,1.25,0.68,0.58,4.34,4.52,4.14
1104,2548_2016-17,0.0,0.0,1.0,30.3,60,2016-17,3.3,0.7,0.078,2.0,1.1,0.9,4.03,4.37,3.7
1105,202734_2016-17,0.0,0.0,0.66,25.3,73,2016-17,0.9,0.1,0.028,1.8,0.95,0.85,4.33,4.7,3.98
1106,202334_2016-17,0.0,0.0,0.37,17.4,46,2016-17,1.5,0.0,0.095,1.22,0.65,0.56,4.26,4.48,4.03
1107,204002_2016-17,0.0,0.0,0.5,14.0,2,2016-17,1.0,0.0,0.0,0.89,0.49,0.41,3.91,4.07,3.74
1108,203901_2016-17,0.0,0.0,1.26,29.8,82,2016-17,2.4,0.5,0.04,2.15,1.1,1.05,4.42,4.71,4.15
1109,202407_2016-17,0.0,0.0,0.0,11.7,2,2016-17,1.0,0.0,0.0,0.81,0.41,0.4,4.17,4.36,3.99
1110,1626144_2016-17,0.0,0.0,0.51,25.9,55,2016-17,2.2,0.8,0.082,1.88,1.05,0.82,4.41,4.92,3.89
1111,202683_2016-17,0.0,0.0,0.49,21.6,72,2016-17,3.3,0.1,0.08,1.47,0.76,0.71,4.17,4.38,3.98
1112,202339_2016-17,0.0,0.0,1.2,33.4,66,2016-17,5.0,1.2,0.077,2.34,1.24,1.1,4.27,4.63,3.92
1113,201569_2016-17,0.0,0.0,0.76,31.4,75,2016-17,2.1,0.5,0.074,2.06,1.06,1.0,4.0,4.34,3.69
1114,101141_2016-17,0.0,0.0,0.52,26.5,82,2016-17,2.8,0.2,0.132,1.84,1.0,0.84,4.24,4.69,3.8
1115,203095_2016-17,0.0,0.0,1.24,33.3,68,2016-17,3.1,0.8,0.09,2.35,1.25,1.1,4.31,4.67,3.97
1116,202323_2016-17,0.0,0.0,0.8,25.9,65,2016-17,1.5,0.2,0.038,1.8,0.99,0.81,4.24,4.57,3.89
1117,1626163_2016-17,0.0,0.0,0.56,26.4,75,2016-17,1.6,0.3,0.073,1.89,1.08,0.81,4.36,4.87,3.82
1118,1627832_2016-17,0.0,0.0,0.27,8.0,37,2016-17,0.5,0.1,0.015,0.62,0.32,0.3,4.6,4.81,4.43
1119,202066_2016-17,0.0,0.0,0.74,26.9,65,2016-17,1.4,0.1,0.049,1.89,1.01,0.88,4.27,4.52,4.02
1120,203914_2016-17,0.0,0.0,0.96,31.7,57,2016-17,1.7,0.4,0.067,2.16,1.16,1.0,4.17,4.46,3.86
1121,202390_2016-17,0.0,0.0,0.0,9.3,2,2016-17,1.0,0.5,0.333,0.63,0.34,0.3,4.26,4.98,3.65
1122,1627780_2016-17,0.0,0.0,0.33,16.8,6,2016-17,0.8,0.3,0.091,1.31,0.69,0.62,4.73,4.95,4.51
1123,201588_2016-17,0.0,0.0,0.82,31.9,49,2016-17,3.9,0.8,0.074,2.14,1.18,0.95,4.08,4.3,3.81
1124,1627777_2016-17,0.0,0.0,0.04,4.1,23,2016-17,0.1,0.0,0.0,0.3,0.16,0.14,4.48,4.86,4.11
1125,1627834_2016-17,0.0,0.0,0.27,16.3,22,2016-17,0.9,0.0,0.0,1.13,0.6,0.53,4.2,4.5,3.9
1126,101123_2016-17,0.0,0.0,0.32,11.6,47,2016-17,0.5,0.1,0.075,0.83,0.44,0.39,4.4,4.68,4.12
1127,201945_2016-17,0.0,0.0,0.69,23.5,72,2016-17,2.0,0.3,0.08,1.75,0.98,0.77,4.55,5.01,4.06
1128,203507_2016-17,0.0,0.0,1.44,36.0,80,2016-17,6.0,0.9,0.081,2.41,1.29,1.12,4.08,4.46,3.71
1129,203922_2016-17,0.0,0.0,0.49,20.9,69,2016-17,1.0,0.1,0.079,1.53,0.81,0.72,4.49,4.73,4.24
1130,201609_2016-17,0.0,0.0,1.08,34.1,73,2016-17,3.7,0.6,0.034,2.47,1.39,1.08,4.41,4.82,3.97
1131,202330_2016-17,0.0,0.0,1.14,34.9,73,2016-17,4.4,0.8,0.082,2.42,1.37,1.05,4.22,4.6,3.81
1132,203476_2016-17,0.0,0.0,0.96,32.8,82,2016-17,2.1,0.0,0.065,2.21,1.18,1.03,4.11,4.29,3.92
1133,202328_2016-17,0.0,0.0,0.83,22.8,81,2016-17,2.8,0.1,0.085,1.49,0.74,0.75,3.98,3.98,3.97
1134,202349_2016-17,0.0,0.0,0.33,13.0,3,2016-17,0.3,0.0,0.0,0.94,0.55,0.39,4.37,4.58,4.12
1135,203084_2016-17,0.0,0.0,0.91,36.0,79,2016-17,3.5,0.5,0.084,2.52,1.4,1.12,4.28,4.52,4.0
1136,202355_2016-17,0.0,0.0,0.83,33.1,77,2016-17,4.1,0.1,0.08,2.08,1.1,0.98,3.83,3.91,3.74
1137,1627740_2016-17,0.0,0.0,0.11,7.8,19,2016-17,0.4,0.0,0.0,0.58,0.32,0.26,4.56,4.94,4.17
1138,203138_2016-17,0.0,0.0,0.33,19.1,40,2016-17,0.6,0.1,0.055,1.36,0.73,0.63,4.37,4.61,4.12
1139,203546_2016-17,0.0,0.0,0.36,15.0,77,2016-17,0.7,0.1,0.022,1.1,0.6,0.5,4.5,4.96,4.05
1140,101133_2016-17,0.0,0.0,0.65,18.1,31,2016-17,2.0,0.1,0.111,1.22,0.63,0.59,4.13,4.37,3.9
1141,202697_2016-17,0.0,0.0,0.53,25.8,76,2016-17,1.4,0.3,0.134,1.79,0.93,0.86,4.21,4.34,4.09
1142,203477_2016-17,0.0,0.0,0.46,15.4,39,2016-17,0.8,0.2,0.125,1.08,0.55,0.54,4.29,4.38,4.21
1143,1627819_2016-17,0.0,0.0,0.0,13.2,4,2016-17,1.0,0.3,0.143,0.91,0.47,0.44,4.28,4.41,4.16
1144,202738_2016-17,0.0,0.0,1.12,34.3,76,2016-17,6.4,1.5,0.09,2.33,1.28,1.05,4.14,4.6,3.68
1145,1627785_2016-17,0.0,0.0,0.56,22.8,73,2016-17,1.6,0.3,0.052,1.66,0.87,0.79,4.43,4.83,4.07
1146,202397_2016-17,0.0,0.0,0.88,24.5,81,2016-17,1.4,0.3,0.032,1.84,1.05,0.79,4.58,5.21,3.95
1147,1627826_2016-17,0.0,0.0,0.37,16.2,38,2016-17,1.4,0.0,0.0,1.13,0.62,0.52,4.26,4.66,3.86
1148,200826_2016-17,0.0,0.0,0.69,22.3,35,2016-17,2.1,0.4,0.052,1.51,0.86,0.65,4.12,4.52,3.68
1149,200755_2016-17,0.0,0.0,0.58,28.6,78,2016-17,2.1,0.1,0.06,2.11,1.16,0.95,4.5,4.92,4.08
1150,2747_2016-17,0.0,0.0,0.76,29.3,41,2016-17,0.8,0.0,0.014,1.93,1.01,0.92,4.0,4.1,3.89
1151,203210_2016-17,0.0,0.0,0.53,27.6,77,2016-17,2.0,0.1,0.129,1.92,1.03,0.89,4.24,4.41,4.06
1152,201580_2016-17,0.0,0.0,0.22,9.7,77,2016-17,1.1,0.0,0.136,0.68,0.35,0.33,4.28,4.65,3.97
1153,203953_2016-17,0.0,0.0,1.2,34.3,51,2016-17,3.2,0.7,0.09,2.44,1.28,1.16,4.34,4.7,4.01
1154,203109_2016-17,0.0,0.0,0.92,32.9,72,2016-17,2.2,0.3,0.186,2.24,1.18,1.06,4.15,4.43,3.88
1155,1626143_2016-17,0.0,0.0,0.72,23.0,50,2016-17,2.9,0.4,0.119,1.58,0.86,0.72,4.19,4.33,4.03
1156,1627774_2016-17,0.0,0.0,0.26,7.2,35,2016-17,0.3,0.1,0.294,0.52,0.3,0.23,4.43,4.88,3.95
1157,1627751_2016-17,0.0,0.0,0.31,11.8,54,2016-17,0.9,0.1,0.231,0.87,0.46,0.41,4.47,4.66,4.28
1158,2037_2016-17,0.0,0.0,0.54,26.7,82,2016-17,2.0,0.4,0.082,1.75,0.95,0.81,4.0,4.19,3.79
1159,1627750_2016-17,0.0,0.0,0.74,21.8,82,2016-17,1.3,0.2,0.045,1.65,0.9,0.75,4.6,5.06,4.15
1160,2749_2016-17,0.0,0.0,0.76,27.6,75,2016-17,1.1,0.1,0.019,1.8,1.0,0.8,3.96,4.37,3.54
