,pidSzn,EFG_PCT,TS_PCT,USG_PCT,MIN,GP,Season,DD2,TD3,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,PTS_PER_ELBOW_TOUCH,PTS_PER_POST_TOUCH,PTS_PER_PAINT_TOUCH,PTS_PER_TOUCH,DRIVE_PTS,DRIVE_FG_PCT,CATCH_SHOOT_PTS,CATCH_SHOOT_FG_PCT,PULL_UP_PTS,PULL_UP_FG_PCT,PAINT_TOUCH_PTS,PAINT_TOUCH_FG_PCT,POST_TOUCH_PTS,POST_TOUCH_FG_PCT,ELBOW_TOUCH_PTS,ELBOW_TOUCH_FG_PCT,FG2A_FREQUENCY,FG2A,FG2_PCT,FG3A_FREQUENCY,FG3A,FG3_PCT
2230,202327_2018-19,0.694,0.698,0.128,6.4,51,2018-19,1,0,0.3,0.6,0.1,2.0,0.453,0.333,1.0,0.228,0.0,0.0,0.0,0.333,0.0,0.0,2.1,0.825,0.1,0.6,0.5,0.579,1.0,1.39,0.704,0.0,0.0,
2231,203901_2018-19,0.475,0.502,0.177,30.1,42,2018-19,10,6,1.6,1.2,1.5,6.8,0.25,0.143,0.596,0.148,4.8,0.46,1.9,0.333,0.8,0.333,1.3,0.553,0.0,0.5,0.2,0.286,0.747,7.31,0.476,0.253,2.48,0.317
2232,1629059_2018-19,0.46,0.489,0.168,18.3,53,2018-19,0,0,0.9,0.3,0.8,2.4,1.333,0.0,0.824,0.13,1.6,0.381,1.3,0.291,1.5,0.296,0.3,0.778,0.0,0.0,0.2,0.8,0.545,2.98,0.475,0.455,2.49,0.295
2233,1629150_2018-19,0.571,0.571,0.183,7.7,3,2018-19,0,0,1.7,1.0,0.3,2.7,0.667,0.0,1.0,0.278,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.571,0.0,0.0,0.7,0.0,1.0,2.33,0.571,0.0,0.0,
2234,1626144_2018-19,0.493,0.531,0.248,27.6,59,2018-19,1,0,2.1,1.3,2.0,6.7,0.5,0.357,0.804,0.217,5.5,0.469,2.3,0.343,5.0,0.438,0.7,0.68,0.1,0.286,0.2,0.6,0.712,8.76,0.484,0.288,3.53,0.327
2235,202683_2018-19,0.556,0.594,0.219,24.8,67,2018-19,32,0,1.6,4.2,0.7,10.6,0.567,0.556,1.004,0.299,0.5,0.308,0.8,0.28,0.1,0.4,7.3,0.64,3.6,0.513,1.7,0.627,0.95,9.58,0.564,0.05,0.51,0.294
2236,202339_2018-19,0.548,0.577,0.225,29.5,78,2018-19,8,1,3.2,1.2,3.4,8.4,0.564,0.556,0.803,0.283,6.1,0.569,2.3,0.281,3.4,0.386,1.4,0.662,0.1,1.0,0.3,0.769,0.612,7.63,0.582,0.388,4.83,0.329
2237,201569_2018-19,0.525,0.549,0.215,32.2,68,2018-19,0,0,2.2,1.4,1.9,4.8,0.611,0.8,1.048,0.418,4.4,0.467,7.6,0.379,2.2,0.297,0.6,0.724,0.1,0.667,0.2,0.5,0.361,4.97,0.497,0.639,8.81,0.361
2238,203961_2018-19,0.5,0.5,0.117,8.8,5,2018-19,0,0,0.4,0.4,0.0,0.8,0.286,0.667,0.333,0.096,0.0,0.0,0.6,1.0,0.0,0.0,0.4,0.5,0.4,1.0,0.4,0.5,0.857,1.2,0.333,0.143,0.2,1.0
2239,101141_2018-19,0.514,0.548,0.151,18.6,67,2018-19,3,0,0.9,1.4,0.9,2.9,0.534,0.37,0.884,0.241,0.2,0.368,2.6,0.361,0.6,0.311,2.5,0.557,0.1,0.25,0.6,0.472,0.581,3.31,0.491,0.419,2.39,0.363
2240,203095_2018-19,0.509,0.536,0.217,31.9,81,2018-19,1,0,2.2,1.2,1.7,5.9,0.618,0.25,0.884,0.348,4.5,0.476,4.5,0.376,3.8,0.368,1.0,0.661,0.0,0.5,0.5,0.513,0.579,7.61,0.504,0.421,5.53,0.343
2241,202323_2018-19,0.473,0.504,0.158,22.3,73,2018-19,3,2,0.6,0.8,0.4,3.7,0.424,0.679,0.824,0.139,2.0,0.412,0.5,0.218,2.2,0.436,1.0,0.682,1.2,0.515,0.2,0.545,0.882,5.34,0.495,0.118,0.71,0.212
2242,1628402_2018-19,0.493,0.517,0.178,19.4,61,2018-19,0,0,1.3,0.5,1.8,4.2,1.138,2.0,0.938,0.293,1.9,0.41,2.0,0.292,1.3,0.358,1.0,0.604,0.0,1.0,0.5,0.778,0.621,4.56,0.507,0.379,2.79,0.312
2243,1626163_2018-19,0.547,0.587,0.216,16.3,47,2018-19,2,0,1.2,0.9,0.5,3.7,0.719,0.875,0.93,0.257,1.9,0.516,3.2,0.347,0.1,0.188,1.7,0.659,0.6,0.667,0.9,0.652,0.534,3.38,0.553,0.466,2.96,0.36
2244,1628412_2018-19,0.462,0.502,0.213,11.6,38,2018-19,0,0,0.7,0.4,1.1,2.4,0.556,0.0,1.263,0.196,1.3,0.488,0.2,0.143,1.8,0.318,0.6,0.846,0.0,0.0,0.1,0.5,0.621,2.76,0.543,0.379,1.68,0.219
2245,1628373_2018-19,0.395,0.417,0.163,21.3,43,2018-19,0,0,0.7,0.4,0.4,2.0,0.5,0.0,0.333,0.144,1.9,0.393,1.8,0.287,2.1,0.348,0.0,0.5,0.0,0.0,0.1,0.4,0.588,3.81,0.388,0.412,2.67,0.286
2246,1627832_2018-19,0.503,0.539,0.177,27.9,64,2018-19,1,0,1.6,1.0,2.1,3.1,1.273,0.0,0.586,0.195,2.7,0.401,3.8,0.426,2.7,0.337,0.3,0.538,0.0,0.0,0.2,0.833,0.505,4.72,0.44,0.495,4.63,0.378
2247,1627788_2018-19,0.496,0.528,0.174,14.3,48,2018-19,0,0,1.3,0.7,1.1,1.9,0.889,0.0,1.222,0.308,0.6,0.406,2.5,0.339,1.0,0.317,0.7,0.682,0.0,0.0,0.3,0.538,0.412,2.1,0.505,0.588,3.0,0.326
2248,202066_2018-19,0.513,0.543,0.131,27.6,75,2018-19,0,0,2.0,0.4,1.9,2.6,0.548,0.667,0.825,0.216,1.0,0.426,3.3,0.372,1.0,0.297,0.6,0.621,0.0,1.0,0.3,0.6,0.463,3.04,0.518,0.537,3.52,0.341
2249,1629109_2018-19,0.467,0.48,0.106,12.7,51,2018-19,0,0,0.4,0.5,0.2,0.4,0.25,0.0,0.429,0.216,0.2,0.667,2.2,0.294,0.2,0.333,0.2,1.0,0.0,0.0,0.0,1.0,0.086,0.25,0.692,0.914,2.71,0.297
2250,203914_2018-19,0.488,0.526,0.195,29.1,57,2018-19,0,0,2.1,1.4,2.0,5.9,0.85,0.0,0.702,0.36,4.5,0.458,3.6,0.363,2.4,0.341,0.6,0.652,0.0,0.0,0.3,0.571,0.619,6.86,0.476,0.381,4.23,0.336
2251,1627780_2018-19,0.688,0.688,0.214,5.4,3,2018-19,0,0,0.7,0.0,1.4,2.7,0.0,0.0,1.5,0.367,0.0,0.0,1.0,0.5,0.0,0.0,2.0,0.75,0.0,0.0,0.0,0.0,0.75,2.0,0.667,0.25,0.67,0.5
2252,1629018_2018-19,0.37,0.377,0.213,7.5,15,2018-19,0,0,0.4,0.2,0.0,0.5,0.0,0.857,0.4,0.303,0.3,0.167,0.4,0.182,1.7,0.393,0.1,0.333,0.4,0.6,0.0,0.0,0.58,1.93,0.379,0.42,1.4,0.238
2253,201588_2018-19,0.516,0.554,0.147,22.0,60,2018-19,0,0,1.5,1.0,1.1,3.3,0.667,0.0,0.884,0.205,1.9,0.495,1.9,0.325,1.8,0.412,1.0,0.65,0.0,0.0,0.3,0.667,0.593,3.72,0.547,0.407,2.55,0.314
2254,1627777_2018-19,0.594,0.613,0.17,8.9,59,2018-19,0,0,0.3,0.4,0.5,1.4,1.333,0.0,1.0,0.29,1.1,0.636,2.0,0.396,0.4,0.611,0.2,0.714,0.0,0.0,0.1,1.0,0.42,1.29,0.566,0.58,1.78,0.41
2255,101123_2018-19,0.535,0.555,0.19,20.4,73,2018-19,0,0,1.4,1.2,0.9,1.7,0.4,0.0,1.226,0.38,1.2,0.5,5.2,0.39,1.7,0.295,0.5,0.792,0.0,0.0,0.0,0.333,0.236,1.86,0.551,0.764,6.03,0.355
2256,203507_2018-19,0.599,0.644,0.314,33.2,72,2018-19,54,5,4.0,3.0,4.7,17.7,0.581,0.461,1.013,0.336,8.9,0.633,0.7,0.213,3.1,0.322,6.3,0.719,2.1,0.53,2.0,0.61,0.837,14.51,0.64,0.163,2.82,0.256
2257,203922_2018-19,0.472,0.511,0.146,13.2,47,2018-19,0,0,1.0,0.2,0.8,1.9,0.467,0.0,0.776,0.228,0.6,0.238,1.3,0.309,0.7,0.5,0.8,0.739,0.0,0.0,0.1,0.25,0.651,2.43,0.491,0.349,1.3,0.295
2258,201609_2018-19,0.479,0.517,0.224,27.9,36,2018-19,4,1,2.3,0.8,1.9,5.9,0.421,0.8,0.538,0.233,4.3,0.455,3.4,0.369,3.2,0.338,0.6,0.381,0.1,0.0,0.4,0.4,0.623,7.47,0.454,0.377,4.53,0.35
2259,202330_2018-19,0.527,0.575,0.183,26.2,72,2018-19,2,0,2.1,1.0,2.0,4.5,0.657,0.4,0.858,0.252,2.8,0.518,3.1,0.382,2.3,0.369,1.4,0.62,0.1,0.5,0.9,0.66,0.636,5.61,0.542,0.364,3.21,0.333
2260,203476_2018-19,0.527,0.572,0.194,13.7,76,2018-19,2,0,0.8,1.0,0.3,2.6,0.587,0.596,0.874,0.249,0.4,0.421,2.3,0.481,0.7,0.355,2.4,0.627,0.4,0.429,1.2,0.614,0.851,4.22,0.53,0.149,0.74,0.339
2261,1628960_2018-19,0.466,0.516,0.238,11.1,38,2018-19,0,0,0.9,0.4,0.7,1.4,1.0,0.0,1.143,0.347,1.8,0.404,2.2,0.368,0.9,0.275,0.2,0.667,0.0,0.0,0.1,0.5,0.444,2.08,0.443,0.556,2.61,0.323
2262,202328_2018-19,0.489,0.521,0.211,11.3,43,2018-19,0,0,0.7,1.8,0.3,4.1,0.545,0.425,0.932,0.276,0.5,0.391,0.3,0.263,0.0,0.0,3.2,0.593,0.8,0.389,1.0,0.471,0.974,4.28,0.495,0.026,0.12,0.2
2263,1627824_2018-19,0.513,0.542,0.168,6.2,41,2018-19,0,0,0.4,0.3,0.2,1.2,0.391,0.528,0.622,0.245,0.3,0.571,0.8,0.344,0.0,0.0,0.6,0.625,0.5,0.5,0.2,0.571,0.636,1.2,0.531,0.364,0.68,0.321
2264,1628977_2018-19,0.467,0.497,0.16,10.5,51,2018-19,0,0,1.0,0.7,1.1,2.7,0.706,0.0,0.871,0.418,0.8,0.357,0.3,0.2,0.1,0.3,1.2,0.519,0.0,0.0,0.2,0.625,0.854,2.8,0.507,0.146,0.48,0.167
2265,203084_2018-19,0.504,0.55,0.202,33.3,77,2018-19,4,0,1.9,1.4,1.5,5.6,0.518,0.614,0.964,0.323,3.5,0.443,5.7,0.395,2.5,0.337,1.7,0.654,2.0,0.417,0.4,0.414,0.57,7.6,0.439,0.43,5.73,0.395
2266,1628385_2018-19,0.503,0.526,0.227,14.3,58,2018-19,0,0,1.0,1.3,0.6,5.4,0.429,0.491,0.907,0.3,0.8,0.472,0.9,0.406,0.3,0.267,3.8,0.609,1.4,0.388,1.6,0.5,0.983,5.9,0.512,0.017,0.1,0.0
2267,202355_2018-19,0.572,0.564,0.215,23.6,72,2018-19,36,0,1.7,4.1,0.5,10.4,0.45,0.53,0.993,0.395,0.3,0.435,0.8,0.36,0.1,0.15,9.3,0.618,1.5,0.436,1.4,0.489,0.976,9.22,0.581,0.024,0.22,0.125
2268,1629312_2018-19,0.45,0.414,0.115,8.1,5,2018-19,0,0,0.0,0.4,0.0,1.2,0.0,0.0,0.0,0.153,0.8,1.0,0.6,0.25,0.4,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.6,0.5,1.0,0.2
2269,1627740_2018-19,0.5,0.538,0.186,13.8,19,2018-19,0,0,0.6,0.4,0.7,1.8,1.0,0.438,1.357,0.229,0.7,0.25,2.6,0.474,0.5,0.25,1.0,0.667,0.4,0.231,0.3,0.5,0.6,3.0,0.386,0.4,2.0,0.447
2270,203546_2018-19,0.48,0.502,0.185,16.4,60,2018-19,0,0,0.5,0.7,1.1,2.2,0.379,0.0,0.688,0.245,1.6,0.506,2.6,0.342,1.8,0.353,0.4,0.455,0.0,0.0,0.2,0.333,0.473,3.02,0.47,0.527,3.37,0.327
2271,101133_2018-19,0.466,0.531,0.128,14.8,34,2018-19,1,0,0.6,1.1,0.2,2.6,0.339,0.545,0.754,0.193,0.2,0.2,0.3,0.167,0.0,0.0,2.8,0.522,0.2,0.5,0.6,0.545,0.848,2.7,0.494,0.152,0.48,0.188
2272,1628387_2018-19,0.0,0.0,0.267,2.1,3,2018-19,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,
2273,202697_2018-19,0.481,0.499,0.143,24.2,62,2018-19,0,0,1.6,0.7,1.6,1.2,0.474,0.3,0.548,0.251,0.6,0.343,4.0,0.373,1.8,0.297,0.4,0.526,0.0,0.25,0.1,0.364,0.388,2.79,0.416,0.612,4.4,0.348
2274,1629067_2018-19,0.152,0.24,0.151,5.5,22,2018-19,0,0,0.0,0.2,0.0,0.5,0.0,0.0,0.667,0.114,0.3,0.2,0.0,0.0,0.0,0.0,0.4,0.5,0.0,0.0,0.0,0.0,0.75,1.09,0.167,0.25,0.36,0.0
2275,1629353_2018-19,0.357,0.357,0.142,11.4,5,2018-19,0,0,0.0,0.8,0.0,1.2,0.0,0.0,0.667,0.16,0.0,0.0,1.8,0.231,0.0,0.0,1.2,0.375,0.0,0.0,0.0,0.0,0.476,2.0,0.3,0.524,2.2,0.273
2276,1628515_2018-19,0.438,0.455,0.139,14.5,39,2018-19,0,0,0.3,0.1,0.4,1.8,0.0,0.0,0.0,0.12,1.5,0.455,0.8,0.313,0.7,0.289,0.0,0.0,0.0,0.0,0.0,0.0,0.754,2.67,0.423,0.246,0.87,0.324
2277,203477_2018-19,0.494,0.518,0.147,21.2,30,2018-19,0,0,0.9,0.5,0.7,1.5,0.5,1.0,0.5,0.133,1.3,0.386,2.1,0.35,2.0,0.434,0.1,0.5,0.1,1.0,0.1,1.0,0.415,2.27,0.441,0.585,3.2,0.354
2278,1628392_2018-19,0.512,0.562,0.112,8.0,28,2018-19,0,0,0.3,0.3,0.2,1.3,0.353,1.5,0.61,0.174,0.0,0.0,0.2,0.333,0.0,0.0,1.3,0.483,0.1,1.0,0.4,0.556,0.854,1.25,0.514,0.146,0.21,0.333
2279,1628439_2018-19,0.5,0.588,0.153,10.9,3,2018-19,0,0,0.7,0.0,0.0,1.4,0.0,0.167,1.5,0.255,0.7,0.5,0.0,0.0,1.3,0.667,2.0,0.667,0.3,0.0,0.0,0.0,1.0,2.67,0.5,0.0,0.0,
2280,202738_2018-19,0.404,0.437,0.274,15.3,12,2018-19,0,0,2.5,1.7,2.3,2.7,0.0,0.0,0.0,0.261,3.1,0.341,1.8,0.267,2.2,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.557,4.5,0.407,0.443,3.58,0.279
2281,202397_2018-19,0.464,0.485,0.193,22.6,56,2018-19,0,0,1.2,0.3,0.9,4.1,0.444,0.0,0.077,0.166,4.2,0.461,1.3,0.329,3.0,0.373,0.0,0.143,0.0,0.0,0.1,0.667,0.724,6.34,0.454,0.276,2.41,0.326
2282,1628397_2018-19,0.554,0.586,0.166,14.9,49,2018-19,4,0,0.8,1.4,0.5,4.1,0.402,0.488,0.754,0.222,0.4,0.583,0.6,0.28,0.3,0.389,2.9,0.648,0.8,0.528,1.0,0.488,0.929,4.02,0.574,0.071,0.31,0.2
2283,1627826_2018-19,0.559,0.604,0.199,17.8,59,2018-19,8,0,1.2,1.8,0.9,7.1,0.663,0.602,0.98,0.257,0.1,1.0,0.2,0.316,0.0,0.333,6.6,0.569,1.0,0.48,1.9,0.616,1.0,6.42,0.559,0.0,0.0,
2284,200826_2018-19,0.468,0.495,0.263,20.0,38,2018-19,3,0,1.4,0.5,1.0,4.5,0.8,0.0,0.727,0.183,5.3,0.457,1.0,0.26,4.7,0.416,0.2,0.667,0.0,0.0,0.1,0.667,0.668,6.76,0.479,0.332,3.37,0.297
2285,1629122_2018-19,0.333,0.333,0.209,8.5,2,2018-19,0,0,0.0,0.0,1.0,3.0,0.0,0.0,2.0,0.214,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.556,2.5,0.6,0.444,2.0,0.0
2286,200755_2018-19,0.557,0.602,0.209,31.7,76,2018-19,1,0,2.1,1.5,2.0,2.1,0.588,0.0,0.932,0.441,1.3,0.479,6.9,0.426,6.4,0.426,0.7,0.615,0.0,0.0,0.5,0.395,0.413,5.59,0.499,0.587,7.93,0.397
2287,2747_2018-19,0.418,0.444,0.176,20.5,11,2018-19,0,0,1.0,0.5,0.6,1.3,0.0,0.0,0.333,0.228,0.7,0.571,2.7,0.357,2.5,0.289,0.2,0.5,0.0,0.0,0.0,0.0,0.506,3.64,0.375,0.494,3.55,0.308
2288,203960_2018-19,0.583,0.633,0.234,32.2,4,2018-19,0,0,3.0,3.0,2.5,10.1,0.857,0.667,1.091,0.345,7.0,0.444,3.8,0.357,3.0,0.667,3.0,0.667,0.5,1.0,1.5,1.0,0.736,9.75,0.615,0.264,3.5,0.357
2289,203210_2018-19,0.558,0.587,0.185,21.4,65,2018-19,6,0,1.5,2.0,0.9,4.2,0.353,0.595,0.984,0.247,0.4,0.379,3.9,0.437,0.3,0.233,3.8,0.628,1.0,0.481,0.6,0.6,0.63,4.62,0.53,0.37,2.71,0.403
2290,201580_2018-19,0.625,0.634,0.197,22.6,75,2018-19,14,0,1.2,2.3,1.3,10.5,0.582,0.617,1.052,0.365,0.4,0.406,0.3,0.262,0.2,0.321,8.4,0.688,0.9,0.455,2.0,0.558,0.981,8.35,0.634,0.019,0.16,0.083
2291,203953_2018-19,0.533,0.56,0.236,27.3,64,2018-19,8,0,1.7,1.6,2.0,7.9,0.667,0.473,0.947,0.247,3.5,0.524,2.4,0.315,2.6,0.374,2.3,0.7,1.3,0.55,0.7,0.486,0.737,8.63,0.559,0.263,3.08,0.314
2292,1628980_2018-19,0.377,0.374,0.134,6.9,30,2018-19,0,0,0.3,0.3,0.2,0.5,0.667,0.0,0.4,0.125,0.2,0.375,0.4,0.267,0.6,0.375,0.1,0.5,0.0,0.0,0.1,1.0,0.712,1.23,0.378,0.288,0.5,0.267
2293,203109_2018-19,0.508,0.538,0.183,27.4,80,2018-19,3,0,1.8,1.1,1.7,3.0,0.457,0.471,0.821,0.231,1.2,0.442,5.7,0.35,1.4,0.295,1.1,0.667,0.1,1.0,0.2,0.286,0.346,3.43,0.52,0.654,6.48,0.328
2294,1626143_2018-19,0.587,0.603,0.198,16.1,59,2018-19,6,0,0.9,1.8,0.5,7.0,0.644,0.55,0.918,0.298,1.1,0.587,0.1,0.182,0.4,0.429,3.8,0.662,1.8,0.49,1.4,0.615,0.986,6.05,0.591,0.014,0.08,0.2
2295,1627774_2018-19,0.579,0.594,0.156,18.9,71,2018-19,1,0,1.1,1.0,0.9,4.0,0.5,0.913,1.083,0.35,1.1,0.559,2.0,0.31,1.0,0.418,2.2,0.768,0.3,0.643,0.3,0.467,0.573,3.42,0.646,0.427,2.55,0.326
2296,1627751_2018-19,0.645,0.64,0.125,16.7,77,2018-19,1,0,0.7,1.5,0.2,4.7,0.478,0.286,0.784,0.216,0.2,0.625,0.2,0.571,0.0,0.25,4.0,0.638,0.3,0.5,1.1,0.702,1.0,3.77,0.645,0.0,0.0,
2297,1628973_2018-19,0.523,0.549,0.186,22.1,73,2018-19,3,0,1.0,0.8,1.3,4.6,0.175,0.625,0.49,0.203,3.9,0.527,1.6,0.33,2.5,0.395,0.3,0.667,0.1,0.4,0.2,0.833,0.679,5.25,0.522,0.321,2.48,0.348
2298,1627883_2018-19,0.5,0.548,0.162,13.6,16,2018-19,0,0,1.3,1.3,0.7,1.9,1.0,0.0,1.533,0.303,0.9,0.3,1.9,0.357,0.0,0.0,1.4,0.75,0.0,0.0,0.1,0.5,0.548,2.13,0.471,0.452,1.75,0.357
2299,2037_2018-19,0.474,0.522,0.198,19.2,64,2018-19,0,0,1.0,0.4,0.9,1.4,1.2,2.0,0.0,0.21,1.6,0.465,1.5,0.359,4.3,0.401,0.0,0.0,0.0,0.0,0.1,0.5,0.539,3.69,0.453,0.461,3.16,0.332
2300,1627750_2018-19,0.502,0.538,0.241,33.1,75,2018-19,4,0,2.2,1.6,2.1,6.7,0.68,0.3,0.69,0.237,5.0,0.432,3.6,0.418,7.2,0.4,1.3,0.575,0.1,0.5,0.7,0.61,0.647,10.12,0.476,0.353,5.52,0.367
2301,203516_2018-19,0.563,0.59,0.125,21.5,58,2018-19,0,0,1.7,1.2,1.4,2.8,0.8,0.0,0.866,0.351,0.7,0.469,2.5,0.348,0.4,0.375,1.4,0.646,0.0,0.0,0.4,0.733,0.469,2.38,0.601,0.531,2.69,0.353
2302,201935_2018-19,0.541,0.616,0.396,37.2,78,2018-19,34,7,5.5,2.8,3.1,11.2,0.313,0.687,0.634,0.414,14.0,0.528,1.5,0.429,14.6,0.37,0.6,0.433,0.7,0.488,0.1,0.5,0.461,11.29,0.528,0.539,13.18,0.368
2303,201949_2018-19,0.499,0.522,0.177,21.4,55,2018-19,0,0,1.1,0.5,0.4,3.9,0.396,0.37,0.812,0.203,2.3,0.417,2.1,0.317,1.1,0.348,1.0,0.692,0.2,0.308,0.4,0.5,0.607,4.18,0.496,0.393,2.71,0.336
2304,203263_2018-19,0.471,0.503,0.153,6.9,15,2018-19,0,0,0.3,0.0,0.1,0.5,0.0,0.0,0.0,0.346,0.3,0.5,1.6,0.381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.265,0.6,0.444,0.735,1.67,0.32
2305,201162_2018-19,0.533,0.554,0.104,20.9,59,2018-19,0,0,0.7,0.9,0.5,1.3,0.25,0.1,0.596,0.133,0.9,0.525,2.8,0.361,0.4,0.6,0.5,0.588,0.0,0.0,0.1,0.6,0.368,1.49,0.545,0.632,2.56,0.351
2306,1629123_2018-19,0.359,0.372,0.197,8.0,14,2018-19,0,0,0.2,0.5,0.1,0.4,0.0,0.0,0.0,0.141,0.4,0.2,0.2,0.091,1.5,0.529,0.0,0.0,0.0,0.0,0.0,0.0,0.553,1.5,0.381,0.447,1.21,0.235
2307,1626185_2018-19,0.51,0.528,0.153,7.9,42,2018-19,0,0,0.3,0.2,0.4,0.8,0.154,0.714,0.609,0.196,0.2,0.667,1.7,0.358,0.1,0.231,0.3,0.545,0.1,0.5,0.0,0.333,0.452,1.15,0.489,0.548,1.39,0.351
2308,1628991_2018-19,0.549,0.591,0.231,26.5,58,2018-19,2,0,2.0,1.6,1.4,8.4,0.568,0.674,0.92,0.341,1.7,0.463,2.8,0.374,0.3,0.25,6.2,0.636,3.1,0.487,1.8,0.551,0.759,7.72,0.551,0.241,2.45,0.359
2309,1628417_2018-19,0.491,0.51,0.12,16.5,27,2018-19,1,0,0.8,1.2,0.4,2.5,0.444,0.0,1.057,0.171,0.2,0.375,1.3,0.286,0.1,0.143,2.1,0.632,0.0,0.0,0.3,0.571,0.636,2.52,0.544,0.364,1.44,0.256
2310,1629020_2018-19,0.474,0.513,0.179,4.1,17,2018-19,0,0,0.2,0.4,0.0,1.1,0.5,0.0,0.81,0.233,0.1,0.0,0.0,0.0,0.0,0.0,1.0,0.583,0.0,0.0,0.2,0.25,0.944,1.0,0.529,0.056,0.06,0.0
2311,1628386_2018-19,0.595,0.632,0.158,26.5,80,2018-19,24,0,1.1,2.0,0.7,8.3,0.548,0.3,0.941,0.256,0.1,0.231,0.2,0.122,0.0,0.0,7.6,0.663,0.1,0.4,2.3,0.546,0.921,6.54,0.629,0.079,0.56,0.133
2312,201160_2018-19,0.432,0.492,0.169,9.7,20,2018-19,0,0,0.1,0.4,0.0,0.9,0.278,1.333,0.552,0.175,0.3,0.667,1.7,0.316,0.0,0.0,0.8,0.412,0.2,1.0,0.3,0.5,0.559,1.65,0.364,0.441,1.3,0.346
2313,1628393_2018-19,0.214,0.214,0.142,8.1,8,2018-19,0,0,0.0,0.0,0.3,0.5,0.0,0.0,0.0,0.044,0.5,0.286,0.0,0.0,0.3,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.786,1.38,0.273,0.214,0.38,0.0
2314,1629121_2018-19,0.459,0.474,0.131,12.7,34,2018-19,0,0,0.6,0.2,0.3,0.5,0.0,0.0,0.0,0.115,0.5,0.318,1.5,0.354,1.0,0.325,0.0,0.0,0.0,0.0,0.0,0.0,0.327,1.06,0.361,0.673,2.18,0.338
2315,1627759_2018-19,0.525,0.547,0.215,26.2,74,2018-19,2,0,2.6,1.4,3.0,6.4,0.745,0.707,0.812,0.41,3.1,0.494,3.7,0.364,1.9,0.393,1.8,0.555,0.9,0.566,0.5,0.696,0.652,6.97,0.529,0.348,3.73,0.344
2316,1628537_2018-19,0.45,0.46,0.15,7.2,4,2018-19,0,0,1.3,0.5,0.8,1.5,1.0,0.0,0.0,0.313,0.0,0.0,0.8,0.333,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.7,1.75,0.429,0.3,0.75,0.333
2317,1628369_2018-19,0.506,0.547,0.218,31.5,79,2018-19,8,0,3.0,1.7,2.6,6.4,0.81,0.718,0.819,0.347,3.1,0.46,3.2,0.397,4.3,0.357,1.8,0.606,1.1,0.471,0.9,0.667,0.7,9.18,0.483,0.3,3.94,0.373
2318,201145_2018-19,0.555,0.608,0.174,27.6,77,2018-19,2,0,1.8,1.2,1.3,4.5,0.563,0.567,1.044,0.316,1.9,0.556,4.6,0.385,1.2,0.333,2.2,0.695,0.7,0.409,0.6,0.529,0.535,4.8,0.589,0.465,4.17,0.35
2319,201952_2018-19,0.465,0.528,0.186,30.5,42,2018-19,11,0,2.0,0.6,1.9,5.7,0.133,0.667,0.643,0.174,6.4,0.438,1.1,0.381,3.2,0.368,0.2,0.6,0.0,0.0,0.0,0.25,0.748,7.4,0.453,0.252,2.5,0.333
2320,1629203_2018-19,0.394,0.398,0.108,24.2,6,2018-19,1,0,1.4,1.7,1.9,3.4,1.333,0.0,0.667,0.128,0.2,0.0,1.0,0.25,0.0,0.0,2.3,0.583,0.0,0.0,0.7,1.0,0.688,3.67,0.455,0.313,1.67,0.2
2321,203924_2018-19,0.567,0.592,0.15,33.1,80,2018-19,4,0,2.4,1.8,1.7,7.0,0.679,0.676,0.941,0.271,1.7,0.398,4.8,0.406,0.2,0.29,3.6,0.657,0.9,0.509,1.4,0.524,0.646,6.65,0.554,0.354,3.65,0.399
2322,203087_2018-19,0.499,0.552,0.22,28.9,79,2018-19,7,0,2.8,1.8,1.9,6.3,0.833,0.857,0.807,0.363,5.7,0.43,3.6,0.399,3.7,0.419,1.1,0.597,0.1,0.25,0.4,0.531,0.663,8.2,0.486,0.337,4.18,0.348
2323,202391_2018-19,0.491,0.558,0.213,19.7,74,2018-19,1,0,1.7,0.5,1.7,4.1,0.632,0.0,0.31,0.22,4.1,0.507,1.4,0.286,2.3,0.404,0.1,0.308,0.0,0.0,0.2,0.462,0.654,4.78,0.517,0.346,2.53,0.294
2324,1626170_2018-19,0.509,0.526,0.13,15.9,60,2018-19,0,0,0.8,0.3,0.6,0.8,0.5,0.0,0.0,0.134,0.9,0.377,1.6,0.41,1.4,0.383,0.0,0.0,0.0,0.0,0.1,1.0,0.493,1.83,0.462,0.507,1.88,0.367
