,pidSzn,MIN,GP,Season,OREB_UNCONTEST,OREB_CONTEST_PCT,OREB_CHANCES,OREB_CHANCE_PCT,OREB_CHANCE_DEFER,DREB_CONTEST,DREB_UNCONTEST,DREB_CONTEST_PCT,DREB_CHANCES,DREB_CHANCE_PCT,DREB_CHANCE_DEFER,AVG_OREB_DIST,AVG_DREB_DIST,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUTS,BOX_OUT_PLAYER_TEAM_REBS,BOX_OUT_PLAYER_REBS,PCT_BOX_OUTS_OFF,PCT_BOX_OUTS_DEF,PCT_BOX_OUTS_TEAM_REB,PCT_BOX_OUTS_REB
561,101112_2015-16,17.1,69,2015-16,0.2,0.543,0.9,0.538,0.0,0.8,1.9,0.301,5.1,0.551,0.4,9.7,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
562,101111_2015-16,10.7,62,2015-16,0.1,0.708,1.2,0.333,0.1,0.5,1.6,0.227,3.1,0.656,0.2,8.3,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
563,201978_2015-16,14.1,66,2015-16,0.4,0.372,1.4,0.473,0.0,0.4,1.3,0.234,2.9,0.566,0.3,8.4,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
564,2365_2015-16,14.9,27,2015-16,0.3,0.806,2.9,0.468,0.1,1.0,1.4,0.419,4.0,0.569,0.3,4.9,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
565,2547_2015-16,33.5,53,2015-16,0.3,0.646,2.3,0.4,0.0,2.0,4.4,0.304,10.3,0.629,0.7,9.1,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
566,203142_2015-16,6.5,24,2015-16,0.0,1.0,0.5,0.077,0.0,0.1,0.3,0.222,1.4,0.265,0.1,2.5,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
567,203187_2015-16,12.2,70,2015-16,0.2,0.37,0.9,0.409,0.1,0.4,1.2,0.238,2.7,0.565,0.2,12.8,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
568,2549_2015-16,7.0,16,2015-16,0.2,0.571,0.9,0.467,0.0,0.5,0.6,0.471,2.4,0.436,0.2,7.4,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
569,1626191_2015-16,15.1,24,2015-16,0.5,0.44,2.6,0.403,0.0,0.5,1.3,0.302,3.9,0.457,0.5,7.9,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
570,101108_2015-16,32.7,74,2015-16,0.4,0.308,2.3,0.229,0.2,0.8,2.9,0.21,7.1,0.514,0.4,14.4,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571,1626174_2015-16,8.5,17,2015-16,0.4,0.385,1.6,0.481,0.0,0.9,0.6,0.6,3.0,0.49,0.4,4.8,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
572,101236_2015-16,11.9,2,2015-16,0.0,0.0,0.5,0.0,0.0,2.0,2.0,0.5,6.5,0.615,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573,203921_2015-16,9.0,17,2015-16,0.1,0.5,1.2,0.19,0.0,0.2,1.1,0.136,2.6,0.5,0.2,8.5,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
574,1626146_2015-16,4.5,8,2015-16,0.0,1.0,0.9,0.286,0.0,0.1,0.4,0.25,1.1,0.444,0.3,3.1,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
575,203991_2015-16,19.1,77,2015-16,0.5,0.809,5.3,0.473,0.1,1.7,2.2,0.437,7.0,0.56,0.4,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
576,203469_2015-16,24.3,73,2015-16,0.6,0.674,5.3,0.359,0.1,1.6,2.7,0.372,8.1,0.534,0.8,5.7,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
577,202332_2015-16,13.3,60,2015-16,0.5,0.616,3.2,0.455,0.0,1.2,2.1,0.366,5.4,0.62,0.5,6.1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
578,201147_2015-16,20.4,82,2015-16,0.3,0.333,2.0,0.259,0.1,0.4,1.5,0.229,3.7,0.515,0.4,11.8,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
579,203928_2015-16,6.3,8,2015-16,0.1,0.833,2.1,0.353,0.0,0.8,0.4,0.6,2.1,0.588,0.4,16.1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
580,202709_2015-16,25.5,79,2015-16,0.3,0.368,2.6,0.187,0.1,0.5,1.7,0.219,4.9,0.437,0.3,11.2,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,1626262_2015-16,1.9,3,2015-16,0.0,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.7,0.5,0.0,0.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
582,201584_2015-16,29.5,79,2015-16,0.3,0.276,1.3,0.274,0.1,0.3,1.9,0.153,3.6,0.618,0.2,16.5,8.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
583,1626245_2015-16,10.3,31,2015-16,0.5,0.533,3.1,0.316,0.0,0.9,1.5,0.375,4.4,0.533,0.4,6.2,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
584,1626156_2015-16,28.2,80,2015-16,0.3,0.511,2.8,0.207,0.1,0.3,2.5,0.115,5.2,0.547,0.4,12.6,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
585,201571_2015-16,19.0,62,2015-16,0.1,0.125,1.3,0.1,0.1,0.1,1.4,0.069,2.7,0.527,0.2,15.5,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
586,2563_2015-16,42.4,1,2015-16,1.0,0.0,9.0,0.111,0.0,0.0,4.0,0.0,10.0,0.4,1.0,6.3,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
587,203081_2015-16,35.7,75,2015-16,0.5,0.311,3.1,0.191,0.2,0.5,3.0,0.148,6.4,0.538,0.5,14.6,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
588,203996_2015-16,7.8,20,2015-16,0.1,0.5,0.9,0.111,0.0,0.5,1.0,0.31,2.3,0.644,0.1,12.2,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
589,204014_2015-16,8.4,33,2015-16,0.1,0.2,0.5,0.333,0.0,0.2,0.3,0.333,1.2,0.375,0.1,11.7,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
590,201568_2015-16,34.7,53,2015-16,0.4,0.635,3.3,0.301,0.1,1.0,3.3,0.24,7.1,0.612,0.7,7.3,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
591,201980_2015-16,26.1,79,2015-16,0.3,0.479,1.6,0.372,0.1,0.7,2.5,0.231,6.7,0.483,0.6,10.8,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
592,201967_2015-16,24.6,80,2015-16,0.4,0.439,2.1,0.339,0.1,0.4,1.9,0.162,4.1,0.551,0.3,10.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
593,201589_2015-16,21.7,70,2015-16,0.6,0.453,2.7,0.46,0.0,1.0,2.0,0.343,5.6,0.525,0.7,8.3,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
594,201954_2015-16,30.0,73,2015-16,0.2,0.393,2.4,0.16,0.1,0.2,1.7,0.093,3.7,0.52,0.3,12.1,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
595,1626199_2015-16,10.1,38,2015-16,0.1,0.0,0.6,0.208,0.0,0.2,0.8,0.2,1.7,0.606,0.1,22.1,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
596,101135_2015-16,16.5,54,2015-16,0.5,0.69,4.2,0.441,0.1,1.1,2.6,0.297,6.5,0.574,0.5,6.3,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
597,2561_2015-16,18.0,78,2015-16,0.3,0.708,2.4,0.381,0.1,1.0,2.0,0.342,5.5,0.555,0.5,6.9,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
598,201599_2015-16,33.7,77,2015-16,1.0,0.689,6.6,0.523,0.2,3.0,7.2,0.293,14.9,0.69,0.9,5.6,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
599,201971_2015-16,7.5,29,2015-16,0.1,0.75,1.7,0.4,0.0,0.7,0.6,0.514,1.9,0.685,0.2,6.3,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
600,201942_2015-16,35.9,77,2015-16,0.4,0.565,3.2,0.254,0.1,0.8,2.8,0.21,6.1,0.584,0.4,10.7,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
601,202326_2015-16,34.7,64,2015-16,0.5,0.714,6.3,0.383,0.2,3.6,5.5,0.392,13.6,0.673,0.7,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
602,201960_2015-16,30.2,26,2015-16,0.5,0.581,3.8,0.31,0.2,0.7,2.7,0.209,6.2,0.562,0.6,8.9,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
603,1626153_2015-16,8.5,27,2015-16,0.1,0.5,1.3,0.222,0.0,0.2,0.9,0.172,2.0,0.537,0.2,12.5,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
604,203471_2015-16,20.3,80,2015-16,0.2,0.4,1.7,0.184,0.1,0.3,2.0,0.123,4.3,0.522,0.3,13.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
605,101114_2015-16,32.4,65,2015-16,0.2,0.263,2.2,0.135,0.1,0.5,2.2,0.175,5.5,0.478,0.4,15.1,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
606,202324_2015-16,32.0,62,2015-16,0.7,0.734,6.3,0.433,0.1,2.2,3.1,0.416,9.2,0.586,0.8,6.3,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
607,201565_2015-16,31.8,66,2015-16,0.3,0.565,4.1,0.171,0.2,0.4,2.4,0.156,5.2,0.522,0.3,9.5,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
608,202682_2015-16,17.9,80,2015-16,0.3,0.489,1.8,0.331,0.0,0.6,2.5,0.197,4.5,0.694,0.2,9.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
609,1626164_2015-16,27.7,76,2015-16,0.2,0.407,2.0,0.174,0.1,0.4,1.7,0.175,4.7,0.447,0.4,13.1,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
610,2734_2015-16,20.0,64,2015-16,0.2,0.167,1.1,0.247,0.0,0.4,1.4,0.217,3.6,0.515,0.4,14.4,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
611,203906_2015-16,8.9,28,2015-16,0.1,0.167,0.6,0.375,0.0,0.1,1.0,0.125,1.8,0.653,0.2,16.7,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
612,203473_2015-16,12.2,58,2015-16,0.3,0.657,2.4,0.482,0.1,1.0,1.8,0.366,4.2,0.668,0.3,6.4,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
613,203079_2015-16,27.6,78,2015-16,0.3,0.25,1.6,0.281,0.1,0.4,1.7,0.175,3.8,0.561,0.5,13.8,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,1717_2015-16,31.5,75,2015-16,0.2,0.692,1.7,0.4,0.1,2.0,3.9,0.336,9.6,0.607,0.9,10.8,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
615,202388_2015-16,21.6,61,2015-16,0.2,0.235,1.3,0.221,0.1,0.3,2.2,0.115,4.1,0.622,0.2,15.8,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616,202700_2015-16,14.8,37,2015-16,0.4,0.649,1.8,0.544,0.0,0.5,1.5,0.25,4.2,0.462,0.3,8.2,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
617,203926_2015-16,23.0,81,2015-16,0.2,0.459,1.5,0.301,0.1,0.4,1.5,0.203,3.9,0.5,0.5,12.8,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
618,203110_2015-16,34.7,81,2015-16,0.4,0.709,4.0,0.411,0.1,3.0,4.8,0.376,12.3,0.639,0.7,6.3,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
619,2400_2015-16,10.2,30,2015-16,0.2,0.679,1.6,0.583,0.1,0.6,1.3,0.333,3.2,0.588,0.2,6.2,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
620,1626251_2015-16,24.2,1,2015-16,1.0,0.5,4.0,0.5,0.0,0.0,2.0,0.0,5.0,0.4,1.0,7.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
621,2730_2015-16,32.1,71,2015-16,0.9,0.723,7.8,0.43,0.2,3.0,5.3,0.358,12.9,0.652,0.8,4.6,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
622,203939_2015-16,14.4,69,2015-16,0.4,0.643,3.2,0.385,0.1,0.7,2.0,0.254,4.2,0.645,0.2,6.3,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
623,2548_2015-16,30.5,74,2015-16,0.4,0.573,3.3,0.337,0.1,0.7,2.3,0.223,5.3,0.564,0.4,7.5,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
624,202734_2015-16,21.4,59,2015-16,0.2,0.474,1.2,0.264,0.0,0.4,1.5,0.228,3.6,0.53,0.5,12.0,9.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
625,202334_2015-16,20.8,81,2015-16,0.8,0.67,6.3,0.437,0.2,1.8,2.9,0.381,8.1,0.568,0.8,5.6,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
626,204002_2015-16,6.6,11,2015-16,0.4,0.429,1.6,0.389,0.0,0.5,0.7,0.429,2.2,0.583,0.5,3.8,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
627,203901_2015-16,29.5,72,2015-16,0.5,0.468,3.6,0.301,0.2,0.4,2.2,0.142,4.7,0.545,0.5,9.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
628,202407_2015-16,8.6,20,2015-16,0.1,0.667,1.4,0.222,0.1,0.5,1.0,0.345,2.4,0.604,0.2,10.8,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
629,202343_2015-16,9.0,5,2015-16,0.2,0.0,0.4,0.5,0.0,0.2,0.4,0.333,0.6,1.0,0.0,17.6,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
630,1882_2015-16,13.2,17,2015-16,0.2,0.667,1.4,0.391,0.0,1.0,2.1,0.315,4.8,0.659,0.2,7.8,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
631,1626144_2015-16,30.4,68,2015-16,0.2,0.5,2.6,0.181,0.1,0.4,2.6,0.12,5.9,0.496,0.5,11.3,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
632,202683_2015-16,21.0,82,2015-16,0.4,0.803,6.9,0.442,0.2,1.9,3.2,0.369,8.4,0.604,0.7,4.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
633,202339_2015-16,34.2,31,2015-16,0.4,0.389,3.2,0.18,0.1,0.6,2.7,0.187,6.3,0.546,0.6,11.8,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,201569_2015-16,32.9,45,2015-16,0.2,0.1,1.4,0.154,0.0,0.2,1.8,0.124,3.8,0.52,0.2,18.3,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,203961_2015-16,6.2,7,2015-16,0.1,0.667,2.4,0.176,0.0,0.7,0.1,0.833,1.9,0.462,0.4,6.9,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,203475_2015-16,4.7,9,2015-16,0.3,0.0,0.4,0.75,0.0,0.0,0.3,0.0,0.8,0.429,0.1,21.8,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,101141_2015-16,25.4,74,2015-16,0.5,0.674,4.3,0.453,0.1,1.2,2.3,0.344,6.1,0.576,0.7,5.8,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,203095_2015-16,32.5,78,2015-16,0.3,0.313,2.7,0.153,0.0,0.5,2.0,0.195,4.6,0.525,0.3,11.8,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,202323_2015-16,28.0,80,2015-16,0.3,0.46,2.6,0.244,0.1,0.8,3.6,0.173,6.4,0.677,0.4,13.4,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,203105_2015-16,16.7,46,2015-16,0.4,0.736,5.0,0.397,0.1,1.7,1.8,0.476,6.8,0.527,0.8,4.6,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,1626163_2015-16,21.1,81,2015-16,0.3,0.594,2.6,0.327,0.1,1.1,2.2,0.327,6.2,0.529,0.5,8.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,202066_2015-16,24.4,80,2015-16,0.2,0.528,1.8,0.248,0.1,0.6,1.6,0.25,4.2,0.527,0.4,10.1,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,203914_2015-16,32.1,76,2015-16,0.4,0.407,2.4,0.302,0.1,0.3,1.9,0.12,3.9,0.565,0.3,11.7,10.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,202390_2015-16,20.2,40,2015-16,0.2,0.364,1.0,0.282,0.1,0.2,1.7,0.097,3.7,0.486,0.3,13.1,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,201588_2015-16,34.1,74,2015-16,0.3,0.586,2.4,0.326,0.1,0.4,2.8,0.138,6.2,0.523,0.4,10.4,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,101123_2015-16,22.6,69,2015-16,0.2,0.48,1.3,0.272,0.0,0.3,1.7,0.145,3.8,0.521,0.3,9.5,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,201945_2015-16,19.9,72,2015-16,0.3,0.267,1.4,0.303,0.1,0.4,2.1,0.166,4.1,0.618,0.3,12.9,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,203507_2015-16,35.3,80,2015-16,0.4,0.664,4.5,0.314,0.2,1.9,4.2,0.309,10.0,0.624,0.6,6.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,203922_2015-16,11.3,45,2015-16,0.2,0.5,1.2,0.218,0.0,0.2,1.0,0.179,2.5,0.491,0.3,13.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,201609_2015-16,32.8,72,2015-16,0.4,0.481,2.9,0.255,0.1,0.3,2.8,0.108,5.7,0.543,0.5,10.1,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,202330_2015-16,36.2,80,2015-16,0.4,0.459,3.0,0.257,0.1,0.7,3.5,0.164,6.7,0.623,0.6,12.1,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,203476_2015-16,27.1,82,2015-16,0.7,0.624,4.8,0.399,0.1,1.7,3.4,0.332,8.5,0.611,0.7,7.1,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,202328_2015-16,29.3,79,2015-16,0.7,0.725,6.5,0.427,0.2,2.4,3.5,0.397,9.3,0.648,0.7,5.1,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,202962_2015-16,10.7,18,2015-16,0.3,0.583,2.0,0.333,0.1,0.4,1.2,0.233,2.6,0.638,0.2,8.1,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,202349_2015-16,20.0,23,2015-16,0.1,0.6,1.3,0.172,0.0,0.3,1.6,0.143,4.0,0.452,0.4,21.2,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,203084_2015-16,30.9,66,2015-16,0.5,0.506,3.1,0.374,0.1,1.0,2.8,0.266,7.4,0.507,0.9,9.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,202355_2015-16,29.1,73,2015-16,0.6,0.782,7.3,0.449,0.1,3.5,5.1,0.404,13.1,0.657,0.7,4.2,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,203156_2015-16,18.8,14,2015-16,0.5,0.667,4.6,0.328,0.1,1.5,2.2,0.412,6.4,0.567,0.2,6.2,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,203138_2015-16,28.0,77,2015-16,0.3,0.463,2.0,0.353,0.1,0.6,2.2,0.225,5.1,0.553,0.4,9.7,6.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,203546_2015-16,8.8,66,2015-16,0.1,0.538,0.7,0.271,0.0,0.2,0.7,0.2,1.7,0.505,0.2,13.6,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,101133_2015-16,25.6,71,2015-16,0.8,0.565,4.0,0.484,0.1,2.1,3.1,0.407,8.9,0.581,1.0,7.3,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,202697_2015-16,24.4,54,2015-16,0.3,0.563,1.7,0.344,0.1,0.5,2.6,0.17,5.0,0.629,0.3,11.7,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,203477_2015-16,25.5,77,2015-16,0.2,0.35,1.3,0.194,0.1,0.2,1.8,0.117,4.0,0.505,0.3,12.4,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,202738_2015-16,32.2,81,2015-16,0.4,0.37,3.4,0.165,0.2,0.3,2.1,0.11,4.6,0.508,0.4,12.5,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,202397_2015-16,29.1,77,2015-16,0.4,0.302,2.5,0.224,0.1,0.4,3.1,0.103,6.7,0.505,0.7,13.0,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,200826_2015-16,22.5,74,2015-16,0.2,0.346,1.9,0.184,0.0,0.2,1.5,0.103,3.2,0.525,0.2,13.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,201581_2015-16,12.5,35,2015-16,0.4,0.692,2.6,0.424,0.1,0.9,1.7,0.344,4.3,0.62,0.4,6.1,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,1626266_2015-16,3.1,2,2015-16,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,1.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,200755_2015-16,28.0,75,2015-16,0.1,0.1,1.0,0.132,0.0,0.2,1.6,0.093,3.8,0.454,0.4,19.7,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,2747_2015-16,30.7,77,2015-16,0.4,0.233,1.4,0.387,0.1,0.3,2.0,0.138,3.9,0.586,0.4,16.9,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,203960_2015-16,15.9,73,2015-16,0.2,0.674,1.9,0.336,0.1,0.5,1.5,0.25,3.7,0.531,0.3,5.8,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,203210_2015-16,18.5,78,2015-16,0.4,0.748,3.8,0.473,0.2,1.1,1.9,0.35,4.9,0.616,0.4,5.9,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,201580_2015-16,10.9,34,2015-16,0.5,0.66,3.0,0.525,0.1,0.9,1.4,0.388,4.0,0.584,0.3,5.0,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,203953_2015-16,31.7,76,2015-16,0.8,0.496,4.5,0.362,0.1,0.9,2.6,0.254,6.9,0.516,0.4,7.8,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,203109_2015-16,31.6,72,2015-16,0.5,0.414,2.9,0.338,0.2,0.8,3.3,0.2,6.3,0.665,0.5,11.2,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,1626143_2015-16,30.0,53,2015-16,0.7,0.672,5.9,0.39,0.1,1.9,2.8,0.406,8.9,0.533,0.9,6.1,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,2037_2015-16,26.9,79,2015-16,0.2,0.3,1.2,0.211,0.1,0.2,1.4,0.112,3.4,0.468,0.2,9.8,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,2749_2015-16,26.6,39,2015-16,0.4,0.105,1.6,0.306,0.0,0.4,2.1,0.156,4.9,0.497,0.5,18.4,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,202341_2015-16,14.3,50,2015-16,0.1,0.462,0.8,0.317,0.0,0.4,1.1,0.264,2.6,0.558,0.2,10.1,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,203516_2015-16,14.9,22,2015-16,0.5,0.476,2.0,0.477,0.0,0.4,0.6,0.381,2.0,0.467,0.2,8.0,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,201935_2015-16,38.1,82,2015-16,0.4,0.508,3.2,0.238,0.1,1.2,4.1,0.228,8.0,0.672,0.5,10.3,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,201949_2015-16,16.2,56,2015-16,0.3,0.357,1.7,0.292,0.1,0.3,1.4,0.194,3.4,0.508,0.3,8.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,2592_2015-16,9.7,48,2015-16,0.1,0.25,0.5,0.348,0.0,0.2,0.7,0.19,1.8,0.494,0.2,19.6,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,203949_2015-16,6.4,41,2015-16,0.2,0.633,1.9,0.38,0.0,0.2,0.4,0.357,1.7,0.394,0.3,6.7,6.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,203923_2015-16,7.0,28,2015-16,0.1,0.25,0.5,0.308,0.0,0.3,0.6,0.318,1.2,0.667,0.1,15.8,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
