,pidSzn,MIN,GP,Season,OREB_UNCONTEST,OREB_CONTEST_PCT,OREB_CHANCES,OREB_CHANCE_PCT,OREB_CHANCE_DEFER,DREB_CONTEST,DREB_UNCONTEST,DREB_CONTEST_PCT,DREB_CHANCES,DREB_CHANCE_PCT,DREB_CHANCE_DEFER,AVG_OREB_DIST,AVG_DREB_DIST,OFF_BOXOUTS,DEF_BOXOUTS,BOX_OUTS,BOX_OUT_PLAYER_TEAM_REBS,BOX_OUT_PLAYER_REBS,PCT_BOX_OUTS_OFF,PCT_BOX_OUTS_DEF,PCT_BOX_OUTS_TEAM_REB,PCT_BOX_OUTS_REB
1360,203496_2016-17,31.6,67,2016-17,0.6,0.522,3.6,0.387,0.2,1.6,3.5,0.314,9.4,0.546,1.0,9.5,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1361,201577_2016-17,28.0,81,2016-17,0.6,0.787,7.3,0.41,0.2,1.6,1.8,0.46,7.7,0.444,0.8,4.2,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,203918_2016-17,27.0,59,2016-17,0.2,0.438,1.1,0.25,0.1,0.7,2.5,0.21,5.4,0.581,0.4,13.5,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1363,203585_2016-17,25.2,78,2016-17,0.7,0.447,3.3,0.37,0.1,0.4,1.6,0.216,4.5,0.463,0.5,9.5,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1364,201155_2016-17,17.9,39,2016-17,0.1,0.333,1.1,0.136,0.0,0.4,1.6,0.179,3.5,0.574,0.2,11.2,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1365,1627758_2016-17,16.5,52,2016-17,0.1,0.417,0.9,0.255,0.0,0.4,1.3,0.233,3.2,0.524,0.2,7.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1366,1626178_2016-17,22.6,77,2016-17,0.5,0.621,3.6,0.339,0.1,1.3,3.3,0.279,8.1,0.566,0.6,7.3,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,101179_2016-17,9.6,14,2016-17,0.2,0.0,0.7,0.3,0.1,0.0,0.6,0.0,1.4,0.4,0.1,20.9,11.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1368,201579_2016-17,14.2,48,2016-17,0.3,0.63,2.8,0.397,0.0,0.8,1.3,0.378,4.6,0.447,0.6,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1369,200752_2016-17,33.8,30,2016-17,0.5,0.6,4.0,0.289,0.1,1.3,3.8,0.258,7.8,0.662,0.5,6.9,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1370,203497_2016-17,33.9,81,2016-17,0.9,0.752,8.7,0.444,0.1,3.0,5.9,0.334,14.8,0.601,1.2,5.1,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1371,201566_2016-17,34.6,81,2016-17,0.8,0.547,6.0,0.28,0.2,1.4,7.5,0.161,11.2,0.802,0.4,8.9,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1372,201583_2016-17,29.4,72,2016-17,0.5,0.696,3.8,0.409,0.1,1.0,2.0,0.339,5.9,0.511,0.6,6.7,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1373,203527_2016-17,6.9,16,2016-17,0.1,0.0,0.5,0.125,0.1,0.4,0.6,0.412,2.0,0.531,0.3,11.6,3.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,1626257_2016-17,12.3,72,2016-17,0.5,0.579,2.7,0.482,0.0,1.1,1.7,0.398,4.5,0.632,0.3,7.4,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1375,1626155_2016-17,18.4,77,2016-17,0.4,0.628,2.7,0.459,0.1,0.6,1.8,0.247,4.9,0.505,0.4,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1376,2756_2016-17,9.7,42,2016-17,0.2,0.333,0.8,0.343,0.0,0.2,0.9,0.17,2.2,0.516,0.3,11.8,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1377,203930_2016-17,25.1,69,2016-17,0.1,0.5,2.2,0.142,0.1,0.3,3.3,0.093,6.1,0.61,0.6,9.3,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,203902_2016-17,15.2,64,2016-17,0.3,0.105,1.4,0.213,0.1,0.2,0.9,0.176,2.5,0.43,0.2,15.6,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1379,201586_2016-17,30.7,79,2016-17,0.4,0.69,3.9,0.416,0.1,1.7,3.5,0.325,9.0,0.577,0.9,6.1,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1380,200771_2016-17,22.3,68,2016-17,0.3,0.238,1.7,0.184,0.0,0.2,1.8,0.096,3.3,0.602,0.1,16.6,11.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1381,203552_2016-17,29.1,69,2016-17,0.3,0.28,1.5,0.236,0.1,0.3,1.9,0.147,4.3,0.5,0.4,15.8,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1382,203498_2016-17,19.4,78,2016-17,0.4,0.607,3.4,0.312,0.2,0.4,1.3,0.25,2.8,0.633,0.1,7.4,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1383,203894_2016-17,9.7,53,2016-17,0.1,0.375,0.6,0.25,0.0,0.2,0.8,0.151,2.0,0.51,0.2,13.6,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1384,2733_2016-17,17.7,76,2016-17,0.2,0.321,1.4,0.267,0.1,0.3,1.3,0.203,3.3,0.496,0.2,11.0,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1385,1627848_2016-17,13.0,18,2016-17,0.6,0.707,4.4,0.519,0.2,0.9,1.5,0.386,4.6,0.537,0.3,5.9,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1386,1627815_2016-17,9.6,30,2016-17,0.1,0.0,0.7,0.2,0.1,0.1,0.9,0.133,1.9,0.536,0.2,11.2,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1387,202714_2016-17,21.9,55,2016-17,0.3,0.1,1.6,0.225,0.1,0.3,1.6,0.162,4.0,0.479,0.3,17.7,7.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1388,1627746_2016-17,18.5,33,2016-17,0.5,0.647,3.7,0.418,0.1,0.9,2.5,0.27,5.8,0.575,0.6,5.8,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1389,203524_2016-17,29.7,80,2016-17,0.3,0.588,1.9,0.331,0.1,0.8,2.4,0.254,6.0,0.533,0.5,8.4,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1390,203915_2016-17,22.6,58,2016-17,0.3,0.423,1.6,0.277,0.1,0.3,2.0,0.142,4.3,0.54,0.3,12.1,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1391,201150_2016-17,14.8,54,2016-17,0.3,0.5,1.8,0.388,0.0,0.9,2.0,0.307,5.2,0.543,0.6,5.9,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392,1626169_2016-17,17.8,77,2016-17,0.2,0.472,1.6,0.298,0.0,0.3,1.6,0.17,3.6,0.548,0.3,9.0,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1393,201939_2016-17,33.4,79,2016-17,0.3,0.59,3.7,0.207,0.1,0.5,3.2,0.137,7.5,0.494,0.5,11.1,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1394,1627757_2016-17,5.7,19,2016-17,0.2,0.727,1.7,0.344,0.0,0.4,0.8,0.333,1.8,0.686,0.1,8.9,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1395,200779_2016-17,2.7,8,2016-17,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.3,1.5,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1396,203500_2016-17,29.9,80,2016-17,0.8,0.754,8.1,0.436,0.1,1.5,2.7,0.349,7.7,0.536,0.7,5.3,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1397,204456_2016-17,26.3,81,2016-17,0.4,0.205,2.5,0.195,0.1,0.3,2.4,0.108,4.7,0.552,0.3,15.0,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1398,203933_2016-17,31.2,64,2016-17,0.8,0.556,4.4,0.444,0.1,1.0,2.3,0.311,5.5,0.597,0.4,9.3,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1399,201959_2016-17,25.5,78,2016-17,0.5,0.696,5.6,0.363,0.1,1.3,2.9,0.315,7.2,0.584,0.5,6.1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1400,204028_2016-17,16.3,67,2016-17,0.6,0.722,5.0,0.432,0.2,1.1,1.8,0.377,5.5,0.536,0.4,4.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1401,1627752_2016-17,16.6,59,2016-17,0.2,0.56,1.4,0.298,0.0,0.6,1.6,0.273,3.9,0.571,0.3,8.6,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1402,203093_2016-17,23.5,54,2016-17,0.4,0.631,3.3,0.365,0.1,1.5,2.9,0.332,7.8,0.571,0.4,6.2,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1403,203082_2016-17,25.1,77,2016-17,0.1,0.412,0.9,0.233,0.1,0.5,1.9,0.216,4.2,0.566,0.4,13.3,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1404,1626179_2016-17,17.1,74,2016-17,0.3,0.425,1.7,0.317,0.1,0.5,2.1,0.182,4.5,0.567,0.3,10.9,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1405,200757_2016-17,25.7,62,2016-17,0.4,0.481,3.0,0.287,0.1,0.9,2.5,0.264,6.2,0.564,0.5,9.2,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1406,201152_2016-17,30.3,73,2016-17,0.7,0.623,4.5,0.4,0.2,1.4,2.9,0.315,7.6,0.566,0.6,7.8,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1407,203080_2016-17,11.7,48,2016-17,0.6,0.643,3.9,0.452,0.1,0.8,2.0,0.288,4.3,0.671,0.3,6.1,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1408,1627748_2016-17,9.9,57,2016-17,0.2,0.625,1.6,0.449,0.0,0.5,0.8,0.392,3.1,0.413,0.4,7.2,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1409,201168_2016-17,9.5,8,2016-17,0.1,0.75,2.5,0.4,0.3,0.5,1.4,0.286,2.6,0.667,0.5,3.4,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1410,204025_2016-17,23.5,65,2016-17,0.3,0.471,2.4,0.217,0.1,0.3,1.9,0.158,5.2,0.412,0.6,9.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1411,203501_2016-17,27.3,79,2016-17,0.2,0.4,2.0,0.226,0.1,0.5,1.9,0.206,4.5,0.537,0.3,12.0,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1412,1627817_2016-17,5.0,16,2016-17,0.1,0.75,0.6,0.444,0.1,0.1,0.5,0.2,1.1,0.556,0.0,11.3,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1413,202389_2016-17,20.4,54,2016-17,0.7,0.606,4.9,0.395,0.2,1.1,1.9,0.375,5.9,0.498,0.8,5.6,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1414,1627789_2016-17,17.2,69,2016-17,0.2,0.44,1.8,0.207,0.1,0.4,1.4,0.234,4.0,0.454,0.4,10.7,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1415,202699_2016-17,31.3,82,2016-17,0.4,0.46,2.7,0.285,0.1,1.1,3.2,0.252,7.2,0.596,0.7,8.9,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1416,203107_2016-17,12.6,57,2016-17,0.2,0.6,1.4,0.313,0.1,0.2,0.9,0.155,2.3,0.439,0.1,9.4,8.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1417,201962_2016-17,16.4,24,2016-17,0.4,0.308,1.3,0.433,0.0,0.3,1.8,0.125,3.5,0.578,0.4,10.6,8.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1418,2754_2016-17,27.0,71,2016-17,0.6,0.711,6.0,0.389,0.2,0.7,2.4,0.227,5.0,0.636,0.4,6.3,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1419,2225_2016-17,25.1,62,2016-17,0.1,0.25,2.2,0.058,0.1,0.1,1.5,0.077,3.9,0.43,0.4,12.5,10.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1420,203503_2016-17,29.2,80,2016-17,0.2,0.182,1.0,0.278,0.1,0.5,2.3,0.173,5.2,0.539,0.4,17.3,8.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1421,1626203_2016-17,7.0,27,2016-17,0.1,0.6,0.7,0.25,0.0,0.1,0.5,0.176,1.2,0.515,0.1,11.6,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1422,2772_2016-17,34.7,80,2016-17,0.4,0.426,2.6,0.261,0.1,1.4,3.7,0.272,8.2,0.62,0.6,12.3,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1423,202344_2016-17,24.8,70,2016-17,0.6,0.674,5.4,0.373,0.1,1.6,4.4,0.266,9.4,0.647,0.7,6.5,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1424,203504_2016-17,12.3,57,2016-17,0.1,0.143,0.7,0.179,0.1,0.1,0.6,0.15,1.8,0.381,0.2,13.1,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1425,1626168_2016-17,16.3,71,2016-17,0.2,0.646,1.9,0.353,0.1,0.6,2.1,0.225,5.1,0.515,0.5,8.2,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1426,202684_2016-17,30.0,78,2016-17,1.0,0.703,8.9,0.41,0.2,1.6,3.9,0.289,10.0,0.551,0.8,5.4,5.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1427,203584_2016-17,17.7,67,2016-17,0.2,0.364,1.0,0.338,0.0,0.3,0.9,0.269,2.7,0.438,0.3,11.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1428,1627786_2016-17,18.6,30,2016-17,0.2,0.467,1.8,0.273,0.0,0.3,1.4,0.185,3.7,0.491,0.4,9.2,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1429,201951_2016-17,25.1,69,2016-17,0.4,0.364,2.2,0.289,0.1,0.1,1.8,0.067,3.6,0.547,0.2,11.8,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1430,203898_2016-17,11.1,53,2016-17,0.2,0.222,0.9,0.18,0.1,0.2,0.5,0.222,1.8,0.387,0.2,15.7,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1431,204020_2016-17,29.8,73,2016-17,0.3,0.52,3.1,0.222,0.1,0.6,2.7,0.189,6.9,0.481,0.7,9.9,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1432,1627755_2016-17,18.7,59,2016-17,0.3,0.158,1.7,0.188,0.1,0.1,1.2,0.093,2.8,0.452,0.2,18.5,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1433,203092_2016-17,10.3,51,2016-17,0.2,0.744,2.1,0.402,0.1,0.7,0.9,0.432,3.3,0.485,0.2,7.4,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1434,201936_2016-17,19.7,40,2016-17,0.2,0.462,2.3,0.143,0.1,0.8,2.4,0.242,5.1,0.611,0.3,5.9,6.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1435,2199_2016-17,27.3,45,2016-17,0.9,0.688,6.9,0.445,0.2,2.5,5.6,0.311,12.0,0.682,0.8,5.4,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1436,1626145_2016-17,12.9,60,2016-17,0.1,0.2,0.8,0.208,0.0,0.1,0.9,0.07,1.6,0.613,0.1,17.2,11.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1437,2617_2016-17,8.1,16,2016-17,0.1,0.75,1.6,0.32,0.0,0.6,1.1,0.321,2.8,0.622,0.6,9.4,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1438,203506_2016-17,33.2,67,2016-17,0.4,0.282,2.2,0.262,0.1,0.6,3.2,0.147,7.1,0.532,0.8,14.9,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1439,1713_2016-17,24.7,73,2016-17,0.2,0.556,2.0,0.245,0.0,0.6,2.0,0.241,5.1,0.511,0.5,8.9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1440,1627735_2016-17,12.3,33,2016-17,0.2,0.455,1.2,0.275,0.1,0.1,0.9,0.114,2.3,0.467,0.3,10.6,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1441,201961_2016-17,24.2,62,2016-17,0.2,0.278,1.4,0.212,0.0,0.3,1.5,0.149,3.5,0.518,0.2,15.9,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1442,1627782_2016-17,16.9,14,2016-17,0.1,0.0,0.7,0.1,0.0,0.4,0.7,0.333,2.4,0.455,0.1,6.0,9.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1443,202325_2016-17,11.9,68,2016-17,0.3,0.231,0.8,0.473,0.0,0.6,1.7,0.271,3.8,0.594,0.3,13.9,5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1444,202083_2016-17,34.1,72,2016-17,0.2,0.167,1.6,0.154,0.1,0.6,2.8,0.17,6.2,0.544,0.5,16.4,7.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1445,203115_2016-17,28.5,59,2016-17,0.5,0.436,3.1,0.297,0.1,0.5,2.8,0.162,6.3,0.53,0.6,10.5,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1446,1626161_2016-17,18.9,75,2016-17,0.4,0.647,2.7,0.417,0.1,1.2,2.1,0.366,5.5,0.62,0.3,6.8,5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1447,203186_2016-17,14.5,71,2016-17,0.5,0.76,3.6,0.51,0.0,1.1,1.7,0.399,5.3,0.538,0.5,4.8,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1448,1626195_2016-17,18.4,72,2016-17,0.7,0.629,5.3,0.442,0.1,1.7,2.9,0.364,7.3,0.629,0.7,5.7,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1449,201163_2016-17,30.9,70,2016-17,0.4,0.65,3.5,0.424,0.1,1.3,3.7,0.269,8.1,0.618,0.7,6.9,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1450,1627812_2016-17,26.0,46,2016-17,0.3,0.35,1.9,0.225,0.1,0.3,1.7,0.154,4.3,0.455,0.4,13.6,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1451,203897_2016-17,37.2,47,2016-17,0.3,0.105,2.5,0.162,0.1,0.3,2.8,0.085,5.7,0.528,0.5,19.2,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1452,2216_2016-17,24.5,73,2016-17,0.6,0.72,6.4,0.391,0.2,1.9,3.8,0.329,8.2,0.696,0.7,4.9,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1453,2585_2016-17,18.1,70,2016-17,0.6,0.65,4.6,0.435,0.1,1.5,2.4,0.378,7.0,0.552,0.7,6.1,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1454,201166_2017-18,5.9,32,2017-18,0.2,0.143,0.5,0.438,0.0,0.1,0.3,0.2,0.6,0.5,0.2,18.7,7.2,0.0,0.19,0.19,0.09,0.03,0.0,1.0,0.75,0.25
1455,203932_2017-18,32.9,58,2017-18,0.4,0.667,4.5,0.335,0.1,1.6,4.8,0.257,9.9,0.642,0.6,7.9,5.6,0.19,2.53,2.72,1.29,0.36,0.07,0.93,0.852,0.239
1456,1626151_2017-18,25.9,9,2017-18,0.3,0.25,0.7,0.667,0.0,0.2,2.0,0.1,4.0,0.556,0.2,13.3,10.5,0.0,0.78,0.78,0.67,0.0,0.0,1.0,0.857,0.0
1457,1628935_2017-18,34.5,1,2017-18,1.0,0.5,5.0,0.4,0.0,0.0,1.0,0.0,2.0,0.5,0.0,4.8,13.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1458,1627846_2017-18,11.1,47,2017-18,0.1,0.538,0.9,0.31,0.0,0.3,0.9,0.241,1.8,0.682,0.2,6.4,7.2,0.15,0.69,0.83,0.48,0.06,0.175,0.825,0.92,0.12
1459,203940_2017-18,8.5,5,2017-18,0.2,0.5,1.0,0.4,0.0,0.4,1.0,0.286,2.2,0.636,0.0,6.0,4.2,0.8,1.4,2.2,1.6,0.4,0.364,0.636,1.0,0.25
1460,201143_2017-18,31.5,69,2017-18,0.6,0.58,3.7,0.388,0.0,1.7,4.2,0.279,9.5,0.625,0.6,8.3,5.9,0.5,6.32,6.82,3.54,1.31,0.073,0.927,0.904,0.333
1461,2744_2017-18,13.4,36,2017-18,0.2,0.767,2.7,0.313,0.0,1.0,2.1,0.327,5.2,0.608,0.4,4.9,4.4,0.19,2.78,2.97,1.64,0.67,0.065,0.935,0.937,0.381
1462,202329_2017-18,30.0,69,2017-18,0.8,0.423,3.8,0.372,0.1,1.6,4.4,0.262,9.7,0.637,0.6,8.9,5.2,0.64,3.3,3.94,1.9,0.87,0.162,0.838,0.885,0.405
1463,1626210_2017-18,14.1,5,2017-18,0.2,0.333,4.0,0.15,0.0,1.0,2.8,0.263,6.2,0.613,0.0,9.8,3.4,0.4,3.0,3.4,1.4,0.6,0.118,0.882,0.875,0.375
1464,202692_2017-18,16.5,64,2017-18,0.1,0.737,1.5,0.202,0.1,0.5,2.2,0.185,4.3,0.625,0.3,11.1,6.0,0.02,0.44,0.45,0.23,0.03,0.034,0.966,0.882,0.118
1465,1628409_2017-18,11.2,20,2017-18,0.1,0.875,1.1,0.381,0.1,0.4,1.2,0.241,2.1,0.69,0.1,5.0,5.7,0.2,1.85,2.05,1.25,0.25,0.098,0.902,0.926,0.185
1466,203518_2017-18,15.1,73,2017-18,0.2,0.44,0.9,0.379,0.0,0.3,0.9,0.221,2.4,0.489,0.2,12.3,8.5,0.07,0.83,0.89,0.49,0.07,0.075,0.925,0.822,0.111
1467,1627936_2017-18,15.2,37,2017-18,0.2,0.533,1.1,0.366,0.1,0.2,1.2,0.12,2.4,0.568,0.2,11.2,10.1,0.03,0.81,0.84,0.41,0.0,0.032,0.968,0.833,0.0
1468,203458_2017-18,20.2,69,2017-18,0.8,0.669,6.1,0.417,0.1,1.8,3.2,0.359,8.5,0.583,0.4,5.0,4.1,1.55,6.01,7.59,3.68,1.59,0.204,0.792,0.873,0.378
1469,1627816_2017-18,4.2,25,2017-18,0.0,0.857,0.9,0.318,0.0,0.1,0.3,0.2,0.6,0.625,0.0,5.0,8.6,0.2,0.32,0.52,0.32,0.2,0.385,0.615,0.889,0.556
1470,1628035_2017-18,3.8,13,2017-18,0.0,1.0,0.2,0.5,0.0,0.2,0.2,0.5,0.8,0.545,0.2,1.2,3.6,0.07,0.43,0.5,0.14,0.0,0.143,0.857,1.0,0.0
1471,203459_2017-18,29.2,73,2017-18,0.2,0.407,1.9,0.194,0.1,0.7,3.3,0.17,6.3,0.63,0.3,13.4,6.8,0.0,0.53,0.53,0.37,0.12,0.0,1.0,0.966,0.31
1472,101161_2017-18,15.8,74,2017-18,0.4,0.748,3.9,0.424,0.1,1.0,1.8,0.372,5.5,0.505,0.7,5.7,5.4,1.14,4.32,5.46,3.03,1.01,0.208,0.792,0.878,0.294
1473,203083_2017-18,33.7,78,2017-18,1.5,0.687,10.7,0.48,0.2,3.8,7.0,0.354,15.9,0.684,0.8,5.1,3.5,4.01,5.14,9.17,4.99,3.32,0.438,0.561,0.853,0.568
1474,2738_2017-18,25.4,64,2017-18,0.5,0.32,2.1,0.373,0.1,0.7,2.4,0.214,5.8,0.531,0.4,10.6,7.6,0.22,2.41,2.63,1.5,0.31,0.083,0.917,0.881,0.183
1475,201281_2017-18,32.1,2,2017-18,0.5,0.0,0.5,1.0,0.0,0.0,2.5,0.0,3.5,0.714,0.5,8.2,10.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1476,203460_2017-18,26.6,37,2017-18,0.5,0.676,4.5,0.407,0.1,0.8,2.0,0.269,5.4,0.523,0.5,7.1,6.2,1.05,1.69,2.74,1.74,0.49,0.383,0.617,0.84,0.235
1477,101106_2017-18,9.0,24,2017-18,0.3,0.731,2.2,0.5,0.1,0.7,1.5,0.327,3.4,0.642,0.3,6.2,4.7,0.63,2.54,3.17,1.67,0.79,0.197,0.803,0.889,0.422
1478,1626150_2017-18,23.7,56,2017-18,0.4,0.13,2.2,0.19,0.1,0.3,1.6,0.167,3.8,0.507,0.3,11.7,9.6,0.04,0.57,0.61,0.39,0.07,0.059,0.941,0.88,0.16
1479,1628510_2017-18,13.9,15,2017-18,0.1,0.5,1.2,0.222,0.0,0.1,1.8,0.033,3.4,0.588,0.3,4.9,7.9,0.07,0.4,0.47,0.2,0.07,0.143,0.857,0.75,0.25
1480,203952_2017-18,36.3,82,2017-18,0.4,0.549,3.7,0.273,0.1,0.8,2.6,0.225,6.4,0.529,0.5,8.8,6.5,0.23,1.48,1.71,1.01,0.27,0.136,0.864,0.883,0.234
1481,1627790_2017-18,6.7,32,2017-18,0.2,0.833,1.8,0.429,0.1,0.3,0.8,0.278,2.1,0.537,0.2,4.2,5.0,1.0,2.06,3.06,1.69,0.5,0.327,0.673,0.931,0.276
1482,1626148_2017-18,3.7,1,2017-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
