,pidSzn,SCREEN_ASSISTS,SCREEN_AST_PTS,PAINT_TOUCH_PASSES,PAINT_TOUCH_PASSES_PCT,PAINT_TOUCH_AST,PAINT_TOUCH_AST_PCT,PAINT_TOUCH_TOV,PAINT_TOUCH_TOV_PCT,PAINT_TOUCHES,POST_TOUCH_PASSES,POST_TOUCH_PASSES_PCT,POST_TOUCH_AST,POST_TOUCH_AST_PCT,POST_TOUCH_TOV,POST_TOUCH_TOV_PCT,POST_TOUCHES,ELBOW_TOUCH_PASSES,ELBOW_TOUCH_PASSES_PCT,ELBOW_TOUCH_AST,ELBOW_TOUCH_AST_PCT,ELBOW_TOUCH_TOV,ELBOW_TOUCH_TOV_PCT,ELBOW_TOUCHES,AST,FT_AST,SECONDARY_AST,POTENTIAL_AST,AST_TO_PASS_PCT,PASSES_MADE,PASSES_RECEIVED,DRIVE_PASSES,DRIVE_PASSES_PCT,DRIVE_AST,DRIVE_AST_PCT,DRIVE_TOV,DRIVE_TOV_PCT,TOUCHES,FRONT_CT_TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,MIN,GP,Season,AST_PCT,AST_TO,AST_RATIO,TOV
483,101198_2014-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.6,0.1,0.3,4.6,0.15,17.1,21.6,1.6,0.407,0.9,0.222,0.6,0.148,23.9,9.1,2.4,6.02,6.17,9.5,7,2014-15,0.486,2.25,30.5,1.2
484,203805_2014-15,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.3,2.1,0.068,14.8,15.9,0.6,0.455,0.1,0.091,0.0,0.0,18.3,8.0,1.3,4.2,3.93,8.7,8,2014-15,0.174,2.0,23.5,0.5
485,2584_2014-15,0.0,0.0,0.1,0.3,0.0,0.0,0.1,0.15,0.4,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.0,0.1,0.2,0.3,1.3,0.2,0.1,2.7,0.076,17.3,21.0,0.8,0.331,0.2,0.063,0.1,0.039,25.3,14.7,1.5,3.57,3.38,18.3,52,2014-15,0.121,1.42,15.6,0.9
486,201163_2014-15,0.0,0.0,0.9,0.325,0.1,0.024,0.1,0.029,2.6,0.3,0.315,0.1,0.055,0.1,0.068,0.9,0.6,0.608,0.1,0.104,0.1,0.063,1.0,1.7,0.2,0.3,4.3,0.056,30.9,28.1,1.3,0.252,0.3,0.048,0.4,0.077,46.6,31.4,1.9,2.41,1.35,31.7,78,2014-15,0.086,1.22,10.5,1.4
487,202333_2014-15,0.0,0.0,0.1,0.25,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,0.0,0.8,0.056,6.0,6.8,0.4,0.286,0.0,0.0,0.1,0.071,9.2,7.3,0.4,2.75,1.68,9.5,9,2014-15,0.048,1.0,9.7,0.3
488,203897_2014-15,0.0,0.0,0.1,0.172,0.0,0.031,0.1,0.109,0.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.417,0.0,0.0,0.0,0.042,0.3,3.5,0.6,0.5,7.9,0.084,41.9,48.2,1.6,0.344,0.3,0.058,0.5,0.108,56.5,17.5,5.3,5.65,5.31,24.7,77,2014-15,0.25,1.43,22.6,2.5
489,2216_2014-15,0.0,0.0,1.8,0.218,0.2,0.024,0.4,0.048,8.2,3.8,0.297,0.9,0.073,0.6,0.05,12.7,1.8,0.66,0.2,0.133,0.2,0.057,2.7,2.2,0.3,0.2,5.0,0.061,35.2,32.6,0.1,0.046,0.0,0.034,0.2,0.126,53.5,34.8,1.8,2.0,0.77,32.4,71,2014-15,0.111,0.98,11.1,2.2
490,2585_2014-15,0.0,0.0,2.9,0.427,0.4,0.061,0.4,0.057,6.8,1.1,0.491,0.2,0.068,0.2,0.093,2.2,5.4,0.654,0.9,0.171,0.4,0.052,8.3,2.4,0.3,0.3,4.8,0.094,25.5,24.0,0.2,0.159,0.1,0.073,0.1,0.098,36.3,25.9,1.1,1.84,0.55,23.7,73,2014-15,0.155,1.34,19.5,1.8
491,204054_2014-15,0.0,0.0,0.3,0.5,0.0,0.0,0.1,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.25,0.0,0.0,0.1,0.25,0.3,0.3,0.1,0.1,0.8,0.081,3.9,5.1,0.1,0.25,0.1,0.125,0.1,0.25,6.5,4.9,0.3,2.73,2.11,4.7,16,2014-15,0.116,1.0,11.9,0.3
492,201166_2015-16,0.0,0.0,0.1,0.588,0.0,0.118,0.0,0.118,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.6,0.0,0.0,0.0,0.1,0.1,2.6,0.3,0.2,5.3,0.102,25.5,30.7,1.9,0.3,0.5,0.08,0.4,0.066,34.8,12.1,3.1,5.29,5.39,16.1,69,2015-16,0.265,2.2,23.7,1.2
493,203932_2015-16,0.0,0.0,0.8,0.219,0.2,0.044,0.2,0.047,3.9,0.2,0.283,0.0,0.022,0.1,0.087,0.6,0.5,0.427,0.1,0.143,0.0,0.037,1.1,1.7,0.1,0.1,2.9,0.059,28.0,18.4,0.5,0.229,0.1,0.066,0.2,0.084,38.5,19.3,1.2,1.92,1.08,23.9,78,2015-16,0.103,1.94,14.9,0.9
494,1626151_2015-16,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.036,2.7,2.7,0.1,0.273,0.0,0.091,0.1,0.182,4.3,2.8,0.2,2.59,1.97,4.4,21,2015-16,0.033,0.5,6.5,0.2
495,203940_2015-16,0.0,0.0,0.3,0.24,0.0,0.0,0.1,0.067,1.4,0.2,0.25,0.0,0.0,0.1,0.114,0.8,0.8,0.606,0.2,0.186,0.2,0.113,1.4,0.6,0.1,0.1,1.2,0.039,14.2,8.5,0.2,0.273,0.0,0.045,0.1,0.091,18.7,8.8,0.6,1.91,0.58,9.3,52,2015-16,0.093,0.81,13.0,0.7
496,201143_2015-16,0.07,0.15,2.5,0.397,0.5,0.08,0.3,0.04,6.4,1.1,0.299,0.4,0.092,0.3,0.07,3.8,3.0,0.654,0.5,0.16,0.1,0.031,4.7,3.2,0.3,0.4,6.8,0.067,47.7,42.2,0.8,0.352,0.2,0.108,0.1,0.057,63.5,42.1,1.7,1.6,0.57,32.1,82,2015-16,0.165,2.46,17.8,1.3
497,2744_2015-16,0.0,0.0,1.0,0.209,0.1,0.033,0.1,0.014,4.6,3.4,0.302,1.0,0.085,0.5,0.042,11.3,1.9,0.589,0.2,0.09,0.0,0.013,3.2,1.5,0.3,0.2,3.0,0.097,15.4,21.1,0.0,0.0,0.0,0.0,0.0,0.0,28.5,22.0,1.0,2.16,0.54,23.3,47,2015-16,0.114,2.06,10.7,0.7
498,202329_2015-16,0.0,0.0,0.7,0.377,0.1,0.049,0.1,0.049,2.0,0.2,0.406,0.0,0.063,0.1,0.156,0.4,0.5,0.481,0.1,0.132,0.1,0.063,1.0,1.7,0.2,0.2,3.2,0.068,24.6,22.0,1.3,0.354,0.4,0.1,0.2,0.069,36.5,23.5,1.3,2.08,1.2,28.5,82,2015-16,0.087,1.15,13.2,1.5
499,101187_2015-16,0.0,0.0,0.2,0.333,0.1,0.167,0.1,0.167,0.5,0.1,0.25,0.0,0.0,0.0,0.0,0.3,0.2,0.667,0.1,0.5,0.0,0.0,0.2,1.1,0.1,0.0,1.5,0.105,10.2,10.5,0.5,0.28,0.3,0.16,0.1,0.04,15.9,9.7,0.6,2.33,1.15,14.8,13,2015-16,0.112,7.0,17.5,0.2
500,1626210_2015-16,0.0,0.0,0.4,0.138,0.1,0.034,0.2,0.069,2.9,0.0,0.0,0.3,0.273,0.0,0.0,1.1,0.5,0.833,0.0,0.0,0.1,0.167,0.6,0.5,0.0,0.0,0.6,0.064,7.8,5.0,0.0,0.0,0.0,0.0,0.0,0.0,11.7,6.3,0.3,1.39,0.42,6.8,10,2015-16,0.096,0.83,12.2,0.6
501,202692_2015-16,0.0,0.0,0.3,0.476,0.0,0.048,0.0,0.048,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.516,0.0,0.063,0.0,0.032,1.0,2.0,0.3,0.1,5.0,0.063,32.5,40.4,1.9,0.234,0.4,0.044,0.6,0.081,48.4,30.1,3.1,3.82,3.27,25.7,31,2015-16,0.14,1.24,12.4,1.7
502,203458_2015-16,0.0,0.0,1.7,0.247,0.2,0.026,0.4,0.064,6.8,1.4,0.278,0.3,0.062,0.5,0.103,5.0,2.0,0.484,0.2,0.117,0.3,0.069,4.1,1.2,0.0,0.1,2.8,0.048,26.2,20.0,0.1,0.217,0.0,0.065,0.0,0.043,38.2,21.4,1.0,1.58,0.38,23.3,78,2015-16,0.087,0.67,9.9,1.9
503,1627293_2015-16,0.0,0.0,0.8,0.214,0.0,0.0,0.0,0.0,3.5,0.1,0.091,0.1,0.091,0.0,0.0,1.4,1.0,0.667,0.1,0.125,0.0,0.0,1.5,0.3,0.0,0.0,0.4,0.033,7.5,5.4,0.0,0.0,0.0,0.0,0.0,0.0,11.6,8.0,0.3,1.72,0.58,9.0,8,2015-16,0.053,0.0,5.9,0.0
504,201582_2015-16,0.0,0.0,0.7,0.226,0.1,0.032,0.1,0.043,3.2,0.2,0.2,0.0,0.018,0.1,0.109,0.9,1.1,0.432,0.1,0.125,0.1,0.054,2.5,0.5,0.1,0.0,1.0,0.029,18.2,12.6,0.1,0.148,0.0,0.0,0.1,0.111,25.2,13.1,0.6,1.4,0.25,14.6,59,2015-16,0.059,0.57,7.3,0.9
505,203459_2015-16,0.0,0.0,0.2,0.269,0.0,0.019,0.0,0.077,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.0,0.167,0.0,0.075,0.5,1.2,0.2,0.2,2.7,0.059,20.5,22.7,0.5,0.308,0.2,0.098,0.1,0.063,30.9,23.9,0.9,1.66,0.74,26.0,81,2015-16,0.072,1.55,11.2,0.8
506,202087_2015-16,0.0,0.0,0.7,0.39,0.1,0.074,0.1,0.066,1.9,0.1,0.625,0.0,0.125,0.0,0.125,0.1,0.2,0.5,0.0,0.188,0.0,0.063,0.4,1.0,0.1,0.1,1.7,0.061,16.1,12.3,0.5,0.311,0.1,0.094,0.2,0.104,21.3,15.0,0.7,1.87,0.91,22.4,73,2015-16,0.063,1.31,17.5,0.8
507,2405_2015-16,0.02,0.04,0.9,0.234,0.2,0.045,0.3,0.08,3.9,0.5,0.255,0.1,0.039,0.2,0.118,2.0,1.5,0.65,0.1,0.075,0.1,0.033,2.4,0.5,0.1,0.1,1.2,0.044,11.8,10.9,0.2,0.533,0.1,0.2,0.0,0.133,17.9,11.9,0.5,1.79,0.43,14.7,52,2015-16,0.054,0.57,8.3,0.9
508,101161_2015-16,0.0,0.0,1.5,0.273,0.2,0.03,0.3,0.048,5.6,0.3,0.264,0.1,0.066,0.1,0.077,1.2,1.1,0.579,0.2,0.182,0.1,0.053,1.9,1.7,0.1,0.3,3.1,0.053,32.5,22.5,0.1,0.212,0.0,0.058,0.1,0.096,40.4,24.1,0.9,1.37,0.46,22.8,79,2015-16,0.11,1.47,19.3,1.2
509,2760_2015-16,0.0,0.0,0.6,0.337,0.0,0.02,0.1,0.03,1.9,0.3,0.548,0.0,0.032,0.1,0.097,0.6,1.4,0.629,0.1,0.096,0.1,0.043,2.2,0.7,0.0,0.1,1.5,0.048,13.8,9.8,0.2,0.348,0.0,0.0,0.1,0.174,17.3,9.9,0.5,1.67,0.55,9.4,53,2015-16,0.102,1.59,17.2,0.4
510,203083_2015-16,0.0,0.0,1.9,0.15,0.2,0.013,0.7,0.051,12.8,0.9,0.144,0.2,0.039,0.5,0.078,6.0,1.7,0.484,0.1,0.088,0.2,0.064,3.5,0.8,0.1,0.1,2.3,0.04,20.8,21.4,0.1,0.118,0.0,0.013,0.1,0.066,38.6,25.8,1.2,1.82,0.68,32.9,81,2015-16,0.042,0.43,4.3,1.9
511,2738_2015-16,0.02,0.05,0.7,0.385,0.2,0.085,0.1,0.043,1.8,0.2,0.41,0.0,0.077,0.0,0.026,0.6,0.6,0.75,0.1,0.231,0.0,0.019,0.8,3.4,0.4,0.5,6.1,0.102,32.9,31.1,0.8,0.434,0.2,0.142,0.1,0.053,41.5,25.6,2.0,2.91,1.98,26.6,65,2015-16,0.165,2.77,31.2,1.2
512,1889_2015-16,0.0,0.0,0.3,0.343,0.1,0.086,0.1,0.143,0.9,0.2,0.421,0.0,0.053,0.0,0.0,0.5,0.2,0.8,0.0,0.125,0.0,0.0,0.3,2.2,0.3,0.3,4.5,0.101,22.2,23.6,0.8,0.292,0.5,0.177,0.2,0.08,27.5,10.3,2.4,5.3,4.93,11.8,39,2015-16,0.276,2.35,35.8,1.0
513,203460_2015-16,0.0,0.0,0.8,0.325,0.1,0.03,0.2,0.071,2.4,0.0,0.25,0.0,0.0,0.0,0.0,0.1,0.2,0.441,0.0,0.0,0.0,0.029,0.5,0.7,0.0,0.1,1.6,0.057,11.8,11.4,0.2,0.333,0.1,0.089,0.1,0.089,17.0,12.7,0.4,1.47,0.55,22.2,70,2015-16,0.039,1.34,12.3,0.5
514,200745_2015-16,0.0,0.0,0.2,0.155,0.0,0.017,0.1,0.052,1.3,0.2,0.292,0.0,0.0,0.0,0.083,0.5,0.5,0.293,0.1,0.167,0.0,0.012,1.8,0.4,0.0,0.0,0.9,0.025,15.5,12.8,0.1,0.114,0.0,0.023,0.0,0.045,22.9,12.8,0.6,1.52,0.35,13.8,46,2015-16,0.051,0.69,5.2,0.6
515,101106_2015-16,0.07,0.14,1.5,0.282,0.3,0.049,0.3,0.055,5.2,1.5,0.61,0.4,0.169,0.1,0.045,2.5,1.3,0.73,0.3,0.228,0.1,0.048,1.8,2.3,0.1,0.3,4.3,0.076,30.4,19.3,0.0,0.2,0.0,0.1,0.0,0.1,36.6,20.0,1.0,1.71,0.46,20.7,70,2015-16,0.145,1.95,29.6,1.2
516,202726_2015-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.1,0.1,1.4,0.053,9.5,11.3,0.3,0.182,0.0,0.0,0.1,0.091,13.8,5.3,0.9,3.95,3.27,6.2,8,2015-16,0.118,0.57,12.1,0.9
517,203094_2015-16,0.0,0.0,0.3,0.213,0.0,0.025,0.0,0.025,1.5,0.9,0.257,0.1,0.027,0.2,0.048,3.4,0.2,0.688,0.0,0.0,0.0,0.0,0.3,0.5,0.0,0.1,1.1,0.032,14.4,12.6,0.2,0.18,0.1,0.049,0.2,0.148,21.6,12.7,0.7,1.95,0.67,14.7,56,2015-16,0.05,0.61,6.2,0.7
518,203952_2015-16,0.01,0.02,0.6,0.169,0.0,0.007,0.1,0.032,3.4,0.8,0.206,0.1,0.035,0.3,0.07,3.9,0.8,0.287,0.0,0.065,0.2,0.069,2.7,2.0,0.2,0.4,4.6,0.085,23.8,37.3,1.9,0.256,0.4,0.053,0.6,0.079,46.8,39.3,2.1,2.74,1.81,35.1,81,2015-16,0.098,0.9,8.7,2.3
519,203461_2015-16,0.0,0.0,0.1,0.111,0.0,0.0,0.0,0.0,0.5,0.1,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.25,0.0,0.0,0.1,0.25,0.2,0.0,0.0,0.0,0.2,0.0,7.4,4.6,0.1,0.4,0.0,0.0,0.0,0.0,9.2,4.6,0.2,1.28,0.31,4.4,19,2015-16,0.0,0.0,0.0,0.2
520,1626148_2015-16,0.0,0.0,0.2,0.556,0.0,0.0,0.0,0.0,0.3,0.1,1.0,0.0,0.0,0.0,0.0,0.1,0.2,0.667,0.1,0.333,0.0,0.0,0.3,0.7,0.0,0.1,1.6,0.042,15.6,14.6,0.3,0.323,0.0,0.032,0.1,0.065,21.2,16.6,0.7,2.01,0.91,20.6,29,2015-16,0.048,1.27,11.2,0.5
521,203076_2015-16,0.05,0.1,1.5,0.201,0.2,0.029,0.2,0.025,7.3,1.8,0.256,0.3,0.042,0.5,0.077,7.0,2.6,0.408,0.4,0.153,0.2,0.034,6.3,1.9,0.3,0.1,4.1,0.044,43.5,43.5,0.5,0.186,0.0,0.019,0.1,0.032,68.3,44.0,2.1,1.86,0.73,35.5,61,2015-16,0.1,0.96,7.5,2.0
522,201627_2015-16,0.0,0.0,0.1,0.333,0.0,0.0,0.0,0.133,0.2,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.1,0.444,0.0,0.125,0.0,0.056,0.3,0.4,0.1,0.0,0.9,0.051,7.0,10.2,0.2,0.206,0.0,0.015,0.1,0.088,12.5,10.9,0.3,1.68,0.84,13.6,68,2015-16,0.037,1.41,6.2,0.3
523,201229_2015-16,0.0,0.0,0.5,0.613,0.1,0.065,0.0,0.016,0.9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.4,0.87,0.1,0.09,0.0,0.017,1.6,0.7,0.2,0.1,2.1,0.03,24.0,15.2,0.2,0.385,0.0,0.077,0.1,0.103,29.7,15.2,0.7,1.34,0.29,18.6,72,2015-16,0.058,1.86,12.1,0.4
524,203462_2015-16,0.0,0.0,0.3,0.267,0.1,0.05,0.1,0.05,1.1,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.2,0.462,0.0,0.083,0.1,0.115,0.5,2.1,0.3,0.3,4.3,0.071,29.0,34.0,1.6,0.269,0.4,0.06,0.5,0.084,41.1,18.4,3.0,4.34,3.82,19.5,57,2015-16,0.174,1.18,16.2,1.8
525,203382_2015-16,0.0,0.0,1.3,0.235,0.1,0.025,0.3,0.054,5.5,0.4,0.256,0.1,0.051,0.1,0.051,1.4,2.4,0.647,0.3,0.116,0.1,0.039,3.8,0.6,0.1,0.1,1.6,0.06,10.4,11.5,0.0,0.0,0.0,0.167,0.0,0.333,17.1,13.0,0.4,1.53,0.36,15.2,81,2015-16,0.07,0.76,8.8,0.8
526,201167_2015-16,0.0,0.0,0.4,0.326,0.1,0.084,0.0,0.032,1.3,0.9,0.266,0.1,0.03,0.2,0.072,3.3,1.1,0.538,0.2,0.179,0.1,0.041,2.0,2.0,0.4,0.4,5.1,0.053,38.4,43.6,1.0,0.304,0.4,0.112,0.1,0.045,52.7,38.7,2.2,2.52,1.57,33.4,71,2015-16,0.097,1.76,13.4,1.2
527,203085_2015-16,0.0,0.0,0.2,0.286,0.0,0.0,0.1,0.107,0.8,0.0,0.75,0.0,0.0,0.0,0.0,0.1,0.2,0.5,0.0,0.071,0.0,0.036,0.4,1.5,0.1,0.3,3.3,0.054,27.2,31.6,1.7,0.327,0.4,0.078,0.2,0.039,37.9,17.0,2.7,4.29,3.95,21.8,67,2015-16,0.116,1.62,13.6,0.9
528,202340_2015-16,0.0,0.0,0.3,0.216,0.0,0.009,0.1,0.036,1.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.276,0.0,0.069,0.1,0.038,1.4,2.1,0.2,0.3,4.0,0.094,22.3,31.6,0.3,0.147,0.1,0.066,0.1,0.059,38.6,29.9,1.3,1.98,1.63,33.4,76,2015-16,0.095,1.45,11.8,1.5
529,1626253_2015-16,0.0,0.0,0.4,0.364,0.1,0.091,0.1,0.136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.667,0.0,0.25,0.0,0.0,0.3,0.7,0.2,0.1,1.2,0.073,9.8,9.0,0.1,0.5,0.0,0.0,0.0,0.167,14.2,9.0,0.4,1.79,0.81,14.5,21,2015-16,0.068,2.5,15.3,0.3
530,203463_2015-16,0.0,0.0,0.4,0.312,0.1,0.052,0.1,0.052,1.1,0.0,0.0,0.0,0.0,0.0,0.333,0.0,0.3,0.417,0.0,0.0,0.0,0.063,0.7,1.2,0.1,0.2,2.0,0.077,15.2,16.2,0.9,0.317,0.3,0.093,0.3,0.115,24.4,15.8,0.8,1.85,1.19,21.2,68,2015-16,0.076,0.8,11.7,1.5
531,2757_2015-16,0.02,0.05,0.2,0.533,0.0,0.0,0.0,0.0,0.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.611,0.0,0.0,0.0,0.056,0.4,2.6,0.3,0.3,6.1,0.08,32.9,34.5,2.2,0.482,0.5,0.122,0.2,0.051,40.7,16.1,3.2,4.75,4.74,16.1,44,2015-16,0.256,2.19,30.9,1.2
532,202687_2015-16,0.0,0.0,1.3,0.248,0.1,0.014,0.3,0.066,5.2,0.1,0.292,0.0,0.042,0.0,0.083,0.3,0.9,0.542,0.0,0.056,0.1,0.084,1.6,0.3,0.0,0.1,0.9,0.016,22.0,11.5,0.0,0.143,0.0,0.0,0.0,0.0,28.1,13.2,0.7,1.55,0.27,22.0,82,2015-16,0.025,0.41,5.9,0.9
533,201933_2015-16,0.0,0.0,1.6,0.287,0.1,0.026,0.3,0.051,5.6,2.3,0.333,0.6,0.091,0.3,0.041,6.9,4.0,0.555,0.6,0.149,0.3,0.035,7.3,4.9,0.2,0.3,9.2,0.082,59.0,56.9,1.0,0.279,0.3,0.074,0.1,0.041,84.2,52.3,3.3,2.36,1.3,33.4,35,2015-16,0.258,2.05,18.0,2.4
534,1626246_2015-16,0.0,0.0,0.8,0.207,0.1,0.023,0.2,0.041,4.0,0.8,0.319,0.1,0.058,0.1,0.036,2.6,0.7,0.643,0.1,0.194,0.1,0.071,1.0,0.4,0.1,0.0,0.8,0.045,8.6,7.6,0.0,0.0,0.0,0.0,0.0,0.0,13.4,8.9,0.4,1.7,0.37,9.4,54,2015-16,0.072,0.72,7.7,0.5
535,1626171_2015-16,0.0,0.0,0.8,0.233,0.1,0.03,0.2,0.054,3.3,0.5,0.236,0.1,0.056,0.3,0.118,2.3,0.6,0.5,0.1,0.111,0.0,0.028,1.2,0.8,0.1,0.1,1.8,0.036,23.1,16.7,0.2,0.24,0.0,0.02,0.1,0.08,32.1,18.2,1.0,1.81,0.66,17.8,62,2015-16,0.076,0.96,9.1,0.9
536,202711_2015-16,0.0,0.0,0.2,0.209,0.0,0.011,0.1,0.066,1.2,0.3,0.269,0.0,0.013,0.1,0.064,1.0,0.5,0.402,0.1,0.108,0.1,0.054,1.2,1.3,0.1,0.2,2.4,0.065,19.3,24.5,1.0,0.273,0.2,0.064,0.3,0.074,31.9,25.9,1.2,2.33,1.42,26.8,79,2015-16,0.073,0.86,9.7,1.5
537,2564_2015-16,0.01,0.04,1.0,0.438,0.1,0.057,0.1,0.057,2.3,1.3,0.321,0.4,0.09,0.5,0.112,4.1,1.6,0.8,0.2,0.129,0.1,0.052,2.0,2.3,0.2,0.3,4.3,0.079,29.3,24.0,0.5,0.28,0.3,0.133,0.2,0.091,36.8,23.6,1.3,2.07,1.03,18.2,76,2015-16,0.182,1.81,25.6,1.3
538,203078_2015-16,0.0,0.0,0.6,0.415,0.1,0.037,0.1,0.037,1.5,0.2,0.333,0.1,0.111,0.0,0.074,0.5,0.7,0.513,0.1,0.077,0.1,0.053,1.4,2.9,0.3,0.6,6.5,0.091,32.4,42.6,2.2,0.299,0.6,0.081,0.4,0.057,51.3,37.1,2.6,3.06,2.65,31.1,55,2015-16,0.153,1.45,14.2,2.1
539,201148_2015-16,0.0,0.0,1.5,0.269,0.0,0.0,0.4,0.075,5.6,0.9,0.647,0.1,0.059,0.0,0.0,1.4,2.6,0.633,0.1,0.032,0.1,0.02,4.1,0.5,0.1,0.1,1.8,0.029,17.0,13.7,0.0,0.0,0.0,0.0,0.1,0.2,23.6,14.4,0.6,1.64,0.39,17.7,12,2015-16,0.05,0.6,7.7,0.8
540,1626183_2015-16,0.0,0.0,0.2,0.333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2,0.0,2.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,1.7,0.1,1.52,0.62,4.8,6,2015-16,0.0,0.0,0.0,0.0
541,101138_2015-16,0.0,0.0,1.3,0.307,0.2,0.045,0.3,0.059,4.3,0.9,0.435,0.1,0.069,0.1,0.038,2.0,1.7,0.599,0.3,0.152,0.1,0.048,2.8,1.1,0.2,0.1,2.5,0.059,18.8,15.3,0.1,0.2,0.0,0.033,0.0,0.067,25.8,16.1,0.8,1.96,0.58,20.3,66,2015-16,0.088,1.76,14.9,0.6
542,201943_2015-16,0.0,0.0,0.2,0.444,0.0,0.111,0.0,0.056,0.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,0.0,0.167,0.0,0.083,0.3,3.5,0.4,0.4,7.7,0.1,35.3,39.7,1.9,0.441,0.4,0.103,0.2,0.054,45.2,13.5,4.1,5.39,5.69,18.1,48,2015-16,0.298,2.98,30.1,1.2
543,202688_2015-16,0.0,0.0,0.3,0.326,0.0,0.022,0.1,0.065,0.9,0.1,0.462,0.0,0.0,0.0,0.077,0.3,0.5,0.609,0.0,0.036,0.0,0.043,0.9,5.1,0.6,0.8,11.2,0.088,57.2,71.8,3.2,0.331,0.9,0.09,0.7,0.076,82.9,35.8,6.0,4.37,4.45,36.0,52,2015-16,0.234,1.49,18.6,3.4
544,201575_2015-16,0.0,0.0,0.2,0.4,0.0,0.086,0.0,0.057,0.5,0.0,0.5,0.0,0.25,0.0,0.0,0.1,0.1,0.438,0.0,0.286,0.0,0.063,0.2,0.8,0.1,0.1,1.4,0.057,13.9,13.0,0.2,0.279,0.0,0.033,0.1,0.148,18.5,12.9,0.6,1.83,1.09,14.6,72,2015-16,0.072,1.73,15.7,0.5
545,203148_2015-16,0.0,0.0,0.1,0.333,0.0,0.0,0.0,0.0,0.2,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.667,0.0,0.5,0.0,0.0,0.1,1.1,0.1,0.2,2.6,0.073,14.5,17.4,0.7,0.333,0.2,0.086,0.2,0.076,19.5,7.4,1.8,5.49,5.39,9.2,51,2015-16,0.205,2.35,20.8,0.5
546,1627362_2015-16,0.0,0.0,0.6,0.8,0.1,0.2,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.75,0.3,0.333,0.0,0.0,1.1,3.0,0.4,0.3,6.6,0.063,48.0,46.9,1.7,0.324,0.4,0.081,0.6,0.108,57.3,20.7,4.4,4.58,4.46,24.1,7,2015-16,0.175,2.33,29.6,1.3
547,201572_2015-16,0.0,0.0,1.9,0.219,0.2,0.022,0.3,0.038,8.6,3.3,0.306,0.8,0.078,0.9,0.083,10.7,3.4,0.474,0.6,0.163,0.4,0.053,7.3,2.0,0.3,0.3,4.5,0.066,30.3,35.0,0.2,0.103,0.1,0.045,0.2,0.071,52.2,36.6,1.7,2.0,0.73,33.7,73,2015-16,0.106,0.83,8.9,2.4
548,203998_2015-16,0.0,0.0,0.2,1.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.8,0.023,7.2,7.0,0.7,0.571,0.0,0.0,0.2,0.143,10.0,7.0,0.3,1.83,1.04,7.1,6,2015-16,0.033,0.25,5.9,0.7
