,pidSzn,SCREEN_ASSISTS,SCREEN_AST_PTS,PAINT_TOUCH_PASSES,PAINT_TOUCH_PASSES_PCT,PAINT_TOUCH_AST,PAINT_TOUCH_AST_PCT,PAINT_TOUCH_TOV,PAINT_TOUCH_TOV_PCT,PAINT_TOUCHES,POST_TOUCH_PASSES,POST_TOUCH_PASSES_PCT,POST_TOUCH_AST,POST_TOUCH_AST_PCT,POST_TOUCH_TOV,POST_TOUCH_TOV_PCT,POST_TOUCHES,ELBOW_TOUCH_PASSES,ELBOW_TOUCH_PASSES_PCT,ELBOW_TOUCH_AST,ELBOW_TOUCH_AST_PCT,ELBOW_TOUCH_TOV,ELBOW_TOUCH_TOV_PCT,ELBOW_TOUCHES,AST,FT_AST,SECONDARY_AST,POTENTIAL_AST,AST_TO_PASS_PCT,PASSES_MADE,PASSES_RECEIVED,DRIVE_PASSES,DRIVE_PASSES_PCT,DRIVE_AST,DRIVE_AST_PCT,DRIVE_TOV,DRIVE_TOV_PCT,TOUCHES,FRONT_CT_TOUCHES,TIME_OF_POSS,AVG_SEC_PER_TOUCH,AVG_DRIB_PER_TOUCH,MIN,GP,Season,AST_PCT,AST_TO,AST_RATIO,TOV
2661,203957_2019-20,0.06,0.14,0.2,0.333,0.0,0.0,0.1,0.111,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.286,0.0,0.5,0.1,0.286,0.2,1.1,0.1,0.1,2.1,0.081,14.1,13.6,1.4,0.372,0.3,0.078,0.4,0.101,19.3,9.6,1.2,3.6,2.85,13.9,35,2019-20,0.124,1.29,19.0,0.9
2662,1627863_2019-20,0.52,1.29,0.5,0.349,0.1,0.058,0.1,0.047,1.4,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.432,0.1,0.211,0.0,0.068,0.7,1.3,0.2,0.2,2.9,0.062,21.7,19.5,1.3,0.48,0.3,0.09,0.2,0.079,32.2,18.7,0.9,1.62,0.83,30.4,63,2019-20,0.061,1.57,11.9,0.9
2663,203967_2019-20,0.92,1.94,1.3,0.306,0.2,0.056,0.2,0.056,4.1,0.7,0.44,0.1,0.08,0.1,0.06,1.5,1.2,0.494,0.1,0.101,0.1,0.056,2.5,1.8,0.1,0.2,3.1,0.053,34.8,25.4,0.7,0.331,0.2,0.085,0.2,0.077,46.0,25.7,1.1,1.5,0.5,24.7,66,2019-20,0.105,1.4,15.3,1.4
2664,1629647_2019-20,0.3,0.64,0.2,0.239,0.0,0.043,0.0,0.065,0.8,0.0,0.667,0.0,0.333,0.0,0.0,0.0,0.1,0.308,0.0,0.375,0.0,0.038,0.4,0.7,0.0,0.2,1.3,0.042,16.0,12.1,0.7,0.256,0.1,0.041,0.3,0.093,22.9,11.6,0.8,2.01,1.07,18.5,61,2019-20,0.054,0.91,9.5,0.7
2665,1629636_2019-20,0.36,0.83,0.2,0.333,0.0,0.074,0.0,0.037,0.5,0.0,0.2,0.0,0.0,0.0,0.4,0.1,0.1,0.333,0.0,0.333,0.0,0.111,0.3,3.9,0.4,0.7,7.7,0.09,43.2,52.2,5.0,0.453,1.2,0.112,1.2,0.106,59.7,22.7,4.8,4.87,4.57,30.9,59,2019-20,0.182,1.52,20.6,2.6
2666,1629133_2019-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.067,3.8,4.8,0.3,1.0,0.3,1.0,0.0,0.0,5.0,3.0,0.3,4.05,3.5,3.5,4,2019-20,0.143,0.5,16.7,0.5
2667,1628021_2019-20,0.15,0.4,0.1,0.091,0.0,0.0,0.1,0.091,0.6,0.1,1.0,0.0,0.0,0.0,0.0,0.1,0.1,0.333,0.1,1.0,0.0,0.0,0.2,0.4,0.1,0.1,0.9,0.065,6.2,6.2,0.5,0.36,0.1,0.08,0.0,0.0,10.8,5.9,0.4,2.3,1.53,13.4,20,2019-20,0.046,1.0,8.0,0.4
2668,202722_2019-20,0.61,1.39,0.3,0.266,0.0,0.031,0.1,0.063,1.2,0.0,0.167,0.0,0.0,0.0,0.167,0.1,0.1,0.348,0.0,0.0,0.0,0.043,0.4,1.7,0.3,0.1,2.6,0.067,25.4,24.0,0.7,0.356,0.2,0.087,0.2,0.106,39.0,23.7,1.1,1.63,0.8,29.3,54,2019-20,0.081,1.56,11.4,1.1
2669,1628368_2019-20,0.31,0.8,0.3,0.362,0.1,0.085,0.0,0.021,0.9,0.1,1.0,0.0,0.333,0.0,0.0,0.1,0.2,0.429,0.1,0.333,0.0,0.095,0.4,6.9,0.6,0.7,13.6,0.125,55.1,69.3,6.1,0.335,1.6,0.088,1.5,0.08,80.6,25.8,7.1,5.26,4.89,32.0,51,2019-20,0.336,2.2,23.7,3.1
2670,1629631_2019-20,0.19,0.48,0.2,0.162,0.0,0.041,0.1,0.054,1.2,0.0,0.105,0.0,0.053,0.0,0.0,0.3,0.1,0.2,0.0,0.0,0.0,0.067,0.5,1.8,0.1,0.3,3.7,0.076,23.3,25.0,2.0,0.327,0.4,0.069,0.4,0.069,37.7,24.9,1.4,2.29,1.51,32.0,63,2019-20,0.079,1.09,11.7,1.7
2671,1629001_2019-20,0.27,0.62,0.5,0.305,0.2,0.105,0.1,0.084,1.6,0.1,0.5,0.0,0.167,0.0,0.0,0.1,0.1,0.296,0.0,0.0,0.0,0.037,0.5,2.9,0.3,0.4,5.0,0.105,27.9,26.5,2.3,0.509,0.7,0.145,0.4,0.076,37.8,18.5,2.1,3.28,2.57,19.5,60,2019-20,0.196,2.08,24.6,1.4
2672,201599_2019-20,3.48,8.2,1.2,0.176,0.2,0.028,0.4,0.06,6.9,0.2,0.529,0.0,0.118,0.0,0.059,0.3,2.0,0.671,0.3,0.161,0.3,0.084,3.0,1.9,0.2,0.1,3.2,0.069,27.1,19.3,0.0,0.167,0.0,0.0,0.0,0.0,34.9,20.6,0.9,1.53,0.24,22.0,56,2019-20,0.132,1.42,20.3,1.3
2673,1627761_2019-20,0.12,0.28,0.3,0.206,0.1,0.048,0.1,0.048,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.48,0.1,0.333,0.0,0.08,0.6,1.9,0.3,0.2,4.2,0.082,23.0,21.9,2.0,0.448,0.4,0.089,0.4,0.099,31.0,15.5,1.8,3.4,2.66,21.3,43,2019-20,0.13,1.35,20.7,1.4
2674,201942_2019-20,0.25,0.57,0.5,0.419,0.1,0.108,0.1,0.054,1.1,0.7,0.455,0.1,0.073,0.1,0.036,1.6,0.5,0.486,0.1,0.294,0.1,0.057,1.0,5.6,0.3,0.7,11.0,0.148,38.0,51.0,8.7,0.44,1.8,0.092,1.0,0.053,60.9,32.2,5.0,4.95,4.44,34.1,68,2019-20,0.261,2.32,21.3,2.4
2675,201960_2019-20,0.17,0.42,0.2,0.417,0.0,0.083,0.1,0.167,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,1.0,0.0,0.5,0.1,1.0,0.0,0.0,1.5,0.089,11.8,8.9,0.3,0.143,0.0,0.024,0.2,0.119,16.5,8.1,0.6,2.28,1.26,12.1,24,2019-20,0.116,1.47,19.5,0.7
2676,1629731_2019-20,0.5,1.42,0.2,0.222,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.1,0.3,0.027,6.2,3.3,0.1,0.5,0.0,0.0,0.1,0.5,7.7,3.5,0.2,1.61,0.58,6.0,12,2019-20,0.039,0.67,11.1,0.3
2677,1629028_2019-20,4.13,8.87,2.9,0.209,0.5,0.038,0.7,0.049,13.9,2.0,0.316,0.6,0.089,0.4,0.059,6.2,2.6,0.436,0.3,0.122,0.3,0.049,5.9,1.9,0.2,0.2,3.4,0.046,41.3,33.6,0.0,0.053,0.0,0.0,0.1,0.105,60.3,35.7,1.7,1.66,0.37,32.5,38,2019-20,0.091,0.9,9.5,2.1
2678,1627749_2019-20,0.2,0.42,0.4,0.312,0.1,0.078,0.1,0.052,1.2,0.0,0.5,0.0,0.0,0.0,0.25,0.1,0.3,0.543,0.1,0.211,0.0,0.029,0.5,4.1,0.3,0.5,7.2,0.096,42.8,43.1,4.3,0.492,1.0,0.117,0.5,0.057,56.4,18.8,4.1,4.41,3.97,25.6,66,2019-20,0.232,2.17,25.0,1.9
2679,1626153_2019-20,0.07,0.18,0.5,0.437,0.1,0.08,0.0,0.011,1.2,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.1,0.435,0.0,0.0,0.0,0.0,0.3,3.3,0.3,0.4,6.9,0.097,34.3,32.4,3.7,0.522,0.8,0.121,0.4,0.062,42.7,19.4,2.9,4.01,3.48,21.5,73,2019-20,0.215,3.34,31.6,1.0
2680,203471_2019-20,0.12,0.29,0.2,0.405,0.0,0.081,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.55,0.0,0.273,0.0,0.0,0.3,4.0,0.5,0.9,7.2,0.081,50.0,62.4,4.2,0.362,1.0,0.084,1.1,0.091,71.4,34.8,5.0,4.17,3.47,30.8,65,2019-20,0.222,1.58,17.6,2.6
2681,1628372_2019-20,0.03,0.06,0.2,0.364,0.1,0.136,0.1,0.136,0.6,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.1,0.4,0.0,0.0,0.0,0.2,0.1,2.9,0.5,0.3,6.2,0.093,31.1,35.0,2.7,0.398,0.9,0.126,0.7,0.1,42.1,13.7,3.5,4.93,4.61,15.8,34,2019-20,0.297,1.69,25.1,1.7
2682,1627756_2019-20,0.03,0.06,0.1,0.333,0.0,0.111,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.667,0.0,0.25,0.0,0.0,0.2,1.2,0.2,0.2,2.6,0.091,13.2,15.5,0.9,0.351,0.2,0.062,0.2,0.062,20.7,14.2,0.9,2.65,1.94,13.6,36,2019-20,0.147,1.65,13.9,0.7
2683,1629126_2019-20,0.13,0.26,0.1,0.125,0.0,0.0,0.1,0.125,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.222,0.0,0.0,0.1,0.333,0.2,0.4,0.1,0.1,0.9,0.069,6.4,7.6,0.4,0.258,0.1,0.03,0.2,0.106,10.3,6.7,0.4,2.19,1.42,9.1,39,2019-20,0.076,0.89,10.2,0.5
2684,202324_2019-20,3.39,7.78,2.1,0.285,0.2,0.033,0.4,0.058,7.3,0.5,0.471,0.1,0.098,0.1,0.098,1.0,1.8,0.482,0.2,0.13,0.2,0.042,3.8,1.6,0.1,0.4,2.9,0.044,36.3,23.4,0.1,0.375,0.0,0.125,0.0,0.125,45.1,24.7,1.0,1.34,0.28,24.4,51,2019-20,0.087,1.47,16.1,1.1
2685,1627884_2019-20,0.71,1.76,0.7,0.222,0.1,0.042,0.1,0.032,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.467,0.1,0.25,0.0,0.0,1.0,1.1,0.1,0.1,2.4,0.062,17.1,14.2,0.6,0.429,0.1,0.052,0.2,0.143,25.0,14.1,0.7,1.61,0.61,23.3,59,2019-20,0.068,2.07,12.6,0.5
2686,201565_2019-20,0.14,0.32,0.3,0.517,0.1,0.138,0.0,0.034,0.6,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,0.0,0.167,0.0,0.133,0.3,5.6,0.5,0.4,10.6,0.132,42.3,56.1,7.0,0.399,1.7,0.097,1.1,0.064,64.6,21.0,6.3,5.85,5.48,26.0,50,2019-20,0.373,2.21,22.9,2.6
2687,1628476_2019-20,0.23,0.54,0.1,0.667,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1,0.1,2.3,0.078,13.3,13.2,0.5,0.75,0.0,0.063,0.0,0.0,15.8,6.1,1.0,3.88,3.17,9.6,26,2019-20,0.155,5.4,36.0,0.2
2688,1628401_2019-20,0.37,0.76,0.2,0.333,0.0,0.044,0.0,0.067,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.286,0.0,0.0,0.0,0.048,0.3,3.6,0.4,0.4,6.5,0.096,37.2,40.2,3.6,0.458,1.0,0.131,0.5,0.063,49.6,18.4,3.7,4.51,3.94,24.7,68,2019-20,0.203,2.71,24.8,1.3
2689,1626164_2019-20,0.63,1.4,0.7,0.302,0.2,0.082,0.1,0.063,2.3,0.8,0.439,0.1,0.081,0.1,0.057,1.8,1.3,0.486,0.4,0.284,0.1,0.05,2.6,6.5,0.7,0.8,13.1,0.203,32.0,53.8,6.2,0.431,1.7,0.118,1.2,0.083,60.2,40.5,4.2,4.22,3.49,35.9,70,2019-20,0.288,1.73,20.5,3.8
2690,1628985_2019-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.1,2.7,0.112,10.5,13.3,0.9,0.476,0.1,0.048,0.2,0.095,14.6,5.4,1.2,4.72,4.19,7.3,11,2019-20,0.217,2.6,25.0,0.5
2691,1629719_2019-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.167,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,8.0,0.3,1.46,0.83,8.9,1,2019-20,0.125,0.0,14.3,0.0
2692,1628984_2019-20,0.06,0.14,0.2,0.517,0.0,0.069,0.0,0.034,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.1,0.417,0.0,0.05,0.3,7.5,0.8,0.9,13.4,0.113,66.7,81.7,4.8,0.448,1.3,0.123,0.9,0.086,90.6,35.2,8.2,5.4,4.97,35.1,63,2019-20,0.345,2.6,27.5,2.9
2693,1629608_2019-20,1.33,3.67,0.0,0.0,0.0,0.0,0.2,0.125,1.3,0.2,1.0,0.0,0.0,0.0,0.0,0.2,0.3,1.0,0.2,0.5,0.0,0.0,0.3,0.5,0.0,0.0,0.5,0.107,4.7,4.2,0.2,0.25,0.0,0.0,0.0,0.0,8.0,5.0,0.3,2.26,0.98,4.7,6,2019-20,0.125,1.0,13.6,0.5
2694,203473_2019-20,2.48,5.59,0.7,0.199,0.1,0.019,0.3,0.083,3.5,0.3,0.429,0.1,0.107,0.0,0.036,0.6,0.5,0.333,0.0,0.091,0.1,0.091,1.5,0.5,0.1,0.0,1.1,0.027,18.7,13.1,0.0,0.125,0.0,0.125,0.1,0.5,26.4,14.0,0.7,1.58,0.36,17.6,44,2019-20,0.041,0.39,6.3,1.3
2695,1628415_2019-20,0.14,0.34,0.4,0.383,0.1,0.099,0.0,0.012,1.1,0.0,0.071,0.0,0.0,0.0,0.143,0.2,0.1,0.182,0.0,0.333,0.0,0.091,0.5,2.1,0.3,0.3,4.0,0.084,24.5,32.6,1.6,0.235,0.4,0.063,0.4,0.063,42.8,30.3,1.9,2.69,1.69,28.9,73,2019-20,0.104,1.21,10.6,1.7
2696,203079_2019-20,0.2,0.5,0.1,1.0,0.1,1.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3,0.5,3.6,0.097,20.6,26.9,2.2,0.355,0.4,0.065,0.4,0.065,33.1,12.8,2.4,4.43,3.78,20.7,10,2019-20,0.156,1.25,14.3,1.6
2697,1627734_2019-20,7.05,15.76,2.3,0.268,0.5,0.065,0.5,0.055,8.4,2.4,0.401,0.8,0.125,0.6,0.095,6.1,3.6,0.419,0.8,0.217,0.5,0.053,8.5,5.0,0.4,0.4,8.2,0.074,67.7,50.9,0.7,0.311,0.2,0.095,0.2,0.068,88.0,51.8,2.7,1.83,0.78,34.8,62,2019-20,0.215,1.82,21.3,2.8
2698,1628378_2019-20,0.35,0.75,0.3,0.329,0.1,0.055,0.1,0.082,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.476,0.1,0.4,0.0,0.143,0.3,4.3,0.4,0.7,8.1,0.104,41.0,58.8,4.6,0.298,1.2,0.075,1.2,0.075,68.1,31.2,5.7,5.02,4.46,34.3,69,2019-20,0.214,1.6,15.0,2.7
2699,1629743_2019-20,2.11,4.78,0.9,0.242,0.1,0.03,0.1,0.03,3.7,0.3,0.75,0.1,0.25,0.0,0.0,0.4,1.7,0.682,0.2,0.133,0.0,0.0,2.4,0.4,0.0,0.0,1.0,0.029,15.6,11.4,0.0,0.0,0.0,0.0,0.0,0.0,19.9,12.7,0.6,1.75,0.44,14.8,9,2019-20,0.048,0.8,10.3,0.6
2700,1628978_2019-20,0.32,0.82,0.4,0.267,0.1,0.04,0.1,0.04,1.6,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.387,0.0,0.167,0.0,0.032,0.5,2.3,0.2,0.4,4.2,0.08,29.2,25.9,1.3,0.385,0.4,0.104,0.3,0.095,40.0,19.4,1.8,2.65,1.9,23.0,66,2019-20,0.134,1.71,19.4,1.4
2701,1627827_2019-20,0.41,1.03,0.7,0.268,0.1,0.044,0.2,0.06,2.7,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.4,0.553,0.1,0.192,0.0,0.043,0.7,1.6,0.2,0.2,3.4,0.059,27.3,23.5,1.6,0.527,0.4,0.137,0.3,0.102,37.4,22.6,1.1,1.82,0.82,29.9,71,2019-20,0.073,1.65,15.1,1.0
2702,203926_2019-20,0.19,0.43,0.1,0.118,0.0,0.013,0.0,0.013,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.222,0.0,0.0,0.0,0.074,0.4,1.1,0.2,0.2,1.8,0.075,15.1,16.7,0.6,0.259,0.1,0.068,0.1,0.054,24.1,19.5,0.5,1.33,0.51,19.9,69,2019-20,0.081,1.86,11.4,0.6
2703,1627733_2019-20,2.0,4.94,0.4,0.143,0.1,0.024,0.1,0.048,2.8,0.5,0.571,0.1,0.143,0.0,0.0,0.9,0.2,0.214,0.0,0.0,0.1,0.071,0.9,1.8,0.3,0.1,2.8,0.06,29.8,21.8,0.4,0.286,0.1,0.048,0.1,0.095,38.3,22.8,0.9,1.35,0.35,17.8,16,2019-20,0.142,1.33,19.0,1.3
2704,203110_2019-20,1.58,3.91,0.5,0.338,0.1,0.044,0.1,0.074,1.6,1.7,0.592,0.5,0.167,0.2,0.083,2.8,1.0,0.652,0.3,0.311,0.1,0.058,1.6,6.2,0.5,0.5,10.6,0.106,58.3,49.1,1.5,0.396,0.5,0.126,0.2,0.05,70.2,33.1,3.1,2.64,1.82,28.4,43,2019-20,0.31,2.71,37.1,2.3
2705,1629234_2019-20,1.82,4.0,0.6,0.2,0.2,0.062,0.2,0.062,3.0,0.4,0.364,0.1,0.091,0.1,0.136,1.0,0.6,0.412,0.1,0.143,0.2,0.118,1.5,0.7,0.1,0.0,1.1,0.061,11.2,8.0,0.0,0.0,0.0,0.0,0.0,0.2,15.9,8.9,0.4,1.59,0.43,12.4,22,2019-20,0.089,0.71,12.9,1.0
2706,1629130_2019-20,0.79,1.81,0.1,0.217,0.0,0.022,0.0,0.065,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.545,0.0,0.167,0.0,0.061,0.5,1.4,0.1,0.4,2.5,0.061,22.5,24.9,0.5,0.536,0.1,0.101,0.1,0.101,33.7,25.0,0.8,1.4,0.42,29.7,73,2019-20,0.068,1.46,11.6,1.0
2707,1628605_2019-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,0.7,4.09,4.25,6.7,2,2019-20,0.0,0.0,0.0,0.0
2708,1628407_2019-20,0.08,0.18,0.1,0.235,0.0,0.0,0.0,0.059,0.4,0.0,0.125,0.0,0.0,0.1,0.25,0.2,0.0,0.111,0.0,0.0,0.0,0.0,0.2,1.3,0.2,0.3,2.6,0.076,17.6,18.9,1.6,0.316,0.3,0.062,0.3,0.062,26.2,19.1,1.1,2.53,1.72,17.6,39,2019-20,0.121,1.41,14.6,1.0
2709,2730_2019-20,2.28,5.22,1.0,0.162,0.2,0.029,0.3,0.058,6.0,0.3,0.389,0.0,0.056,0.1,0.111,0.8,1.0,0.677,0.1,0.09,0.1,0.071,1.4,0.7,0.0,0.1,1.2,0.028,23.2,12.0,0.0,0.125,0.0,0.0,0.0,0.25,29.9,13.5,0.7,1.41,0.38,18.9,69,2019-20,0.048,0.54,9.0,1.2
2710,203939_2019-20,4.73,11.0,1.4,0.256,0.3,0.057,0.2,0.028,5.4,0.1,0.5,0.0,0.25,0.0,0.0,0.1,0.9,0.439,0.2,0.25,0.1,0.061,2.1,1.5,0.1,0.2,2.2,0.049,30.1,21.1,0.3,0.185,0.1,0.031,0.1,0.077,38.7,20.4,1.0,1.48,0.45,26.5,40,2019-20,0.076,1.64,15.8,0.9
2711,1629058_2019-20,0.08,0.23,0.1,0.192,0.0,0.0,0.1,0.077,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.1,1.1,0.1,0.2,2.3,0.079,13.6,13.4,1.2,0.376,0.3,0.096,0.3,0.08,19.9,10.8,0.9,2.77,2.22,12.2,40,2019-20,0.131,1.19,15.5,0.9
2712,202734_2019-20,0.23,0.57,0.3,0.314,0.0,0.02,0.0,0.02,0.9,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.2,0.357,0.0,0.1,0.0,0.071,0.5,1.4,0.1,0.2,2.6,0.083,16.8,21.2,1.5,0.358,0.4,0.086,0.2,0.056,26.5,17.7,1.2,2.69,2.31,18.2,56,2019-20,0.11,1.95,13.6,0.7
2713,202334_2019-20,1.79,4.18,0.8,0.338,0.2,0.077,0.3,0.108,2.3,0.0,0.5,0.0,0.0,0.0,0.0,0.1,0.7,0.528,0.0,0.053,0.1,0.083,1.3,0.4,0.0,0.0,0.8,0.027,16.1,7.9,0.0,0.0,0.0,0.0,0.0,0.0,18.4,8.6,0.5,1.65,0.46,10.8,28,2019-20,0.062,0.92,15.6,0.5
2714,1628410_2019-20,0.13,0.32,0.1,0.214,0.0,0.0,0.0,0.071,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.8,0.1,0.1,3.2,0.16,11.1,13.5,1.7,0.45,0.5,0.117,0.2,0.058,17.5,12.8,0.8,2.8,2.09,14.4,31,2019-20,0.167,2.5,23.7,0.7
2715,203901_2019-20,0.27,0.62,0.7,0.457,0.2,0.114,0.1,0.071,1.6,0.0,0.333,0.0,0.333,0.0,0.0,0.1,0.3,0.5,0.1,0.5,0.0,0.042,0.5,7.2,0.9,0.5,13.5,0.121,59.3,62.6,5.6,0.439,1.7,0.13,0.6,0.045,75.0,27.2,6.0,4.84,4.48,27.7,45,2019-20,0.347,3.36,36.0,2.2
2716,1629059_2019-20,0.16,0.38,0.2,0.647,0.1,0.235,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.625,0.0,0.0,0.0,0.0,0.1,2.1,0.2,0.3,4.3,0.086,24.4,24.9,2.0,0.517,0.5,0.124,0.3,0.067,29.8,9.9,2.3,4.7,4.5,13.1,55,2019-20,0.227,3.03,31.4,0.7
2717,1626144_2019-20,0.22,0.57,0.2,0.5,0.0,0.111,0.0,0.056,0.3,0.1,0.3,0.0,0.0,0.0,0.0,0.2,0.1,0.556,0.0,0.2,0.0,0.111,0.2,2.1,0.3,0.3,4.2,0.08,26.9,30.0,3.8,0.459,0.7,0.089,0.6,0.078,36.4,15.2,2.7,4.49,4.02,15.7,54,2019-20,0.212,1.53,20.8,1.4
2718,202683_2019-20,2.59,6.12,0.6,0.106,0.0,0.003,0.3,0.056,5.6,0.8,0.292,0.2,0.078,0.2,0.084,2.7,0.3,0.435,0.0,0.1,0.0,0.043,0.8,1.0,0.1,0.1,1.4,0.06,16.0,14.9,0.0,0.2,0.0,0.0,0.0,0.2,24.1,17.5,0.7,1.83,0.5,17.0,58,2019-20,0.084,1.0,11.2,1.0
2719,202339_2019-20,0.48,1.18,0.5,0.411,0.1,0.068,0.1,0.096,1.2,0.2,0.6,0.1,0.2,0.0,0.133,0.3,0.2,0.409,0.0,0.222,0.1,0.136,0.4,5.4,0.6,0.5,10.2,0.138,39.2,44.7,5.0,0.423,1.4,0.12,1.0,0.082,56.4,20.8,4.2,4.49,4.01,27.0,61,2019-20,0.275,2.22,25.8,2.5
2720,201569_2019-20,0.36,0.83,0.1,0.133,0.0,0.0,0.1,0.2,0.4,0.0,0.111,0.0,0.0,0.0,0.0,0.3,0.0,0.111,0.0,0.0,0.0,0.111,0.3,1.5,0.1,0.4,3.3,0.08,18.8,27.8,2.1,0.316,0.3,0.047,0.4,0.06,35.3,22.3,1.6,2.66,2.09,28.2,36,2019-20,0.08,1.26,9.0,1.2
2721,1628450_2019-20,6.0,14.0,1.0,0.333,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,11.0,0.5,1.32,0.27,19.0,1,2019-20,0.0,0.0,0.0,0.0
2722,1629672_2019-20,0.87,2.13,0.7,0.255,0.2,0.062,0.1,0.05,2.7,1.3,0.431,0.3,0.092,0.3,0.098,2.9,0.7,0.374,0.1,0.175,0.1,0.037,1.8,2.1,0.2,0.3,4.3,0.064,33.1,33.9,1.7,0.29,0.3,0.059,0.5,0.091,47.8,30.7,1.9,2.4,1.36,27.6,60,2019-20,0.126,1.35,13.4,1.6
2723,101141_2019-20,0.67,1.57,0.3,0.147,0.1,0.042,0.0,0.014,2.3,0.0,0.0,0.0,0.0,0.0,0.063,0.3,0.2,0.269,0.0,0.214,0.0,0.038,0.8,0.8,0.1,0.1,1.5,0.043,18.6,12.9,0.1,0.242,0.0,0.061,0.1,0.121,25.1,13.5,0.6,1.39,0.43,15.7,63,2019-20,0.065,1.44,11.2,0.5
2724,203095_2019-20,0.14,0.32,0.1,0.132,0.0,0.026,0.1,0.105,0.6,0.0,0.6,0.0,0.0,0.0,0.0,0.1,0.2,0.295,0.0,0.154,0.0,0.068,0.7,3.2,0.4,0.7,6.5,0.126,25.1,35.5,3.2,0.369,0.8,0.094,0.7,0.077,44.1,35.9,2.3,3.1,2.24,31.4,66,2019-20,0.16,1.67,15.5,1.9
2725,202323_2019-20,0.05,0.11,0.3,0.462,0.1,0.154,0.0,0.0,0.7,0.2,0.333,0.1,0.167,0.2,0.25,0.6,0.1,0.333,0.1,1.0,0.0,0.0,0.2,2.0,0.4,0.2,4.4,0.096,20.7,20.6,1.0,0.292,0.2,0.046,0.2,0.062,26.8,10.5,1.9,4.23,3.52,13.2,19,2019-20,0.235,1.46,27.9,1.4
2726,1628402_2019-20,0.1,0.27,0.1,0.2,0.0,0.0,0.0,0.05,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,0.125,0.1,1.0,0.1,0.2,2.0,0.072,14.3,16.6,0.5,0.189,0.1,0.043,0.1,0.049,21.8,12.8,1.0,2.78,2.29,13.5,59,2019-20,0.107,1.24,12.9,0.8
