,pidSzn,MIN,GP,Season,STL,BLK,DEF_RIM_FGM,DEF_RIM_FGA,DEF_RIM_FG_PCT,FREQ,D_FGM,D_FGA,D_FG_PCT,PCT_PLUSMINUS,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,DEFLECTIONS,CHARGES_DRAWN,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT
0,201985_2014-15,12.4,26,2014-15,0.3,0.0,0.3,0.4,0.7,1.0,1.95,4.23,0.462,0.043,2.8,2.6,11.1,0.0,0.0,0.0,0.0
1,201166_2014-15,23.0,82,2014-15,0.7,0.2,0.6,0.9,0.693,1.0,3.27,7.63,0.428,0.003,6.4,5.7,18.7,0.0,0.0,0.0,0.0
2,203932_2014-15,17.0,47,2014-15,0.4,0.5,0.9,1.5,0.577,1.0,2.52,6.2,0.407,-0.041,4.2,4.0,15.0,0.0,0.0,0.0,0.0
3,203940_2014-15,23.1,32,2014-15,0.6,0.3,2.8,3.9,0.72,1.0,5.06,9.0,0.563,0.094,7.8,7.2,25.0,0.0,0.0,0.0,0.0
4,201143_2014-15,30.5,76,2014-15,0.9,1.3,2.4,4.3,0.553,1.0,5.07,11.68,0.434,-0.028,9.3,7.1,26.2,0.0,0.0,0.0,0.0
5,2744_2014-15,30.6,65,2014-15,0.7,1.3,2.8,4.2,0.652,1.0,6.48,12.65,0.512,0.036,7.2,7.4,25.1,0.0,0.0,0.0,0.0
6,202329_2014-15,18.5,74,2014-15,0.9,0.8,1.0,1.7,0.567,1.0,3.27,7.31,0.447,0.003,5.4,5.6,14.7,0.0,0.0,0.0,0.0
7,101187_2014-15,23.6,74,2014-15,0.8,0.1,1.1,1.4,0.736,1.0,3.22,7.32,0.44,0.005,6.8,6.7,21.4,0.0,0.0,0.0,0.0
8,202692_2014-15,33.3,27,2014-15,0.6,0.2,1.9,2.6,0.732,1.0,5.26,10.26,0.513,0.067,10.2,9.2,32.3,0.0,0.0,0.0,0.0
9,203945_2014-15,2.8,5,2014-15,0.0,0.0,0.2,0.2,1.0,1.0,1.0,1.33,0.75,0.252,0.4,0.4,1.6,0.0,0.0,0.0,0.0
10,203458_2014-15,22.0,69,2014-15,0.5,1.5,2.7,5.2,0.529,1.0,4.97,10.79,0.46,-0.009,6.7,7.6,20.6,0.0,0.0,0.0,0.0
11,203144_2014-15,18.3,42,2014-15,0.7,0.1,0.9,1.2,0.72,1.0,2.78,5.58,0.498,0.065,5.0,5.7,16.0,0.0,0.0,0.0,0.0
12,201582_2014-15,14.1,68,2014-15,0.3,0.8,1.8,3.3,0.563,1.0,3.48,7.48,0.465,-0.001,4.3,3.9,13.4,0.0,0.0,0.0,0.0
13,203459_2014-15,13.4,51,2014-15,0.4,0.3,0.5,0.8,0.625,1.0,1.81,4.47,0.405,-0.02,3.9,3.9,12.7,0.0,0.0,0.0,0.0
14,202087_2014-15,12.2,54,2014-15,0.6,0.1,0.4,0.6,0.606,1.0,1.33,3.63,0.365,-0.075,4.1,3.4,11.3,0.0,0.0,0.0,0.0
15,2405_2014-15,21.3,58,2014-15,0.5,0.6,2.3,4.1,0.548,1.0,4.07,8.69,0.468,-0.01,5.6,5.0,17.0,0.0,0.0,0.0,0.0
16,101161_2014-15,26.4,75,2014-15,0.6,0.8,2.6,4.4,0.578,1.0,5.16,11.07,0.466,0.007,8.1,7.3,24.6,0.0,0.0,0.0,0.0
17,2760_2014-15,24.4,26,2014-15,0.7,0.6,2.7,4.0,0.667,1.0,6.0,11.88,0.505,0.029,5.3,6.1,23.8,0.0,0.0,0.0,0.0
18,203958_2014-15,5.4,4,2014-15,0.0,0.0,0.3,0.8,0.333,1.0,0.5,2.0,0.25,-0.18,2.5,3.0,4.1,0.0,0.0,0.0,0.0
19,203083_2014-15,30.5,82,2014-15,0.9,1.9,3.0,5.5,0.559,1.0,6.05,12.84,0.471,-0.005,8.6,7.3,27.1,0.0,0.0,0.0,0.0
20,2738_2014-15,26.9,77,2014-15,1.2,0.3,1.0,1.4,0.704,1.0,3.18,7.57,0.42,-0.016,8.2,7.5,23.6,0.0,0.0,0.0,0.0
21,1889_2014-15,15.5,81,2014-15,0.4,0.1,0.5,0.8,0.594,1.0,2.17,5.45,0.398,-0.026,4.0,5.0,12.6,0.0,0.0,0.0,0.0
22,203460_2014-15,19.2,67,2014-15,0.8,0.4,1.0,1.7,0.569,1.0,2.76,6.9,0.4,-0.043,4.4,4.9,16.3,0.0,0.0,0.0,0.0
23,200745_2014-15,27.1,29,2014-15,0.1,0.9,2.0,3.1,0.64,1.0,5.31,10.17,0.522,0.062,6.9,8.5,27.0,0.0,0.0,0.0,0.0
24,1905_2014-15,5.2,7,2014-15,0.1,0.0,0.3,0.6,0.5,1.0,0.83,2.17,0.385,-0.048,3.2,2.2,4.3,0.0,0.0,0.0,0.0
25,101106_2014-15,23.6,67,2014-15,0.6,1.7,2.2,4.8,0.452,1.0,4.56,10.94,0.417,-0.06,6.5,5.5,17.2,0.0,0.0,0.0,0.0
26,203094_2014-15,12.3,40,2014-15,0.2,0.3,0.9,1.6,0.578,1.0,2.18,4.76,0.459,0.008,3.2,2.5,9.3,0.0,0.0,0.0,0.0
27,203952_2014-15,36.3,81,2014-15,1.1,0.6,2.1,2.8,0.758,1.0,5.84,12.36,0.473,0.032,11.8,11.0,36.5,0.0,0.0,0.0,0.0
28,203461_2014-15,15.8,56,2014-15,0.5,0.3,1.4,1.9,0.74,1.0,3.33,6.31,0.527,0.07,4.1,5.1,16.1,0.0,0.0,0.0,0.0
29,203076_2014-15,36.1,68,2014-15,1.5,2.9,3.0,5.1,0.58,1.0,5.91,14.53,0.407,-0.053,9.4,9.8,35.2,0.0,0.0,0.0,0.0
30,201627_2014-15,24.4,74,2014-15,0.7,0.1,1.1,1.5,0.684,1.0,3.2,7.05,0.454,0.021,6.4,6.3,21.5,0.0,0.0,0.0,0.0
31,201229_2014-15,18.9,76,2014-15,0.3,0.2,1.4,2.3,0.626,1.0,3.71,7.53,0.493,0.044,5.5,5.1,17.7,0.0,0.0,0.0,0.0
32,203462_2014-15,13.0,41,2014-15,0.4,0.2,0.7,1.1,0.622,1.0,2.33,4.94,0.472,0.037,4.0,4.9,13.1,0.0,0.0,0.0,0.0
33,202620_2014-15,11.4,6,2014-15,0.2,0.5,0.8,1.2,0.714,1.0,2.5,5.75,0.435,-0.052,6.2,3.0,12.5,0.0,0.0,0.0,0.0
34,203382_2014-15,16.0,70,2014-15,0.2,0.3,1.3,2.5,0.52,1.0,2.94,6.75,0.436,-0.027,3.6,4.4,14.0,0.0,0.0,0.0,0.0
35,201167_2014-15,32.1,78,2014-15,0.5,0.1,1.0,1.4,0.682,1.0,3.96,9.36,0.423,-0.013,9.0,9.4,29.9,0.0,0.0,0.0,0.0
36,201948_2014-15,10.1,34,2014-15,0.4,0.1,0.6,0.9,0.656,1.0,2.11,4.57,0.461,0.034,2.6,3.3,8.8,0.0,0.0,0.0,0.0
37,203085_2014-15,20.6,76,2014-15,0.6,0.2,0.7,1.0,0.703,1.0,2.89,6.11,0.474,0.043,5.8,6.5,19.0,0.0,0.0,0.0,0.0
38,202340_2014-15,31.5,77,2014-15,1.1,0.2,1.3,1.7,0.737,1.0,3.76,8.41,0.448,0.017,8.3,7.6,30.1,0.0,0.0,0.0,0.0
39,2732_2014-15,14.1,56,2014-15,0.3,0.0,0.4,0.5,0.821,1.0,1.48,3.36,0.44,0.021,3.9,3.7,12.7,0.0,0.0,0.0,0.0
40,203463_2014-15,32.6,82,2014-15,0.9,0.2,1.6,2.5,0.672,1.0,4.84,11.07,0.437,0.001,9.2,10.9,29.2,0.0,0.0,0.0,0.0
41,2757_2014-15,18.9,79,2014-15,0.6,0.1,0.8,1.1,0.706,1.0,3.36,7.35,0.458,0.027,4.7,5.6,15.4,0.0,0.0,0.0,0.0
42,203108_2014-15,9.9,16,2014-15,0.1,0.9,0.6,1.5,0.417,1.0,1.47,4.47,0.328,-0.131,2.6,3.4,6.7,0.0,0.0,0.0,0.0
43,202687_2014-15,19.4,64,2014-15,0.3,1.5,1.6,3.0,0.537,1.0,3.33,7.39,0.45,-0.028,5.3,3.7,14.3,0.0,0.0,0.0,0.0
44,201933_2014-15,35.2,67,2014-15,0.9,0.5,2.4,4.1,0.596,1.0,6.04,13.27,0.456,-0.005,9.1,8.2,29.7,0.0,0.0,0.0,0.0
45,202711_2014-15,23.8,78,2014-15,0.4,0.1,1.1,1.7,0.662,1.0,3.4,7.74,0.44,0.006,7.5,6.9,22.5,0.0,0.0,0.0,0.0
46,2564_2014-15,24.5,81,2014-15,0.4,0.3,2.0,3.3,0.624,1.0,4.68,10.01,0.467,0.017,5.6,6.6,22.1,0.0,0.0,0.0,0.0
47,203078_2014-15,33.5,63,2014-15,1.2,0.3,1.3,1.8,0.705,1.0,4.59,10.37,0.443,0.008,8.5,8.3,27.1,0.0,0.0,0.0,0.0
48,201148_2014-15,19.3,75,2014-15,0.7,1.3,2.1,3.7,0.556,1.0,3.85,8.3,0.464,0.005,5.5,6.2,17.5,0.0,0.0,0.0,0.0
49,101138_2014-15,23.5,82,2014-15,0.5,0.4,1.5,2.2,0.665,1.0,4.01,8.59,0.467,0.013,6.8,5.9,22.8,0.0,0.0,0.0,0.0
50,203561_2014-15,15.7,27,2014-15,0.7,0.3,1.6,2.3,0.694,1.0,4.08,7.44,0.548,0.089,5.4,5.4,14.9,0.0,0.0,0.0,0.0
51,201943_2014-15,28.6,41,2014-15,1.1,0.1,0.9,1.2,0.755,1.0,3.37,7.32,0.46,0.02,8.6,6.9,26.8,0.0,0.0,0.0,0.0
52,202688_2014-15,32.3,62,2014-15,1.4,0.2,1.3,1.7,0.755,1.0,4.03,9.34,0.432,0.001,9.5,8.5,27.9,0.0,0.0,0.0,0.0
53,201575_2014-15,8.2,33,2014-15,0.2,0.4,0.7,0.9,0.71,1.0,1.61,3.06,0.526,0.107,2.2,4.8,9.3,0.0,0.0,0.0,0.0
54,2217_2014-15,5.4,22,2014-15,0.1,0.5,0.6,0.9,0.65,1.0,1.47,3.76,0.391,-0.075,1.6,2.0,4.5,0.0,0.0,0.0,0.0
55,203148_2014-15,18.5,72,2014-15,0.5,0.1,0.5,0.8,0.667,1.0,2.52,6.15,0.41,-0.017,5.5,4.4,15.1,0.0,0.0,0.0,0.0
56,201572_2014-15,29.2,72,2014-15,0.6,1.8,3.3,5.7,0.583,1.0,6.65,14.38,0.463,-0.012,8.0,8.4,26.6,0.0,0.0,0.0,0.0
57,203998_2014-15,2.9,8,2014-15,0.0,0.1,0.5,0.6,0.8,1.0,1.25,1.75,0.714,0.282,0.5,1.5,3.3,0.0,0.0,0.0,0.0
58,203955_2014-15,10.6,15,2014-15,0.3,0.0,0.7,0.9,0.786,1.0,2.0,3.83,0.522,0.099,2.6,2.4,9.5,0.0,0.0,0.0,0.0
59,201228_2014-15,24.9,57,2014-15,1.0,0.2,0.7,1.2,0.576,1.0,3.21,7.89,0.407,-0.016,6.3,7.1,20.4,0.0,0.0,0.0,0.0
60,203912_2014-15,4.8,21,2014-15,0.1,0.0,0.3,0.3,0.857,1.0,1.0,1.76,0.567,0.166,1.9,1.9,4.7,0.0,0.0,0.0,0.0
61,203468_2014-15,15.7,62,2014-15,0.7,0.1,0.5,0.9,0.642,1.0,2.23,5.8,0.385,-0.04,3.9,4.0,13.0,0.0,0.0,0.0,0.0
62,101139_2014-15,26.3,70,2014-15,0.9,0.4,0.7,1.1,0.65,1.0,3.0,7.59,0.395,-0.038,6.3,7.3,20.4,0.0,0.0,0.0,0.0
63,203946_2014-15,3.5,18,2014-15,0.1,0.1,0.3,0.5,0.556,1.0,0.82,1.91,0.429,-0.053,1.0,1.5,3.3,0.0,0.0,0.0,0.0
64,201171_2014-15,17.0,70,2014-15,0.2,0.2,1.0,1.7,0.6,1.0,2.65,6.1,0.434,-0.024,5.1,5.9,15.7,0.0,0.0,0.0,0.0
65,2430_2014-15,23.8,71,2014-15,0.6,0.2,1.5,2.3,0.654,1.0,3.6,7.8,0.462,0.001,6.0,8.6,23.3,0.0,0.0,0.0,0.0
66,2546_2014-15,35.9,39,2014-15,0.9,0.4,1.3,1.8,0.722,1.0,3.97,8.67,0.459,0.015,9.8,8.7,29.0,0.0,0.0,0.0,0.0
67,2406_2014-15,20.8,78,2014-15,0.6,0.1,1.0,1.2,0.811,1.0,2.86,6.23,0.459,0.017,5.5,5.0,18.2,0.0,0.0,0.0,0.0
68,201858_2014-15,8.6,23,2014-15,0.1,0.0,0.5,0.7,0.733,1.0,1.74,3.21,0.541,0.107,1.8,2.0,7.0,0.0,0.0,0.0,0.0
69,202718_2014-15,33.1,66,2014-15,1.0,0.3,1.3,1.7,0.73,1.0,3.97,8.7,0.456,0.018,9.7,11.2,29.1,0.0,0.0,0.0,0.0
70,101112_2014-15,24.9,75,2014-15,0.6,0.5,2.7,4.1,0.655,1.0,6.11,11.92,0.512,0.049,6.0,6.9,22.7,0.0,0.0,0.0,0.0
71,101111_2014-15,10.6,64,2014-15,0.2,0.3,1.0,1.5,0.656,1.0,2.31,4.81,0.48,0.033,3.2,4.0,10.3,0.0,0.0,0.0,0.0
72,201978_2014-15,19.4,66,2014-15,0.7,0.2,1.0,1.4,0.742,1.0,3.21,6.87,0.467,0.031,6.1,5.7,18.8,0.0,0.0,0.0,0.0
73,2365_2014-15,18.7,59,2014-15,0.4,1.0,2.4,4.0,0.593,1.0,4.02,7.77,0.517,0.046,5.4,4.6,16.4,0.0,0.0,0.0,0.0
74,2547_2014-15,35.4,44,2014-15,0.9,0.6,2.8,4.5,0.635,1.0,6.23,13.34,0.467,0.004,9.8,8.6,30.3,0.0,0.0,0.0,0.0
75,203142_2014-15,16.6,50,2014-15,0.2,0.2,0.8,1.3,0.636,1.0,2.69,6.12,0.44,-0.006,4.1,5.1,13.6,0.0,0.0,0.0,0.0
76,201604_2014-15,8.5,12,2014-15,0.1,0.0,0.4,0.4,1.0,1.0,1.5,2.25,0.667,0.234,1.4,2.3,8.3,0.0,0.0,0.0,0.0
77,203187_2014-15,18.2,29,2014-15,0.9,0.2,0.7,1.2,0.588,1.0,2.29,5.96,0.383,-0.05,5.0,4.8,15.1,0.0,0.0,0.0,0.0
78,2549_2014-15,18.9,74,2014-15,0.2,0.7,2.3,3.9,0.583,1.0,4.26,8.75,0.487,0.016,5.2,4.8,16.9,0.0,0.0,0.0,0.0
79,101108_2014-15,34.8,82,2014-15,1.9,0.2,1.0,1.5,0.683,1.0,3.95,9.26,0.426,-0.012,9.2,8.4,28.5,0.0,0.0,0.0,0.0
80,101236_2014-15,8.8,29,2014-15,0.3,0.1,0.9,1.3,0.667,1.0,1.73,3.54,0.489,0.028,2.4,2.4,6.9,0.0,0.0,0.0,0.0
81,203921_2014-15,16.6,39,2014-15,0.6,0.3,0.9,1.3,0.706,1.0,2.68,5.53,0.484,0.043,4.1,3.7,13.6,0.0,0.0,0.0,0.0
82,203991_2014-15,7.5,12,2014-15,0.1,0.8,0.8,2.0,0.375,1.0,2.1,5.3,0.396,-0.044,2.4,2.6,6.9,0.0,0.0,0.0,0.0
83,203469_2014-15,24.0,62,2014-15,0.5,0.8,1.7,3.1,0.539,1.0,4.32,9.9,0.436,-0.023,6.5,5.7,19.1,0.0,0.0,0.0,0.0
84,202332_2014-15,16.0,60,2014-15,0.6,1.1,2.2,3.9,0.562,1.0,4.09,8.21,0.498,0.025,4.7,4.0,13.8,0.0,0.0,0.0,0.0
85,201147_2014-15,26.1,79,2014-15,1.4,0.2,1.2,1.5,0.765,1.0,3.37,7.81,0.431,-0.003,8.0,8.6,25.3,0.0,0.0,0.0,0.0
86,203928_2014-15,10.6,50,2014-15,0.2,0.4,0.8,1.5,0.553,1.0,2.26,5.19,0.436,-0.007,3.1,3.2,9.2,0.0,0.0,0.0,0.0
87,202709_2014-15,18.3,79,2014-15,0.6,0.2,0.8,1.2,0.645,1.0,2.91,6.92,0.42,-0.012,4.7,5.4,15.7,0.0,0.0,0.0,0.0
88,201584_2014-15,30.6,77,2014-15,1.0,0.2,1.2,1.4,0.855,1.0,4.03,8.82,0.457,0.023,7.9,9.7,26.5,0.0,0.0,0.0,0.0
89,201571_2014-15,23.9,82,2014-15,0.6,0.0,0.9,1.1,0.828,1.0,3.1,7.06,0.439,0.015,6.8,6.6,22.1,0.0,0.0,0.0,0.0
90,2563_2014-15,3.7,33,2014-15,0.1,0.0,0.1,0.2,0.429,1.0,0.94,2.12,0.444,0.026,1.6,1.4,3.0,0.0,0.0,0.0,0.0
91,203081_2014-15,35.7,82,2014-15,1.2,0.3,1.4,1.8,0.792,1.0,4.77,10.54,0.452,0.015,10.6,10.4,33.4,0.0,0.0,0.0,0.0
92,204014_2014-15,15.4,68,2014-15,0.2,0.1,0.6,0.8,0.75,1.0,2.17,4.77,0.456,0.027,3.6,3.6,12.0,0.0,0.0,0.0,0.0
93,201568_2014-15,24.2,59,2014-15,0.8,0.3,1.6,2.3,0.689,1.0,3.95,8.25,0.478,0.036,7.7,6.3,20.9,0.0,0.0,0.0,0.0
94,101122_2014-15,20.4,29,2014-15,0.4,0.2,0.6,1.0,0.567,1.0,2.86,6.11,0.468,0.03,5.9,5.5,15.7,0.0,0.0,0.0,0.0
95,201980_2014-15,28.5,81,2014-15,1.2,1.1,1.5,2.5,0.578,1.0,4.4,10.2,0.431,-0.005,7.0,7.8,23.9,0.0,0.0,0.0,0.0
96,201967_2014-15,25.0,66,2014-15,0.7,0.6,1.7,2.7,0.634,1.0,3.86,8.12,0.476,0.03,7.0,7.0,25.0,0.0,0.0,0.0,0.0
97,203957_2014-15,22.2,82,2014-15,0.5,0.2,0.8,1.1,0.734,1.0,3.24,6.98,0.465,0.029,5.5,5.6,17.2,0.0,0.0,0.0,0.0
98,203121_2014-15,8.7,5,2014-15,0.2,0.0,0.6,0.6,1.0,1.0,1.0,2.75,0.364,-0.09,1.6,2.8,7.7,0.0,0.0,0.0,0.0
99,202721_2014-15,7.9,38,2014-15,0.2,0.0,0.3,0.3,0.909,1.0,1.41,3.11,0.452,0.025,2.2,2.2,7.4,0.0,0.0,0.0,0.0
100,201589_2014-15,17.0,58,2014-15,0.8,0.4,1.2,2.1,0.579,1.0,3.04,7.39,0.411,-0.039,5.6,3.7,13.6,0.0,0.0,0.0,0.0
101,201954_2014-15,34.8,45,2014-15,1.5,0.3,1.4,1.8,0.744,1.0,5.09,11.91,0.427,-0.01,9.7,11.4,30.3,0.0,0.0,0.0,0.0
102,101135_2014-15,18.5,49,2014-15,0.6,0.5,1.5,2.6,0.586,1.0,3.69,7.86,0.47,0.012,5.6,5.9,16.1,0.0,0.0,0.0,0.0
103,204065_2014-15,11.0,3,2014-15,0.7,0.0,1.0,1.0,1.0,1.0,1.67,6.67,0.25,-0.121,3.0,3.4,11.5,0.0,0.0,0.0,0.0
104,204033_2014-15,3.5,2,2014-15,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.5,0.073,0.0,2.0,5.1,0.0,0.0,0.0,0.0
105,2561_2014-15,28.7,66,2014-15,0.7,0.7,1.6,2.7,0.593,1.0,4.3,9.23,0.466,0.012,7.8,8.2,22.7,0.0,0.0,0.0,0.0
106,201599_2014-15,34.4,82,2014-15,1.0,2.2,3.2,5.7,0.566,1.0,6.81,14.75,0.462,-0.01,8.9,8.5,28.0,0.0,0.0,0.0,0.0
107,201971_2014-15,6.2,29,2014-15,0.2,0.0,0.4,0.7,0.632,1.0,1.33,2.83,0.471,0.021,2.0,1.3,4.7,0.0,0.0,0.0,0.0
108,201942_2014-15,35.0,60,2014-15,1.2,0.2,1.5,2.0,0.731,1.0,4.2,8.87,0.474,0.031,9.8,8.9,32.7,0.0,0.0,0.0,0.0
109,202326_2014-15,34.1,59,2014-15,1.5,1.7,3.5,6.3,0.552,1.0,6.53,14.64,0.446,-0.027,9.1,11.7,29.9,0.0,0.0,0.0,0.0
110,201960_2014-15,31.3,70,2014-15,1.3,0.2,1.8,2.5,0.715,1.0,5.11,11.29,0.453,0.011,10.2,7.5,28.2,0.0,0.0,0.0,0.0
111,203471_2014-15,19.7,77,2014-15,0.6,0.1,0.6,0.7,0.768,1.0,2.43,5.49,0.442,0.015,6.1,4.6,15.5,0.0,0.0,0.0,0.0
112,101114_2014-15,31.1,68,2014-15,0.9,0.3,1.1,1.5,0.743,1.0,4.04,8.91,0.454,0.021,8.7,8.6,28.2,0.0,0.0,0.0,0.0
113,202324_2014-15,30.8,74,2014-15,0.8,1.7,2.2,4.6,0.474,1.0,5.36,12.78,0.42,-0.046,8.2,8.1,25.7,0.0,0.0,0.0,0.0
114,201565_2014-15,30.0,51,2014-15,0.7,0.3,1.5,2.2,0.67,1.0,4.45,10.27,0.433,-0.002,8.8,8.9,27.9,0.0,0.0,0.0,0.0
115,202682_2014-15,19.8,74,2014-15,0.5,0.1,1.0,1.5,0.673,1.0,3.24,6.92,0.468,0.031,6.5,7.7,19.0,0.0,0.0,0.0,0.0
116,2734_2014-15,22.2,76,2014-15,1.0,0.2,0.8,1.2,0.678,1.0,2.54,6.47,0.392,-0.036,7.0,6.7,18.6,0.0,0.0,0.0,0.0
117,203906_2014-15,13.0,16,2014-15,0.6,0.1,0.7,1.0,0.688,1.0,3.56,7.0,0.508,0.062,3.7,3.6,13.4,0.0,0.0,0.0,0.0
118,203473_2014-15,14.3,59,2014-15,0.3,0.8,1.0,2.2,0.454,1.0,2.5,6.06,0.413,-0.055,2.9,3.6,11.5,0.0,0.0,0.0,0.0
119,203079_2014-15,27.6,79,2014-15,1.1,0.2,1.2,1.8,0.669,1.0,3.8,8.67,0.438,0.002,7.5,7.1,25.4,0.0,0.0,0.0,0.0
120,1717_2014-15,29.6,77,2014-15,0.5,0.4,2.5,3.8,0.66,1.0,5.43,11.26,0.482,0.023,8.3,9.5,24.6,0.0,0.0,0.0,0.0
121,202388_2014-15,20.9,53,2014-15,0.4,0.0,0.9,1.4,0.63,1.0,3.36,7.77,0.433,0.005,4.8,6.6,17.4,0.0,0.0,0.0,0.0
122,202700_2014-15,28.7,70,2014-15,0.8,0.5,2.4,4.3,0.566,1.0,5.3,11.67,0.455,-0.004,8.1,8.5,26.1,0.0,0.0,0.0,0.0
123,2748_2014-15,12.3,48,2014-15,0.4,0.2,0.8,1.2,0.632,1.0,2.32,4.98,0.466,0.029,3.1,3.7,10.6,0.0,0.0,0.0,0.0
124,203926_2014-15,8.9,36,2014-15,0.1,0.0,0.3,0.3,0.833,1.0,1.63,3.19,0.512,0.08,2.6,2.1,8.2,0.0,0.0,0.0,0.0
125,203110_2014-15,31.5,79,2014-15,1.6,1.3,2.1,3.8,0.548,1.0,5.38,13.91,0.387,-0.068,9.3,8.5,27.1,0.0,0.0,0.0,0.0
126,2400_2014-15,16.9,51,2014-15,0.4,0.2,1.1,1.7,0.635,1.0,2.81,6.6,0.426,-0.021,4.6,4.1,12.6,0.0,0.0,0.0,0.0
127,204079_2014-15,7.9,9,2014-15,0.1,0.0,0.4,0.8,0.571,1.0,1.71,3.29,0.522,0.074,1.6,4.3,7.2,0.0,0.0,0.0,0.0
128,202779_2014-15,20.5,6,2014-15,0.5,0.0,1.7,1.8,0.909,1.0,2.33,4.83,0.483,0.053,4.6,7.6,23.0,0.0,0.0,0.0,0.0
129,2730_2014-15,29.7,40,2014-15,0.7,1.2,2.6,4.6,0.551,1.0,5.26,11.23,0.468,0.0,7.6,9.8,25.9,0.0,0.0,0.0,0.0
130,203939_2014-15,8.2,29,2014-15,0.3,0.2,0.7,1.1,0.576,1.0,1.77,3.86,0.459,0.013,2.2,2.2,7.2,0.0,0.0,0.0,0.0
131,2548_2014-15,31.7,61,2014-15,1.2,0.3,1.1,1.7,0.65,1.0,3.05,7.62,0.4,-0.036,8.7,8.4,29.0,0.0,0.0,0.0,0.0
132,202734_2014-15,9.0,56,2014-15,0.4,0.1,0.4,0.7,0.564,1.0,1.7,3.93,0.433,0.003,2.4,2.4,8.4,0.0,0.0,0.0,0.0
133,2853_2014-15,8.9,16,2014-15,0.3,0.1,0.7,1.0,0.688,1.0,2.0,3.69,0.542,0.079,1.3,2.0,6.7,0.0,0.0,0.0,0.0
134,201947_2014-15,9.3,10,2014-15,0.3,0.4,0.4,1.5,0.267,1.0,1.6,4.2,0.381,-0.056,2.3,3.1,8.1,0.0,0.0,0.0,0.0
135,202334_2014-15,23.3,79,2014-15,0.6,1.2,2.4,4.2,0.566,1.0,4.83,10.17,0.475,0.015,6.1,7.6,21.8,0.0,0.0,0.0,0.0
136,202327_2014-15,3.9,33,2014-15,0.2,0.2,0.2,0.4,0.583,1.0,0.7,1.7,0.412,-0.024,1.3,1.2,3.4,0.0,0.0,0.0,0.0
137,203901_2014-15,30.3,82,2014-15,1.7,0.2,1.4,2.1,0.659,1.0,4.63,9.68,0.479,0.049,7.5,8.0,26.6,0.0,0.0,0.0,0.0
138,202407_2014-15,19.7,47,2014-15,1.2,0.3,0.8,1.3,0.6,1.0,2.33,6.02,0.386,-0.047,5.2,5.5,15.3,0.0,0.0,0.0,0.0
139,202343_2014-15,9.1,13,2014-15,0.3,0.0,0.2,0.2,0.667,1.0,2.25,4.0,0.563,0.143,1.6,2.9,7.8,0.0,0.0,0.0,0.0
140,1882_2014-15,13.5,36,2014-15,0.5,0.7,1.3,2.3,0.585,1.0,2.5,5.47,0.457,0.004,4.8,3.3,10.0,0.0,0.0,0.0,0.0
141,202683_2014-15,28.5,75,2014-15,0.5,0.4,2.6,4.0,0.649,1.0,5.97,11.89,0.502,0.033,7.6,8.6,27.9,0.0,0.0,0.0,0.0
142,202339_2014-15,34.6,81,2014-15,1.6,0.6,1.6,2.7,0.595,1.0,5.27,12.25,0.43,-0.007,10.5,11.1,31.7,0.0,0.0,0.0,0.0
143,201569_2014-15,33.1,61,2014-15,0.8,0.2,1.1,1.5,0.71,1.0,3.49,8.0,0.436,0.001,9.3,9.1,31.5,0.0,0.0,0.0,0.0
144,203961_2014-15,0.7,3,2014-15,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.556,0.0,0.7,1.4,0.0,0.0,0.0,0.0
145,203475_2014-15,9.5,43,2014-15,0.3,0.0,0.4,0.5,0.762,1.0,1.75,3.5,0.5,0.065,3.1,2.9,8.5,0.0,0.0,0.0,0.0
146,101141_2014-15,22.9,57,2014-15,0.6,0.3,1.7,2.9,0.596,1.0,3.86,8.14,0.474,0.017,6.4,5.3,19.3,0.0,0.0,0.0,0.0
147,203095_2014-15,28.6,58,2014-15,0.7,0.0,1.1,1.3,0.813,1.0,3.09,6.71,0.46,0.025,7.2,7.8,25.1,0.0,0.0,0.0,0.0
148,202323_2014-15,27.6,82,2014-15,1.0,0.2,1.6,2.5,0.658,1.0,4.41,9.95,0.444,0.005,7.7,6.4,26.7,0.0,0.0,0.0,0.0
149,203105_2014-15,10.9,46,2014-15,0.2,0.9,1.3,2.2,0.592,1.0,2.6,5.6,0.464,-0.004,3.4,3.6,10.6,0.0,0.0,0.0,0.0
150,101128_2014-15,14.3,14,2014-15,0.6,0.4,0.8,1.3,0.611,1.0,1.92,4.92,0.391,-0.053,5.1,3.4,13.3,0.0,0.0,0.0,0.0
151,203128_2014-15,13.2,41,2014-15,0.4,0.4,1.2,1.9,0.628,1.0,2.54,5.23,0.485,0.036,3.5,4.3,11.3,0.0,0.0,0.0,0.0
152,203539_2014-15,10.9,4,2014-15,0.5,0.0,0.8,0.8,1.0,1.0,0.75,3.25,0.231,-0.202,4.1,3.8,10.6,0.0,0.0,0.0,0.0
153,202066_2014-15,14.1,52,2014-15,0.8,0.2,0.3,0.6,0.5,1.0,2.75,5.98,0.46,0.041,3.5,3.0,9.7,0.0,0.0,0.0,0.0
