,pidSzn,MIN,GP,Season,STL,BLK,DEF_RIM_FGM,DEF_RIM_FGA,DEF_RIM_FG_PCT,FREQ,D_FGM,D_FGA,D_FG_PCT,PCT_PLUSMINUS,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,DEFLECTIONS,CHARGES_DRAWN,CONTESTED_SHOTS_2PT,CONTESTED_SHOTS_3PT
816,201144_2015-16,31.4,56,2015-16,1.2,0.3,1.1,1.8,0.61,1.0,4.77,10.55,0.452,0.016,7.6,9.2,25.1,0.0,0.0,0.0,0.0
817,2399_2015-16,22.7,31,2015-16,0.5,0.3,1.0,1.6,0.64,1.0,3.24,7.45,0.435,-0.012,6.8,6.0,21.8,0.0,0.0,0.0,0.0
818,2034_2015-16,7.9,47,2015-16,0.3,0.1,0.6,0.8,0.684,1.0,1.75,3.97,0.441,0.007,2.3,1.9,7.2,0.0,0.0,0.0,0.0
819,203488_2015-16,9.4,60,2015-16,0.2,0.5,1.1,2.0,0.542,1.0,2.69,5.25,0.513,0.05,2.3,2.3,8.6,0.0,0.0,0.03,0.02
820,203118_2015-16,15.3,75,2015-16,0.3,0.2,0.8,1.3,0.584,1.0,2.1,4.93,0.425,-0.022,3.5,3.3,12.3,0.01,0.0,0.04,0.04
821,203101_2015-16,14.3,61,2015-16,0.3,0.8,1.8,3.2,0.556,1.0,3.27,7.04,0.464,-0.013,3.9,3.7,13.3,0.0,0.0,0.0,0.0
822,203141_2015-16,21.3,79,2015-16,0.4,0.3,1.9,2.8,0.659,1.0,4.32,8.87,0.487,0.038,5.9,8.3,21.3,0.0,0.0,0.0,0.0
823,203956_2015-16,3.6,20,2015-16,0.1,0.1,0.4,0.6,0.727,1.0,1.0,2.31,0.433,-0.034,1.4,2.0,3.5,0.0,0.0,0.0,0.0
824,2590_2015-16,18.2,41,2015-16,0.3,0.1,0.6,0.9,0.657,1.0,2.53,5.89,0.429,-0.007,4.1,4.6,15.3,0.0,0.0,0.0,0.0
825,101145_2015-16,33.8,81,2015-16,1.9,0.5,1.0,1.4,0.748,1.0,4.0,9.85,0.406,-0.027,9.3,9.1,29.3,0.0,0.0,0.0,0.0
826,1626149_2015-16,9.7,39,2015-16,0.3,0.3,0.7,1.0,0.667,1.0,2.39,5.65,0.423,-0.022,2.5,3.4,8.8,0.0,0.0,0.0,0.0
827,1626167_2015-16,22.8,60,2015-16,0.4,1.4,2.8,5.1,0.539,1.0,5.17,11.5,0.449,-0.014,6.5,5.6,20.6,0.0,0.0,0.0,0.0
828,101126_2015-16,11.7,2,2015-16,0.5,0.0,0.0,0.5,0.0,1.0,3.0,7.5,0.4,-0.085,3.5,2.5,13.2,1.0,0.0,2.5,2.0
829,1737_2015-16,3.9,5,2015-16,0.0,0.0,0.6,0.8,0.75,1.0,0.75,1.75,0.429,0.019,0.4,2.0,2.4,0.0,0.0,0.0,0.0
830,202357_2015-16,17.9,60,2015-16,0.4,0.4,1.9,2.8,0.657,1.0,3.8,8.13,0.467,0.017,4.3,4.7,16.3,0.05,0.0,0.07,0.02
831,2403_2015-16,19.2,57,2015-16,0.9,0.5,1.9,3.1,0.608,1.0,3.88,7.77,0.499,0.032,4.2,4.8,16.6,0.0,0.0,0.0,0.0
832,203457_2015-16,29.3,67,2015-16,1.8,1.5,2.9,5.5,0.536,1.0,5.9,12.45,0.474,-0.001,9.1,10.8,27.7,0.03,0.0,0.15,0.0
833,2555_2015-16,11.9,59,2015-16,0.3,0.3,0.8,1.6,0.522,1.0,2.1,4.81,0.437,-0.019,3.0,3.5,10.8,0.0,0.0,0.0,0.0
834,201156_2015-16,19.1,54,2015-16,0.4,0.1,1.1,1.5,0.732,1.0,2.74,5.35,0.512,0.069,5.8,6.0,19.2,0.0,0.0,0.0,0.0
835,201587_2015-16,35.0,70,2015-16,0.9,0.6,1.5,2.2,0.65,1.0,4.3,9.91,0.434,-0.007,8.7,9.3,30.6,0.0,0.0,0.0,0.0
836,203917_2015-16,24.8,73,2015-16,0.6,0.3,1.2,1.9,0.606,1.0,3.5,7.89,0.444,0.01,7.4,8.9,24.0,0.0,0.01,0.11,0.08
837,203999_2015-16,21.7,80,2015-16,1.0,0.6,2.2,4.1,0.543,1.0,4.5,9.6,0.469,-0.007,4.5,5.4,17.7,0.0,0.0,0.11,0.0
838,202703_2015-16,24.9,66,2015-16,0.9,0.7,2.1,3.1,0.66,1.0,4.82,10.56,0.456,0.005,7.0,6.9,25.0,0.0,0.0,0.12,0.05
839,201593_2015-16,13.0,12,2015-16,0.1,0.0,1.6,2.4,0.655,1.0,2.45,4.73,0.519,0.019,4.6,4.2,12.5,0.0,0.0,0.0,0.0
840,202696_2015-16,31.2,64,2015-16,0.8,1.0,3.3,5.3,0.618,1.0,5.83,12.52,0.465,-0.013,7.0,8.8,27.4,0.02,0.0,0.09,0.0
841,203943_2015-16,15.0,78,2015-16,0.3,0.3,1.1,1.8,0.604,1.0,2.49,5.44,0.458,-0.007,3.4,3.5,13.2,0.0,0.0,0.0,0.0
842,1626181_2015-16,15.1,48,2015-16,0.6,0.2,0.6,0.9,0.614,1.0,2.63,6.26,0.42,-0.013,3.4,4.0,12.7,0.0,0.0,0.0,0.0
843,202708_2015-16,26.6,45,2015-16,0.8,0.1,1.1,1.4,0.774,1.0,3.13,6.36,0.493,0.052,6.6,6.2,26.2,0.0,0.0,0.0,0.0
844,201564_2015-16,26.6,41,2015-16,1.2,0.2,1.1,1.5,0.733,1.0,2.88,7.1,0.405,-0.034,8.1,7.5,23.8,0.0,0.0,0.0,0.0
845,201600_2015-16,17.3,68,2015-16,0.3,0.3,2.0,3.3,0.608,1.0,3.94,7.91,0.498,0.013,3.4,4.4,15.2,0.0,0.0,0.0,0.0
846,201956_2015-16,27.3,69,2015-16,0.8,0.2,2.0,2.8,0.711,1.0,4.22,8.91,0.474,0.028,8.0,8.2,24.9,0.0,0.0,0.0,0.0
847,203111_2015-16,14.5,7,2015-16,0.4,0.4,0.6,1.0,0.571,1.0,3.67,6.5,0.564,0.104,1.9,6.1,15.3,0.0,0.0,0.0,0.0
848,203490_2015-16,30.3,75,2015-16,1.4,0.4,1.3,1.9,0.697,1.0,4.4,9.12,0.482,0.043,7.5,8.3,26.2,0.0,0.0,0.0,0.0
849,200782_2015-16,31.0,82,2015-16,1.3,0.2,1.2,1.9,0.625,1.0,4.11,9.62,0.427,-0.017,8.1,11.1,27.1,0.0,0.0,0.0,0.0
850,203798_2015-16,19.9,66,2015-16,0.5,0.2,0.6,1.1,0.568,1.0,2.92,6.34,0.461,0.013,5.0,5.2,16.9,0.0,0.0,0.0,0.0
851,203143_2015-16,13.9,59,2015-16,0.9,0.0,0.8,0.9,0.849,1.0,2.23,4.55,0.49,0.063,5.1,4.1,13.0,0.0,0.0,0.0,0.0
852,1626192_2015-16,4.2,34,2015-16,0.1,0.0,0.1,0.1,0.5,1.0,0.68,2.26,0.302,-0.114,1.0,0.7,2.1,0.0,0.0,0.0,0.0
853,201976_2015-16,28.7,71,2015-16,1.3,0.4,1.3,2.0,0.641,1.0,3.9,9.21,0.424,-0.017,8.7,8.3,25.9,0.01,0.0,0.08,0.06
854,202335_2015-16,25.4,78,2015-16,0.7,0.4,1.4,2.3,0.601,1.0,3.67,8.72,0.421,-0.027,6.7,5.4,20.5,0.0,0.0,0.0,0.0
855,201988_2015-16,20.5,81,2015-16,0.7,0.1,0.7,0.9,0.808,1.0,2.63,5.67,0.464,0.036,4.8,4.7,18.2,0.02,0.0,0.01,0.0
856,2200_2015-16,31.8,72,2015-16,0.6,2.0,3.4,6.5,0.526,1.0,6.33,14.24,0.445,-0.039,10.3,9.2,30.0,0.0,0.0,0.0,0.0
857,202331_2015-16,34.8,81,2015-16,1.9,0.4,1.8,2.8,0.655,1.0,4.66,11.29,0.413,-0.032,9.5,8.8,30.0,0.0,0.0,0.0,0.0
858,200794_2015-16,32.7,81,2015-16,1.8,1.7,2.9,5.2,0.56,1.0,6.26,13.6,0.46,-0.003,9.7,8.8,29.1,0.09,0.0,0.14,0.05
859,1718_2015-16,18.1,68,2015-16,0.5,0.3,1.1,1.8,0.626,1.0,2.97,6.67,0.445,-0.006,5.1,5.2,15.6,0.0,0.0,0.09,0.0
860,203515_2015-16,12.3,23,2015-16,0.8,0.2,0.5,0.6,0.857,1.0,1.75,4.1,0.427,-0.003,3.5,4.6,12.8,0.0,0.0,0.0,0.0
861,203112_2015-16,15.0,58,2015-16,0.5,0.4,1.1,2.0,0.56,1.0,2.98,6.2,0.481,0.017,4.4,4.9,13.2,0.0,0.0,0.0,0.0
862,1626154_2015-16,8.8,35,2015-16,0.4,0.1,0.4,0.5,0.722,1.0,1.35,2.88,0.467,0.048,1.7,2.9,8.2,0.0,0.0,0.0,0.0
863,200765_2015-16,35.4,71,2015-16,2.0,0.1,1.3,1.7,0.765,1.0,4.61,9.99,0.461,0.023,10.1,11.5,32.5,0.0,0.0,0.0,0.0
864,201196_2015-16,20.3,82,2015-16,0.6,0.1,0.7,1.0,0.726,1.0,2.55,5.49,0.464,0.036,4.7,5.3,18.4,0.0,0.0,0.0,0.0
865,200751_2015-16,20.3,81,2015-16,0.5,0.4,0.7,1.1,0.62,1.0,2.51,5.98,0.421,-0.014,5.3,5.9,18.3,0.0,0.0,0.04,0.0
866,1626173_2015-16,14.3,70,2015-16,0.4,0.2,0.8,1.1,0.714,1.0,2.31,4.72,0.491,0.054,3.8,4.4,13.4,0.0,0.0,0.0,0.0
867,2446_2015-16,9.4,46,2015-16,0.3,0.5,0.4,0.8,0.474,1.0,1.46,3.83,0.381,-0.04,2.1,2.5,8.6,0.0,0.0,0.04,0.02
868,203526_2015-16,18.5,81,2015-16,0.8,0.0,0.7,1.2,0.582,1.0,3.19,6.81,0.467,0.032,4.3,4.4,15.3,0.0,0.0,0.0,0.0
869,203492_2015-16,11.6,41,2015-16,0.3,0.2,0.3,0.6,0.56,1.0,2.21,4.89,0.453,0.015,2.7,3.0,9.5,0.0,0.0,0.0,0.0
870,101109_2015-16,27.4,80,2015-16,0.9,0.2,1.1,1.5,0.713,1.0,3.6,8.56,0.42,-0.018,8.0,9.6,23.5,0.03,0.0,0.08,0.06
871,203493_2015-16,11.6,37,2015-16,0.3,0.1,0.5,0.7,0.704,1.0,2.0,4.71,0.424,-0.01,2.6,2.5,10.4,0.0,0.0,0.0,0.0
872,202704_2015-16,30.7,79,2015-16,0.7,0.1,1.8,2.4,0.732,1.0,5.34,11.14,0.48,0.036,6.9,6.8,29.6,0.0,0.0,0.0,0.0
873,2210_2015-16,17.9,74,2015-16,0.4,0.2,0.7,0.9,0.742,1.0,2.42,5.68,0.427,-0.007,4.2,3.6,15.0,0.0,0.0,0.01,0.01
874,1626158_2015-16,13.8,51,2015-16,0.4,0.8,1.3,2.2,0.591,1.0,2.94,5.92,0.497,0.037,4.2,4.8,12.4,0.0,0.0,0.04,0.0
875,201937_2015-16,30.6,76,2015-16,2.1,0.1,1.6,2.1,0.75,1.0,4.53,9.76,0.464,0.025,8.8,8.1,28.9,0.05,0.0,0.01,0.01
876,203496_2015-16,28.4,67,2015-16,1.6,0.6,1.6,2.4,0.663,1.0,4.09,9.37,0.436,-0.009,8.3,8.8,25.6,0.03,0.0,0.04,0.01
877,203135_2015-16,12.8,25,2015-16,0.2,0.4,1.4,2.5,0.571,1.0,3.23,6.27,0.514,0.031,3.4,4.9,12.4,0.0,0.0,0.0,0.0
878,201577_2015-16,27.1,82,2015-16,0.2,1.6,2.8,5.6,0.51,1.0,6.16,13.05,0.472,-0.006,6.8,7.6,25.0,0.04,0.0,0.16,0.02
879,203918_2015-16,32.2,79,2015-16,0.9,0.2,1.4,2.0,0.677,1.0,3.91,8.81,0.444,0.0,7.5,7.8,26.6,0.0,0.0,0.0,0.0
880,201155_2015-16,22.0,58,2015-16,0.7,0.1,0.7,1.0,0.644,1.0,2.46,5.58,0.44,0.01,6.3,5.3,19.4,0.0,0.0,0.0,0.0
881,1626178_2015-16,21.2,29,2015-16,1.3,0.6,1.7,2.9,0.576,1.0,4.03,8.9,0.453,0.006,5.6,6.6,19.1,0.0,0.0,0.0,0.0
882,101179_2015-16,19.5,62,2015-16,1.2,0.2,0.5,0.8,0.723,1.0,2.38,5.52,0.432,0.003,4.4,6.5,16.7,0.0,0.0,0.0,0.0
883,201579_2015-16,23.2,81,2015-16,0.4,1.4,2.7,4.5,0.602,1.0,5.52,11.16,0.494,0.017,7.6,9.6,23.7,0.0,0.0,0.0,0.0
884,200752_2015-16,34.0,69,2015-16,1.4,0.7,2.2,3.2,0.677,1.0,5.44,12.16,0.447,-0.004,9.3,11.0,31.7,0.0,0.0,0.0,0.0
885,203497_2015-16,31.7,61,2015-16,0.7,2.2,2.6,5.2,0.509,1.0,5.34,12.16,0.439,-0.035,7.9,7.3,24.8,0.0,0.0,0.0,0.0
886,203893_2015-16,4.4,15,2015-16,0.3,0.1,0.2,0.2,1.0,1.0,1.75,3.0,0.583,0.145,0.8,1.8,3.5,0.0,0.0,0.0,0.0
887,201566_2015-16,34.4,80,2015-16,2.0,0.3,1.3,1.9,0.658,1.0,3.44,7.44,0.462,0.015,10.2,9.1,32.8,0.0,0.0,0.0,0.0
888,201583_2015-16,30.4,66,2015-16,0.6,0.4,2.2,3.5,0.623,1.0,5.15,11.29,0.456,0.004,7.7,7.3,28.8,0.0,0.02,0.05,0.08
889,200797_2015-16,12.4,37,2015-16,0.2,0.6,1.1,2.0,0.56,1.0,2.88,5.74,0.503,0.03,2.8,3.4,9.9,0.0,0.0,0.0,0.0
890,203527_2015-16,13.1,36,2015-16,0.4,0.3,1.1,1.6,0.732,1.0,2.25,5.14,0.438,-0.015,4.1,3.3,12.9,0.0,0.0,0.0,0.0
891,1626257_2015-16,11.7,34,2015-16,0.2,1.1,1.1,2.6,0.409,1.0,2.61,6.23,0.42,-0.046,3.0,4.0,8.0,0.12,0.0,0.38,0.12
892,1626155_2015-16,2.1,3,2015-16,0.3,0.0,0.0,0.0,0.0,1.0,1.0,3.0,0.333,-0.122,0.0,0.0,2.7,0.0,0.0,0.0,0.0
893,201619_2015-16,3.8,25,2015-16,0.2,0.2,0.2,0.6,0.357,1.0,0.73,2.07,0.355,-0.078,1.3,0.8,2.7,0.0,0.0,0.0,0.0
894,2756_2015-16,14.9,61,2015-16,0.6,0.1,0.9,1.3,0.675,1.0,2.6,5.45,0.478,0.035,3.7,4.3,12.9,0.0,0.0,0.0,0.0
895,203930_2015-16,19.9,31,2015-16,0.4,0.1,1.1,1.4,0.773,1.0,2.45,4.9,0.5,0.07,6.2,6.3,21.1,0.0,0.0,0.0,0.0
896,201586_2015-16,32.1,78,2015-16,0.5,1.9,3.5,6.2,0.561,1.0,6.95,15.42,0.451,-0.009,9.7,8.4,30.1,0.0,0.0,0.0,0.0
897,203508_2015-16,10.0,40,2015-16,0.2,0.1,0.7,0.9,0.722,1.0,1.97,4.26,0.463,0.021,2.6,3.1,10.8,0.0,0.0,0.0,0.0
898,203552_2015-16,15.5,43,2015-16,0.5,0.1,0.7,0.9,0.718,1.0,2.75,5.58,0.493,0.054,4.8,5.4,13.6,0.0,0.0,0.0,0.0
899,203498_2015-16,20.5,82,2015-16,0.3,0.1,0.9,1.4,0.628,1.0,2.78,5.78,0.481,0.045,5.7,6.0,20.5,0.01,0.0,0.01,0.01
900,203894_2015-16,10.9,55,2015-16,0.4,0.0,0.4,0.5,0.852,1.0,1.8,4.07,0.444,0.019,2.5,3.1,9.4,0.02,0.0,0.02,0.0
901,203499_2015-16,22.4,78,2015-16,1.2,0.2,1.1,1.6,0.656,1.0,3.26,7.4,0.44,0.009,5.4,6.6,23.3,0.0,0.0,0.0,0.0
902,2733_2015-16,19.5,78,2015-16,0.7,0.3,1.1,1.5,0.683,1.0,3.04,6.84,0.444,0.009,5.9,5.1,18.6,0.06,0.0,0.08,0.05
903,203963_2015-16,5.8,7,2015-16,0.1,0.1,0.3,0.6,0.5,1.0,1.0,2.33,0.429,-0.005,1.0,1.3,3.8,0.0,0.0,0.0,0.0
904,202714_2015-16,20.3,52,2015-16,0.7,0.1,0.9,1.2,0.73,1.0,3.73,8.58,0.434,0.002,4.5,4.7,17.1,0.04,0.0,0.13,0.04
905,203524_2015-16,14.7,59,2015-16,0.6,0.2,0.8,1.3,0.623,1.0,2.44,5.88,0.415,-0.027,4.4,3.7,13.0,0.0,0.0,0.0,0.0
906,201603_2015-16,11.6,43,2015-16,0.2,0.0,0.5,0.5,0.955,1.0,1.63,3.14,0.518,0.08,2.9,4.1,10.4,0.0,0.0,0.0,0.0
907,203915_2015-16,13.3,12,2015-16,0.3,0.0,0.3,0.3,0.75,1.0,1.73,3.91,0.442,0.005,2.4,2.9,10.6,0.0,0.0,0.0,0.0
908,201150_2015-16,18.2,57,2015-16,0.4,0.5,1.6,2.6,0.601,1.0,3.51,7.46,0.471,0.004,4.2,5.1,14.0,0.0,0.0,0.0,0.0
909,1626169_2015-16,23.1,73,2015-16,0.8,0.2,0.8,1.3,0.641,1.0,2.89,6.63,0.436,-0.004,5.0,5.2,20.5,0.0,0.0,0.0,0.0
910,201939_2015-16,34.2,79,2015-16,2.1,0.2,1.1,1.6,0.654,1.0,4.28,10.81,0.396,-0.036,9.4,10.4,31.5,0.11,0.0,0.1,0.0
911,2581_2015-16,17.0,58,2015-16,0.4,0.1,0.6,0.9,0.654,1.0,2.88,6.55,0.439,0.004,3.9,3.7,15.0,0.0,0.0,0.0,0.0
912,200779_2015-16,4.4,10,2015-16,0.0,0.0,0.3,0.6,0.5,1.0,1.0,2.5,0.4,-0.028,1.5,1.8,3.6,0.0,0.0,0.0,0.0
913,203500_2015-16,25.2,80,2015-16,0.5,1.1,2.7,4.6,0.582,1.0,5.52,13.2,0.418,-0.054,7.0,6.9,22.6,0.0,0.0,0.0,0.0
914,204456_2015-16,19.8,81,2015-16,1.2,0.1,1.1,1.4,0.735,1.0,3.05,6.32,0.483,0.05,5.6,7.4,19.0,0.04,0.0,0.01,0.0
915,203933_2015-16,22.8,47,2015-16,0.8,0.3,1.1,1.5,0.732,1.0,2.87,6.35,0.452,0.009,5.8,8.5,22.0,0.0,0.0,0.0,0.0
916,201959_2015-16,26.5,73,2015-16,0.6,1.1,1.8,3.4,0.534,1.0,4.7,10.75,0.437,-0.024,8.3,8.0,24.1,0.0,0.0,0.11,0.03
917,204028_2015-16,12.7,39,2015-16,0.4,0.5,1.4,2.4,0.581,1.0,2.57,5.92,0.434,-0.035,3.1,3.4,10.9,0.0,0.0,0.0,0.0
918,2419_2015-16,19.0,77,2015-16,0.5,0.2,0.8,1.4,0.574,1.0,2.42,5.53,0.438,-0.009,5.4,4.6,18.2,0.0,0.0,0.01,0.0
919,203093_2015-16,20.9,50,2015-16,0.5,0.8,2.0,3.0,0.645,1.0,4.51,8.82,0.512,0.058,6.7,6.3,20.8,0.0,0.0,0.0,0.0
920,203082_2015-16,24.0,72,2015-16,0.8,0.3,0.8,1.4,0.6,1.0,3.11,7.76,0.401,-0.032,5.7,4.7,19.6,0.0,0.0,0.0,0.0
921,1626179_2015-16,8.1,38,2015-16,0.2,0.0,0.3,0.5,0.667,1.0,1.45,2.79,0.519,0.088,1.8,3.0,7.9,0.0,0.0,0.0,0.0
922,200757_2015-16,23.4,75,2015-16,1.1,0.5,1.0,1.5,0.661,1.0,3.11,7.73,0.402,-0.042,6.2,5.5,20.4,0.13,0.0,0.04,0.04
923,201152_2015-16,33.0,73,2015-16,1.5,0.5,2.7,4.1,0.648,1.0,5.86,12.34,0.475,0.016,7.9,10.2,33.4,0.0,0.0,0.0,0.0
924,203080_2015-16,12.9,71,2015-16,0.5,0.5,1.3,2.4,0.556,1.0,2.58,5.41,0.476,0.01,4.0,3.8,13.0,0.0,0.0,0.0,0.0
925,201168_2015-16,16.1,36,2015-16,0.6,0.3,1.4,2.5,0.573,1.0,3.47,7.39,0.47,-0.001,4.0,4.4,12.3,0.0,0.0,0.0,0.0
926,202353_2015-16,6.8,12,2015-16,0.1,0.2,0.8,1.1,0.692,1.0,2.67,5.33,0.5,0.017,2.0,1.6,5.4,0.0,0.0,0.0,0.0
927,1495_2015-16,25.2,61,2015-16,0.8,1.3,2.2,4.3,0.513,1.0,4.82,11.15,0.432,-0.041,5.3,6.4,19.3,0.02,0.0,0.11,0.0
928,204025_2015-16,14.5,51,2015-16,0.6,0.0,0.5,0.7,0.676,1.0,2.59,6.0,0.432,0.003,3.8,3.0,11.7,0.0,0.0,0.0,0.0
929,203501_2015-16,16.9,51,2015-16,0.4,0.1,0.5,0.7,0.684,1.0,2.0,5.39,0.371,-0.062,4.1,3.2,13.5,0.0,0.0,0.04,0.02
930,202389_2015-16,17.4,76,2015-16,0.3,0.8,1.9,3.4,0.555,1.0,4.13,9.31,0.444,-0.032,4.1,4.5,14.5,0.0,0.0,0.0,0.0
931,202699_2015-16,32.9,75,2015-16,0.9,0.5,1.9,2.9,0.644,1.0,5.24,11.12,0.471,0.021,7.6,8.3,28.6,0.0,0.0,0.0,0.0
932,201962_2015-16,20.7,61,2015-16,1.1,0.1,0.8,1.0,0.797,1.0,2.75,5.92,0.465,0.029,4.7,5.5,19.1,0.0,0.0,0.0,0.0
933,2754_2015-16,25.3,64,2015-16,1.7,0.3,0.8,1.2,0.667,1.0,2.97,6.88,0.432,-0.013,6.3,7.6,21.6,0.0,0.0,0.0,0.0
934,2225_2015-16,27.5,72,2015-16,0.8,0.2,0.8,1.1,0.679,1.0,3.58,7.99,0.449,0.009,5.8,7.5,22.9,0.0,0.0,0.03,0.03
935,203503_2015-16,20.3,64,2015-16,0.3,0.3,0.9,1.5,0.589,1.0,2.75,6.89,0.399,-0.039,6.0,5.0,18.2,0.0,0.0,0.03,0.03
936,203100_2015-16,18.0,8,2015-16,0.4,0.0,0.4,0.4,1.0,1.0,2.29,4.0,0.571,0.143,5.8,7.7,18.0,0.0,0.0,0.0,0.0
937,2772_2015-16,35.3,81,2015-16,2.0,0.3,1.5,2.3,0.674,1.0,4.09,9.11,0.449,-0.001,10.6,10.7,33.1,0.09,0.0,0.1,0.02
938,202344_2015-16,20.7,79,2015-16,0.7,0.5,1.3,2.0,0.671,1.0,3.08,7.21,0.427,-0.028,4.8,5.1,17.3,0.0,0.0,0.0,0.0
939,203504_2015-16,21.3,64,2015-16,0.5,0.1,0.8,1.1,0.71,1.0,2.85,6.15,0.465,0.028,5.6,5.2,17.6,0.0,0.0,0.0,0.0
940,1626168_2015-16,17.3,80,2015-16,0.3,0.2,1.3,1.9,0.645,1.0,3.22,6.91,0.467,0.014,4.4,4.3,15.0,0.0,0.0,0.0,0.0
941,202684_2015-16,27.7,82,2015-16,0.5,0.6,2.5,4.4,0.575,1.0,5.7,12.53,0.455,-0.007,6.2,5.8,23.9,0.0,0.0,0.02,0.01
942,203584_2015-16,11.1,43,2015-16,0.3,0.1,0.4,0.5,0.773,1.0,1.47,3.78,0.39,-0.041,2.9,3.4,9.9,0.0,0.0,0.0,0.0
943,201951_2015-16,21.4,66,2015-16,0.8,0.1,1.1,1.4,0.783,1.0,2.78,6.37,0.436,-0.001,6.8,6.4,21.7,0.0,0.0,0.0,0.0
944,203898_2015-16,14.2,46,2015-16,0.5,0.0,0.6,0.8,0.711,1.0,2.28,5.36,0.426,0.0,4.0,3.5,13.6,0.0,0.0,0.0,0.0
945,201946_2015-16,7.8,44,2015-16,0.3,0.2,0.5,0.8,0.568,1.0,1.46,2.77,0.526,0.062,1.5,2.1,7.0,0.0,0.0,0.0,0.0
946,204020_2015-16,24.0,36,2015-16,0.7,0.4,1.1,2.0,0.549,1.0,3.69,8.39,0.44,0.006,6.4,4.7,20.6,0.03,0.0,0.11,0.08
947,203092_2015-16,11.8,59,2015-16,0.2,0.4,1.4,2.4,0.586,1.0,2.88,6.21,0.463,-0.008,3.6,3.2,10.8,0.0,0.0,0.0,0.0
948,201936_2015-16,30.6,25,2015-16,1.3,0.3,1.5,2.2,0.679,1.0,5.08,9.88,0.514,0.076,7.7,6.2,25.4,0.0,0.0,0.0,0.0
949,2199_2015-16,24.5,66,2015-16,0.5,0.7,2.5,3.8,0.638,1.0,4.83,9.42,0.513,0.038,6.0,9.7,20.8,0.0,0.0,0.0,0.0
950,1626145_2015-16,15.5,37,2015-16,0.8,0.1,0.9,1.0,0.889,1.0,2.75,5.25,0.524,0.084,4.1,5.6,16.3,0.03,0.0,0.05,0.03
951,2617_2015-16,7.0,37,2015-16,0.1,0.1,0.4,0.6,0.727,1.0,1.48,2.76,0.538,0.089,2.0,1.0,5.5,0.0,0.0,0.0,0.0
952,203506_2015-16,32.9,71,2015-16,1.6,0.8,1.8,2.7,0.655,1.0,5.15,11.7,0.44,0.002,8.5,9.1,30.2,0.01,0.0,0.01,0.04
953,1713_2015-16,16.8,60,2015-16,0.6,0.3,0.8,1.1,0.738,1.0,2.58,5.69,0.452,0.021,4.2,5.1,11.6,0.0,0.0,0.0,0.0
954,201961_2015-16,21.3,76,2015-16,0.6,0.1,1.1,1.3,0.812,1.0,2.93,6.24,0.47,0.036,5.5,6.4,21.7,0.0,0.0,0.0,0.0
955,202325_2015-16,20.8,80,2015-16,1.1,0.7,1.3,2.3,0.589,1.0,3.44,7.69,0.447,-0.004,6.3,5.6,18.2,0.03,0.0,0.05,0.04
956,202083_2015-16,33.9,78,2015-16,1.0,0.2,1.1,1.5,0.733,1.0,4.34,9.99,0.434,-0.01,9.5,10.6,28.9,0.08,0.0,0.06,0.1
957,203115_2015-16,28.7,82,2015-16,0.9,0.5,1.6,2.7,0.614,1.0,4.0,8.96,0.446,0.01,7.6,7.5,26.6,0.01,0.0,0.05,0.0
958,1626161_2015-16,21.4,65,2015-16,0.7,1.0,1.6,2.7,0.611,1.0,4.35,9.49,0.459,0.003,6.5,7.1,19.6,0.0,0.0,0.0,0.0
959,203186_2015-16,10.9,39,2015-16,0.2,0.8,1.4,2.4,0.609,1.0,2.84,5.32,0.533,0.069,2.3,3.9,10.3,0.0,0.0,0.0,0.0
960,204098_2015-16,17.5,14,2015-16,0.9,0.2,0.9,1.0,0.857,1.0,2.43,5.14,0.472,0.026,3.7,5.9,12.4,0.0,0.0,0.0,0.0
961,203897_2015-16,28.0,82,2015-16,0.8,0.2,1.1,1.5,0.773,1.0,3.98,8.54,0.466,0.03,7.5,8.1,28.0,0.07,0.0,0.02,0.05
962,2216_2015-16,29.7,68,2015-16,0.6,0.2,2.7,4.0,0.675,1.0,4.97,10.12,0.491,0.018,7.9,9.4,25.2,0.0,0.0,0.0,0.0
963,2585_2015-16,26.4,76,2015-16,0.8,0.3,3.0,5.0,0.611,1.0,5.71,11.62,0.492,0.015,6.9,8.7,22.7,0.04,0.0,0.11,0.03
964,1627773_2016-17,7.4,22,2016-17,0.0,0.6,0.7,1.4,0.516,1.0,1.76,3.71,0.476,-0.004,2.0,2.1,6.7,0.23,0.0,2.0,0.36
965,201166_2016-17,13.6,64,2016-17,0.3,0.1,0.6,0.8,0.745,1.0,2.18,4.8,0.455,0.021,3.3,3.3,10.5,0.77,0.12,1.55,1.55
966,203932_2016-17,28.7,80,2016-17,0.8,0.5,1.5,2.4,0.61,1.0,3.93,8.99,0.437,-0.019,8.0,8.1,29.4,1.41,0.06,3.96,2.21
967,1626151_2016-17,3.3,5,2016-17,0.0,0.0,0.6,1.0,0.6,1.0,0.75,1.25,0.6,0.296,0.8,0.8,3.6,0.0,0.0,0.4,0.0
968,203940_2016-17,7.5,18,2016-17,0.4,0.4,0.7,1.2,0.571,1.0,1.47,3.35,0.439,-0.01,2.5,1.7,6.5,0.61,0.0,1.33,1.11
969,201143_2016-17,32.3,68,2016-17,0.8,1.3,2.9,4.9,0.583,1.0,6.82,14.62,0.467,0.0,9.6,8.4,29.4,1.44,0.0,9.37,3.63
