,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK,CFID,CFPARAMS,Season
27,1628394,Anzejs Pasecniks,1610612764,WAS,25.0,1,1,0,1.0,6.4,0.0,0.0,0.0,0.0,7.1,2.0,4.1,14.2,0.0,0.0,2.0,0.0,-2.3,537,515,1,1,489,508,510,498,527,289,62,184,382,495,1,367,527,540,5,"1628394,1610612764",2020-21
28,1629717,Armoni Brooks,1610612745,HOU,23.0,20,3,17,0.15,26.4,1.8,0.9,0.9,1.7,9.7,7.9,7.0,30.8,0.3,0.3,1.7,0.5,19.2,435,482,182,523,160,142,275,246,382,409,441,392,81,308,239,291,446,221,5,"1629717,1610612745",2020-21
29,203382,Aron Baynes,1610612761,TOR,34.0,53,20,33,0.377,18.7,0.8,1.3,0.2,3.7,6.2,5.2,5.0,16.1,0.4,0.3,2.3,1.0,15.2,208,279,454,407,297,377,170,468,226,232,249,259,349,193,223,427,323,308,5,"203382,1610612761",2020-21
30,1630204,Ashton Hagans,1610612750,MIN,21.0,2,0,2,0.0,2.1,0.0,0.0,0.0,0.0,1.0,0.5,0.0,2.0,0.0,0.0,0.0,0.0,-0.5,532,531,15,531,538,508,510,498,527,7,5,1,534,495,1,1,527,538,5,"1630204,1610612750",2020-21
31,203085,Austin Rivers,1610612743,DEN,28.0,36,20,16,0.556,23.8,1.8,0.6,0.8,2.5,7.5,6.5,5.0,21.3,0.1,0.4,1.8,1.0,15.9,346,279,170,193,204,142,365,272,310,313,346,265,240,472,309,311,332,289,5,"203085,1610612743",2020-21
32,202340,Avery Bradley,1610612745,HOU,30.0,27,6,21,0.222,22.6,0.8,0.3,0.7,2.0,10.3,6.8,6.4,22.9,0.1,0.3,2.1,0.7,13.3,400,456,258,500,223,358,446,297,355,447,356,350,209,426,264,381,398,339,5,"202340,1610612745",2020-21
33,1626253,Axel Toupane,1610612749,MIL,28.0,8,2,6,0.25,7.8,0.6,0.0,0.3,0.8,2.2,2.5,2.5,5.6,0.4,0.3,0.8,0.5,5.3,495,501,61,486,471,403,510,447,483,48,90,103,495,217,191,72,446,480,5,"1626253,1610612749",2020-21
34,1628389,Bam Adebayo,1610612748,MIA,23.0,64,34,30,0.531,33.9,2.8,2.5,1.2,12.1,11.7,8.1,7.3,29.5,1.0,0.6,2.3,5.4,42.1,89,100,413,223,38,49,29,174,11,506,456,408,110,46,428,436,15,24,5,"1628389,1610612748",2020-21
35,203463,Ben McLemore,1610612747,LAL,28.0,53,20,33,0.377,17.3,1.4,0.7,1.1,1.1,6.2,4.7,5.0,17.1,0.2,0.3,1.7,0.7,12.2,208,279,454,407,329,217,328,197,438,235,215,259,320,379,243,274,387,359,5,"203463,1610612747",2020-21
36,1627732,Ben Simmons,1610612755,PHI,24.0,58,42,16,0.724,32.8,2.8,1.5,3.3,11.0,11.4,7.4,10.3,32.0,0.6,0.8,3.0,4.6,37.4,157,36,170,33,55,57,128,11,20,495,411,531,64,122,472,520,31,45,5,"1627732,1610612755",2020-21
37,202687,Bismack Biyombo,1610612766,CHA,28.0,66,28,38,0.424,20.7,0.9,1.0,0.4,4.4,7.3,5.4,6.4,19.7,1.1,0.5,2.2,1.5,16.4,70,177,505,360,257,344,237,404,180,302,265,356,264,33,353,406,206,281,5,"202687,1610612766",2020-21
38,201933,Blake Griffin,1610612751,BKN,32.0,46,24,22,0.522,26.1,1.4,1.3,0.3,4.4,7.8,7.8,6.3,24.7,0.3,0.3,2.4,3.3,23.4,268,223,274,235,165,212,175,415,177,321,438,349,185,247,247,462,55,153,5,"201933,1610612751",2020-21
39,1626246,Boban Marjanovic,1610612742,DAL,32.0,33,14,19,0.424,8.3,0.4,1.5,0.2,3.4,2.0,1.8,1.8,7.9,0.2,0.5,0.9,0.9,10.3,364,357,213,360,465,455,135,453,244,36,51,63,464,364,353,90,350,390,5,"1626246,1610612742",2020-21
40,1626171,Bobby Portis,1610612749,MIL,26.0,66,44,22,0.667,21.1,1.9,2.4,1.0,5.5,6.8,5.8,4.4,19.5,0.4,0.6,1.8,1.0,24.5,70,25,274,79,254,134,37,203,141,269,305,217,270,202,440,305,306,144,5,"1626171,1610612749",2020-21
41,203992,Bogdan Bogdanovic,1610612737,ATL,28.0,44,30,14,0.682,30.1,2.7,1.2,1.6,4.0,10.3,8.3,7.1,30.7,0.3,0.4,2.3,1.5,29.1,290,143,151,74,104,61,202,114,212,446,467,395,84,264,341,429,219,93,5,"203992,1610612737",2020-21
42,202711,Bojan Bogdanovic,1610612762,UTA,32.0,72,52,20,0.722,31.2,2.4,1.7,2.3,5.8,11.6,8.0,7.9,33.7,0.1,0.9,1.6,2.6,25.1,1,1,236,34,88,80,99,53,127,502,447,446,36,472,485,254,88,131,5,"202711,1610612762",2020-21
43,1629626,Bol Bol,1610612743,DEN,21.0,32,21,11,0.656,5.1,0.3,0.0,0.4,0.8,2.5,0.9,2.6,5.4,0.3,0.0,0.4,0.3,4.3,372,264,111,98,505,481,510,400,483,61,15,109,499,254,1,32,490,499,5,"1629626,1610612743",2020-21
44,202954,Brad Wanamaker,1610612766,CHA,31.0,61,29,32,0.475,17.5,0.7,0.4,1.1,2.8,6.0,5.1,4.2,16.9,0.2,0.6,1.6,1.5,13.5,124,158,437,292,323,388,418,189,285,218,237,198,325,368,414,236,207,336,5,"202954,1610612766",2020-21
45,203078,Bradley Beal,1610612764,WAS,27.0,60,32,28,0.533,36.3,4.3,3.1,2.2,12.9,13.3,10.4,8.4,36.1,0.4,1.0,2.4,5.5,45.6,140,115,379,219,9,6,17,57,7,539,527,469,16,221,509,448,12,17,5,"203078,1610612764",2020-21
46,1629634,Brandon Clarke,1610612763,MEM,24.0,59,32,27,0.542,24.3,1.8,1.8,1.5,7.8,8.0,6.5,6.8,23.5,0.9,0.5,1.4,1.8,24.8,151,115,361,209,194,144,89,122,66,335,345,374,201,72,396,205,167,135,5,"1629634,1610612763",2020-21
47,1629164,Brandon Goodwin,1610612737,ATL,25.0,47,25,22,0.532,13.4,0.8,0.3,0.9,2.0,4.6,3.2,3.4,12.3,0.0,0.4,0.9,0.9,10.1,256,213,274,222,395,363,444,245,345,145,127,144,408,495,323,87,342,396,5,"1629164,1610612737",2020-21
48,1627742,Brandon Ingram,1610612740,NOP,23.0,61,29,32,0.475,34.8,2.6,2.0,2.0,6.6,13.0,8.9,9.2,33.5,0.6,0.9,2.1,4.2,38.7,124,158,437,292,22,62,68,73,100,535,487,502,37,127,489,379,37,36,5,"1627742,1610612740",2020-21
49,1628968,Brian Bowen II,1610612754,IND,22.0,6,1,5,0.167,2.5,0.0,0.0,0.0,0.3,1.4,1.0,0.7,3.0,0.0,0.0,0.2,0.2,1.1,506,515,50,520,537,508,510,498,514,14,17,9,527,495,1,16,517,532,5,"1628968,1610612754",2020-21
50,1630271,Brodric Thomas,1610612739,CLE,24.0,32,6,26,0.188,12.6,1.0,0.3,0.6,1.2,4.2,3.6,3.2,13.6,0.3,0.2,1.3,1.0,9.1,372,456,341,515,406,291,452,318,430,126,144,140,391,254,161,169,309,424,5,"1630271,1610612739",2020-21
51,201572,Brook Lopez,1610612749,MIL,33.0,70,46,24,0.657,27.5,1.1,2.0,0.6,5.9,9.2,7.3,6.0,24.3,1.5,0.3,2.2,1.8,24.8,21,14,309,95,145,284,72,312,119,385,397,330,191,11,198,405,165,136,5,"201572,1610612749",2020-21
52,1628971,Bruce Brown,1610612751,BKN,24.0,65,45,20,0.692,22.6,1.5,1.6,1.7,6.7,7.8,7.4,5.5,21.5,0.4,0.6,2.3,1.3,21.1,81,19,236,64,222,192,112,96,99,327,405,304,234,185,421,423,251,193,5,"1628971,1610612751",2020-21
53,203998,Bruno Caboclo,1610612745,HOU,25.0,6,1,5,0.167,6.2,0.3,0.8,0.7,2.7,2.7,1.9,1.5,6.8,0.3,0.2,1.0,0.3,6.3,506,515,50,520,491,473,280,297,292,70,54,37,478,238,112,111,484,461,5,"203998,1610612745",2020-21
54,1628981,Bruno Fernando,1610612737,ATL,22.0,33,20,13,0.606,6.9,0.4,0.4,0.2,1.1,2.6,1.6,1.7,5.5,0.1,0.2,0.7,0.6,4.9,364,279,137,139,480,467,438,465,439,63,44,49,496,445,184,65,427,488,5,"1628981,1610612737",2020-21
55,1627854,Bryn Forbes,1610612749,MIL,27.0,70,45,25,0.643,19.6,1.4,0.8,1.3,1.2,6.9,5.8,4.5,18.7,0.0,0.3,1.1,0.5,13.5,21,19,326,114,277,214,293,149,429,273,303,223,288,494,260,137,444,337,5,"1627854,1610612749",2020-21
56,1627741,Buddy Hield,1610612758,SAC,28.0,71,31,40,0.437,34.7,2.2,2.0,3.2,2.5,12.5,10.2,9.4,38.7,0.4,0.5,2.5,1.0,30.1,12,130,513,337,24,91,69,16,307,531,525,508,7,189,360,467,308,84,5,"1627741,1610612758",2020-21
57,1629604,CJ Elleby,1610612757,POR,20.0,30,19,11,0.633,6.5,0.4,0.5,0.1,0.9,2.2,2.3,2.4,5.6,0.1,0.1,0.9,0.4,4.8,385,298,111,124,487,466,407,482,463,50,78,98,494,435,55,96,462,491,5,"1629604,1610612757",2020-21
58,203468,CJ McCollum,1610612757,POR,29.0,47,28,19,0.596,34.5,2.8,1.7,2.5,6.2,9.2,9.1,9.4,33.4,0.5,0.6,1.9,2.5,38.2,256,177,213,151,27,51,103,40,114,382,493,513,38,180,443,333,94,38,5,"203468,1610612757",2020-21
59,1628997,Caleb Martin,1610612766,CHA,25.0,53,23,30,0.434,15.6,0.8,0.8,1.0,1.9,5.4,5.0,4.2,13.8,0.2,0.3,1.2,1.2,12.4,208,234,413,343,361,354,316,206,356,179,235,203,387,328,223,158,274,356,5,"1628997,1610612766",2020-21
60,1629629,Cam Reddish,1610612737,ATL,21.0,26,10,16,0.385,29.2,2.0,1.5,1.0,4.4,10.2,8.2,7.9,31.9,0.4,0.9,2.6,2.3,21.9,406,411,170,401,117,107,128,219,176,444,459,445,66,234,484,489,111,180,5,"1629629,1610612737",2020-21
61,1629661,Cameron Johnson,1610612756,PHX,25.0,60,43,17,0.717,24.3,1.4,1.0,1.6,2.4,6.8,5.3,5.3,22.6,0.3,0.3,1.4,1.2,17.9,140,33,182,41,196,210,256,119,319,265,263,288,215,292,225,198,275,253,5,"1629661,1610612756",2020-21
62,1628419,Cameron Oliver,1610612745,HOU,24.0,4,1,3,0.25,22.1,2.0,2.0,1.5,7.1,8.4,5.3,7.3,28.4,1.0,0.5,2.8,0.8,23.0,519,515,27,486,231,107,60,126,83,348,260,411,130,47,380,504,379,158,5,"1628419,1610612745",2020-21
63,1626166,Cameron Payne,1610612756,PHX,26.0,60,42,18,0.7,18.2,0.9,0.6,0.8,3.1,5.7,5.1,3.9,18.2,0.3,0.3,1.6,1.1,18.6,140,36,196,54,308,328,350,249,265,200,237,178,296,292,191,262,291,232,5,"1626166,1610612756",2020-21
64,1629244,Cameron Reynolds,1610612745,HOU,26.0,5,3,2,0.6,8.2,0.0,0.0,0.6,0.8,3.4,3.0,2.0,12.6,0.0,0.0,0.4,0.0,4.9,512,482,15,143,469,508,510,314,473,98,120,72,405,495,1,28,527,490,5,"1629244,1610612745",2020-21
65,1627747,Caris LeVert,1610612754,IND,26.0,47,24,23,0.511,32.0,3.5,1.3,3.1,9.9,11.2,10.8,9.8,38.7,0.6,0.8,2.3,3.1,37.9,256,223,297,247,69,22,178,18,36,486,534,524,6,114,475,424,64,41,5,"1627747,1610612754",2020-21
66,2546,Carmelo Anthony,1610612757,POR,37.0,69,39,30,0.565,24.8,1.7,1.2,1.4,1.5,7.1,7.5,6.0,24.9,0.6,0.3,2.1,1.9,22.4,32,56,413,184,185,167,179,140,407,288,416,329,181,139,213,396,153,165,5,"2546,1610612757",2020-21
67,1629035,Carsen Edwards,1610612738,BOS,23.0,31,14,17,0.452,9.0,0.5,0.2,0.8,1.4,2.6,2.5,1.7,8.3,0.0,0.2,0.8,0.4,6.3,378,357,182,322,457,441,487,275,412,66,91,54,459,488,110,83,472,462,5,"1629035,1610612738",2020-21
68,1630199,Cassius Stanley,1610612754,IND,21.0,24,10,14,0.417,3.9,0.1,0.2,0.6,0.8,1.1,1.4,1.0,3.7,0.1,0.4,0.6,0.3,2.9,417,411,151,373,521,505,479,320,471,10,37,19,520,452,299,46,504,520,5,"1630199,1610612754",2020-21
69,1630216,Cassius Winston,1610612764,WAS,23.0,22,10,12,0.455,4.5,0.1,0.1,0.1,0.2,2.0,1.7,0.8,3.7,0.0,0.0,0.4,0.2,3.4,427,411,120,318,513,504,507,481,521,36,49,16,521,479,44,24,507,515,5,"1630216,1610612764",2020-21
70,1626224,Cedi Osman,1610612739,CLE,26.0,59,17,42,0.288,25.9,2.2,0.9,1.7,3.7,9.8,6.7,7.4,27.0,0.2,0.6,2.0,1.7,21.0,151,325,517,471,171,90,262,97,224,413,354,413,157,394,410,374,184,195,5,"1626224,1610612739",2020-21
71,1628990,Chandler Hutchison,1610612764,WAS,25.0,25,11,14,0.44,14.0,0.3,0.2,0.4,2.4,5.6,4.3,2.8,15.2,0.2,0.3,1.3,1.1,10.4,415,398,151,334,385,478,489,386,321,187,188,118,367,342,219,181,292,388,5,"1628990,1610612764",2020-21
72,1629718,Charlie Brown Jr.,1610612760,OKC,24.0,9,1,8,0.111,17.1,0.8,0.0,0.7,1.1,6.2,3.8,3.2,19.4,0.2,0.2,2.1,0.9,9.7,491,515,76,526,333,365,510,297,436,231,158,137,275,330,163,403,347,401,5,"1629718,1610612760",2020-21
73,1626184,Chasson Randle,1610612753,ORL,28.0,41,10,31,0.244,20.7,0.9,0.4,0.9,2.0,6.8,4.8,6.4,20.1,0.1,0.3,1.6,0.9,12.6,310,411,427,491,258,325,437,230,345,267,225,353,262,421,261,240,351,351,5,"1626184,1610612753",2020-21
74,1629002,Chimezie Metu,1610612758,SAC,24.0,36,14,22,0.389,13.7,0.7,0.9,0.7,3.6,5.4,3.7,3.9,15.3,0.5,0.3,1.7,0.9,13.2,346,357,274,397,390,397,268,288,232,174,148,174,364,149,251,271,341,342,5,"1629002,1610612758",2020-21
75,1628449,Chris Boucher,1610612761,TOR,28.0,60,25,35,0.417,24.5,1.9,2.8,0.8,6.4,7.7,7.2,5.4,20.9,1.9,0.7,2.8,2.4,30.2,140,213,481,373,189,121,21,249,107,320,394,298,247,5,457,508,103,82,5,"1628449,1610612761",2020-21
76,1629185,Chris Chiozza,1610612751,BKN,25.0,22,12,10,0.545,10.7,0.7,0.0,1.1,1.3,3.3,2.3,1.9,9.6,0.3,0.4,0.9,0.7,10.9,427,388,101,206,430,394,509,200,422,93,75,69,441,286,291,86,394,380,5,"1629185,1610612751",2020-21
77,101108,Chris Paul,1610612756,PHX,36.0,70,49,21,0.7,31.8,2.1,0.9,1.6,4.1,9.4,7.8,7.8,30.7,0.3,0.1,2.4,2.8,38.4,21,6,258,54,74,97,264,121,201,392,435,441,85,287,89,455,81,37,5,"101108,1610612756",2020-21
78,1629735,Chris Silva,1610612758,SAC,24.0,15,8,7,0.533,6.2,0.0,0.1,0.1,1.1,2.2,0.9,1.7,4.6,0.4,0.2,1.6,0.9,5.7,458,434,67,219,490,508,497,482,441,54,14,49,507,198,135,255,356,473,5,"1629735,1610612758",2020-21
79,1626174,Christian Wood,1610612745,HOU,25.0,41,12,29,0.293,32.8,2.9,2.7,1.6,11.4,12.7,9.2,11.3,33.0,1.2,0.7,2.2,4.6,39.7,310,388,399,465,56,46,22,115,15,532,502,540,46,29,456,407,32,34,5,"1626174,1610612745",2020-21
80,1629643,Chuma Okeke,1610612753,ORL,22.0,45,15,30,0.333,25.5,0.9,1.1,0.7,2.3,7.4,6.3,6.4,24.5,0.5,0.3,1.1,0.9,20.0,279,344,413,434,177,348,226,289,322,307,338,352,189,158,264,130,360,210,5,"1629643,1610612753",2020-21
81,203991,Clint Capela,1610612737,ATL,27.0,63,34,29,0.54,30.5,1.9,4.6,1.3,13.3,9.6,8.1,7.5,30.6,2.1,0.8,2.3,2.6,41.2,99,100,399,211,97,133,2,151,4,399,450,425,87,4,477,441,92,26,5,"203991,1610612737",2020-21
82,1629632,Coby White,1610612741,CHI,21.0,69,30,39,0.435,31.7,2.0,1.5,1.9,4.5,12.0,7.4,8.3,31.6,0.2,0.9,2.6,2.3,27.6,32,143,510,339,77,115,126,85,172,513,408,462,71,333,486,483,115,103,5,"1629632,1610612741",2020-21
83,1628998,Cody Martin,1610612766,CHA,25.0,52,26,26,0.5,16.5,1.0,0.5,0.8,2.4,5.6,4.5,4.0,16.0,0.2,0.3,1.0,0.9,12.4,215,201,341,251,343,302,380,280,318,192,201,180,350,321,254,111,337,355,5,"1628998,1610612766",2020-21
84,203469,Cody Zeller,1610612766,CHA,28.0,48,21,27,0.438,21.2,1.7,2.1,1.0,7.3,8.2,5.4,5.3,20.7,0.4,0.6,2.6,2.4,22.3,251,264,361,335,249,149,49,204,77,343,269,289,252,228,432,472,102,172,5,"203469,1610612766",2020-21
85,1630175,Cole Anthony,1610612753,ORL,21.0,47,13,34,0.277,27.4,1.5,1.3,1.2,5.2,9.9,7.4,9.0,28.2,0.4,1.1,2.1,2.8,25.8,256,371,470,479,147,188,167,178,148,418,403,495,135,210,517,395,76,125,5,"1630175,1610612753",2020-21
86,1629012,Collin Sexton,1610612739,CLE,22.0,60,18,42,0.3,35.7,3.9,2.2,3.2,12.5,13.3,9.1,10.1,36.9,0.2,1.6,2.7,5.6,35.9,140,312,517,458,12,11,45,15,9,538,499,528,13,382,539,491,9,53,5,"1629012,1610612739",2020-21
