,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_ABBREVIATION,AGE,GP,W,L,W_PCT,MIN,PTS_OFF_TOV,PTS_2ND_CHANCE,PTS_FB,PTS_PAINT,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,BLK,BLKA,PF,PFD,NBA_FANTASY_PTS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PTS_OFF_TOV_RANK,PTS_2ND_CHANCE_RANK,PTS_FB_RANK,PTS_PAINT_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,NBA_FANTASY_PTS_RANK,CFID,CFPARAMS,Season
87,202709,Cory Joseph,1610612765,DET,29.0,63,25,38,0.397,23.3,1.3,0.5,0.7,4.2,8.8,6.4,5.5,26.2,0.3,0.4,2.2,1.8,19.1,99,213,505,391,211,243,402,284,192,366,340,302,170,270,304,418,159,222,5,"202709,1610612765",2020-21
88,1626245,Cristiano Felicio,1610612741,CHI,28.0,18,6,12,0.333,4.7,0.2,0.6,0.0,0.8,1.7,0.5,1.2,3.3,0.0,0.1,0.6,0.7,4.3,443,456,120,434,511,492,375,498,477,26,5,30,524,495,49,42,398,498,5,"1626245,1610612741",2020-21
89,1626156,D'Angelo Russell,1610612750,MIN,25.0,42,16,26,0.381,28.9,2.6,1.0,2.2,5.1,11.2,9.0,8.1,30.7,0.4,0.4,1.6,3.3,33.1,303,331,341,405,124,63,255,58,152,487,490,451,82,186,339,264,54,67,5,"1626156,1610612750",2020-21
90,201571,D.J. Augustin,1610612745,HOU,33.0,57,28,29,0.491,20.1,1.2,0.7,0.8,1.5,6.7,4.8,4.8,19.6,0.0,0.5,1.0,1.4,15.2,172,177,399,273,266,264,327,267,409,257,223,240,268,492,369,110,233,306,5,"201571,1610612745",2020-21
91,1628391,D.J. Wilson,1610612745,HOU,25.0,35,13,22,0.371,12.5,0.6,1.0,0.3,1.7,4.8,3.3,3.1,11.5,0.5,0.3,1.3,0.6,11.9,354,371,274,411,410,410,234,418,379,152,135,132,414,174,226,171,413,367,5,"1628391,1610612745",2020-21
92,1629610,DaQuan Jeffries,1610612759,SAS,23.0,31,6,25,0.194,16.1,0.2,0.5,0.5,1.7,5.9,3.9,3.9,16.1,0.3,0.3,1.6,0.6,10.0,378,456,326,514,356,489,393,344,385,216,162,169,348,250,199,238,420,398,5,"1629610,1610612759",2020-21
93,1629751,Dakota Mathias,1610612755,PHI,25.0,8,4,4,0.5,15.6,0.9,0.9,0.4,0.5,5.2,5.6,5.8,13.2,0.4,0.0,0.9,0.6,11.0,495,474,40,251,362,336,271,400,498,167,280,323,399,217,1,88,415,379,5,"1629751,1610612755",2020-21
94,1627745,Damian Jones,1610612758,SAC,25.0,39,24,15,0.615,14.2,0.6,0.7,0.6,3.5,5.2,3.9,4.1,15.5,0.8,0.2,2.0,1.4,12.1,326,223,163,134,381,422,330,328,238,165,163,184,357,93,146,362,240,360,5,"1627745,1610612758",2020-21
95,203081,Damian Lillard,1610612757,POR,30.0,67,39,28,0.582,36.3,3.5,2.0,2.4,7.7,11.3,9.8,10.5,35.9,0.3,1.0,1.5,6.4,46.3,58,56,379,164,8,23,59,45,69,489,516,535,17,306,509,227,4,13,5,"203081,1610612757",2020-21
96,1627814,Damion Lee,1610612744,GSW,28.0,57,28,29,0.491,19.2,1.1,0.5,0.7,1.6,5.9,5.2,4.1,18.4,0.1,0.1,1.6,1.1,14.3,172,177,399,273,292,280,403,294,398,208,252,191,291,408,48,241,294,323,5,"1627814,1610612744",2020-21
97,1628422,Damyean Dotson,1610612739,CLE,27.0,46,14,32,0.304,20.0,1.3,0.6,1.1,2.2,7.6,5.2,5.0,21.0,0.1,0.3,0.9,0.8,12.6,268,357,437,455,268,248,371,194,336,319,246,255,246,450,247,99,371,350,5,"1628422,1610612739",2020-21
98,1629655,Daniel Gafford,1610612764,WAS,22.0,54,31,23,0.574,14.8,1.0,1.9,0.5,5.7,5.4,4.7,2.8,15.7,1.4,0.2,1.8,1.7,18.1,196,130,297,175,374,295,80,340,129,176,214,117,353,14,163,323,170,248,5,"1629655,1610612764",2020-21
99,1630187,Daniel Oturu,1610612746,LAC,21.0,30,21,9,0.7,5.4,0.5,0.6,0.0,1.4,1.5,1.2,1.2,5.5,0.2,0.4,0.8,0.3,5.1,385,264,88,54,500,434,352,498,417,21,26,26,497,320,342,78,500,484,5,"1630187,1610612746",2020-21
100,1628464,Daniel Theis,1610612741,CHI,29.0,65,28,37,0.431,25.0,1.2,2.0,0.5,5.2,8.5,6.0,6.5,23.2,0.9,0.4,2.6,1.8,22.5,81,177,497,351,183,258,75,338,147,357,314,359,205,70,316,478,166,164,5,"1628464,1610612741",2020-21
101,201568,Danilo Gallinari,1610612737,ATL,32.0,51,29,22,0.569,24.3,1.2,1.0,0.4,2.1,7.4,7.1,5.3,23.9,0.2,0.4,2.1,2.5,22.3,226,158,274,181,195,269,250,378,337,308,380,290,198,350,327,389,97,173,5,"201568,1610612737",2020-21
102,201980,Danny Green,1610612755,PHI,33.0,69,46,23,0.667,28.4,2.1,0.7,2.1,1.0,10.2,6.9,8.8,27.7,0.8,0.2,1.8,0.6,22.3,32,14,297,79,128,104,338,66,450,442,372,489,140,80,117,321,418,169,5,"201980,1610612755",2020-21
103,203957,Dante Exum,1610612745,HOU,25.0,6,3,3,0.5,19.6,1.5,0.8,0.3,2.7,7.3,2.9,5.7,15.5,0.3,0.0,1.5,1.2,12.5,506,482,27,251,276,182,280,411,292,299,106,317,357,238,1,222,271,354,5,"203957,1610612745",2020-21
104,1627863,Danuel House Jr.,1610612745,HOU,28.0,36,8,28,0.222,26.2,2.4,1.0,1.0,2.8,9.5,7.2,9.4,27.2,0.5,0.3,1.9,1.7,18.3,346,434,379,500,162,76,238,207,288,397,387,512,154,181,251,336,187,243,5,"1627863,1610612745",2020-21
105,203967,Dario Saric,1610612756,PHX,27.0,50,37,13,0.74,17.6,1.1,0.9,0.4,4.1,5.0,3.8,3.6,17.2,0.1,0.6,1.9,1.8,16.4,238,73,137,24,316,276,277,384,201,156,155,160,318,455,421,345,164,282,5,"203967,1610612756",2020-21
106,1629647,Darius Bazley,1610612760,OKC,20.0,55,16,39,0.291,31.6,2.1,1.2,1.5,6.4,12.3,8.2,7.7,32.6,0.5,1.0,1.1,2.3,26.1,189,331,510,469,79,102,189,131,106,521,458,436,54,176,503,133,107,120,5,"1629647,1610612760",2020-21
107,1629636,Darius Garland,1610612739,CLE,21.0,54,18,36,0.333,33.6,2.7,1.2,2.0,8.1,12.1,7.8,8.8,35.5,0.1,0.7,2.1,2.8,30.8,196,312,490,434,45,60,193,76,59,518,440,490,23,426,449,381,78,78,5,"1629636,1610612739",2020-21
108,203121,Darius Miller,1610612760,OKC,31.0,18,5,13,0.278,11.1,0.2,0.2,0.4,0.0,4.7,2.6,1.7,10.4,0.3,0.0,0.7,0.4,10.1,443,465,137,477,427,492,486,394,527,149,94,49,430,278,1,67,470,397,5,"203121,1610612760",2020-21
109,1628021,David Nwaba,1610612745,HOU,28.0,30,8,22,0.267,22.9,2.4,1.6,2.0,6.0,7.4,6.5,6.4,22.6,0.7,0.9,2.0,2.0,20.3,385,434,274,483,216,75,121,71,117,310,343,351,217,98,488,367,134,205,5,"1628021,1610612745",2020-21
110,202722,Davis Bertans,1610612764,WAS,28.0,57,29,28,0.509,26.0,1.7,1.2,1.2,0.7,9.0,7.6,5.0,25.0,0.2,0.1,2.4,1.4,18.4,172,158,379,248,169,151,208,167,486,376,417,261,180,326,71,457,244,236,5,"202722,1610612764",2020-21
111,1628368,De'Aaron Fox,1610612758,SAC,23.0,58,24,34,0.414,35.6,3.9,1.4,3.4,12.5,12.1,10.4,9.1,40.0,0.5,1.1,3.0,5.6,43.6,157,223,470,377,13,15,144,9,8,516,529,498,4,169,525,519,11,21,5,"1628368,1610612758",2020-21
112,1629631,De'Andre Hunter,1610612737,ATL,23.0,23,12,11,0.522,29.9,2.0,1.6,1.1,5.6,9.3,8.6,8.2,29.2,0.5,0.4,2.6,3.2,26.7,420,388,111,235,107,115,111,191,135,389,479,461,118,146,281,477,60,113,5,"1629631,1610612737",2020-21
113,1629001,De'Anthony Melton,1610612763,MEM,23.0,52,27,25,0.519,20.4,1.3,0.8,2.0,2.9,6.4,5.5,5.4,19.5,0.6,0.4,1.7,1.2,20.9,215,189,326,239,260,221,295,77,281,243,278,292,271,126,344,269,261,197,5,"1629001,1610612763",2020-21
114,201599,DeAndre Jordan,1610612751,BKN,32.0,57,37,20,0.649,22.1,0.9,1.7,0.5,6.8,7.8,6.5,6.1,22.0,1.2,0.1,2.1,1.5,22.0,172,73,236,107,230,330,109,357,97,323,347,335,226,31,71,380,215,175,5,"201599,1610612751",2020-21
115,1627761,DeAndre' Bembry,1610612761,TOR,26.0,51,23,28,0.451,19.3,1.2,0.8,1.3,4.1,6.2,5.5,4.4,16.9,0.4,0.4,1.7,1.1,15.3,226,234,379,323,288,265,297,163,201,233,276,212,324,230,327,295,296,302,5,"1627761,1610612761",2020-21
116,201942,DeMar DeRozan,1610612759,SAS,31.0,61,27,34,0.443,34.2,2.8,1.6,1.7,9.3,9.8,9.4,9.0,37.4,0.2,1.0,2.1,5.4,39.1,124,189,470,332,34,55,110,107,45,415,506,496,9,312,507,399,13,35,5,"201942,1610612759",2020-21
117,202326,DeMarcus Cousins,1610612746,LAC,30.0,41,22,19,0.537,17.6,1.4,1.5,0.3,4.0,6.2,3.8,5.2,16.2,0.6,0.5,2.6,2.2,22.4,310,252,213,215,317,200,141,427,213,227,151,284,345,129,399,486,118,167,5,"202326,1610612746",2020-21
118,1629731,Dean Wade,1610612739,CLE,24.0,63,19,44,0.302,19.5,1.0,0.7,0.7,1.6,7.2,4.5,5.2,20.9,0.3,0.1,1.3,0.6,14.2,99,298,523,457,280,290,339,306,394,298,204,286,248,238,89,168,436,326,5,"1629731,1610612739",2020-21
119,1629028,Deandre Ayton,1610612756,PHX,22.0,69,48,21,0.696,31.1,1.9,3.1,0.8,11.3,10.1,8.4,8.1,30.4,1.2,0.7,2.9,2.4,33.5,32,9,258,62,90,122,16,269,17,430,470,454,91,27,449,512,104,64,5,"1629028,1610612756",2020-21
120,1629686,Deividas Sirvydis,1610612765,DET,20.0,20,8,12,0.4,6.7,0.1,0.2,0.3,0.4,2.6,1.1,2.4,7.2,0.0,0.1,0.5,0.3,4.3,435,434,120,382,485,501,494,447,507,64,22,95,474,495,68,36,504,497,5,"1629686,1610612765",2020-21
121,1627749,Dejounte Murray,1610612759,SAS,24.0,67,32,35,0.478,32.4,2.4,1.3,2.5,7.3,9.0,8.7,7.5,33.2,0.1,0.8,2.0,2.0,35.8,58,115,481,288,66,78,176,39,78,375,480,428,44,432,482,373,142,55,5,"1627749,1610612759",2020-21
122,1626153,Delon Wright,1610612758,SAC,29.0,63,21,42,0.333,28.1,2.2,1.0,1.2,5.4,9.3,7.6,6.8,29.8,0.5,0.6,1.2,2.2,27.3,99,264,517,434,133,93,236,168,144,386,422,379,103,167,418,162,123,107,5,"1626153,1610612758",2020-21
123,1630166,Deni Avdija,1610612764,WAS,20.0,54,25,29,0.463,23.6,1.3,0.7,0.8,2.6,8.5,6.8,5.5,23.8,0.3,0.3,2.6,0.8,16.1,196,213,399,310,207,240,330,249,301,358,358,301,199,278,237,481,367,286,5,"1630166,1610612764",2020-21
124,203471,Dennis Schroder,1610612747,LAL,27.0,61,38,23,0.623,32.5,1.9,1.1,1.2,6.2,10.9,7.6,8.4,34.1,0.2,1.2,2.6,3.8,30.0,124,65,297,127,62,132,218,180,111,471,423,468,32,335,535,485,43,87,5,"203471,1610612747",2020-21
125,1628372,Dennis Smith Jr.,1610612765,DET,23.0,23,7,16,0.304,18.5,0.8,0.5,0.5,2.6,6.7,5.9,4.1,19.8,0.6,0.5,1.6,1.3,18.5,420,445,170,455,302,356,389,342,299,259,309,190,263,120,394,258,249,234,5,"1628372,1610612765",2020-21
126,1627756,Denzel Valentine,1610612741,CHI,27.0,62,26,36,0.419,16.9,0.9,0.6,0.9,1.9,5.9,3.5,3.5,16.4,0.1,0.2,1.1,0.5,14.2,116,201,490,368,337,316,360,225,366,213,141,154,338,424,166,147,455,327,5,"1627756,1610612741",2020-21
127,202324,Derrick Favors,1610612762,UTA,29.0,68,49,19,0.721,15.5,0.5,1.4,0.2,4.3,5.5,4.4,4.2,18.1,1.0,0.2,2.1,0.9,17.1,47,6,213,36,367,434,149,467,188,182,194,193,298,47,178,401,336,267,5,"202324,1610612762",2020-21
128,1627884,Derrick Jones Jr.,1610612757,POR,24.0,58,32,26,0.552,23.0,1.5,1.1,1.0,3.6,6.6,6.6,6.8,23.4,0.9,0.3,2.2,1.3,16.7,157,115,341,199,215,191,216,217,229,253,348,372,202,61,214,412,258,278,5,"1627884,1610612757",2020-21
129,201565,Derrick Rose,1610612752,NYK,32.0,50,28,22,0.56,25.9,1.8,0.8,1.3,6.9,8.1,7.6,5.0,23.5,0.4,0.6,1.1,2.0,26.9,238,177,274,190,172,138,304,155,92,339,418,257,200,213,430,145,139,111,5,"201565,1610612752",2020-21
130,1628401,Derrick White,1610612759,SAS,26.0,36,18,18,0.5,29.9,2.3,1.5,1.5,5.1,8.8,8.4,6.2,30.3,1.0,0.8,2.6,3.2,28.5,346,312,196,251,106,85,137,126,156,368,471,345,92,47,478,473,57,98,5,"1628401,1610612759",2020-21
131,1630217,Desmond Bane,1610612763,MEM,22.0,68,36,32,0.529,22.6,1.8,0.8,1.8,2.9,8.0,5.4,6.4,22.3,0.2,0.5,1.9,0.7,17.4,47,82,437,225,221,139,279,89,283,334,268,354,222,317,390,330,406,260,5,"1630217,1610612763",2020-21
132,1626164,Devin Booker,1610612756,PHX,24.0,67,48,19,0.716,34.3,3.5,2.1,3.6,9.9,10.9,9.7,8.3,34.3,0.2,0.7,2.7,5.2,37.5,58,9,213,42,29,25,53,7,35,469,514,463,31,316,458,500,17,43,5,"1626164,1610612756",2020-21
133,1629962,Devin Cannady,1610612753,ORL,25.0,8,0,8,0.0,9.4,0.9,0.9,0.0,0.5,2.2,3.8,2.7,9.4,0.1,0.0,1.1,0.5,7.3,495,531,76,531,450,336,271,498,498,48,154,110,445,418,1,146,446,447,5,"1629962,1610612753",2020-21
134,1630170,Devin Vassell,1610612759,SAS,20.0,62,30,32,0.484,17.3,0.9,0.3,0.7,1.6,5.0,4.2,3.9,17.2,0.3,0.1,1.4,0.7,13.0,116,143,437,279,330,320,462,286,397,155,182,175,317,269,77,202,396,344,5,"1630170,1610612759",2020-21
135,1629653,Devon Dotson,1610612741,CHI,21.0,11,4,7,0.364,4.6,0.9,0.0,0.2,1.7,1.1,1.0,0.2,2.2,0.0,0.2,0.3,0.2,4.7,479,474,67,419,512,322,510,465,390,11,17,3,533,495,124,19,515,493,5,"1629653,1610612741",2020-21
136,1629719,Devontae Cacok,1610612747,LAL,24.0,20,8,12,0.4,4.9,0.4,0.5,0.3,1.7,1.4,1.9,1.0,4.5,0.2,0.2,0.4,0.7,5.1,435,434,120,382,508,457,415,447,382,18,57,20,508,342,135,28,405,483,5,"1629719,1610612747",2020-21
137,1628984,Devonte' Graham,1610612766,CHA,26.0,55,23,32,0.418,30.6,2.4,1.5,1.6,1.4,9.8,8.0,6.9,29.1,0.1,0.4,1.4,2.5,27.9,189,234,437,371,96,79,123,120,414,414,446,380,120,431,331,194,98,101,5,"1628984,1610612766",2020-21
138,203473,Dewayne Dedmon,1610612748,MIA,31.0,16,11,5,0.688,13.3,0.8,2.5,0.1,5.6,3.7,2.6,2.1,11.1,0.4,0.2,2.3,1.4,16.9,456,398,50,68,396,359,31,487,138,111,92,81,418,217,128,429,231,274,5,"203473,1610612748",2020-21
139,1629712,Didi Louzada,1610612740,NOP,21.0,3,0,3,0.0,19.0,0.0,0.7,0.0,0.7,6.1,1.0,1.0,15.5,0.0,0.3,1.7,0.0,6.5,527,531,27,531,295,508,330,498,491,221,17,20,357,495,264,277,527,457,5,"1629712,1610612740",2020-21
140,1628415,Dillon Brooks,1610612763,MEM,25.0,67,36,31,0.537,30.2,2.8,1.2,3.2,6.5,10.6,7.7,8.3,30.2,0.4,0.6,3.6,2.5,27.4,58,82,427,213,101,50,195,14,103,457,429,464,97,204,420,536,96,106,5,"1628415,1610612763",2020-21
141,1627734,Domantas Sabonis,1610612754,IND,25.0,62,29,33,0.468,36.5,3.1,2.8,1.9,13.2,12.4,10.6,10.4,40.1,0.5,0.9,3.3,4.9,47.2,116,158,454,302,6,34,19,83,5,528,531,533,3,145,490,531,23,10,5,"1627734,1610612754",2020-21
142,1628378,Donovan Mitchell,1610612762,UTA,24.0,53,39,14,0.736,33.9,2.9,2.1,2.3,8.6,11.9,8.5,9.1,35.8,0.3,0.9,2.2,4.8,41.1,208,56,151,25,39,47,50,55,49,511,474,499,19,275,494,419,26,27,5,"1628378,1610612762",2020-21
143,1629743,Donta Hall,1610612753,ORL,23.0,13,3,10,0.231,14.0,0.8,1.6,0.7,3.9,4.5,3.2,4.2,14.7,0.8,0.2,1.4,1.9,15.7,467,482,101,495,386,370,119,292,218,141,129,199,378,86,99,193,146,295,5,"1629743,1610612753",2020-21
144,1628978,Donte DiVincenzo,1610612749,MIL,24.0,66,44,22,0.667,27.9,1.7,1.0,1.7,3.3,8.9,7.2,6.2,26.2,0.2,0.5,1.7,1.3,24.8,70,25,274,79,138,168,248,95,250,372,384,341,169,327,363,290,250,134,5,"1628978,1610612749",2020-21
145,1627827,Dorian Finney-Smith,1610612742,DAL,28.0,60,36,24,0.6,32.4,1.3,1.9,1.1,3.3,10.2,8.3,8.5,29.5,0.4,0.4,2.3,0.9,22.2,140,82,309,143,64,223,82,193,249,441,462,474,109,192,306,440,334,174,5,"1627827,1610612742",2020-21
146,203926,Doug McDermott,1610612754,IND,29.0,66,32,34,0.485,24.9,2.1,2.2,1.9,7.2,8.7,7.7,7.2,27.8,0.1,0.8,1.8,1.2,20.2,70,115,470,277,184,103,47,81,79,362,430,401,138,445,466,309,279,207,5,"203926,1610612754",2020-21
147,203110,Draymond Green,1610612744,GSW,31.0,63,35,28,0.556,31.9,1.2,0.6,0.9,4.1,11.7,9.5,9.2,30.2,0.8,0.2,3.1,1.9,33.8,99,94,379,193,73,262,343,228,195,507,508,501,94,77,181,523,149,62,5,"203110,1610612744",2020-21
148,1629234,Drew Eubanks,1610612759,SAS,24.0,54,21,33,0.389,14.2,0.9,1.2,0.1,3.9,4.3,3.6,3.9,15.2,0.9,0.4,1.7,1.8,15.4,196,264,454,397,383,341,188,486,219,128,143,179,366,66,284,265,161,300,5,"1629234,1610612759",2020-21
149,1629130,Duncan Robinson,1610612748,MIA,27.0,72,40,32,0.556,31.8,2.3,0.8,1.4,1.7,10.8,7.9,6.8,27.2,0.3,0.3,2.5,1.4,21.7,1,48,437,193,75,86,290,144,386,464,444,378,156,278,203,471,238,184,5,"1629130,1610612748",2020-21
150,1628407,Dwayne Bacon,1610612753,ORL,25.0,72,21,51,0.292,26.1,1.6,1.3,2.0,5.3,8.1,6.0,7.7,26.5,0.1,0.5,1.4,1.8,18.3,1,264,537,467,168,180,165,75,146,340,310,438,166,463,403,208,161,241,5,"1628407,1610612753",2020-21
151,2730,Dwight Howard,1610612755,PHI,35.0,69,46,23,0.667,17.6,0.9,2.8,0.2,4.9,6.7,4.5,5.6,16.8,0.9,0.4,2.9,2.8,21.0,32,14,297,79,319,332,20,456,159,256,199,307,327,67,290,516,75,194,5,"2730,1610612755",2020-21
152,203939,Dwight Powell,1610612742,DAL,29.0,58,36,22,0.621,16.9,0.9,0.9,0.2,4.0,5.8,4.8,4.0,16.4,0.5,0.3,2.4,2.3,15.3,157,82,274,129,339,329,266,459,209,205,218,183,337,147,214,447,108,304,5,"203939,1610612742",2020-21
153,1629685,Dylan Windler,1610612739,CLE,24.0,31,11,20,0.355,16.8,1.0,1.0,0.5,1.9,6.8,4.5,4.3,17.5,0.4,0.2,1.2,0.8,13.1,378,398,236,424,340,309,232,358,364,268,203,209,311,206,166,164,380,343,5,"1629685,1610612739",2020-21
154,202734,E'Twaun Moore,1610612756,PHX,32.0,27,20,7,0.741,14.6,0.8,0.5,0.2,2.8,4.2,2.9,4.8,14.8,0.2,0.4,1.2,0.6,10.7,400,279,67,23,378,365,391,478,287,125,108,241,375,361,325,161,436,383,5,"202734,1610612756",2020-21
155,202334,Ed Davis,1610612750,MIN,32.0,23,5,18,0.217,13.2,0.3,1.2,0.0,1.7,4.3,3.3,3.5,11.6,0.6,0.4,2.5,0.5,12.7,420,465,196,503,399,483,198,498,388,130,137,150,413,131,281,464,443,347,5,"202334,1610612750",2020-21
156,1628410,Edmond Sumner,1610612754,IND,25.0,53,23,30,0.434,16.5,1.7,0.6,2.4,4.2,5.5,5.8,4.7,20.1,0.2,0.3,1.7,1.2,12.7,208,234,413,343,346,162,348,50,193,186,306,237,260,359,243,274,270,349,5,"1628410,1610612754",2020-21
157,203901,Elfrid Payton,1610612752,NYK,27.0,63,36,27,0.571,23.9,1.3,1.5,0.7,7.1,8.1,5.5,6.2,23.2,0.1,1.3,1.9,1.7,20.4,99,82,361,176,202,222,137,295,82,341,273,343,206,402,536,331,174,201,5,"203901,1610612752",2020-21
158,1629091,Elijah Bryant,1610612749,MIL,26.0,1,0,1,0.0,32.0,6.1,2.0,5.1,8.1,10.1,11.1,6.1,40.5,1.0,0.0,4.1,3.0,27.1,537,531,6,531,70,1,60,1,60,432,538,333,1,47,1,539,69,110,5,"1629091,1610612749",2020-21
159,1630190,Elijah Hughes,1610612762,UTA,23.0,18,14,4,0.778,3.6,0.2,0.0,0.2,0.1,1.6,1.5,0.7,3.9,0.1,0.1,0.1,0.2,2.9,443,357,40,15,527,492,510,470,525,23,40,9,516,472,49,8,508,522,5,"1630190,1610612762",2020-21
160,202683,Enes Kanter,1610612757,POR,29.0,72,42,30,0.583,24.7,1.2,4.6,0.5,9.5,6.9,6.9,6.9,25.3,0.7,1.0,2.4,2.0,28.9,1,36,413,162,186,260,3,371,41,275,370,383,175,104,499,448,134,95,5,"202683,1610612757",2020-21
161,202339,Eric Bledsoe,1610612740,NOP,31.0,71,31,40,0.437,30.1,1.7,0.8,1.5,4.1,11.6,7.6,8.6,30.2,0.3,0.4,1.6,2.7,24.1,12,130,513,337,102,150,319,125,200,501,428,481,95,237,294,246,86,150,5,"202339,1610612740",2020-21
162,201569,Eric Gordon,1610612745,HOU,32.0,27,10,17,0.37,29.6,2.5,1.1,1.2,6.8,10.5,6.9,9.3,30.5,0.5,0.7,1.7,3.1,25.8,400,411,182,415,114,69,231,179,97,453,374,506,88,164,462,265,66,126,5,"201569,1610612745",2020-21
163,1629672,Eric Paschall,1610612744,GSW,24.0,40,20,20,0.5,17.6,1.6,1.2,0.8,4.7,6.4,4.9,4.3,18.0,0.2,0.6,1.7,2.0,15.8,320,279,236,251,318,174,197,274,168,242,228,206,302,376,432,291,140,291,5,"1629672,1610612744",2020-21
164,101141,Ersan Ilyasova,1610612762,UTA,34.0,17,14,3,0.824,8.8,0.4,0.1,0.3,0.2,2.9,2.4,1.9,8.8,0.2,0.2,1.7,0.5,8.2,452,357,27,10,460,456,500,424,519,78,85,64,447,371,178,295,439,433,5,"101141,1610612762",2020-21
165,203095,Evan Fournier,1610612738,BOS,28.0,42,18,24,0.429,30.4,2.3,1.5,2.0,4.7,10.0,6.8,8.1,29.2,0.5,0.7,2.3,2.6,29.3,303,312,309,352,100,83,124,74,167,422,365,454,117,177,449,437,93,92,5,"203095,1610612738",2020-21
166,1630267,Facundo Campazzo,1610612743,DEN,30.0,65,43,22,0.662,22.2,1.3,0.5,1.1,1.3,7.1,5.1,5.1,20.1,0.2,0.1,2.1,2.0,17.3,81,33,274,92,227,225,410,184,425,291,241,279,261,334,82,378,137,261,5,"1630267,1610612743",2020-21
167,1628402,Frank Jackson,1610612765,DET,23.0,40,13,27,0.325,18.7,1.4,0.6,1.3,3.1,7.1,5.7,4.3,19.4,0.0,0.4,1.3,1.7,14.2,320,371,361,443,298,209,352,164,265,293,289,208,274,491,316,182,178,325,5,"1628402,1610612765",2020-21
168,1626163,Frank Kaminsky,1610612756,PHX,28.0,47,33,14,0.702,15.4,0.6,0.6,0.2,3.6,4.6,3.9,4.2,15.5,0.4,0.5,1.5,1.0,15.6,256,107,151,52,368,409,349,458,231,143,169,197,361,224,348,220,303,296,5,"1626163,1610612756",2020-21
169,1628412,Frank Mason,1610612753,ORL,27.0,4,1,3,0.25,20.1,0.0,1.3,1.0,3.5,8.6,3.0,1.3,14.7,0.0,1.3,1.8,1.0,13.3,519,515,27,486,265,508,173,207,235,361,120,31,376,495,537,306,309,341,5,"1628412,1610612753",2020-21
170,1628373,Frank Ntilikina,1610612752,NYK,22.0,33,23,10,0.697,9.9,0.6,0.1,0.1,0.2,2.8,2.8,1.6,7.9,0.1,0.1,1.4,0.5,6.4,364,234,101,61,440,418,499,493,518,73,98,45,464,422,65,188,453,458,5,"1628373,1610612752",2020-21
171,1627832,Fred VanVleet,1610612761,TOR,27.0,52,22,30,0.423,37.0,3.7,2.0,2.7,4.8,11.0,10.4,7.8,31.8,0.7,1.1,2.3,3.5,40.0,215,252,413,363,3,20,60,31,162,481,528,440,67,96,524,438,50,33,5,"1627832,1610612761",2020-21
172,1630273,Freddie Gillespie,1610612761,TOR,23.0,20,7,13,0.35,19.9,0.7,2.0,0.2,4.3,6.7,5.7,5.0,19.0,1.0,0.4,2.2,1.9,16.6,435,445,137,427,270,389,73,460,189,258,293,257,281,47,316,408,157,279,5,"1630273,1610612761",2020-21
173,1627788,Furkan Korkmaz,1610612755,PHI,23.0,55,39,16,0.709,19.6,1.7,1.2,1.4,2.0,7.0,4.3,5.1,19.0,0.2,0.2,1.2,1.3,16.4,189,56,170,46,279,155,201,145,353,282,193,278,286,387,135,156,254,283,5,"1627788,1610612755",2020-21
174,1629216,Gabe Vincent,1610612748,MIA,24.0,50,27,23,0.54,13.3,1.1,0.3,0.5,1.6,4.6,3.9,2.9,9.7,0.0,0.3,1.6,1.0,9.0,238,189,297,210,398,282,459,350,395,146,161,124,440,483,219,247,325,425,5,"1629216,1610612748",2020-21
175,1630466,Gabriel Deck,1610612760,OKC,26.0,10,1,9,0.1,21.4,0.8,0.6,0.8,4.9,7.9,5.7,5.2,21.7,0.0,0.2,0.9,1.6,18.8,485,515,88,527,244,361,352,261,160,331,289,281,230,495,135,96,192,227,5,"1630466,1610612760",2020-21
176,202066,Garrett Temple,1610612741,CHI,35.0,56,25,31,0.446,27.6,1.1,0.5,1.5,2.6,10.0,6.7,6.6,27.8,0.5,0.2,2.3,1.0,17.4,180,213,427,329,143,274,392,132,300,420,355,364,139,144,156,429,304,259,5,"202066,1610612741",2020-21
177,1629726,Garrison Mathews,1610612764,WAS,24.0,64,32,32,0.5,16.4,1.0,0.5,0.3,0.5,6.5,5.1,4.2,17.7,0.1,0.1,1.7,1.5,9.4,89,115,437,251,347,295,394,423,504,249,236,194,307,430,88,272,205,409,5,"1629726,1610612764",2020-21
178,1629109,Gary Clark,1610612755,PHI,26.0,39,12,27,0.308,17.0,0.5,0.4,0.2,0.5,6.4,3.9,5.7,16.6,0.2,0.1,0.9,0.4,9.0,326,388,361,451,335,433,440,472,505,246,163,315,332,369,85,94,461,426,5,"1629109,1610612755",2020-21
