,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,TOV,STL,BLK,BLKA,PF,PFD,PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,FGM_RANK,FGA_RANK,FG_PCT_RANK,FG3M_RANK,FG3A_RANK,FG3_PCT_RANK,FTM_RANK,FTA_RANK,FT_PCT_RANK,OREB_RANK,DREB_RANK,REB_RANK,AST_RANK,TOV_RANK,STL_RANK,BLK_RANK,BLKA_RANK,PF_RANK,PFD_RANK,PTS_RANK,PLUS_MINUS_RANK,Season
1395,Lineups,-200794-203999-1627750-1628420-1629008-,P. Millsap - N. Jokic - J. Murray - M. Morris - M. Porter Jr.,1610612743,DEN,6,4,2,0.667,3.3,2.9,6.2,0.459,1.0,2.4,0.429,1.2,1.9,0.636,0.7,2.2,2.9,1.9,0.3,0.3,0.2,0.3,0.5,1.9,7.9,2.4,714,534,11786,5252,3656,4119,3270,6916,2463,3909,4156,4156,4646,5877,4629,3915,4685,4097,6430,5236,4574,10551,4944,3151,3807,2652,2020-21
1396,Lineups,-201937-1627736-1627774-1629675-1630162-,R. Rubio - M. Beasley - J. Layman - N. Reid - A. Edwards,1610612750,MIN,4,0,4,0.0,3.3,2.3,5.8,0.391,0.0,1.8,0.0,1.3,1.5,0.833,0.3,1.5,1.8,0.8,0.8,1.3,0.0,0.3,1.3,1.0,5.8,-3.3,1342,8619,14164,8619,3563,4809,4065,8629,7763,6274,7763,4045,4901,3930,6512,6395,7638,8853,8336,1104,4784,10263,10575,4371,5638,12866,2020-21
1397,Lineups,-2772-202710-1628389-1629130-1629639-,T. Ariza - J. Butler - B. Adebayo - D. Robinson - T. Herro,1610612748,MIA,13,7,6,0.538,3.3,3.3,6.1,0.538,1.5,2.5,0.594,0.9,1.3,0.706,0.5,2.3,2.8,2.9,0.7,0.5,0.5,0.4,0.9,1.6,9.0,3.4,133,190,14594,6039,3592,2783,3291,3993,2130,3865,2173,6170,5424,5328,5021,3882,4707,1919,8289,5055,3508,11029,6371,3360,3047,1662,2020-21
1398,Lineups,-203501-203939-1626196-1628973-1629029-,T. Hardaway Jr. - D. Powell - J. Richardson - J. Brunson - L. Doncic,1610612742,DAL,4,3,1,0.75,3.3,2.5,5.3,0.476,1.5,3.5,0.429,2.8,3.0,0.917,0.8,1.8,2.5,1.8,1.8,0.5,0.0,0.0,2.3,1.5,9.4,-0.8,1342,833,4785,4973,3519,4332,4365,6585,1845,1990,4156,1321,1373,3495,4482,6074,4891,4146,12790,4115,4784,1,13209,3424,2617,8626,2020-21
1399,Lineups,-203501-1626161-1626196-1627827-1628973-,T. Hardaway Jr. - W. Cauley-Stein - J. Richardson - D. Finney-Smith - J. Brunson,1610612742,DAL,8,4,4,0.5,3.3,3.2,6.5,0.49,1.3,2.9,0.435,1.1,1.4,0.818,1.0,2.9,3.9,1.6,0.8,0.1,0.3,0.0,1.4,1.8,8.7,3.2,427,534,14164,6052,3498,2813,3207,6448,2299,3386,4135,4199,5224,4168,1859,3253,2868,4353,8336,6122,4171,1,10854,3187,3108,1681,2020-21
1400,Lineups,-203501-1626161-1628467-1628973-1629029-,T. Hardaway Jr. - W. Cauley-Stein - M. Kleber - J. Brunson - L. Doncic,1610612742,DAL,10,5,5,0.5,3.3,2.3,5.5,0.426,0.7,2.4,0.292,0.8,1.3,0.615,0.3,3.2,3.5,1.4,0.9,0.2,0.3,0.1,1.9,1.3,6.2,-0.4,268,368,14448,6052,3646,4797,4301,7795,5655,3879,6314,6249,5426,5954,6479,2128,2994,4914,8609,5939,4114,9927,11609,4142,4905,8212,2020-21
1401,Lineups,-201152-202066-203897-1628374-1629632-,T. Young - G. Temple - Z. LaVine - L. Markkanen - C. White,1610612741,CHI,11,4,7,0.364,3.3,2.7,6.0,0.446,0.9,2.8,0.333,1.8,2.0,0.864,0.6,2.2,2.9,1.5,0.7,0.7,0.5,0.1,1.1,1.8,8.0,-0.5,210,534,14678,7824,3623,4290,4039,7157,5381,3443,5164,3345,2365,3759,4893,3913,4694,4892,8324,3705,3509,9915,10458,3225,3801,8241,2020-21
1402,Lineups,-203115-203210-203999-1627750-1628420-,W. Barton - J. Green - N. Jokic - J. Murray - M. Morris,1610612743,DEN,5,3,2,0.6,3.3,2.2,6.1,0.367,0.6,2.6,0.231,1.8,2.2,0.818,0.6,2.0,2.6,1.6,0.8,1.0,0.4,0.0,1.2,1.8,6.9,0.2,957,833,11786,5817,3687,4860,3291,9037,5982,3544,7037,3294,2317,4168,4909,3956,4844,4358,8474,1192,3553,1,10521,3161,4606,5904,2020-21
1403,Lineups,-2738-201609-1628389-1629134-1629639-,A. Iguodala - G. Dragic - B. Adebayo - K. Nunn - T. Herro,1610612748,MIA,9,6,3,0.667,3.2,2.7,4.7,0.571,1.1,2.1,0.526,1.1,1.4,0.833,0.5,1.6,2.0,1.9,1.5,0.2,0.1,0.2,1.1,1.4,7.7,-0.7,350,254,13480,5252,3853,4201,5418,3387,2442,4125,2369,4209,5247,3930,5927,6387,5519,4079,12367,5924,4735,10243,10469,3957,3874,8530,2020-21
1404,Lineups,-202687-1626179-1628370-1628970-1628998-,B. Biyombo - T. Rozier - M. Monk - M. Bridges - C. Martin,1610612766,CHA,4,3,1,0.75,3.2,4.3,6.3,0.68,0.8,2.0,0.375,0.8,1.5,0.5,0.5,2.3,2.8,2.5,0.8,0.8,0.0,0.0,0.8,1.3,10.1,3.3,1342,833,4785,4973,3871,1668,3241,1812,5520,4139,4869,6299,4901,6168,5027,3842,4709,2037,8336,3600,4784,1,6139,4164,2198,1664,2020-21
1405,Lineups,-202687-1626179-1628370-1628970-1629667-,B. Biyombo - T. Rozier - M. Monk - M. Bridges - J. McDaniels,1610612766,CHA,5,3,2,0.6,3.2,3.2,4.9,0.667,1.2,2.4,0.5,1.2,1.4,0.857,0.4,2.4,2.8,1.8,1.2,0.4,0.0,0.0,0.8,1.0,8.9,0.4,957,833,11786,5817,3770,2784,5379,1815,2364,3879,2381,4111,5193,3770,5980,3700,4696,4110,12064,5108,4784,1,6279,4371,3051,5743,2020-21
1406,Lineups,-201572-201950-203114-203507-1626192-,B. Lopez - J. Holiday - K. Middleton - G. Antetokounmpo - P. Connaughton,1610612749,MIL,21,14,7,0.667,3.2,2.9,5.4,0.541,0.8,2.3,0.333,0.9,1.6,0.576,0.4,3.6,4.0,1.4,1.3,0.5,0.3,0.1,1.0,1.4,7.5,1.7,41,31,14678,5252,3800,4113,4360,3982,5519,4029,5164,6181,4884,6090,5943,1921,2862,4899,12175,4114,3666,9926,6426,3943,3980,3841,2020-21
1407,Lineups,-2546-203081-203496-203918-1629018-,C. Anthony - D. Lillard - R. Covington - R. Hood - G. Trent Jr.,1610612757,POR,11,8,3,0.727,3.2,2.7,5.5,0.483,1.7,3.7,0.45,2.4,2.7,0.897,0.4,2.2,2.6,1.2,0.7,0.3,0.6,0.1,1.6,1.8,9.4,0.9,210,139,13480,5171,3801,4290,4296,6500,1812,1975,4015,1528,1983,3590,6096,3913,4886,5269,8324,5725,2710,9915,11334,3158,2616,5311,2020-21
1408,Lineups,-203469-1626179-1628984-1629023-1630163-,C. Zeller - T. Rozier - D. Graham - P. Washington - L. Ball,1610612766,CHA,4,0,4,0.0,3.2,2.3,6.1,0.375,1.0,4.1,0.25,4.6,4.8,0.947,1.3,2.5,3.8,2.0,0.8,0.8,0.8,0.3,1.5,2.8,10.1,4.1,1342,8619,14164,8619,3730,4809,3291,8809,2463,1348,6546,325,584,3441,1738,3403,2889,2406,8336,3600,2351,10263,10917,1312,2198,1079,2020-21
1409,Lineups,-201568-203503-203991-1628989-1629027-,D. Gallinari - T. Snell - C. Capela - K. Huerter - T. Young,1610612737,ATL,12,7,5,0.583,3.2,2.8,6.2,0.452,0.8,2.0,0.375,1.9,2.5,0.733,0.9,2.6,3.5,1.4,0.7,0.4,0.1,0.4,0.9,1.4,8.2,2.4,172,190,14448,5953,3821,4154,3287,7082,5520,4139,4869,3283,2014,5179,4365,3391,2994,4913,7965,5100,4768,11115,6415,3957,3284,2652,2020-21
1410,Lineups,-2730-202699-1627788-1629680-1630178-,D. Howard - T. Harris - F. Korkmaz - M. Thybulle - T. Maxey,1610612755,PHI,8,5,3,0.625,3.2,2.9,5.7,0.511,0.4,1.8,0.214,1.3,1.8,0.714,0.8,2.2,2.9,0.9,0.8,0.5,0.6,0.0,1.4,1.9,7.5,0.1,427,368,13480,5774,3793,4108,4125,4343,7120,6274,7124,4045,4694,5245,4482,3940,4677,8765,8336,4115,2624,1,10854,3138,3981,5951,2020-21
1411,Lineups,-201565-201959-203493-1629628-1630167-,D. Rose - T. Gibson - R. Bullock - R. Barrett - O. Toppin,1610612752,NYK,5,4,1,0.8,3.2,3.0,5.7,0.536,0.6,1.6,0.375,1.0,1.0,1.0,0.6,2.4,3.0,2.0,0.8,0.2,0.0,0.0,0.8,0.8,7.7,0.4,957,534,4785,4878,3696,2829,4130,4071,5982,6501,4869,4231,5625,1,4909,3700,3351,2406,8474,5939,4784,1,6279,8066,3859,5743,2020-21
1412,Lineups,-202339-1626195-1627742-1628366-1629117-,E. Bledsoe - W. Hernangomez - B. Ingram - L. Ball - W. Gabriel,1610612740,NOP,4,3,1,0.75,3.2,2.3,5.8,0.391,0.0,1.5,0.0,0.5,1.0,0.5,0.8,2.5,3.3,1.5,1.3,1.3,0.5,0.8,1.0,1.0,5.1,-4.1,1342,833,4785,4973,3830,4809,4065,8629,7763,6552,7763,6739,5625,6168,4482,3403,3283,4406,12102,1104,2719,12279,6427,4371,6000,13029,2020-21
1413,Lineups,-202355-202709-203084-1627741-1628368-,H. Whiteside - C. Joseph - H. Barnes - B. Hield - D. Fox,1610612758,SAC,4,2,2,0.5,3.2,3.8,7.1,0.536,1.0,2.3,0.444,0.3,0.8,0.333,0.8,2.3,3.0,1.8,0.5,0.8,0.3,0.8,1.0,1.0,8.9,2.3,1342,1417,11786,6052,3695,2426,2543,4071,2463,4042,4028,7486,7108,7476,4482,3842,3351,4146,6842,3600,4171,12279,6427,4371,3059,2698,2020-21
1414,Lineups,-1628991-1629001-1629630-1629634-1630217-,J. Jackson Jr. - D. Melton - J. Morant - B. Clarke - D. Bane,1610612763,MEM,7,3,4,0.429,3.2,2.6,6.4,0.409,0.6,2.0,0.286,1.6,1.7,0.917,1.0,2.6,3.6,1.6,0.6,0.6,1.0,0.4,1.3,1.6,7.4,-0.9,542,833,14164,7628,3725,4311,3240,8038,6036,4139,6320,3488,4742,3495,1859,3392,2988,4392,7844,4071,575,11122,10647,3404,4012,8704,2020-21
1415,Lineups,-203087-203200-204456-1626167-1628988-,J. Lamb - J. Holiday - T. McConnell - M. Turner - A. Holiday,1610612754,IND,7,3,4,0.429,3.2,2.0,4.9,0.412,0.4,2.2,0.2,2.0,2.0,1.0,0.1,2.8,2.9,1.2,1.3,0.6,0.4,0.1,1.9,1.4,6.5,-0.9,542,833,14164,7628,3767,4927,5366,7996,7009,4118,7137,1650,2365,1,6794,3308,4681,5292,12175,4071,3525,9993,11597,3888,4815,8704,2020-21
1416,Lineups,-203087-203200-204456-1626167-1627763-,J. Lamb - J. Holiday - T. McConnell - M. Turner - M. Brogdon,1610612754,IND,7,4,3,0.571,3.2,2.3,4.6,0.5,0.6,1.7,0.333,2.8,3.0,0.905,0.4,3.0,3.5,1.7,1.3,0.1,0.7,0.0,1.4,2.0,8.0,1.2,542,534,13480,5959,3864,4799,5501,4380,6036,6324,5164,1332,1373,3546,5943,2160,3187,4206,12175,6090,2419,1,10896,1669,3802,4262,2020-21
1417,Lineups,-201580-203957-1626204-1626224-1629012-,J. McGee - D. Exum - L. Nance Jr. - C. Osman - C. Sexton,1610612739,CLE,4,3,1,0.75,3.2,3.0,7.9,0.387,0.8,1.8,0.429,0.3,1.3,0.2,2.3,2.0,4.3,2.0,1.0,1.5,0.0,0.5,1.3,1.3,7.1,0.8,1342,833,4785,4973,3730,2829,2378,8687,5520,6274,4156,7486,5448,7625,529,3956,2053,2406,8625,869,4784,11158,10575,4164,4040,5375,2020-21
1418,Lineups,-200755-1626195-1627742-1628366-1628404-,J. Redick - W. Hernangomez - B. Ingram - L. Ball - J. Hart,1610612740,NOP,9,4,5,0.444,3.2,2.8,6.1,0.463,0.8,2.0,0.389,0.9,0.9,1.0,1.0,2.6,3.6,1.9,0.8,0.1,0.2,0.6,0.8,1.2,7.3,0.1,350,534,14448,7605,3823,4151,3291,6816,5507,4139,4797,6191,7022,1,1859,3398,2990,4079,8464,6137,4415,11986,6267,4264,4021,5957,2020-21
1419,Lineups,-202685-1628415-1628991-1629630-1630217-,J. Valanciunas - D. Brooks - J. Jackson Jr. - J. Morant - D. Bane,1610612763,MEM,5,1,4,0.2,3.2,2.0,6.1,0.333,0.2,1.6,0.125,2.0,2.2,0.909,1.0,2.8,3.9,0.8,1.0,0.6,0.4,0.8,1.0,1.6,6.3,-0.2,957,2859,14164,8517,3870,4927,3291,9263,7655,6501,7669,1650,2317,3513,1859,3265,2877,8809,8625,3996,3553,12338,6427,3364,4888,8056,2020-21
1420,Lineups,-201567-1627752-1629636-1629731-1630171-,K. Love - T. Prince - D. Garland - D. Wade - I. Okoro,1610612739,CLE,4,3,1,0.75,3.2,2.5,5.8,0.435,1.8,3.3,0.538,1.5,1.8,0.857,0.5,2.3,2.8,1.8,0.8,0.8,0.8,1.0,1.0,1.5,8.4,0.5,1342,833,4785,4973,3863,4332,4065,7442,1715,2180,2330,3505,4694,3770,5027,3842,4709,4146,8336,3600,2351,12416,6427,3424,3255,5514,2020-21
1421,Lineups,-1629026-1629647-1629650-1629652-1630177-,K. Williams - D. Bazley - M. Brown - L. Dort - T. Maledon,1610612760,OKC,4,0,4,0.0,3.2,2.8,6.6,0.423,0.5,1.5,0.333,1.0,1.5,0.667,2.0,2.3,4.3,0.5,1.3,0.0,0.3,1.0,0.8,1.3,7.1,-1.0,1342,8619,14164,8619,3792,4154,3085,7815,6076,6552,5164,4231,4901,5425,561,3842,2053,9242,12102,6157,4171,12416,6139,4164,4040,8718,2020-21
1422,Lineups,-2544-202083-1626149-1627936-1628398-,L. James - W. Matthews - M. Harrell - A. Caruso - K. Kuzma,1610612747,LAL,8,4,4,0.5,3.2,3.2,5.1,0.625,0.9,1.8,0.5,1.5,2.7,0.571,0.6,1.9,2.5,1.5,0.5,0.5,0.4,0.1,0.8,2.4,8.7,2.0,427,534,14164,6052,3829,2813,4418,2680,5398,6274,2381,3505,1984,6091,4896,6004,4891,4406,6842,4115,3634,9964,6139,1539,3108,2742,2020-21
1423,Lineups,-202696-203082-203920-1628407-1630175-,N. Vucevic - T. Ross - K. Birch - D. Bacon - C. Anthony,1610612753,ORL,16,4,12,0.25,3.2,1.7,5.7,0.3,0.4,2.0,0.194,0.5,0.8,0.667,1.1,1.9,3.0,0.8,1.1,0.3,0.1,0.4,1.3,0.6,4.3,-4.4,81,534,14796,8342,3828,7191,4125,10361,7120,6187,7391,6739,7108,5425,1840,6004,3351,8853,12025,5672,4781,11144,10664,8490,7349,13592,2020-21
1424,Lineups,-201988-1627749-1627751-1629022-1629640-,P. Mills - D. Murray - J. Poeltl - L. Walker IV - K. Johnson,1610612759,SAS,5,5,0,1.0,3.2,3.6,6.9,0.529,0.2,2.2,0.091,1.2,1.2,1.0,1.2,2.6,3.9,2.0,0.6,0.4,0.8,0.2,1.0,0.6,8.7,2.0,957,368,1,1,3791,2489,3013,4147,7655,4082,7750,4111,5509,1,1783,3379,2877,2406,7866,5108,2319,10125,6427,8497,3110,2742,2020-21
1425,Lineups,-200752-201942-201988-1627751-1630170-,R. Gay - D. DeRozan - P. Mills - J. Poeltl - D. Vassell,1610612759,SAS,24,12,12,0.5,3.2,2.7,6.5,0.412,0.5,2.0,0.277,1.1,1.4,0.788,1.1,2.8,3.9,1.6,0.9,0.3,0.3,0.3,1.6,1.0,7.0,-0.1,28,46,14796,6052,3699,4292,3207,7996,6067,6185,6479,4223,5224,4469,1850,3282,2868,4390,8616,5691,3666,10551,11333,4371,4596,8036,2020-21
1426,Lineups,-200752-201988-1627749-1628401-1629234-,R. Gay - P. Mills - D. Murray - D. White - D. Eubanks,1610612759,SAS,12,8,4,0.667,3.2,2.4,5.9,0.414,1.2,2.8,0.424,1.0,1.4,0.75,0.6,3.0,3.6,1.9,0.8,0.5,0.6,0.2,1.0,1.4,7.1,1.9,172,139,14164,5252,3889,4659,4045,7979,2399,3416,4318,4231,5247,4604,4974,2160,2985,4097,8336,4115,2683,10049,6427,3900,4040,3781,2020-21
1427,Lineups,-200752-201988-1627749-1629022-1629234-,R. Gay - P. Mills - D. Murray - L. Walker IV - D. Eubanks,1610612759,SAS,9,4,5,0.444,3.2,2.5,6.2,0.4,0.6,2.4,0.238,0.7,0.8,0.857,0.7,2.5,3.2,1.0,0.8,0.9,0.3,0.2,0.8,0.9,6.2,0.7,350,534,14448,7605,3768,4651,3283,8089,6055,3909,7027,6407,7100,3770,4629,3690,3343,5332,8464,3509,3666,10243,6267,7993,4903,5406,2020-21
1428,Lineups,-200752-201988-1628401-1629022-1629234-,R. Gay - P. Mills - D. White - L. Walker IV - D. Eubanks,1610612759,SAS,4,3,1,0.75,3.2,2.3,5.1,0.45,0.8,2.0,0.375,1.8,2.0,0.875,1.0,1.8,2.8,1.3,0.3,0.0,0.5,0.0,1.5,1.8,7.1,0.5,1342,833,4785,4973,3854,4809,4418,7097,5520,4139,4869,3313,2365,3672,1859,6074,4709,5141,6276,6157,2719,1,10917,3187,4040,5514,2020-21
1429,Lineups,-200752-201988-1627751-1629640-1630170-,R. Gay - P. Mills - J. Poeltl - K. Johnson - D. Vassell,1610612759,SAS,12,6,6,0.5,3.2,2.9,6.3,0.453,0.7,2.1,0.32,0.5,0.7,0.75,0.6,2.1,2.7,1.4,0.6,0.5,0.3,0.5,1.2,1.0,6.9,-0.1,172,254,14594,6052,3861,4119,3241,7074,5671,4134,6161,6739,7184,4604,4974,3951,4748,4952,7862,4115,4171,11158,10502,4371,4601,8028,2020-21
1430,Lineups,-200765-202331-202694-1627826-1629611-,R. Rondo - P. George - M. Morris Sr. - I. Zubac - T. Mann,1610612746,LAC,4,2,2,0.5,3.2,3.0,5.1,0.6,1.0,2.3,0.444,2.0,2.3,0.889,0.5,2.8,3.3,2.5,1.3,0.8,0.0,0.0,1.5,2.0,9.1,4.3,1342,1417,11786,6052,3893,2829,4418,2864,2463,4042,4028,1650,2280,3598,5027,3286,3283,2037,12102,3600,4784,1,10917,1669,2638,1070,2020-21
1431,Lineups,-201939-203110-203145-203952-1626162-,S. Curry - D. Green - K. Bazemore - A. Wiggins - K. Oubre Jr.,1610612744,GSW,8,3,5,0.375,3.2,3.0,6.3,0.48,1.0,2.8,0.364,3.7,4.2,0.879,0.6,2.2,2.8,2.3,0.9,0.8,0.5,0.1,1.6,2.9,10.8,1.3,427,833,14448,7808,3726,2829,3241,6540,2463,3416,5011,687,661,3668,4896,3940,4709,2326,8594,3600,2719,9964,11371,1294,2098,4209,2020-21
1432,Lineups,-203501-203939-1628467-1628973-1629029-,T. Hardaway Jr. - D. Powell - M. Kleber - J. Brunson - L. Doncic,1610612742,DAL,14,11,3,0.786,3.2,3.0,6.0,0.506,1.2,2.6,0.444,1.5,2.2,0.7,0.7,2.5,3.1,1.4,0.9,0.4,0.3,0.1,1.4,1.7,8.8,1.2,118,60,13480,4949,3724,2829,4038,4369,2420,3562,4028,3505,2346,5334,4891,3694,3348,4951,8577,5233,4125,9905,10849,3226,3107,4235,2020-21
1433,Lineups,-203501-204001-1627827-1628467-1628973-,T. Hardaway Jr. - K. Porzingis - D. Finney-Smith - M. Kleber - J. Brunson,1610612742,DAL,7,6,1,0.857,3.2,2.6,5.5,0.474,0.6,2.3,0.25,0.9,1.2,0.75,0.3,2.8,3.0,1.3,1.0,0.0,0.0,0.1,1.0,1.4,6.7,0.0,542,254,4785,4809,3769,4311,4298,6620,6036,4029,6546,6210,5579,4604,6484,3308,3351,5120,8625,6157,4784,9993,6427,3888,4686,5967,2020-21
1434,Lineups,-204456-1626167-1627734-1627747-1627763-,T. McConnell - M. Turner - D. Sabonis - C. LeVert - M. Brogdon,1610612754,IND,5,2,3,0.4,3.2,1.6,5.1,0.32,1.0,2.8,0.357,2.2,3.2,0.688,0.6,2.6,3.2,1.0,0.4,0.4,0.8,0.2,1.2,1.8,6.5,-0.4,957,1417,13480,7676,3822,7348,4418,10266,2463,3403,5070,1606,1357,5397,4909,3379,3309,5332,6754,5108,2319,10125,10521,3161,4818,8212,2020-21
1435,Lineups,-1626179-1628970-1628984-1629023-1630163-,T. Rozier - M. Bridges - D. Graham - P. Washington - L. Ball,1610612766,CHA,10,5,5,0.5,3.2,2.7,6.7,0.409,0.8,2.5,0.32,0.9,1.1,0.818,1.4,2.3,3.7,1.9,0.6,0.2,0.4,0.6,1.2,1.7,7.2,0.0,268,368,14448,6052,3771,4196,3076,8038,5456,3569,6161,6182,5608,4168,1621,3830,2910,4076,7866,5939,3553,12016,10521,3235,4039,5967,2020-21
1436,Lineups,-201152-202066-203490-203897-1629632-,T. Young - G. Temple - O. Porter Jr. - Z. LaVine - C. White,1610612741,CHI,7,4,3,0.571,3.2,2.6,5.1,0.514,1.0,1.9,0.538,2.3,2.6,0.889,0.6,1.9,2.5,1.4,1.7,0.9,0.4,0.3,1.6,1.7,8.5,0.7,542,534,13480,5959,3851,4311,4418,4311,2463,6211,2330,1580,2003,3598,4981,6010,5212,4899,12784,3527,3525,10487,11339,3226,3192,5403,2020-21
1437,Lineups,-201152-203107-1627756-1629632-1630172-,T. Young - T. Satoransky - D. Valentine - C. White - P. Williams,1610612741,CHI,6,4,2,0.667,3.2,2.4,6.2,0.378,0.5,1.9,0.273,0.2,0.3,0.5,1.4,1.7,3.0,1.5,0.3,0.7,0.2,0.3,1.5,0.7,5.4,-1.5,714,534,11786,5252,3697,4682,3270,8800,6076,6224,6482,7602,7841,6168,1644,6172,3351,4406,6430,3729,4574,10551,10917,8252,5894,9970,2020-21
1438,Lineups,-1628427-1629626-1630181-1630192-1630210-,V. Cancar - B. Bol - R. Hampton - Z. Nnaji - M. Howard,1610612743,DEN,7,5,2,0.714,3.2,2.5,6.7,0.37,0.7,2.9,0.25,1.3,1.9,0.692,0.7,2.8,3.5,1.3,1.2,0.4,0.4,0.4,1.4,1.3,6.9,-2.0,542,368,11786,5185,3727,4653,3081,9021,5633,3389,6546,4031,4639,5383,4599,3308,3187,5120,12030,5074,3525,11122,10896,4145,4598,10339,2020-21
1439,Lineups,-203897-1627756-1628976-1629632-1630172-,Z. LaVine - D. Valentine - W. Carter Jr. - C. White - P. Williams,1610612741,CHI,6,2,4,0.333,3.2,2.2,4.9,0.448,1.0,2.0,0.5,0.5,0.7,0.75,0.2,2.2,2.4,1.4,1.9,0.0,0.3,0.0,1.5,0.8,5.9,-2.5,714,1417,14164,7833,3852,4892,5374,7131,2463,4139,2381,6739,7184,4604,6756,3915,5255,4952,12829,6157,3666,1,10917,8032,5618,11751,2020-21
1440,Lineups,-203085-1628995-1629011-1629628-1630193-,A. Rivers - K. Knox II - M. Robinson - R. Barrett - I. Quickley,1610612752,NYK,4,2,2,0.5,3.1,1.3,4.3,0.294,0.3,1.0,0.25,1.0,1.8,0.571,0.5,1.5,2.0,1.0,1.3,0.5,1.3,0.5,1.8,1.3,3.8,-5.3,1342,1417,11786,6052,4056,8094,5838,10438,7503,7407,6546,4231,4694,6091,5027,6395,5519,5332,12102,4115,531,11158,11511,4164,8454,14059,2020-21
1441,Lineups,-202687-1626179-1628970-1628984-1629667-,B. Biyombo - T. Rozier - M. Bridges - D. Graham - J. McDaniels,1610612766,CHA,8,1,7,0.125,3.1,2.8,6.2,0.449,1.1,3.2,0.36,0.3,0.5,0.5,0.8,1.5,2.3,2.2,0.5,0.5,0.4,0.1,1.1,0.8,7.0,-0.5,427,2859,14678,8614,3905,4154,3282,7125,2432,2231,5063,7486,7495,6168,4482,6395,5402,2389,6842,4115,3634,9964,10473,8118,4596,8247,2020-21
1442,Lineups,-202687-1626179-1628370-1629023-1630163-,B. Biyombo - T. Rozier - M. Monk - P. Washington - L. Ball,1610612766,CHA,4,2,2,0.5,3.1,2.8,5.8,0.478,0.5,1.8,0.286,0.0,0.0,0.0,1.0,3.3,4.3,1.3,1.5,0.5,0.8,0.3,0.5,0.5,6.1,-0.8,1342,1417,11786,6052,3990,4154,4065,6556,6076,6274,6320,7633,8014,7633,1859,2100,2053,5141,12375,4115,2351,10263,4944,8575,4906,8626,2020-21
1443,Lineups,-2546-203468-203496-203994-1626181-,C. Anthony - C. McCollum - R. Covington - J. Nurkic - N. Powell,1610612757,POR,6,4,2,0.667,3.1,2.7,6.2,0.432,1.0,2.4,0.429,1.2,1.4,0.875,1.0,2.0,3.0,2.0,0.8,1.2,0.7,0.3,1.4,1.9,7.6,0.3,714,534,11786,5252,3989,4201,3270,7479,2463,3909,4156,4156,5247,3672,1859,3956,3351,2406,8547,1164,2436,10551,10665,3151,3877,5766,2020-21
1444,Lineups,-2546-203081-203468-203994-1626181-,C. Anthony - D. Lillard - C. McCollum - J. Nurkic - N. Powell,1610612757,POR,8,5,3,0.625,3.1,3.0,6.3,0.48,1.8,3.3,0.538,1.0,1.1,0.889,0.9,2.4,3.3,1.9,0.9,0.6,0.0,0.1,1.4,1.1,8.9,2.2,427,368,13480,5774,4081,2829,3241,6540,1715,2180,2330,4231,5594,3598,4376,3730,3283,4085,8594,3981,4784,9964,10854,4336,3059,2735,2020-21
1445,Lineups,-2546-202683-203081-203918-1629018-,C. Anthony - E. Kanter - D. Lillard - R. Hood - G. Trent Jr.,1610612757,POR,13,9,4,0.692,3.1,2.6,6.2,0.418,0.9,2.5,0.375,1.6,1.6,1.0,0.5,2.5,3.0,1.2,0.5,0.5,0.3,0.2,1.2,1.2,7.7,0.0,133,100,14164,5237,3981,4329,3288,7881,5378,3865,4869,3458,4855,1,5916,3689,4669,5224,7824,5055,4103,10039,10573,4262,3857,5967,2020-21
1446,Lineups,-101108-203109-1627846-1629028-1629661-,C. Paul - J. Crowder - A. Nader - D. Ayton - C. Johnson,1610612756,PHX,5,3,2,0.6,3.1,2.2,6.1,0.367,0.0,2.2,0.0,0.8,1.0,0.8,0.6,2.8,3.4,1.0,1.0,0.4,0.6,0.2,1.0,1.4,5.3,0.8,957,833,11786,5817,4024,4860,3291,9037,7763,4082,7763,6249,5625,4235,4909,3265,3196,5332,8625,5108,2640,10125,6427,3903,5968,5348,2020-21
1447,Lineups,-101108-203109-203967-1626164-1628969-,C. Paul - J. Crowder - D. Saric - D. Booker - M. Bridges,1610612756,PHX,21,16,5,0.762,3.1,2.7,5.8,0.467,0.7,2.1,0.341,1.6,2.0,0.829,0.3,2.3,2.7,1.4,1.2,0.6,0.1,0.2,1.1,1.4,7.8,1.2,41,20,14448,4971,3932,4201,4082,6752,5633,4132,5159,3457,4618,4153,6103,3834,4842,4952,12030,4071,4759,10124,10452,3888,3828,4252,2020-21
1448,Lineups,-101108-204038-1628969-1628975-1629028-,C. Paul - L. Galloway - M. Bridges - J. Carter - D. Ayton,1610612756,PHX,4,1,3,0.25,3.1,3.3,6.1,0.542,0.8,3.0,0.25,1.3,1.5,0.833,0.3,1.5,1.8,2.3,0.5,1.5,0.8,0.0,0.8,1.0,8.6,3.3,1342,2859,13480,8342,3894,2761,3291,3976,5520,2242,6546,4045,4901,3930,6512,6395,7638,2326,6842,869,2351,1,6139,4371,3119,1664,2020-21
