,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,EFG_PCT_RANK,FTA_RATE_RANK,TM_TOV_PCT_RANK,OREB_PCT_RANK,OPP_EFG_PCT_RANK,OPP_FTA_RATE_RANK,OPP_TOV_PCT_RANK,OPP_OREB_PCT_RANK,Season
462,Lineups,-203114-203507-1626192-1628978-,K. Middleton - G. Antetokounmpo - P. Connaughton - D. DiVincenzo,1610612749,MIL,34,21,13,0.618,142.0,0.576,0.314,0.099,0.226,0.491,0.271,0.138,0.243,131,108,28758,9771,465,9542,8645,11750,14786,10771,17739,11743,18064,2020-21
463,Lineups,-2544-201188-203484-1628398-,L. James - M. Gasol - K. Caldwell-Pope - K. Kuzma,1610612747,LAL,12,6,6,0.5,142.0,0.579,0.185,0.169,0.248,0.521,0.183,0.105,0.194,1852,2068,26656,11146,462,9367,15171,20970,13909,14472,12872,16203,14266,2020-21
464,Lineups,-203501-1626161-1626196-1627827-,T. Hardaway Jr. - W. Cauley-Stein - J. Richardson - D. Finney-Smith,1610612742,DAL,21,11,10,0.524,142.0,0.597,0.193,0.128,0.272,0.496,0.261,0.115,0.204,615,773,28360,11097,464,8331,14778,15648,11519,10881,17298,14784,15609,2020-21
465,Lineups,-203991-1629027-1629629-1629631-,C. Capela - T. Young - C. Reddish - D. Hunter,1610612737,ATL,10,3,7,0.3,141.0,0.483,0.303,0.125,0.296,0.498,0.188,0.113,0.187,2503,4604,27319,17784,467,17139,9042,15545,9948,10915,13018,14927,13806,2020-21
466,Lineups,-203926-204456-1627734-1628988-,D. McDermott - T. McConnell - D. Sabonis - A. Holiday,1610612754,IND,34,15,19,0.441,141.0,0.58,0.288,0.178,0.232,0.637,0.228,0.175,0.322,131,371,29026,15157,470,9285,9578,21511,14482,21439,15510,7377,22454,2020-21
467,Lineups,-201565-201959-202692-1630167-,D. Rose - T. Gibson - A. Burks - O. Toppin,1610612752,NYK,18,11,7,0.611,141.0,0.509,0.231,0.087,0.327,0.473,0.223,0.102,0.224,867,773,27319,9817,471,13846,12530,10679,8764,10047,15284,16372,17027,2020-21
468,Lineups,-202330-203469-1629023-1630163-,G. Hayward - C. Zeller - P. Washington - L. Ball,1610612766,CHA,15,9,6,0.6,141.0,0.618,0.201,0.141,0.213,0.623,0.153,0.153,0.17,1271,1098,26656,9860,468,7211,14073,17165,15545,20610,11297,9887,12890,2020-21
469,Lineups,-201145-202681-203925-1628971-,J. Green - K. Irving - J. Harris - B. Brown,1610612751,BKN,25,16,9,0.64,141.0,0.541,0.34,0.095,0.173,0.547,0.245,0.163,0.298,368,301,28106,9519,466,12034,7463,11377,17619,16189,16271,8899,21669,2020-21
470,Lineups,-200752-201942-201988-1630170-,R. Gay - D. DeRozan - P. Mills - D. Vassell,1610612759,SAS,34,17,17,0.5,141.0,0.466,0.281,0.114,0.266,0.493,0.307,0.072,0.244,131,249,28982,11146,472,17910,10094,13801,11822,10816,19450,19239,18071,2020-21
471,Lineups,-201937-1627736-1630162-1630183-,R. Rubio - M. Beasley - A. Edwards - J. McDaniels,1610612750,MIN,22,4,18,0.182,141.0,0.57,0.151,0.15,0.31,0.607,0.316,0.137,0.242,547,3408,29009,19213,469,9994,16952,18656,9280,19988,19835,11895,18004,2020-21
472,Lineups,-101108-1628470-1628969-1629028-,C. Paul - T. Craig - M. Bridges - D. Ayton,1610612756,PHX,22,15,7,0.682,140.0,0.603,0.19,0.143,0.248,0.565,0.205,0.138,0.234,547,371,27319,8107,476,7825,14959,17207,13912,17441,14155,11770,17589,2020-21
473,Lineups,-201565-201959-203493-203944-,D. Rose - T. Gibson - R. Bullock - J. Randle,1610612752,NYK,26,19,7,0.731,140.0,0.506,0.226,0.076,0.199,0.504,0.243,0.11,0.211,328,173,27319,7656,473,13958,12786,9622,16873,13777,16190,15652,16013,2020-21
474,Lineups,-201142-201935-202681-203925-,K. Durant - J. Harden - K. Irving - J. Harris,1610612751,BKN,7,5,2,0.714,140.0,0.617,0.262,0.129,0.236,0.536,0.243,0.122,0.165,4033,2617,17094,7746,479,7214,10907,15848,14294,15482,16189,13976,12109,2020-21
475,Lineups,-202689-203935-1627759-1629057-,K. Walker - M. Smart - J. Brown - R. Williams III,1610612738,BOS,13,6,7,0.462,140.0,0.587,0.124,0.163,0.292,0.586,0.257,0.116,0.231,1632,2068,27319,14901,475,8787,18145,19842,10124,18841,17173,14652,17313,2020-21
476,Lineups,-201144-202711-204060-1626220-,M. Conley - B. Bogdanovic - J. Ingles - R. O'Neale,1610612762,UTA,12,8,4,0.667,140.0,0.579,0.296,0.159,0.313,0.467,0.178,0.122,0.16,1852,1353,24126,8123,474,9332,9325,19538,9116,9786,12497,13945,11971,2020-21
477,Lineups,-201577-203078-1629060-1630166-,R. Lopez - B. Beal - R. Hachimura - D. Avdija,1610612764,WAS,23,15,8,0.652,140.0,0.565,0.269,0.137,0.273,0.594,0.242,0.14,0.214,477,371,27800,9447,477,10241,10576,16799,11262,19253,16135,11647,16100,2020-21
478,Lineups,-203107-203897-1628374-1630172-,T. Satoransky - Z. LaVine - L. Markkanen - P. Williams,1610612741,CHI,20,5,15,0.25,140.0,0.551,0.165,0.158,0.246,0.513,0.211,0.123,0.206,687,2617,28894,18084,478,11252,16363,19516,13944,14104,14454,13911,15668,2020-21
479,Lineups,-203897-1628374-1628976-1629632-,Z. LaVine - L. Markkanen - W. Carter Jr. - C. White,1610612741,CHI,13,5,8,0.385,140.0,0.498,0.231,0.163,0.205,0.54,0.143,0.155,0.19,1632,2617,27800,16016,480,16725,12524,19867,15764,15703,11088,9549,14029,2020-21
480,Lineups,-203926-204456-1628988-1629048-,D. McDermott - T. McConnell - A. Holiday - G. Bitadze,1610612754,IND,19,6,13,0.316,139.0,0.517,0.174,0.117,0.345,0.514,0.318,0.143,0.221,783,2068,28758,17745,482,13484,15760,14078,6674,14117,19862,10631,16566,2020-21
481,Lineups,-201587-202331-202695-202704-,N. Batum - P. George - K. Leonard - R. Jackson,1610612746,LAC,24,16,8,0.667,139.0,0.652,0.219,0.11,0.252,0.496,0.252,0.14,0.19,421,301,27800,8123,483,5676,13334,12952,12308,10880,17059,11598,14029,2020-21
482,Lineups,-201988-1627749-1627751-1629640-,P. Mills - D. Murray - J. Poeltl - K. Johnson,1610612759,SAS,36,20,16,0.556,139.0,0.549,0.291,0.114,0.305,0.529,0.214,0.131,0.25,91,135,28944,10763,484,11459,9502,13806,9489,14954,14526,12617,18205,2020-21
483,Lineups,-202684-202689-203935-1628369-,T. Thompson - K. Walker - M. Smart - J. Tatum,1610612738,BOS,12,6,6,0.5,139.0,0.624,0.252,0.133,0.248,0.57,0.244,0.121,0.189,1852,2068,26656,11146,481,7003,11198,16176,13910,17713,16248,14076,13972,2020-21
484,Lineups,-203076-203083-203484-1628398-,A. Davis - A. Drummond - K. Caldwell-Pope - K. Kuzma,1610612747,LAL,11,5,6,0.455,138.0,0.521,0.231,0.157,0.23,0.555,0.236,0.144,0.163,2133,2617,26656,14942,490,13271,12529,19331,14650,16732,15903,10610,12072,2020-21
485,Lineups,-201568-203503-1628989-1629027-,D. Gallinari - T. Snell - K. Huerter - T. Young,1610612737,ATL,22,13,9,0.591,138.0,0.59,0.399,0.09,0.233,0.494,0.266,0.116,0.234,547,530,28106,10368,485,8655,6274,10790,14454,10845,17514,14661,17584,2020-21
486,Lineups,-203471-203484-1626149-1628398-,D. Schroder - K. Caldwell-Pope - M. Harrell - K. Kuzma,1610612747,LAL,27,15,12,0.556,138.0,0.521,0.305,0.132,0.35,0.546,0.236,0.164,0.168,295,371,28669,10763,488,13256,8989,16108,6593,16154,15891,8858,12849,2020-21
487,Lineups,-202683-203081-203496-1629014-,E. Kanter - D. Lillard - R. Covington - A. Simons,1610612757,POR,27,17,10,0.63,138.0,0.569,0.218,0.102,0.311,0.496,0.204,0.105,0.249,295,249,28360,9610,486,10046,13379,12262,9249,10888,14143,16043,18202,2020-21
488,Lineups,-201950-203114-1626192-1628978-,J. Holiday - K. Middleton - P. Connaughton - D. DiVincenzo,1610612749,MIL,32,20,12,0.625,138.0,0.552,0.275,0.08,0.264,0.545,0.196,0.11,0.207,169,135,28669,9617,489,11208,10307,9979,11878,16046,13464,15663,15758,2020-21
489,Lineups,-201566-203078-1629021-1629726-,R. Westbrook - B. Beal - M. Wagner - G. Mathews,1610612764,WAS,15,9,6,0.6,138.0,0.535,0.299,0.147,0.154,0.539,0.21,0.175,0.329,1271,1098,26656,9860,491,12460,9243,18297,18477,15685,14359,7377,22519,2020-21
490,Lineups,-202684-203935-1627759-1628464-,T. Thompson - M. Smart - J. Brown - D. Theis,1610612738,BOS,13,7,6,0.538,138.0,0.574,0.244,0.137,0.259,0.602,0.211,0.143,0.183,1632,1659,26656,10994,487,9668,11959,16767,12091,19807,14448,10631,13656,2020-21
491,Lineups,-201609-203482-1628389-1629130-,G. Dragic - K. Olynyk - B. Adebayo - D. Robinson,1610612748,MIA,15,5,10,0.333,137.0,0.562,0.19,0.102,0.185,0.553,0.23,0.158,0.243,1271,2617,28360,16264,498,10590,14941,12279,17194,16648,15560,9239,18035,2020-21
492,Lineups,-203200-204456-1626167-1627763-,J. Holiday - T. McConnell - M. Turner - M. Brogdon,1610612754,IND,30,14,16,0.467,137.0,0.52,0.238,0.136,0.203,0.464,0.291,0.125,0.268,218,443,28944,14872,493,13314,12247,16580,15805,9605,18929,13825,20205,2020-21
493,Lineups,-203087-203200-1626167-1627734-,J. Lamb - J. Holiday - M. Turner - D. Sabonis,1610612754,IND,11,4,7,0.364,137.0,0.553,0.129,0.122,0.243,0.598,0.196,0.14,0.247,2133,3408,27319,16165,496,11153,17861,14704,14034,19404,13452,11638,18169,2020-21
494,Lineups,-202322-203482-1626174-1629645-,J. Wall - K. Olynyk - C. Wood - K. Porter Jr.,1610612745,HOU,6,1,5,0.167,137.0,0.571,0.212,0.145,0.313,0.591,0.175,0.142,0.205,4866,10228,25673,19232,495,9980,13681,18189,9122,19123,12379,11517,15613,2020-21
495,Lineups,-200752-201988-1627749-1629234-,R. Gay - P. Mills - D. Murray - D. Eubanks,1610612759,SAS,29,15,14,0.517,137.0,0.47,0.184,0.101,0.241,0.5,0.213,0.114,0.176,236,371,28839,11129,494,17710,15213,12241,14106,10918,14522,14880,13119,2020-21
496,Lineups,-201566-202722-203526-1630166-,R. Westbrook - D. Bertans - R. Neto - D. Avdija,1610612764,WAS,20,8,12,0.4,137.0,0.474,0.251,0.116,0.271,0.519,0.244,0.138,0.207,687,1353,28669,15478,492,17494,11207,14000,11553,14407,16251,11764,15702,2020-21
497,Lineups,-203501-203939-1626196-1629029-,T. Hardaway Jr. - D. Powell - J. Richardson - L. Doncic,1610612742,DAL,24,16,8,0.667,137.0,0.519,0.243,0.134,0.236,0.526,0.298,0.169,0.278,421,301,27800,8123,497,13423,12017,16447,14296,14751,19173,7767,20698,2020-21
498,Lineups,-201572-201950-203114-1626171-,B. Lopez - J. Holiday - K. Middleton - B. Portis,1610612749,MIL,29,24,5,0.828,136.0,0.522,0.191,0.111,0.288,0.507,0.19,0.118,0.21,236,64,25673,6585,502,13251,14847,12989,10269,13858,13171,14371,15880,2020-21
499,Lineups,-202683-203468-203496-1627884-,E. Kanter - C. McCollum - R. Covington - D. Jones Jr.,1610612757,POR,21,14,7,0.667,136.0,0.54,0.163,0.093,0.272,0.598,0.169,0.101,0.212,615,443,27319,8123,500,12087,16420,11241,11518,19396,12170,16429,16030,2020-21
500,Lineups,-202683-203081-203468-1627884-,E. Kanter - D. Lillard - C. McCollum - D. Jones Jr.,1610612757,POR,23,14,9,0.609,136.0,0.538,0.195,0.095,0.287,0.609,0.237,0.095,0.181,477,443,28106,9841,508,12271,14686,11372,10280,20090,15938,17142,13376,2020-21
501,Lineups,-201142-201145-201935-203925-,K. Durant - J. Green - J. Harden - J. Harris,1610612751,BKN,9,7,2,0.778,136.0,0.643,0.241,0.153,0.228,0.541,0.226,0.105,0.174,2932,1659,17094,6939,504,5911,12094,18855,14701,15771,15363,16212,13022,2020-21
502,Lineups,-1628970-1628984-1628998-1629023-,M. Bridges - D. Graham - C. Martin - P. Washington,1610612766,CHA,18,8,10,0.444,136.0,0.621,0.128,0.136,0.241,0.498,0.202,0.132,0.286,867,1353,28360,15020,503,7084,17868,16624,14114,10913,14085,12537,20811,2020-21
503,Lineups,-201566-203078-203458-203526-,R. Westbrook - B. Beal - A. Len - R. Neto,1610612764,WAS,16,10,6,0.625,136.0,0.621,0.22,0.133,0.26,0.532,0.219,0.142,0.213,1126,923,26656,9617,499,7071,13306,16179,12076,15220,14838,11516,16082,2020-21
504,Lineups,-201566-1629021-1629060-1629726-,R. Westbrook - M. Wagner - R. Hachimura - G. Mathews,1610612764,WAS,16,9,7,0.563,136.0,0.537,0.286,0.141,0.149,0.54,0.191,0.186,0.335,1126,1098,27319,10729,505,12321,9601,17163,18658,15706,13259,6550,24082,2020-21
505,Lineups,-203500-1627742-1628404-1629638-,S. Adams - B. Ingram - J. Hart - N. Alexander-Walker,1610612740,NOP,25,11,14,0.44,136.0,0.5,0.21,0.165,0.309,0.591,0.243,0.085,0.202,368,773,28839,15159,506,14016,13810,19960,9301,19122,16185,18198,15546,2020-21
506,Lineups,-203524-203992-1628989-1629027-,S. Hill - B. Bogdanovic - K. Huerter - T. Young,1610612737,ATL,19,11,8,0.579,136.0,0.606,0.193,0.084,0.241,0.544,0.174,0.126,0.211,783,773,27800,10466,507,7724,14791,10487,14114,16012,12320,13066,15885,2020-21
507,Lineups,-203501-204001-1628973-1629029-,T. Hardaway Jr. - K. Porzingis - J. Brunson - L. Doncic,1610612742,DAL,31,19,12,0.613,136.0,0.516,0.277,0.093,0.234,0.579,0.234,0.083,0.221,188,173,28669,9813,501,13583,10253,11250,14412,18347,15785,18588,16571,2020-21
508,Lineups,-201572-203507-1626192-1628978-,B. Lopez - G. Antetokounmpo - P. Connaughton - D. DiVincenzo,1610612749,MIL,35,24,11,0.686,135.0,0.574,0.217,0.125,0.243,0.517,0.193,0.08,0.223,109,64,28545,8096,514,9668,13431,14853,14036,14261,13311,18751,16988,2020-21
509,Lineups,-202339-203500-1629627-1629638-,E. Bledsoe - S. Adams - Z. Williamson - N. Alexander-Walker,1610612740,NOP,12,8,4,0.667,135.0,0.595,0.28,0.13,0.322,0.586,0.137,0.117,0.241,1852,1353,24126,8123,512,8366,10145,15918,8854,18859,10670,14575,17945,2020-21
510,Lineups,-202066-202696-1628464-1630172-,G. Temple - N. Vucevic - D. Theis - P. Williams,1610612741,CHI,10,5,5,0.5,135.0,0.498,0.103,0.145,0.205,0.57,0.164,0.106,0.127,2503,2617,25673,11146,515,16726,18767,18156,15761,17713,11759,16037,10554,2020-21
511,Lineups,-1626157-1627736-1630162-1630183-,K. Towns - M. Beasley - A. Edwards - J. McDaniels,1610612750,MIN,12,2,10,0.167,135.0,0.588,0.147,0.132,0.288,0.571,0.317,0.122,0.226,1852,6537,28360,19232,513,8715,17082,16139,10265,17737,19848,13976,17078,2020-21
512,Lineups,-203090-1626153-1626158-1627741-,M. Harkless - D. Wright - R. Holmes - B. Hield,1610612758,SAC,12,6,6,0.5,135.0,0.562,0.174,0.136,0.241,0.46,0.278,0.177,0.283,1852,2068,26656,11146,511,10589,15756,16607,14103,9470,18078,7198,20786,2020-21
513,Lineups,-201939-203110-203145-1626162-,S. Curry - D. Green - K. Bazemore - K. Oubre Jr.,1610612744,GSW,30,16,14,0.533,135.0,0.598,0.268,0.134,0.237,0.482,0.376,0.165,0.26,218,301,28839,11034,510,8299,10641,16445,14261,10438,21968,8809,19857,2020-21
514,Lineups,-204456-1626167-1627734-1627763-,T. McConnell - M. Turner - D. Sabonis - M. Brogdon,1610612754,IND,28,12,16,0.429,135.0,0.494,0.242,0.128,0.205,0.54,0.278,0.134,0.226,266,630,28944,15186,509,16800,12063,15699,15761,15744,18081,12182,17079,2020-21
515,Lineups,-2546-203081-1627884-1629018-,C. Anthony - D. Lillard - D. Jones Jr. - G. Trent Jr.,1610612757,POR,27,14,13,0.519,134.0,0.488,0.271,0.088,0.292,0.551,0.281,0.145,0.28,295,443,28758,11123,521,16968,10537,10702,10119,16538,18146,10527,20746,2020-21
516,Lineups,-1626224-1628386-1629731-1630171-,C. Osman - J. Allen - D. Wade - I. Okoro,1610612739,CLE,17,5,12,0.294,134.0,0.6,0.343,0.174,0.259,0.572,0.248,0.075,0.22,980,2617,28669,17855,519,7883,7410,21169,12135,17990,16338,19106,16520,2020-21
517,Lineups,-2544-201188-203471-1628398-,L. James - M. Gasol - D. Schroder - K. Kuzma,1610612747,LAL,17,14,3,0.824,134.0,0.604,0.148,0.181,0.2,0.5,0.132,0.094,0.189,980,443,21655,6587,517,7768,17072,21613,15824,10918,10463,17361,14008,2020-21
518,Lineups,-203488-1628977-1630177-1630197-,M. Muscala - H. Diallo - T. Maledon - A. Pokusevski,1610612760,OKC,14,4,10,0.286,134.0,0.45,0.197,0.153,0.262,0.436,0.2,0.101,0.223,1440,3408,28360,17860,516,18712,14647,18845,11988,8368,13524,16418,16985,2020-21
519,Lineups,-203490-203897-1628976-1629632-,O. Porter Jr. - Z. LaVine - W. Carter Jr. - C. White,1610612741,CHI,18,7,11,0.389,134.0,0.527,0.269,0.114,0.308,0.583,0.31,0.074,0.164,867,1659,28545,16010,518,12927,10576,13809,9303,18480,19615,19142,12086,2020-21
520,Lineups,-203501-1626196-1628467-1629029-,T. Hardaway Jr. - J. Richardson - M. Kleber - L. Doncic,1610612742,DAL,23,16,7,0.696,134.0,0.592,0.231,0.137,0.192,0.579,0.272,0.129,0.234,477,301,27319,8025,522,8544,12523,16775,16992,18354,17756,12788,17595,2020-21
521,Lineups,-201152-203107-203897-1628374-,T. Young - T. Satoransky - Z. LaVine - L. Markkanen,1610612741,CHI,19,8,11,0.421,134.0,0.607,0.174,0.16,0.294,0.533,0.215,0.144,0.234,783,1353,28545,15398,520,7629,15806,19586,10022,15225,14666,10583,17584,2020-21
522,Lineups,-1629647-1629650-1630177-1630197-,D. Bazley - M. Brown - T. Maledon - A. Pokusevski,1610612760,OKC,11,1,10,0.091,133.0,0.48,0.166,0.193,0.242,0.566,0.236,0.102,0.214,2133,10228,28360,19561,525,17230,16356,22424,14066,17482,15892,16392,16104,2020-21
523,Lineups,-202683-203468-203496-1626181-,E. Kanter - C. McCollum - R. Covington - N. Powell,1610612757,POR,21,10,11,0.476,133.0,0.566,0.285,0.107,0.295,0.535,0.185,0.069,0.207,615,923,28545,14832,524,10205,10030,12715,10018,15390,12930,19509,15705,2020-21
524,Lineups,-200768-1626181-1627832-1628449-,K. Lowry - N. Powell - F. VanVleet - C. Boucher,1610612761,TOR,20,7,13,0.35,133.0,0.605,0.304,0.125,0.252,0.498,0.38,0.145,0.286,687,1659,28758,16256,523,7725,9030,14851,12311,10912,22009,10569,20811,2020-21
525,Lineups,-200782-202322-203506-1630256-,P. Tucker - J. Wall - V. Oladipo - J. Tate,1610612745,HOU,10,4,6,0.4,133.0,0.494,0.141,0.12,0.196,0.545,0.205,0.155,0.212,2503,3408,26656,15478,527,16787,17471,14403,16890,16037,14162,9538,16028,2020-21
526,Lineups,-201577-202722-203526-1630166-,R. Lopez - D. Bertans - R. Neto - D. Avdija,1610612764,WAS,22,10,12,0.455,133.0,0.518,0.28,0.107,0.24,0.537,0.22,0.123,0.229,547,923,28669,14942,526,13475,10148,12780,14158,15545,14852,13883,17274,2020-21
527,Lineups,-203503-203992-1628381-1629027-,T. Snell - B. Bogdanovic - J. Collins - T. Young,1610612737,ATL,15,10,5,0.667,133.0,0.62,0.226,0.137,0.243,0.591,0.194,0.11,0.228,1271,923,25673,8123,528,7107,12779,16800,14007,19125,13384,15667,17243,2020-21
528,Lineups,-202339-1626195-1627742-1629627-,E. Bledsoe - W. Hernangomez - B. Ingram - Z. Williamson,1610612740,NOP,15,7,8,0.467,132.0,0.577,0.374,0.139,0.273,0.542,0.203,0.152,0.196,1271,1659,27800,14872,530,9423,6731,16988,11262,15883,14112,9965,14331,2020-21
529,Lineups,-203210-1628408-1628420-1630267-,J. Green - P. Dozier - M. Morris - F. Campazzo,1610612743,DEN,17,12,5,0.706,132.0,0.582,0.176,0.169,0.346,0.521,0.264,0.164,0.193,980,630,25673,7927,532,9246,15721,20934,6672,14480,17451,8834,14190,2020-21
530,Lineups,-202322-1626174-1629645-1630256-,J. Wall - C. Wood - K. Porter Jr. - J. Tate,1610612745,HOU,7,1,6,0.143,132.0,0.566,0.22,0.141,0.319,0.573,0.192,0.141,0.214,4033,10228,26656,19402,533,10227,13294,17160,8941,17998,13277,11551,16100,2020-21
531,Lineups,-101150-202694-202695-1627826-,L. Williams - M. Morris Sr. - K. Leonard - I. Zubac,1610612746,LAC,26,17,9,0.654,132.0,0.574,0.287,0.138,0.267,0.547,0.208,0.125,0.163,328,249,28106,9444,529,9655,9595,16838,11671,16213,14281,13082,12060,2020-21
532,Lineups,-201577-203078-203526-1629060-,R. Lopez - B. Beal - R. Neto - R. Hachimura,1610612764,WAS,29,18,11,0.621,132.0,0.558,0.31,0.12,0.321,0.623,0.34,0.147,0.165,236,210,28545,9759,531,10788,8758,14533,8896,20626,21048,10364,12115,2020-21
533,Lineups,-2738-1628389-1629216-1629639-,A. Iguodala - B. Adebayo - G. Vincent - T. Herro,1610612748,MIA,16,9,7,0.563,131.0,0.542,0.248,0.139,0.291,0.513,0.197,0.167,0.268,1126,1098,27319,10729,534,11911,11857,16967,10183,14088,13488,7791,20193,2020-21
534,Lineups,-201568-203503-1628381-1629027-,D. Gallinari - T. Snell - J. Collins - T. Young,1610612737,ATL,25,14,11,0.56,131.0,0.592,0.392,0.108,0.214,0.502,0.27,0.105,0.218,368,443,28545,10750,537,8526,6320,12811,15527,13752,17703,16204,16445,2020-21
535,Lineups,-202339-1626195-1628366-1629627-,E. Bledsoe - W. Hernangomez - L. Ball - Z. Williamson,1610612740,NOP,13,5,8,0.385,131.0,0.584,0.367,0.141,0.287,0.536,0.199,0.146,0.192,1632,2617,27800,16016,541,8912,6830,17133,10279,15482,13519,10505,14144,2020-21
536,Lineups,-202685-1626145-1628415-1629634-,J. Valanciunas - T. Jones - D. Brooks - B. Clarke,1610612763,MEM,17,9,8,0.529,131.0,0.461,0.176,0.144,0.285,0.529,0.148,0.141,0.167,980,1098,27800,11061,540,18159,15717,18114,10884,14955,11145,11579,12117,2020-21
537,Lineups,-203457-203493-203944-1630193-,N. Noel - R. Bullock - J. Randle - I. Quickley,1610612752,NYK,20,12,8,0.6,131.0,0.578,0.263,0.16,0.305,0.558,0.215,0.154,0.192,687,630,27800,9860,536,9381,10824,19677,9491,16994,14650,9592,14139,2020-21
538,Lineups,-202331-202694-1627826-1629611-,P. George - M. Morris Sr. - I. Zubac - T. Mann,1610612746,LAC,21,13,8,0.619,131.0,0.547,0.193,0.147,0.32,0.521,0.222,0.132,0.216,615,530,27800,9762,538,11537,14772,18279,8899,14475,14915,12539,16326,2020-21
539,Lineups,-202699-203954-1627732-1629003-,T. Harris - J. Embiid - B. Simmons - S. Milton,1610612755,PHI,24,20,4,0.833,131.0,0.622,0.484,0.177,0.282,0.5,0.309,0.159,0.19,421,135,24126,6453,542,7040,4635,21469,10934,10918,19614,9183,14034,2020-21
540,Lineups,-1626179-1628970-1628984-1629667-,T. Rozier - M. Bridges - D. Graham - J. McDaniels,1610612766,CHA,12,3,9,0.25,131.0,0.54,0.13,0.107,0.2,0.564,0.191,0.147,0.262,1852,4604,28106,18084,535,12082,17835,12719,15824,17388,13247,10435,19924,2020-21
541,Lineups,-201152-202696-203107-203897-,T. Young - N. Vucevic - T. Satoransky - Z. LaVine,1610612741,CHI,10,3,7,0.3,131.0,0.56,0.073,0.112,0.29,0.524,0.168,0.109,0.234,2503,4604,27319,17784,539,10691,19499,13681,10209,14661,12163,15727,17584,2020-21
542,Lineups,-2546-203081-203496-1629014-,C. Anthony - D. Lillard - R. Covington - A. Simons,1610612757,POR,33,21,12,0.636,130.0,0.601,0.278,0.102,0.263,0.57,0.254,0.115,0.238,150,108,28669,9530,546,7879,10185,12308,11977,17712,17105,14772,17793,2020-21
543,Lineups,-202710-203482-1629130-1629639-,J. Butler - K. Olynyk - D. Robinson - T. Herro,1610612748,MIA,19,8,11,0.421,130.0,0.528,0.297,0.116,0.256,0.492,0.166,0.1,0.162,783,1353,28545,15398,548,12904,9285,13992,12227,10801,11783,16939,12048,2020-21
544,Lineups,-200768-1627832-1628384-1628449-,K. Lowry - F. VanVleet - O. Anunoby - C. Boucher,1610612761,TOR,17,6,11,0.353,130.0,0.562,0.285,0.108,0.262,0.451,0.308,0.146,0.283,980,2068,28545,16247,545,10601,10031,12806,12013,9098,19457,10471,20796,2020-21
545,Lineups,-203497-203903-204060-1629671-,R. Gobert - J. Clarkson - J. Ingles - M. Oni,1610612762,UTA,27,21,6,0.778,130.0,0.628,0.26,0.138,0.314,0.49,0.149,0.1,0.227,295,108,26656,6939,544,6473,10985,16832,9105,10748,11181,16447,17140,2020-21
546,Lineups,-201939-203110-203952-1628539-,S. Curry - D. Green - A. Wiggins - M. Mulder,1610612744,GSW,26,15,11,0.577,130.0,0.526,0.243,0.12,0.228,0.574,0.312,0.119,0.178,328,371,28545,10477,547,12949,12016,14413,14714,18032,19670,14311,13249,2020-21
547,Lineups,-201959-202692-203944-1629628-,T. Gibson - A. Burks - J. Randle - R. Barrett,1610612752,NYK,27,16,11,0.593,130.0,0.522,0.208,0.131,0.19,0.457,0.295,0.141,0.245,295,301,28545,10364,543,13217,13886,16072,17000,9331,19097,11571,18133,2020-21
548,Lineups,-2738-201609-1628389-1629134-,A. Iguodala - G. Dragic - B. Adebayo - K. Nunn,1610612748,MIA,24,15,9,0.625,129.0,0.606,0.329,0.165,0.262,0.547,0.265,0.128,0.205,421,371,28106,9617,552,7696,8326,19975,12011,16214,17467,12935,15659,2020-21
549,Lineups,-202339-1627742-1629627-1629638-,E. Bledsoe - B. Ingram - Z. Williamson - N. Alexander-Walker,1610612740,NOP,14,9,5,0.643,129.0,0.586,0.291,0.131,0.322,0.58,0.169,0.115,0.258,1440,1098,25673,9487,549,8847,9515,16054,8857,18393,12172,14808,19759,2020-21
550,Lineups,-203200-204456-1627734-1628988-,J. Holiday - T. McConnell - D. Sabonis - A. Holiday,1610612754,IND,31,17,14,0.548,129.0,0.576,0.281,0.143,0.24,0.572,0.238,0.173,0.233,188,249,28839,10915,553,9519,10110,17207,14119,17991,16010,7530,17536,2020-21
551,Lineups,-201188-202693-203471-203484-,M. Gasol - M. Morris - D. Schroder - K. Caldwell-Pope,1610612747,LAL,12,8,4,0.667,129.0,0.527,0.198,0.206,0.225,0.488,0.12,0.143,0.19,1852,1353,24126,8123,551,12913,14620,23624,14829,10677,10055,10631,14029,2020-21
552,Lineups,-1629635-1630165-1630180-1630191-,S. Doumbouya - K. Hayes - S. Bey - I. Stewart,1610612765,DET,9,1,8,0.111,129.0,0.502,0.189,0.175,0.246,0.5,0.233,0.141,0.227,2932,10228,27800,19527,550,14008,14987,21262,13939,10918,15737,11581,17140,2020-21
553,Lineups,-203501-203939-1626196-1627827-,T. Hardaway Jr. - D. Powell - J. Richardson - D. Finney-Smith,1610612742,DAL,21,9,12,0.429,129.0,0.511,0.227,0.118,0.197,0.584,0.273,0.175,0.203,615,1098,28669,15186,554,13796,12767,14291,16879,18796,17760,7408,15573,2020-21
