,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,EFG_PCT,FTA_RATE,TM_TOV_PCT,OREB_PCT,OPP_EFG_PCT,OPP_FTA_RATE,OPP_TOV_PCT,OPP_OREB_PCT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,EFG_PCT_RANK,FTA_RATE_RANK,TM_TOV_PCT_RANK,OREB_PCT_RANK,OPP_EFG_PCT_RANK,OPP_FTA_RATE_RANK,OPP_TOV_PCT_RANK,OPP_OREB_PCT_RANK,Season
0,Lineups,-101108-1626164-1628969-1629028-,C. Paul - D. Booker - M. Bridges - D. Ayton,1610612756,PHX,64,45,19,0.703,1219.0,0.585,0.204,0.123,0.254,0.544,0.227,0.136,0.227,1,1,29026,7950,1,8887,14011,14766,12269,16006,15425,12018,17139,2020-21
1,Lineups,-203493-203901-203944-1629628-,R. Bullock - E. Payton - J. Randle - R. Barrett,1610612752,NYK,56,33,23,0.589,1052.0,0.525,0.221,0.136,0.267,0.524,0.223,0.122,0.21,6,21,29062,10374,2,13025,13276,16615,11669,14662,15297,13974,15870,2020-21
2,Lineups,-203084-1626158-1627741-1628368-,H. Barnes - R. Holmes - B. Hield - D. Fox,1610612758,SAC,47,22,25,0.468,1017.0,0.575,0.267,0.115,0.244,0.553,0.242,0.124,0.225,28,93,29066,14870,3,9573,10759,13857,13999,16661,16178,13864,17071,2020-21
3,Lineups,-201980-202699-203552-1627732-,D. Green - T. Harris - S. Curry - B. Simmons,1610612755,PHI,45,32,13,0.711,930.0,0.571,0.279,0.132,0.215,0.525,0.214,0.143,0.216,36,26,28758,7914,4,9983,10149,16110,15386,14693,14530,11515,16356,2020-21
4,Lineups,-202711-203497-1626220-1628378-,B. Bogdanovic - R. Gobert - R. O'Neale - D. Mitchell,1610612762,UTA,52,38,14,0.731,882.0,0.572,0.277,0.13,0.267,0.489,0.162,0.097,0.213,9,6,28839,7656,5,9720,10260,15886,11670,10715,11703,17073,16089,2020-21
5,Lineups,-202339-203500-1627742-1629627-,E. Bledsoe - S. Adams - B. Ingram - Z. Williamson,1610612740,NOP,52,25,27,0.481,870.0,0.572,0.257,0.134,0.301,0.562,0.16,0.115,0.198,9,56,29072,14826,6,9721,11101,16467,9609,17148,11624,14778,14379,2020-21
6,Lineups,-203457-203493-203944-1629628-,N. Noel - R. Bullock - J. Randle - R. Barrett,1610612752,NYK,51,31,20,0.608,864.0,0.555,0.235,0.141,0.237,0.536,0.228,0.135,0.225,13,28,29037,9854,7,11060,12418,17151,14253,15487,15494,12077,17044,2020-21
7,Lineups,-203109-1626164-1628969-1629028-,J. Crowder - D. Booker - M. Bridges - D. Ayton,1610612756,PHX,54,38,16,0.704,846.0,0.585,0.211,0.117,0.22,0.545,0.251,0.139,0.231,8,6,28944,7945,8,8864,13714,14099,15256,16024,17047,11692,17313,2020-21
8,Lineups,-101108-203109-1628969-1629028-,C. Paul - J. Crowder - M. Bridges - D. Ayton,1610612756,PHX,57,40,17,0.702,837.0,0.577,0.208,0.117,0.221,0.537,0.23,0.144,0.22,5,4,28982,7953,9,9417,13905,14108,15226,15551,15571,10626,16548,2020-21
9,Lineups,-202685-203937-1628415-1629630-,J. Valanciunas - K. Anderson - D. Brooks - J. Morant,1610612763,MEM,50,26,24,0.52,820.0,0.555,0.229,0.123,0.294,0.523,0.228,0.133,0.191,15,54,29064,11117,10,11050,12674,14800,10021,14610,15486,12473,14098,2020-21
10,Lineups,-201572-203114-203507-1628978-,B. Lopez - K. Middleton - G. Antetokounmpo - D. DiVincenzo,1610612749,MIL,58,38,20,0.655,804.0,0.59,0.24,0.12,0.232,0.56,0.128,0.123,0.17,4,6,29037,9440,11,8660,12115,14420,14481,17062,10368,13892,12882,2020-21
11,Lineups,-101108-203109-1626164-1628969-,C. Paul - J. Crowder - D. Booker - M. Bridges,1610612756,PHX,55,40,15,0.727,799.0,0.57,0.227,0.12,0.219,0.546,0.256,0.145,0.223,7,4,28894,7663,12,10006,12773,14541,15291,16150,17153,10550,16991,2020-21
12,Lineups,-202339-1627742-1628366-1629627-,E. Bledsoe - B. Ingram - L. Ball - Z. Williamson,1610612740,NOP,48,21,27,0.438,796.0,0.569,0.277,0.135,0.292,0.558,0.17,0.132,0.201,23,108,29072,15162,13,10021,10243,16497,10118,16992,12205,12544,15528,2020-21
13,Lineups,-201980-202699-203954-1627732-,D. Green - T. Harris - J. Embiid - B. Simmons,1610612755,PHI,36,30,6,0.833,792.0,0.58,0.333,0.134,0.215,0.512,0.203,0.138,0.208,91,31,26656,6453,14,9290,7513,16482,15391,14060,14105,11769,15775,2020-21
14,Lineups,-201980-202699-203552-203954-,D. Green - T. Harris - S. Curry - J. Embiid,1610612755,PHI,37,30,7,0.811,785.0,0.579,0.317,0.13,0.226,0.51,0.193,0.137,0.205,82,31,27319,6625,15,9373,8555,15897,14809,13953,13328,11883,15658,2020-21
15,Lineups,-101108-203109-1626164-1629028-,C. Paul - J. Crowder - D. Booker - D. Ayton,1610612756,PHX,52,38,14,0.731,772.0,0.577,0.21,0.116,0.227,0.553,0.248,0.142,0.215,9,6,28839,7656,16,9515,13798,14024,14774,16638,16348,11534,16295,2020-21
16,Lineups,-202699-203552-203954-1627732-,T. Harris - S. Curry - J. Embiid - B. Simmons,1610612755,PHI,33,28,5,0.848,765.0,0.587,0.326,0.128,0.227,0.509,0.2,0.15,0.209,150,44,25673,6441,17,8784,8363,15701,14771,13910,13524,10071,15837,2020-21
17,Lineups,-202339-203500-1627742-1628366-,E. Bledsoe - S. Adams - B. Ingram - L. Ball,1610612740,NOP,42,17,25,0.405,760.0,0.573,0.239,0.136,0.32,0.555,0.159,0.121,0.185,46,249,29066,15477,18,9702,12180,16618,8898,16730,11604,14081,13766,2020-21
18,Lineups,-201980-203552-203954-1627732-,D. Green - S. Curry - J. Embiid - B. Simmons,1610612755,PHI,34,28,6,0.824,759.0,0.575,0.332,0.129,0.221,0.502,0.203,0.144,0.222,131,44,26656,6587,19,9612,8299,15782,15225,13751,14096,10614,16574,2020-21
19,Lineups,-201144-202711-203497-1626220-,M. Conley - B. Bogdanovic - R. Gobert - R. O'Neale,1610612762,UTA,50,36,14,0.72,741.0,0.567,0.261,0.137,0.284,0.48,0.151,0.109,0.209,15,11,28839,7738,20,10113,10919,16765,10895,10401,11251,15696,15838,2020-21
20,Lineups,-203200-1626167-1627734-1627763-,J. Holiday - M. Turner - D. Sabonis - M. Brogdon,1610612754,IND,41,19,22,0.463,737.0,0.529,0.187,0.141,0.235,0.528,0.268,0.136,0.216,53,173,29056,14899,21,12830,15090,17137,14303,14910,17648,12023,16328,2020-21
21,Lineups,-201939-203110-203952-1626162-,S. Curry - D. Green - A. Wiggins - K. Oubre Jr.,1610612744,GSW,43,23,20,0.535,694.0,0.553,0.266,0.156,0.207,0.533,0.266,0.142,0.238,39,75,29037,11033,22,11138,10761,19258,15709,15251,17502,11536,17792,2020-21
22,Lineups,-203500-1627742-1628366-1629627-,S. Adams - B. Ingram - L. Ball - Z. Williamson,1610612740,NOP,41,17,24,0.415,692.0,0.56,0.247,0.134,0.301,0.561,0.147,0.121,0.187,53,249,29064,15452,23,10659,11873,16483,9600,17115,11133,14084,13801,2020-21
23,Lineups,-201572-201950-203114-1628978-,B. Lopez - J. Holiday - K. Middleton - D. DiVincenzo,1610612749,MIL,52,36,16,0.692,688.0,0.577,0.216,0.125,0.238,0.566,0.135,0.127,0.173,9,11,28944,8033,24,9413,13447,15541,14250,17504,10621,13006,13002,2020-21
24,Lineups,-201572-201950-203114-203507-,B. Lopez - J. Holiday - K. Middleton - G. Antetokounmpo,1610612749,MIL,49,34,15,0.694,682.0,0.59,0.231,0.135,0.236,0.543,0.136,0.126,0.169,19,17,28894,8030,25,8668,12630,16526,14295,15920,10625,13071,12875,2020-21
25,Lineups,-201942-1627749-1627751-1629640-,D. DeRozan - D. Murray - J. Poeltl - K. Johnson,1610612759,SAS,49,23,26,0.469,658.0,0.533,0.213,0.105,0.264,0.556,0.171,0.125,0.202,19,75,29069,14864,26,12585,13631,12479,11862,16911,12251,13822,15547,2020-21
26,Lineups,-201144-203497-1626220-1628378-,M. Conley - R. Gobert - R. O'Neale - D. Mitchell,1610612762,UTA,41,29,12,0.707,658.0,0.565,0.278,0.129,0.28,0.485,0.15,0.108,0.221,53,36,28669,7923,27,10281,10179,15851,10973,10574,11243,15848,16565,2020-21
27,Lineups,-202339-203500-1628366-1629627-,E. Bledsoe - S. Adams - L. Ball - Z. Williamson,1610612740,NOP,43,17,26,0.395,650.0,0.567,0.233,0.133,0.305,0.578,0.147,0.123,0.195,39,249,29069,16005,28,10134,12489,16189,9488,18280,11143,13904,14288,2020-21
28,Lineups,-203991-1628381-1628989-1629027-,C. Capela - J. Collins - K. Huerter - T. Young,1610612737,ATL,44,23,21,0.523,638.0,0.555,0.239,0.136,0.336,0.513,0.203,0.117,0.211,38,75,29051,11109,29,11051,12165,16623,6799,14073,14122,14567,16010,2020-21
29,Lineups,-201144-202711-203497-1628378-,M. Conley - B. Bogdanovic - R. Gobert - D. Mitchell,1610612762,UTA,42,30,12,0.714,628.0,0.556,0.261,0.13,0.274,0.483,0.157,0.107,0.226,46,31,28669,7746,30,10886,10918,15914,11260,10494,11540,15870,17121,2020-21
30,Lineups,-203081-203468-203496-203994-,D. Lillard - C. McCollum - R. Covington - J. Nurkic,1610612757,POR,34,20,14,0.588,623.0,0.571,0.217,0.108,0.228,0.545,0.266,0.153,0.183,131,135,28839,10375,31,9975,13444,12805,14712,16021,17513,9884,13675,2020-21
31,Lineups,-203457-203901-203944-1629628-,N. Noel - E. Payton - J. Randle - R. Barrett,1610612752,NYK,51,29,22,0.569,618.0,0.547,0.22,0.134,0.249,0.548,0.222,0.133,0.238,13,36,29056,10714,32,11573,13304,16484,13904,16227,14915,12202,17790,2020-21
32,Lineups,-201144-202711-1626220-1628378-,M. Conley - B. Bogdanovic - R. O'Neale - D. Mitchell,1610612762,UTA,41,29,12,0.707,608.0,0.56,0.259,0.132,0.276,0.478,0.146,0.102,0.222,53,36,28669,7923,33,10690,11026,16105,11173,10272,11120,16370,16981,2020-21
33,Lineups,-201950-203114-203507-1628978-,J. Holiday - K. Middleton - G. Antetokounmpo - D. DiVincenzo,1610612749,MIL,48,33,15,0.688,590.0,0.597,0.253,0.128,0.233,0.553,0.144,0.133,0.178,23,21,28894,8075,34,8329,11187,15749,14450,16595,11092,12460,13248,2020-21
34,Lineups,-201572-201950-203507-1628978-,B. Lopez - J. Holiday - G. Antetokounmpo - D. DiVincenzo,1610612749,MIL,49,34,15,0.694,572.0,0.599,0.22,0.136,0.242,0.558,0.141,0.129,0.173,19,17,28894,8030,35,8271,13293,16764,14073,16993,10753,12796,13020,2020-21
35,Lineups,-203115-203999-1627750-1629008-,W. Barton - N. Jokic - J. Murray - M. Porter Jr.,1610612743,DEN,31,20,11,0.645,571.0,0.61,0.185,0.124,0.291,0.552,0.17,0.142,0.211,188,135,28545,9483,36,7541,15173,14810,10178,16568,12203,11523,16011,2020-21
36,Lineups,-203457-203493-203901-203944-,N. Noel - R. Bullock - E. Payton - J. Randle,1610612752,NYK,42,25,17,0.595,567.0,0.541,0.215,0.137,0.248,0.544,0.225,0.134,0.229,46,56,28982,10361,37,12028,13501,16818,13913,16011,15356,12160,17271,2020-21
37,Lineups,-203084-1627741-1628368-1630169-,H. Barnes - B. Hield - D. Fox - T. Haliburton,1610612758,SAC,47,22,25,0.468,564.0,0.571,0.288,0.12,0.25,0.556,0.284,0.127,0.254,28,93,29066,14870,38,9982,9576,14407,13903,16907,18277,13019,19653,2020-21
38,Lineups,-200794-203115-203999-1627750-,P. Millsap - W. Barton - N. Jokic - J. Murray,1610612743,DEN,32,20,12,0.625,564.0,0.59,0.196,0.128,0.317,0.582,0.217,0.151,0.205,169,135,28669,9617,39,8654,14663,15697,9010,18445,14701,10017,15630,2020-21
39,Lineups,-203457-203493-203901-1629628-,N. Noel - R. Bullock - E. Payton - R. Barrett,1610612752,NYK,41,25,16,0.61,558.0,0.543,0.216,0.138,0.246,0.55,0.219,0.135,0.229,53,56,28944,9839,40,11853,13467,16836,13939,16495,14827,12070,17279,2020-21
40,Lineups,-203901-203944-1629011-1629628-,E. Payton - J. Randle - M. Robinson - R. Barrett,1610612752,NYK,28,13,15,0.464,554.0,0.499,0.207,0.15,0.298,0.504,0.196,0.103,0.179,266,530,28894,14894,41,16723,13909,18520,9909,13779,13461,16332,13319,2020-21
41,Lineups,-202685-203937-1628960-1629630-,J. Valanciunas - K. Anderson - G. Allen - J. Morant,1610612763,MEM,38,21,17,0.553,554.0,0.54,0.252,0.116,0.268,0.529,0.223,0.121,0.168,75,108,28982,10896,42,12051,11200,14047,11655,14944,15287,14079,12855,2020-21
42,Lineups,-202711-203497-204060-1626220-,B. Bogdanovic - R. Gobert - J. Ingles - R. O'Neale,1610612762,UTA,41,29,12,0.707,548.0,0.605,0.295,0.148,0.288,0.482,0.167,0.108,0.18,53,36,28669,7923,43,7726,9342,18380,10243,10444,11784,15773,13363,2020-21
43,Lineups,-203937-1628415-1628960-1629630-,K. Anderson - D. Brooks - G. Allen - J. Morant,1610612763,MEM,37,20,17,0.541,542.0,0.545,0.242,0.114,0.251,0.524,0.244,0.118,0.19,82,135,28982,10993,44,11781,12051,13850,12317,14686,16247,14369,14033,2020-21
44,Lineups,-203084-1627741-1628368-1628963-,H. Barnes - B. Hield - D. Fox - M. Bagley III,1610612758,SAC,34,15,19,0.441,540.0,0.588,0.231,0.128,0.259,0.58,0.194,0.127,0.2,131,371,29026,15157,45,8767,12527,15696,12138,18361,13335,13009,14392,2020-21
45,Lineups,-1628386-1629012-1629636-1630171-,J. Allen - C. Sexton - D. Garland - I. Okoro,1610612739,CLE,30,9,21,0.3,537.0,0.519,0.272,0.166,0.305,0.543,0.182,0.121,0.215,218,1098,29051,17784,46,13375,10524,19981,9491,15919,12866,14083,16306,2020-21
46,Lineups,-201939-203110-203952-1626172-,S. Curry - D. Green - A. Wiggins - K. Looney,1610612744,GSW,48,30,18,0.625,530.0,0.599,0.192,0.15,0.276,0.519,0.258,0.144,0.2,23,31,29009,9617,47,8263,14835,18660,11182,14375,17200,10579,15516,2020-21
47,Lineups,-203084-1626158-1627741-1630169-,H. Barnes - R. Holmes - B. Hield - T. Haliburton,1610612758,SAC,43,21,22,0.488,527.0,0.575,0.264,0.127,0.246,0.554,0.257,0.123,0.244,39,108,29056,14814,48,9562,10816,15639,13957,16686,17193,13891,18068,2020-21
48,Lineups,-202685-1628415-1628960-1629630-,J. Valanciunas - D. Brooks - G. Allen - J. Morant,1610612763,MEM,36,19,17,0.528,521.0,0.559,0.247,0.115,0.274,0.533,0.227,0.124,0.181,91,173,28982,11083,49,10785,11886,13897,11257,15233,15433,13836,13378,2020-21
49,Lineups,-201937-1626157-1630162-1630183-,R. Rubio - K. Towns - A. Edwards - J. McDaniels,1610612750,MIN,41,15,26,0.366,510.0,0.546,0.233,0.132,0.276,0.597,0.218,0.149,0.211,53,371,29069,16164,50,11605,12459,16138,11178,19383,14784,10252,16003,2020-21
50,Lineups,-203497-203903-204060-1627777-,R. Gobert - J. Clarkson - J. Ingles - G. Niang,1610612762,UTA,62,45,17,0.726,502.0,0.572,0.246,0.129,0.287,0.491,0.211,0.116,0.213,2,1,28982,7720,51,9717,11892,15849,10282,10763,14456,14644,16082,2020-21
51,Lineups,-203084-1626158-1628368-1630169-,H. Barnes - R. Holmes - D. Fox - T. Haliburton,1610612758,SAC,42,20,22,0.476,491.0,0.571,0.296,0.114,0.249,0.527,0.279,0.127,0.247,46,135,29056,14832,52,9971,9320,13805,13905,14830,18083,12997,18171,2020-21
52,Lineups,-202685-203937-1628415-1628960-,J. Valanciunas - K. Anderson - D. Brooks - G. Allen,1610612763,MEM,39,20,19,0.513,486.0,0.548,0.252,0.117,0.274,0.525,0.225,0.12,0.181,70,135,29026,11143,53,11493,11193,14095,11252,14687,15358,14121,13368,2020-21
53,Lineups,-203081-203468-203496-1626181-,D. Lillard - C. McCollum - R. Covington - N. Powell,1610612757,POR,23,13,10,0.565,484.0,0.565,0.235,0.106,0.264,0.544,0.252,0.144,0.178,477,530,28360,10720,54,10264,12423,12680,11875,15985,17058,10600,13264,2020-21
54,Lineups,-202324-202711-1626220-1628378-,D. Favors - B. Bogdanovic - R. O'Neale - D. Mitchell,1610612762,UTA,50,37,13,0.74,478.0,0.564,0.227,0.145,0.307,0.548,0.223,0.112,0.185,15,10,28758,7628,55,10316,12770,18188,9460,16305,15290,14988,13764,2020-21
55,Lineups,-200768-1627783-1627832-1628384-,K. Lowry - P. Siakam - F. VanVleet - O. Anunoby,1610612761,TOR,23,7,16,0.304,472.0,0.556,0.19,0.123,0.227,0.527,0.264,0.171,0.21,477,1659,28944,17779,56,10887,14857,14745,14770,14825,17464,7690,15882,2020-21
56,Lineups,-202683-203081-203496-1627884-,E. Kanter - D. Lillard - R. Covington - D. Jones Jr.,1610612757,POR,37,23,14,0.622,468.0,0.561,0.197,0.116,0.3,0.548,0.207,0.121,0.203,82,75,28839,9758,57,10615,14654,13993,9611,16267,14256,14112,15582,2020-21
57,Lineups,-1626158-1627741-1628368-1628963-,R. Holmes - B. Hield - D. Fox - M. Bagley III,1610612758,SAC,33,15,18,0.455,460.0,0.587,0.235,0.116,0.264,0.568,0.184,0.125,0.2,150,371,29009,14942,58,8819,12312,13996,11877,17661,12890,13081,15517,2020-21
58,Lineups,-203084-1626158-1628368-1628963-,H. Barnes - R. Holmes - D. Fox - M. Bagley III,1610612758,SAC,32,15,17,0.469,459.0,0.583,0.235,0.113,0.27,0.559,0.204,0.127,0.187,169,371,28982,14865,59,9210,12312,13760,11581,17046,14133,12987,13812,2020-21
59,Lineups,-201939-203110-203145-203952-,S. Curry - D. Green - K. Bazemore - A. Wiggins,1610612744,GSW,42,25,17,0.595,456.0,0.587,0.226,0.153,0.261,0.526,0.306,0.143,0.214,46,56,28982,10361,60,8818,12821,18850,12021,14776,19440,10631,16286,2020-21
60,Lineups,-204001-1626196-1627827-1629029-,K. Porzingis - J. Richardson - D. Finney-Smith - L. Doncic,1610612742,DAL,30,19,11,0.633,454.0,0.59,0.24,0.12,0.25,0.568,0.206,0.106,0.221,218,173,28545,9596,61,8683,12154,14412,12319,17663,14213,15999,16553,2020-21
61,Lineups,-203084-1626158-1627741-1628963-,H. Barnes - R. Holmes - B. Hield - M. Bagley III,1610612758,SAC,32,15,17,0.469,446.0,0.596,0.226,0.118,0.263,0.562,0.189,0.131,0.188,169,371,28982,14865,62,8355,12793,14303,11978,17160,13138,12608,13957,2020-21
62,Lineups,-202324-202711-203903-1626220-,D. Favors - B. Bogdanovic - J. Clarkson - R. O'Neale,1610612762,UTA,62,45,17,0.726,444.0,0.568,0.242,0.145,0.302,0.543,0.232,0.096,0.175,2,1,28982,7720,63,10058,12061,18145,9591,15928,15717,17115,13080,2020-21
63,Lineups,-203468-203496-203994-1626181-,C. McCollum - R. Covington - J. Nurkic - N. Powell,1610612757,POR,24,14,10,0.583,439.0,0.555,0.205,0.111,0.244,0.548,0.229,0.159,0.189,421,443,28360,10401,65,11066,13991,12990,13992,16282,15544,9204,13983,2020-21
64,Lineups,-202683-203081-203496-1629018-,E. Kanter - D. Lillard - R. Covington - G. Trent Jr.,1610612757,POR,34,21,13,0.618,439.0,0.563,0.204,0.111,0.321,0.566,0.176,0.127,0.196,131,108,28758,9771,64,10336,14028,13643,8888,17486,12406,12992,14330,2020-21
65,Lineups,-201942-1627749-1629022-1629640-,D. DeRozan - D. Murray - L. Walker IV - K. Johnson,1610612759,SAS,36,16,20,0.444,438.0,0.521,0.212,0.094,0.227,0.605,0.187,0.125,0.207,91,301,29037,15020,67,13308,13658,11348,14716,19906,13017,13082,15703,2020-21
66,Lineups,-202710-1628389-1629130-1629134-,J. Butler - B. Adebayo - D. Robinson - K. Nunn,1610612748,MIA,33,20,13,0.606,438.0,0.553,0.226,0.119,0.214,0.562,0.18,0.157,0.177,150,135,28758,9858,66,11182,12795,14322,15393,17156,12590,9387,13239,2020-21
67,Lineups,-201144-203497-203903-1627777-,M. Conley - R. Gobert - J. Clarkson - G. Niang,1610612762,UTA,47,34,13,0.723,436.0,0.598,0.213,0.131,0.262,0.473,0.184,0.12,0.205,28,17,28758,7724,68,8284,13650,16071,11989,10076,12896,14117,15633,2020-21
68,Lineups,-1626196-1627827-1628467-1629029-,J. Richardson - D. Finney-Smith - M. Kleber - L. Doncic,1610612742,DAL,36,24,12,0.667,433.0,0.583,0.257,0.131,0.247,0.551,0.199,0.12,0.187,91,64,28669,8123,69,8913,11078,16037,13927,16505,13513,14120,13816,2020-21
69,Lineups,-1626158-1627741-1628368-1630169-,R. Holmes - B. Hield - D. Fox - T. Haliburton,1610612758,SAC,41,20,21,0.488,433.0,0.581,0.292,0.119,0.246,0.548,0.284,0.121,0.252,53,135,29051,14815,70,9271,9460,14393,13939,16226,18270,14091,19631,2020-21
70,Lineups,-203493-203944-1629011-1629628-,R. Bullock - J. Randle - M. Robinson - R. Barrett,1610612752,NYK,24,12,12,0.5,430.0,0.508,0.234,0.145,0.299,0.489,0.212,0.106,0.178,421,630,28669,11146,71,13912,12446,18153,9891,10720,14496,16021,13260,2020-21
71,Lineups,-201942-1627751-1628401-1629640-,D. DeRozan - J. Poeltl - D. White - K. Johnson,1610612759,SAS,28,12,16,0.429,425.0,0.559,0.209,0.095,0.26,0.545,0.209,0.123,0.202,266,630,28944,15186,72,10716,13836,11381,12089,16030,14347,13940,15544,2020-21
72,Lineups,-203493-203901-203944-1629011-,R. Bullock - E. Payton - J. Randle - M. Robinson,1610612752,NYK,23,12,11,0.522,420.0,0.516,0.201,0.141,0.298,0.495,0.189,0.102,0.184,477,630,28545,11110,73,13548,14079,17166,9906,10863,13132,16408,13697,2020-21
73,Lineups,-1627749-1627751-1628401-1629640-,D. Murray - J. Poeltl - D. White - K. Johnson,1610612759,SAS,31,15,16,0.484,419.0,0.537,0.213,0.113,0.263,0.559,0.189,0.132,0.206,188,371,28944,14821,74,12285,13630,13706,11975,17041,13139,12507,15695,2020-21
74,Lineups,-203200-203926-1627734-1627763-,J. Holiday - D. McDermott - D. Sabonis - M. Brogdon,1610612754,IND,41,20,21,0.488,405.0,0.558,0.181,0.131,0.225,0.528,0.259,0.13,0.192,53,135,29051,14815,75,10811,15510,16041,14813,14937,17234,12765,14189,2020-21
75,Lineups,-202711-204060-1626220-1628378-,B. Bogdanovic - J. Ingles - R. O'Neale - D. Mitchell,1610612762,UTA,47,33,14,0.702,404.0,0.581,0.268,0.137,0.288,0.524,0.21,0.1,0.175,28,21,28839,7951,76,9267,10643,16792,10270,14630,14363,16448,13103,2020-21
76,Lineups,-2544-203076-203471-203484-,L. James - A. Davis - D. Schroder - K. Caldwell-Pope,1610612747,LAL,23,17,6,0.739,404.0,0.574,0.244,0.13,0.266,0.536,0.25,0.16,0.211,477,249,26656,7629,77,9672,11958,15917,11817,15488,16355,9078,16005,2020-21
77,Lineups,-201586-201587-202331-202695-,S. Ibaka - N. Batum - P. George - K. Leonard,1610612746,LAC,24,17,7,0.708,403.0,0.608,0.159,0.135,0.263,0.542,0.161,0.159,0.165,421,249,27319,7918,78,7624,16542,16523,11880,15882,11677,9216,12112,2020-21
78,Lineups,-202683-203081-1627884-1629018-,E. Kanter - D. Lillard - D. Jones Jr. - G. Trent Jr.,1610612757,POR,30,17,13,0.567,401.0,0.53,0.225,0.112,0.308,0.552,0.205,0.126,0.228,218,249,28758,10717,79,12725,12824,13652,9306,16565,14156,13076,17235,2020-21
79,Lineups,-202330-1626179-1628984-1629023-,G. Hayward - T. Rozier - D. Graham - P. Washington,1610612766,CHA,31,16,15,0.516,400.0,0.518,0.276,0.134,0.246,0.524,0.215,0.143,0.219,188,301,28894,11132,80,13449,10300,16444,13946,14685,14658,10630,16493,2020-21
80,Lineups,-203081-203468-203994-1626181-,D. Lillard - C. McCollum - J. Nurkic - N. Powell,1610612757,POR,21,12,9,0.571,399.0,0.575,0.201,0.11,0.251,0.537,0.253,0.157,0.163,615,630,28106,10490,81,9625,14080,12927,12316,15544,17082,9427,12081,2020-21
81,Lineups,-203493-203901-1629011-1629628-,R. Bullock - E. Payton - M. Robinson - R. Barrett,1610612752,NYK,23,12,11,0.522,398.0,0.506,0.202,0.141,0.294,0.497,0.187,0.104,0.184,477,630,28545,11110,82,13951,14057,17113,10020,10894,13004,16225,13676,2020-21
82,Lineups,-203081-203496-203994-1626181-,D. Lillard - R. Covington - J. Nurkic - N. Powell,1610612757,POR,21,12,9,0.571,396.0,0.565,0.2,0.111,0.239,0.54,0.26,0.153,0.166,615,630,28106,10490,83,10274,14082,12988,14177,15708,17292,9878,12116,2020-21
83,Lineups,-2544-201188-203471-203484-,L. James - M. Gasol - D. Schroder - K. Caldwell-Pope,1610612747,LAL,28,21,7,0.75,393.0,0.578,0.233,0.144,0.235,0.527,0.189,0.147,0.217,266,108,27319,7043,84,9397,12488,18108,14302,14824,13124,10414,16366,2020-21
84,Lineups,-201937-1626157-1629020-1630162-,R. Rubio - K. Towns - J. Vanderbilt - A. Edwards,1610612750,MIN,31,11,20,0.355,391.0,0.538,0.248,0.155,0.276,0.533,0.207,0.163,0.225,188,773,29037,16246,85,12234,11853,19181,11183,15235,14260,8903,17042,2020-21
85,Lineups,-201143-1628983-1629647-1629652-,A. Horford - S. Gilgeous-Alexander - D. Bazley - L. Dort,1610612760,OKC,18,8,10,0.444,389.0,0.509,0.193,0.115,0.163,0.527,0.174,0.109,0.196,867,1353,28360,15020,86,13859,14775,13864,18336,14833,12371,15726,14327,2020-21
86,Lineups,-201942-1627749-1627751-1628401-,D. DeRozan - D. Murray - J. Poeltl - D. White,1610612759,SAS,25,13,12,0.52,379.0,0.554,0.21,0.099,0.26,0.548,0.198,0.113,0.202,368,530,28669,11117,87,11135,13803,11755,12077,16286,13497,14928,15541,2020-21
87,Lineups,-202331-202694-202704-1627826-,P. George - M. Morris Sr. - R. Jackson - I. Zubac,1610612746,LAC,31,22,9,0.71,371.0,0.583,0.166,0.142,0.23,0.55,0.167,0.127,0.151,188,93,28106,7916,88,9213,16358,17205,14651,16498,11784,13010,11615,2020-21
88,Lineups,-201942-1627749-1628401-1629640-,D. DeRozan - D. Murray - D. White - K. Johnson,1610612759,SAS,25,12,13,0.48,369.0,0.567,0.212,0.103,0.261,0.545,0.172,0.117,0.213,368,630,28758,14827,89,10136,13686,12369,12018,16045,12267,14595,16065,2020-21
89,Lineups,-202324-203903-1626220-1628378-,D. Favors - J. Clarkson - R. O'Neale - D. Mitchell,1610612762,UTA,47,35,12,0.745,367.0,0.549,0.246,0.141,0.312,0.563,0.25,0.113,0.184,28,13,28669,7627,90,11458,11901,17112,9227,17365,17044,14966,13679,2020-21
90,Lineups,-2772-202710-1628389-1629130-,T. Ariza - J. Butler - B. Adebayo - D. Robinson,1610612748,MIA,24,15,9,0.625,365.0,0.596,0.244,0.133,0.173,0.553,0.203,0.196,0.219,421,371,28106,9617,91,8335,11960,16187,17618,16646,14093,6072,16487,2020-21
91,Lineups,-201586-201587-201976-202695-,S. Ibaka - N. Batum - P. Beverley - K. Leonard,1610612746,LAC,23,16,7,0.696,360.0,0.58,0.171,0.124,0.246,0.546,0.179,0.157,0.174,477,301,27319,8025,92,9283,15848,14847,13938,16169,12521,9437,13079,2020-21
92,Lineups,-200768-1626181-1627783-1627832-,K. Lowry - N. Powell - P. Siakam - F. VanVleet,1610612761,TOR,25,9,16,0.36,356.0,0.575,0.228,0.113,0.239,0.583,0.315,0.183,0.211,368,1098,28944,16228,93,9565,12705,13708,14176,18479,19766,6708,16000,2020-21
