,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,Season
0,Lineups,-101108-203109-1626164-1628969-1629028-,C. Paul - J. Crowder - D. Booker - M. Bridges - D. Ayton,1610612756,PHX,52,38,14,0.731,706.0,117.4,115.9,110.9,111.2,6.5,4.7,0.633,2.42,20.3,0.217,0.748,0.49,0.115,0.579,0.611,99.7,100.11,83.43,1475,0.537,1,1,14812,5167,1,5131,8597,6007,5719,1726,4040,6439,7102,7844,8280,5222,5497,10107,6118,2020-21
1,Lineups,-201980-202699-203552-203954-1627732-,D. Green - T. Harris - S. Curry - J. Embiid - B. Simmons,1610612755,PHI,32,27,5,0.844,656.0,117.3,117.7,103.4,103.7,13.9,14.0,0.609,2.02,19.0,0.217,0.76,0.507,0.127,0.579,0.621,100.9,100.57,83.81,1384,0.589,13,5,14448,4835,2,4871,7835,5229,5950,1974,5163,6440,6340,5580,8800,5223,5251,9890,5229,2020-21
2,Lineups,-202339-203500-1627742-1628366-1629627-,E. Bledsoe - S. Adams - B. Ingram - L. Ball - Z. Williamson,1610612740,NOP,41,17,24,0.415,610.0,116.2,115.9,114.3,113.8,1.8,2.0,0.644,2.17,20.4,0.3,0.755,0.532,0.134,0.571,0.59,100.0,100.35,83.62,1279,0.528,4,18,14819,7674,3,5135,8834,6181,5607,1910,4029,4796,6367,5177,9006,5426,5993,10002,6268,2020-21
3,Lineups,-201144-202711-203497-1626220-1628378-,M. Conley - B. Bogdanovic - R. Gobert - R. O'Neale - D. Mitchell,1610612762,UTA,41,29,12,0.707,593.0,115.2,114.2,103.3,103.4,11.9,10.8,0.557,1.7,16.6,0.276,0.736,0.524,0.133,0.558,0.592,99.5,99.89,83.24,1232,0.558,4,4,14796,5222,4,5374,7806,5488,6617,3163,6821,5185,7174,5318,8899,5656,5947,10200,5728,2020-21
4,Lineups,-203457-203493-203901-203944-1629628-,N. Noel - R. Bullock - E. Payton - J. Randle - R. Barrett,1610612752,NYK,41,25,16,0.61,554.0,108.0,109.0,111.5,113.6,-3.5,-4.6,0.55,1.65,16.8,0.246,0.734,0.489,0.137,0.543,0.57,98.7,97.35,81.13,1124,0.454,4,7,14815,5816,5,5927,8816,8045,6713,3281,6059,6138,7180,7854,9077,5932,6486,11262,7598,2020-21
5,Lineups,-201572-201950-203114-203507-1628978-,B. Lopez - J. Holiday - K. Middleton - G. Antetokounmpo - D. DiVincenzo,1610612749,MIL,45,31,14,0.689,508.0,117.0,117.7,109.8,109.0,7.2,8.7,0.605,2.07,19.9,0.23,0.806,0.526,0.132,0.598,0.619,107.8,107.9,89.92,1150,0.559,2,3,14812,5244,6,4870,8279,5666,5964,1967,4911,6273,5543,5300,8894,4906,5290,6696,5724,2020-21
6,Lineups,-202685-203937-1628415-1628960-1629630-,J. Valanciunas - K. Anderson - D. Brooks - G. Allen - J. Morant,1610612763,MEM,35,19,16,0.543,457.0,115.5,116.2,107.5,107.6,8.1,8.7,0.604,2.28,19.0,0.268,0.787,0.532,0.116,0.55,0.582,105.0,104.63,87.19,991,0.536,10,14,14815,6038,7,5118,8144,5670,5969,1831,5177,5300,6018,5176,8302,5786,6168,8087,6133,2020-21
7,Lineups,-203084-1626158-1627741-1628368-1628963-,H. Barnes - R. Holmes - B. Hield - D. Fox - M. Bagley III,1610612758,SAC,32,15,17,0.469,425.0,120.7,121.4,113.9,114.2,6.8,7.2,0.6,2.46,20.0,0.26,0.774,0.517,0.114,0.596,0.611,101.8,101.28,84.4,893,0.526,13,27,14817,7592,8,4438,8847,5798,5975,1716,4057,5372,6226,5454,8259,4921,5494,9578,6305,2020-21
8,Lineups,-203084-1626158-1627741-1628368-1630169-,H. Barnes - R. Holmes - B. Hield - D. Fox - T. Haliburton,1610612758,SAC,40,20,20,0.5,404.0,120.6,120.0,113.0,112.4,7.7,7.6,0.569,2.14,18.4,0.247,0.713,0.489,0.117,0.585,0.623,103.1,103.62,86.35,874,0.544,7,13,14818,6052,9,4487,8660,5771,6570,1939,5401,6136,7555,7852,8316,5057,5220,8551,6005,2020-21
9,Lineups,-203493-203901-203944-1629011-1629628-,R. Bullock - E. Payton - J. Randle - M. Robinson - R. Barrett,1610612752,NYK,23,12,11,0.522,395.0,104.1,104.9,103.1,103.0,1.0,1.9,0.535,1.58,16.3,0.296,0.778,0.545,0.142,0.508,0.532,96.3,95.91,79.93,791,0.509,33,46,14790,6050,10,6261,7787,6185,6799,3328,6876,4891,6211,4928,9138,6370,7455,11818,6556,2020-21
10,Lineups,-203081-203468-203496-203994-1626181-,D. Lillard - C. McCollum - R. Covington - J. Nurkic - N. Powell,1610612757,POR,21,12,9,0.571,370.0,117.7,118.1,104.4,104.8,13.3,13.4,0.603,2.44,19.1,0.242,0.799,0.509,0.108,0.57,0.599,103.7,103.31,86.09,795,0.561,41,46,14759,5959,11,4857,7890,5264,5970,1722,5103,6156,5968,5565,7911,5429,5799,8674,5686,2020-21
11,Lineups,-201942-1627749-1627751-1628401-1629640-,D. DeRozan - D. Murray - J. Poeltl - D. White - K. Johnson,1610612759,SAS,24,12,12,0.5,333.0,118.4,117.9,112.1,111.9,6.2,6.0,0.579,2.75,19.7,0.258,0.751,0.509,0.1,0.562,0.587,99.8,100.07,83.39,693,0.533,28,46,14796,6052,12,4862,8634,5900,6400,1428,4933,5382,6378,5571,7548,5608,6046,10124,6202,2020-21
12,Lineups,-201144-203497-203903-204060-1627777-,M. Conley - R. Gobert - J. Clarkson - J. Ingles - G. Niang,1610612762,UTA,34,23,11,0.676,302.0,119.6,116.5,103.2,101.5,16.4,15.0,0.643,2.22,19.3,0.27,0.754,0.524,0.12,0.584,0.615,102.8,104.98,87.48,661,0.578,11,9,14790,5250,13,5115,7722,5148,5611,1880,5051,5283,6369,5318,8399,5059,5348,7918,5384,2020-21
13,Lineups,-202683-203081-203496-1627884-1629018-,E. Kanter - D. Lillard - R. Covington - D. Jones Jr. - G. Trent Jr.,1610612757,POR,25,17,8,0.68,289.0,120.9,122.9,108.0,107.4,12.8,15.5,0.532,2.14,17.2,0.309,0.735,0.522,0.113,0.566,0.597,98.8,98.29,81.91,586,0.553,25,18,14733,5249,14,4315,8129,5096,6817,1940,5966,4737,7178,5367,8243,5479,5836,10900,5844,2020-21
14,Lineups,-204001-1626196-1627827-1628467-1629029-,K. Porzingis - J. Richardson - D. Finney-Smith - M. Kleber - L. Doncic,1610612742,DAL,22,16,6,0.727,281.0,123.3,123.7,110.8,111.1,12.5,12.6,0.596,2.21,19.3,0.241,0.787,0.526,0.12,0.615,0.639,100.1,99.8,83.17,583,0.554,36,20,14594,5171,15,4255,8513,5316,6310,1881,5040,6162,6019,5297,8427,4537,4833,10243,5819,2020-21
15,Lineups,-2544-201188-203076-203471-203484-,L. James - M. Gasol - A. Davis - D. Schroder - K. Caldwell-Pope,1610612747,LAL,21,15,6,0.714,281.0,114.8,116.9,103.8,103.7,11.0,13.2,0.641,2.13,20.4,0.238,0.758,0.506,0.133,0.578,0.608,101.7,100.86,84.05,586,0.562,41,27,14594,5185,16,4933,7825,5288,5645,1943,4027,6187,6355,5587,8898,5243,5569,9767,5677,2020-21
16,Lineups,-201939-203110-203145-203952-1626172-,S. Curry - D. Green - K. Bazemore - A. Wiggins - K. Looney,1610612744,GSW,28,16,12,0.571,268.0,116.1,116.0,106.6,106.7,9.5,9.3,0.736,2.0,22.3,0.279,0.752,0.525,0.162,0.597,0.613,101.5,101.54,84.61,568,0.551,17,20,14796,5959,17,5122,8075,5627,4195,1975,3230,5155,6377,5317,9957,4911,5467,9463,5879,2020-21
17,Lineups,-201586-201587-201976-202331-202695-,S. Ibaka - N. Batum - P. Beverley - P. George - K. Leonard,1610612746,LAC,19,14,5,0.737,264.0,118.2,118.3,102.4,101.7,15.8,16.7,0.632,2.19,19.9,0.261,0.81,0.524,0.128,0.583,0.605,98.2,98.55,82.12,540,0.562,48,31,14448,5165,18,4792,7725,4938,5721,1906,4909,5353,5519,5352,8813,5204,5630,10805,5678,2020-21
18,Lineups,-202324-202711-203903-1626220-1628378-,D. Favors - B. Bogdanovic - J. Clarkson - R. O'Neale - D. Mitchell,1610612762,UTA,45,33,12,0.733,262.0,121.3,120.5,114.6,109.9,6.7,10.6,0.527,1.56,16.3,0.311,0.756,0.53,0.143,0.577,0.615,102.0,104.49,87.07,565,0.509,2,2,14796,5166,19,4475,8383,5502,6840,3343,6879,4729,6365,5192,9566,5281,5346,8152,6562,2020-21
19,Lineups,-202330-202687-1626179-1628984-1629023-,G. Hayward - B. Biyombo - T. Rozier - D. Graham - P. Washington,1610612766,CHA,26,13,13,0.5,258.0,98.9,99.2,109.8,109.2,-10.9,-10.0,0.742,1.89,19.5,0.225,0.75,0.476,0.143,0.496,0.522,98.8,98.92,82.43,533,0.45,19,37,14806,6052,20,8135,8328,8442,4178,2985,4985,6295,6379,8043,9141,8090,7619,10650,7661,2020-21
20,Lineups,-200794-203115-203914-203999-1627750-,P. Millsap - W. Barton - G. Harris - N. Jokic - J. Murray,1610612743,DEN,16,11,5,0.688,250.0,122.9,124.0,113.7,112.8,9.2,11.2,0.6,2.27,19.8,0.336,0.777,0.561,0.125,0.586,0.613,95.6,95.51,79.59,495,0.546,81,60,14448,5245,21,4238,8766,5431,5976,1832,4920,3572,6212,4490,8789,5051,5463,11895,5950,2020-21
21,Lineups,-201939-203110-203952-1626162-1630164-,S. Curry - D. Green - A. Wiggins - K. Oubre Jr. - J. Wiseman,1610612744,GSW,23,13,10,0.565,247.0,95.8,96.9,108.7,109.7,-12.9,-12.8,0.671,1.46,19.0,0.18,0.729,0.466,0.174,0.516,0.541,107.1,105.95,88.29,545,0.451,33,37,14779,6009,22,8206,8375,8685,4593,3701,5164,7084,7230,8236,10590,6317,7195,7490,7631,2020-21
22,Lineups,-203200-203926-1626167-1627734-1627763-,J. Holiday - D. McDermott - M. Turner - D. Sabonis - M. Brogdon,1610612754,IND,24,11,13,0.458,238.0,111.1,111.3,106.5,105.8,4.6,5.5,0.629,1.89,19.3,0.256,0.788,0.526,0.141,0.554,0.583,101.0,101.22,84.35,505,0.521,28,60,14806,7599,23,5654,7976,5939,5736,2989,5054,5395,6015,5299,9129,5753,6151,9600,6390,2020-21
23,Lineups,-202685-203937-1628415-1629630-1630217-,J. Valanciunas - K. Anderson - D. Brooks - J. Morant - D. Bane,1610612763,MEM,28,14,14,0.5,224.0,115.4,114.4,106.7,105.5,8.7,8.9,0.603,1.83,19.2,0.321,0.75,0.538,0.148,0.575,0.594,103.5,104.57,87.14,485,0.533,17,31,14812,6052,24,5237,7954,5655,5973,3023,5057,4643,6379,5065,9646,5307,5914,8111,6168,2020-21
24,Lineups,-202711-203497-204060-1626220-1628378-,B. Bogdanovic - R. Gobert - J. Ingles - R. O'Neale - D. Mitchell,1610612762,UTA,23,16,7,0.696,219.0,124.6,123.9,105.2,104.3,19.5,19.6,0.587,2.0,18.3,0.272,0.798,0.565,0.125,0.623,0.654,102.7,103.43,86.19,473,0.617,33,20,14678,5236,25,4245,7865,4772,6343,1975,5416,5281,5969,4428,8477,4455,4549,8631,4767,2020-21
25,Lineups,-200746-201942-1627749-1629022-1629640-,L. Aldridge - D. DeRozan - D. Murray - L. Walker IV - K. Johnson,1610612759,SAS,16,10,6,0.625,219.0,110.4,111.8,123.5,124.3,-13.1,-12.5,0.626,2.64,20.0,0.174,0.741,0.437,0.103,0.544,0.574,101.8,100.82,84.01,457,0.435,81,80,14594,5774,26,5608,9973,8629,5740,1518,4058,7110,7125,8890,7774,5919,6363,9781,7919,2020-21
26,Lineups,-200794-203115-203999-1627750-1629008-,P. Millsap - W. Barton - N. Jokic - J. Murray - M. Porter Jr.,1610612743,DEN,15,9,6,0.6,218.0,124.8,125.0,118.1,119.4,6.6,5.6,0.616,2.5,21.4,0.311,0.695,0.506,0.123,0.614,0.634,97.0,96.4,80.34,440,0.536,101,100,14594,5817,27,3895,9476,5917,5886,1549,3776,4732,7722,5584,8464,4543,4923,11583,6134,2020-21
27,Lineups,-202331-202694-202695-202704-1627826-,P. George - M. Morris Sr. - K. Leonard - R. Jackson - I. Zubac,1610612746,LAC,19,15,4,0.789,215.0,121.8,121.4,101.8,102.6,20.0,18.8,0.574,1.98,19.3,0.261,0.839,0.578,0.134,0.616,0.642,95.3,95.12,79.27,426,0.604,48,27,14164,4948,28,4440,7762,4818,6413,2963,5046,5355,5089,4057,8998,4496,4806,11986,4939,2020-21
28,Lineups,-203081-203468-203496-203994-1627884-,D. Lillard - C. McCollum - R. Covington - J. Nurkic - D. Jones Jr.,1610612757,POR,15,9,6,0.6,208.0,114.2,114.4,107.3,106.8,6.9,7.5,0.623,2.28,19.2,0.201,0.768,0.483,0.114,0.578,0.598,101.6,101.77,84.8,439,0.525,101,100,14594,5817,29,5240,8079,5776,5869,1829,5090,6535,6287,7916,8256,5244,5815,9358,6318,2020-21
29,Lineups,-2772-202710-1628389-1629130-1629134-,T. Ariza - J. Butler - B. Adebayo - D. Robinson - K. Nunn,1610612748,MIA,16,10,6,0.625,203.0,116.3,116.7,108.1,110.3,8.2,6.4,0.669,2.38,21.3,0.18,0.764,0.475,0.123,0.59,0.619,97.8,96.65,80.54,407,0.538,81,80,14594,5774,30,4941,8470,5868,4596,1745,3782,7083,6323,8044,8467,5008,5270,11519,6101,2020-21
30,Lineups,-202710-203482-1628389-1629130-1629134-,J. Butler - K. Olynyk - B. Adebayo - D. Robinson - K. Nunn,1610612748,MIA,17,9,8,0.529,198.0,111.3,112.7,108.1,107.8,3.2,4.9,0.729,2.95,21.5,0.235,0.822,0.514,0.104,0.528,0.561,96.3,95.8,79.83,393,0.521,69,100,14733,6049,31,5471,8179,5987,4214,1405,3656,6194,5415,5509,7803,6193,6778,11830,6396,2020-21
31,Lineups,-101108-1626164-1628969-1629028-1629661-,C. Paul - D. Booker - M. Bridges - D. Ayton - C. Johnson,1610612756,PHX,29,21,8,0.724,197.0,120.1,119.4,111.2,109.3,8.9,10.1,0.545,2.0,17.8,0.363,0.677,0.517,0.127,0.561,0.592,96.8,97.95,81.62,403,0.542,16,11,14733,5183,32,4717,8331,5528,6716,1975,5737,3469,7853,5463,8794,5611,5958,11028,6037,2020-21
32,Lineups,-201143-201588-1628983-1629647-1629652-,A. Horford - G. Hill - S. Gilgeous-Alexander - D. Bazley - L. Dort,1610612760,OKC,9,5,4,0.556,195.0,110.3,110.1,108.4,108.5,1.9,1.6,0.573,2.14,17.5,0.186,0.778,0.494,0.108,0.546,0.577,99.2,99.33,82.77,407,0.516,350,368,14164,6010,33,5778,8250,6202,6414,1940,5867,7013,6104,7822,7902,5870,6301,10420,6456,2020-21
33,Lineups,-203991-1628381-1628989-1629027-1629629-,C. Capela - J. Collins - K. Huerter - T. Young - C. Reddish,1610612737,ATL,12,4,8,0.333,194.0,114.7,115.3,118.1,121.1,-3.4,-5.8,0.64,1.68,19.3,0.349,0.72,0.535,0.165,0.558,0.596,103.3,101.7,84.75,412,0.492,172,534,14733,7833,34,5200,9748,8125,5646,3167,5045,3546,7342,5091,9983,5661,5851,9383,7016,2020-21
34,Lineups,-201599-201935-202681-203925-1628971-,D. Jordan - J. Harden - K. Irving - J. Harris - B. Brown,1610612751,BKN,16,13,3,0.813,192.0,116.4,116.8,110.6,112.2,5.7,4.6,0.637,2.11,20.9,0.229,0.725,0.504,0.137,0.598,0.616,100.4,99.49,82.91,393,0.514,81,37,13480,4877,35,4939,8656,6015,5653,1954,3899,6275,7300,5596,9081,4909,5337,10376,6496,2020-21
35,Lineups,-201942-1627749-1627751-1629022-1629640-,D. DeRozan - D. Murray - J. Poeltl - L. Walker IV - K. Johnson,1610612759,SAS,24,11,13,0.458,191.0,111.9,114.0,117.7,115.8,-5.8,-1.7,0.531,2.69,17.2,0.295,0.754,0.511,0.089,0.508,0.539,98.8,98.69,82.24,392,0.475,28,60,14806,7599,36,5376,9070,7866,6819,1459,5977,4893,6372,5544,7231,6374,7226,10736,7273,2020-21
36,Lineups,-203200-1626167-1627734-1627747-1627763-,J. Holiday - M. Turner - D. Sabonis - C. LeVert - M. Brogdon,1610612754,IND,10,5,5,0.5,188.0,98.8,97.8,105.0,104.2,-6.2,-6.4,0.664,1.58,17.4,0.196,0.744,0.464,0.146,0.504,0.535,102.3,103.22,86.02,404,0.452,268,368,14448,6052,37,8176,7863,8168,5546,3329,5926,6966,7117,8262,9597,6386,7285,8702,7620,2020-21
37,Lineups,-201939-203110-203952-1626162-1626172-,S. Curry - D. Green - A. Wiggins - K. Oubre Jr. - K. Looney,1610612744,GSW,26,16,10,0.615,186.0,114.6,114.1,106.0,105.1,8.6,9.0,0.733,2.24,21.6,0.226,0.725,0.48,0.136,0.568,0.599,103.4,104.06,86.72,397,0.531,19,20,14779,5806,38,5375,7930,5654,4197,1873,3648,6290,7299,7954,9030,5450,5804,8359,6226,2020-21
38,Lineups,-202324-202711-204060-1626220-1628378-,D. Favors - B. Bogdanovic - J. Ingles - R. O'Neale - D. Mitchell,1610612762,UTA,36,24,12,0.667,184.0,109.5,107.7,110.6,106.8,-1.1,0.9,0.586,1.51,16.6,0.303,0.786,0.53,0.152,0.537,0.567,99.9,102.47,85.4,389,0.48,9,8,14796,5252,39,6027,8080,6238,6347,3362,6822,4793,6022,5193,9715,6049,6604,9066,7174,2020-21
39,Lineups,-203503-203991-1628381-1628989-1629027-,T. Snell - C. Capela - J. Collins - K. Huerter - T. Young,1610612737,ATL,16,10,6,0.625,182.0,117.8,117.4,105.7,105.6,12.2,11.8,0.588,2.17,18.8,0.344,0.725,0.545,0.125,0.55,0.575,97.7,97.93,81.6,368,0.565,81,80,14594,5774,40,4906,7970,5399,6332,1909,5211,3560,7303,4929,8478,5785,6347,11031,5630,2020-21
40,Lineups,-201933-201961-203486-203924-1626153-,B. Griffin - W. Ellington - M. Plumlee - J. Grant - D. Wright,1610612765,DET,13,5,8,0.385,178.0,111.8,114.4,119.1,117.1,-7.3,-2.7,0.645,2.58,19.4,0.243,0.787,0.499,0.105,0.544,0.57,98.3,98.0,81.67,362,0.478,133,368,14733,7804,41,5239,9311,7922,5605,1534,5008,6145,6021,7810,7805,5923,6493,11010,7234,2020-21
41,Lineups,-201937-1626157-1629006-1630162-1630183-,R. Rubio - K. Towns - J. Okogie - A. Edwards - J. McDaniels,1610612750,MIN,22,12,10,0.545,172.0,106.7,107.5,106.2,104.5,0.5,3.0,0.669,1.79,18.1,0.253,0.788,0.504,0.139,0.513,0.562,104.2,104.6,87.16,373,0.503,36,46,14779,6026,42,6063,7879,6122,4595,3078,5668,5405,6010,5591,9108,6342,6766,8102,6622,2020-21
42,Lineups,-101108-1626163-1626164-1628969-1629028-,C. Paul - F. Kaminsky - D. Booker - M. Bridges - D. Ayton,1610612756,PHX,13,10,3,0.769,164.0,118.0,117.4,109.2,110.1,8.7,7.3,0.595,2.06,20.6,0.259,0.716,0.526,0.138,0.602,0.627,99.2,99.08,82.56,340,0.551,133,80,13480,4965,43,4917,8466,5792,6313,1968,3974,5373,7360,5296,9098,4689,5047,10581,5880,2020-21
43,Lineups,-201143-1628983-1629647-1629652-1630177-,A. Horford - S. Gilgeous-Alexander - D. Bazley - L. Dort - T. Maledon,1610612760,OKC,9,4,5,0.444,154.0,98.2,97.8,110.1,109.0,-11.9,-11.2,0.593,1.76,16.4,0.129,0.801,0.44,0.119,0.502,0.524,99.2,99.84,83.2,319,0.431,350,534,14448,7605,44,8175,8280,8575,6320,3088,6844,7642,5552,8831,8397,6390,7590,10219,7971,2020-21
44,Lineups,-203115-203999-1627750-1628420-1629008-,W. Barton - N. Jokic - J. Murray - M. Morris - M. Porter Jr.,1610612743,DEN,12,8,4,0.667,151.0,125.2,125.5,105.2,101.9,20.0,23.6,0.604,2.91,21.4,0.252,0.78,0.538,0.104,0.617,0.636,99.8,101.28,84.4,318,0.592,172,139,14164,5252,45,3891,7732,4465,5968,1407,3659,5406,6098,5064,7796,4494,4875,9577,5189,2020-21
45,Lineups,-201939-203110-203952-1626162-1629308-,S. Curry - D. Green - A. Wiggins - K. Oubre Jr. - J. Toscano-Anderson,1610612744,GSW,14,7,7,0.5,149.0,117.7,118.3,107.7,108.4,10.0,9.9,0.757,2.04,22.9,0.231,0.765,0.524,0.159,0.617,0.645,106.9,106.21,88.51,327,0.57,118,190,14678,6052,46,4791,8249,5592,3699,1972,3149,6222,6297,5353,9915,4495,4656,7378,5556,2020-21
46,Lineups,-201565-203457-203493-203944-1629628-,D. Rose - N. Noel - R. Bullock - J. Randle - R. Barrett,1610612752,NYK,24,16,8,0.667,145.0,113.8,116.8,104.0,101.0,9.8,15.8,0.623,1.98,19.8,0.197,0.745,0.495,0.135,0.587,0.625,100.4,100.53,83.78,303,0.567,28,20,14733,5252,47,4938,7709,5084,5868,2964,4919,6964,7109,7818,9021,5044,5068,9902,5586,2020-21
47,Lineups,-1626204-1628386-1629012-1629636-1630171-,L. Nance Jr. - J. Allen - C. Sexton - D. Garland - I. Okoro,1610612739,CLE,10,3,7,0.3,141.0,101.7,100.3,115.6,114.3,-14.0,-13.9,0.596,1.48,16.5,0.261,0.68,0.474,0.151,0.504,0.534,97.6,98.79,82.33,292,0.451,268,833,14678,8307,48,6465,8848,8731,6309,3699,6826,5371,7834,8052,9702,6388,7300,10699,7636,2020-21
48,Lineups,-201565-201959-202692-1630167-1630193-,D. Rose - T. Gibson - A. Burks - O. Toppin - I. Quickley,1610612752,NYK,18,11,7,0.611,139.0,117.2,118.5,101.1,98.9,16.2,19.5,0.44,2.13,13.8,0.327,0.723,0.537,0.089,0.512,0.562,94.7,95.24,79.37,271,0.584,58,60,14678,5814,49,4786,5943,4775,8819,1944,8043,4633,7313,5068,7225,6350,6770,11955,5298,2020-21
49,Lineups,-202066-203897-1628976-1629632-1630172-,G. Temple - Z. LaVine - W. Carter Jr. - C. White - P. Williams,1610612741,CHI,14,7,7,0.5,138.0,110.4,109.3,113.1,113.5,-2.7,-4.1,0.616,1.79,19.1,0.198,0.809,0.515,0.143,0.567,0.598,103.6,103.97,86.64,300,0.49,118,190,14678,6052,50,5873,8810,8009,5888,3077,5106,6963,5533,5494,9565,5455,5809,8402,7050,2020-21
50,Lineups,-203087-203200-1626167-1627734-1627763-,J. Lamb - J. Holiday - M. Turner - D. Sabonis - M. Brogdon,1610612754,IND,11,4,7,0.364,137.0,111.6,112.2,121.8,121.1,-10.2,-8.9,0.65,2.24,19.6,0.243,0.704,0.46,0.122,0.553,0.577,97.7,97.72,81.44,278,0.454,210,534,14678,7824,51,5580,9749,8371,5579,1875,4957,6150,7612,8354,8457,5763,6316,11109,7599,2020-21
51,Lineups,-201144-202711-203497-204060-1626220-,M. Conley - B. Bogdanovic - R. Gobert - J. Ingles - R. O'Neale,1610612762,UTA,10,8,2,0.8,135.0,122.2,119.3,90.8,90.8,31.4,28.5,0.667,1.77,19.4,0.315,0.805,0.584,0.154,0.59,0.631,99.5,100.69,83.91,285,0.672,268,139,11786,4878,52,4723,5413,4103,4597,3083,5009,4688,5545,3921,9831,5007,4963,9854,4024,2020-21
52,Lineups,-201566-203078-1629021-1629060-1629726-,R. Westbrook - B. Beal - M. Wagner - R. Hachimura - G. Mathews,1610612764,WAS,15,9,6,0.6,134.0,104.1,104.0,108.8,110.2,-4.7,-6.1,0.679,1.77,19.3,0.152,0.629,0.406,0.145,0.529,0.575,108.8,108.1,90.09,297,0.487,101,100,14594,5817,53,6317,8467,8142,4572,3084,5037,7423,9029,9491,9574,6155,6352,6587,7082,2020-21
53,Lineups,-202066-202696-1628464-1629632-1630172-,G. Temple - N. Vucevic - D. Theis - C. White - P. Williams,1610612741,CHI,10,5,5,0.5,131.0,95.9,94.6,114.5,114.1,-18.5,-19.5,0.704,1.95,19.9,0.207,0.852,0.509,0.141,0.494,0.506,100.3,101.18,84.32,277,0.416,268,368,14448,6052,54,8336,8845,9200,4434,2967,4908,6514,5023,5567,9134,8097,8085,9623,8227,2020-21
54,Lineups,-202684-202689-1627759-1628369-1628464-,T. Thompson - K. Walker - J. Brown - J. Tatum - D. Theis,1610612738,BOS,11,6,5,0.545,131.0,114.7,118.0,113.0,114.0,1.7,4.0,0.483,1.71,15.7,0.333,0.752,0.547,0.127,0.546,0.574,99.0,97.19,80.99,267,0.523,210,254,14448,6026,55,4859,8842,6048,8634,3159,7079,3574,6376,4797,8804,5873,6378,11319,6358,2020-21
55,Lineups,-200768-203382-1626181-1627783-1627832-,K. Lowry - A. Baynes - N. Powell - P. Siakam - F. VanVleet,1610612761,TOR,10,4,6,0.4,129.0,117.9,120.4,116.4,116.4,1.5,3.9,0.622,2.47,19.2,0.237,0.736,0.456,0.107,0.562,0.604,105.3,104.19,86.82,280,0.493,268,534,14594,7676,56,4481,9113,6055,5871,1714,5093,6188,7171,8412,7875,5610,5639,8288,7006,2020-21
56,Lineups,-203109-1626164-1626166-1628969-1629028-,J. Crowder - D. Booker - C. Payne - M. Bridges - D. Ayton,1610612756,PHX,37,27,10,0.73,127.0,124.4,120.8,114.2,108.8,10.2,12.0,0.573,1.97,19.2,0.234,0.669,0.48,0.131,0.622,0.659,100.9,104.92,87.44,274,0.554,8,5,14779,5170,57,4464,8276,5384,6415,2965,5091,6216,7868,7972,8885,4457,4452,7938,5823,2020-21
57,Lineups,-201572-203114-203507-1627854-1628978-,B. Lopez - K. Middleton - G. Antetokounmpo - B. Forbes - D. DiVincenzo,1610612749,MIL,26,14,12,0.538,126.0,123.7,121.3,116.9,111.0,6.8,10.3,0.556,3.68,18.5,0.235,0.783,0.492,0.069,0.581,0.601,102.3,105.94,88.29,277,0.522,19,31,14796,6039,58,4441,8512,5518,6618,694,5385,6194,6079,7832,6667,5209,5707,7492,6365,2020-21
58,Lineups,-202339-1626195-1627742-1628366-1629627-,E. Bledsoe - W. Hernangomez - B. Ingram - L. Ball - Z. Williamson,1610612740,NOP,13,5,8,0.385,126.0,117.5,118.6,107.1,105.7,10.5,12.9,0.587,1.82,18.4,0.275,0.769,0.521,0.14,0.577,0.605,106.9,107.08,89.24,279,0.551,133,368,14733,7804,59,4780,7972,5297,6344,3036,5402,5198,6249,5402,9114,5249,5617,7000,5872,2020-21
59,Lineups,-202339-203500-1627742-1629627-1629638-,E. Bledsoe - S. Adams - B. Ingram - Z. Williamson - N. Alexander-Walker,1610612740,NOP,11,8,3,0.727,125.0,124.1,123.2,120.6,124.0,3.4,-0.8,0.635,2.21,20.4,0.321,0.683,0.515,0.132,0.6,0.636,97.1,96.11,80.09,250,0.525,210,139,13480,5171,60,4274,9959,7820,5715,1883,4018,4649,7823,5477,8891,4696,4880,11629,6322,2020-21
60,Lineups,-202322-203482-1626174-1629645-1630256-,J. Wall - K. Olynyk - C. Wood - K. Porter Jr. - J. Tate,1610612745,HOU,6,1,5,0.167,125.0,119.0,120.4,113.5,116.0,5.5,4.4,0.528,1.67,17.2,0.336,0.727,0.527,0.145,0.573,0.597,105.1,103.32,86.1,269,0.523,714,2859,14448,8574,61,4479,9098,6029,6836,3168,5970,3573,7294,5250,9576,5321,5837,8668,6364,2020-21
