,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,E_OFF_RATING,OFF_RATING,E_DEF_RATING,DEF_RATING,E_NET_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,E_PACE,PACE,PACE_PER40,POSS,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,Season
459,Lineups,-203200-203926-204456-1626167-1628988-,J. Holiday - D. McDermott - T. McConnell - M. Turner - A. Holiday,1610612754,IND,11,7,4,0.636,32.0,119.9,115.5,96.3,95.8,23.6,19.7,0.529,2.0,19.4,0.192,0.767,0.5,0.127,0.647,0.657,105.0,107.31,89.43,71,0.608,210,190,14164,5761,468,5163,5804,4769,6821,1975,5015,6977,6291,5602,8795,3930,4487,6923,4894,2020-21
460,Lineups,-203087-203926-204456-1627734-1628988-,J. Lamb - D. McDermott - T. McConnell - D. Sabonis - A. Holiday,1610612754,IND,8,4,4,0.5,32.0,120.8,119.7,143.8,153.6,-23.0,-33.9,0.742,2.56,22.3,0.3,0.565,0.415,0.127,0.602,0.631,106.9,103.91,86.59,71,0.397,427,534,14164,6052,457,4706,12462,10365,4179,1539,3228,4796,9719,9420,8795,4694,4980,8440,8540,2020-21
461,Lineups,-200755-1628404-1629627-1629637-1630184-,J. Redick - J. Hart - Z. Williamson - J. Hayes - K. Lewis Jr.,1610612740,NOP,5,3,2,0.6,32.0,134.7,127.9,139.1,136.4,-4.4,-8.4,0.697,2.88,23.7,0.28,0.92,0.6,0.118,0.691,0.706,98.1,101.65,84.71,68,0.495,957,833,11786,5817,471,3760,11251,8345,4500,1409,2902,5149,4494,3343,8320,3171,3445,9399,6993,2020-21
462,Lineups,-200768-1627783-1627832-1628384-1629018-,K. Lowry - P. Siakam - F. VanVleet - O. Anunoby - G. Trent Jr.,1610612761,TOR,3,0,3,0.0,32.0,98.4,95.8,124.5,119.7,-26.1,-23.9,0.72,2.25,19.1,0.132,0.704,0.369,0.113,0.508,0.522,101.7,105.13,87.61,71,0.352,1984,8619,13480,8619,455,8265,9494,9550,4264,1833,5096,7639,7613,10337,8244,6372,7612,7846,9161,2020-21
463,Lineups,-203482-1629130-1629216-1629639-1630173-,K. Olynyk - D. Robinson - G. Vincent - T. Herro - P. Achiuwa,1610612748,MIA,2,0,2,0.0,32.0,104.7,107.0,124.2,123.6,-19.5,-16.6,0.464,1.18,13.5,0.3,0.667,0.438,0.155,0.492,0.523,108.8,107.83,89.86,71,0.39,3207,8619,11786,8619,467,6103,9945,8910,8688,4087,8126,4796,7869,8839,9834,8103,7599,6711,8624,2020-21
464,Lineups,-200746-1626168-1627749-1629022-1629640-,L. Aldridge - T. Lyles - D. Murray - L. Walker IV - K. Johnson,1610612759,SAS,3,2,1,0.667,32.0,102.4,103.0,129.4,129.7,-27.0,-26.7,0.704,2.71,22.1,0.031,0.8,0.403,0.106,0.554,0.563,96.5,96.1,80.08,66,0.41,1984,1417,4785,5252,454,6395,10626,9801,4434,1451,3560,8033,5553,9501,7866,5758,6725,11633,8312,2020-21
465,Lineups,-2544-203076-203471-203484-1627936-,L. James - A. Davis - D. Schroder - K. Caldwell-Pope - A. Caruso,1610612747,LAL,8,6,2,0.75,32.0,144.4,142.2,93.1,91.2,51.3,51.0,0.594,2.71,20.7,0.385,0.741,0.566,0.109,0.675,0.71,97.1,98.9,82.41,64,0.76,427,254,11786,4973,463,2634,5475,2606,6315,1451,3968,3218,7125,4407,7925,3340,3401,10655,3123,2020-21
466,Lineups,-200794-203932-203999-1629008-1630267-,P. Millsap - A. Gordon - N. Jokic - M. Porter Jr. - F. Campazzo,1610612743,DEN,2,1,1,0.5,32.0,116.7,119.1,94.5,100.0,22.2,19.1,0.688,2.2,21.8,0.367,0.829,0.615,0.147,0.581,0.61,104.6,100.64,83.87,68,0.674,3207,2859,4785,6052,466,4732,5947,4793,4540,1884,3594,3405,5382,3230,9609,5210,5526,9872,4005,2020-21
467,Lineups,-200782-202322-203506-1627863-1630256-,P. Tucker - J. Wall - V. Oladipo - D. House Jr. - J. Tate,1610612745,HOU,3,0,3,0.0,32.0,99.5,103.3,136.3,137.1,-36.8,-33.8,0.6,3.0,17.4,0.263,0.679,0.439,0.082,0.476,0.49,93.2,91.25,76.04,61,0.327,1984,8619,13480,8619,456,6378,11287,10363,5976,840,5888,5339,7845,8832,6997,8213,9067,13013,9571,2020-21
468,Lineups,-201577-202397-203078-1629060-1630166-,R. Lopez - I. Smith - B. Beal - R. Hachimura - D. Avdija,1610612764,WAS,6,4,2,0.667,32.0,90.3,88.4,101.9,103.0,-11.5,-14.6,0.625,1.5,16.5,0.184,0.769,0.481,0.145,0.443,0.473,102.8,103.4,86.17,69,0.415,714,534,11786,5252,474,8814,7779,8803,5741,3363,6831,7022,6249,7952,9575,8680,9307,8648,8235,2020-21
469,Lineups,-203501-1626161-1628467-1628973-1629029-,T. Hardaway Jr. - W. Cauley-Stein - M. Kleber - J. Brunson - L. Doncic,1610612742,DAL,10,5,5,0.5,32.0,92.8,91.0,98.2,90.3,-5.4,0.8,0.609,1.56,16.3,0.156,0.786,0.514,0.134,0.491,0.511,97.9,103.2,86.0,67,0.482,268,368,14448,6052,458,8567,5387,6240,5951,3343,6866,7393,6023,5513,9002,8107,7918,8712,7147,2020-21
470,Lineups,-1626179-1628970-1628984-1629023-1630163-,T. Rozier - M. Bridges - D. Graham - P. Washington - L. Ball,1610612766,CHA,10,5,5,0.5,32.0,113.0,109.2,116.5,109.2,-3.5,0.0,0.704,3.17,19.0,0.415,0.641,0.525,0.092,0.47,0.501,93.8,98.45,82.04,65,0.518,268,368,14448,6052,469,5879,8330,6271,4434,834,5165,2869,8955,5306,7428,8285,8166,10845,6433,2020-21
471,Lineups,-203503-203524-203991-203992-1629027-,T. Snell - S. Hill - C. Capela - B. Bogdanovic - T. Young,1610612737,ATL,5,4,1,0.8,32.0,119.5,119.4,116.2,109.5,3.3,9.9,0.5,1.4,16.7,0.12,0.8,0.491,0.149,0.627,0.679,102.6,105.87,88.22,67,0.522,957,534,4785,4878,465,4716,8342,5587,6898,3738,6062,7766,5553,7838,9652,4159,3992,7542,6371,2020-21
472,Lineups,-202684-203935-1627759-1628369-1629684-,T. Thompson - M. Smart - J. Brown - J. Tatum - G. Williams,1610612738,BOS,8,4,4,0.5,32.0,130.6,124.3,97.0,94.2,33.7,30.1,0.5,2.67,17.0,0.276,0.839,0.567,0.086,0.608,0.653,99.8,103.82,86.51,70,0.697,427,534,14164,6052,461,4231,5705,3970,6898,1461,6024,5186,5092,4398,7156,4627,4553,8477,3784,2020-21
473,Lineups,-201961-203486-203924-1628372-1630180-,W. Ellington - M. Plumlee - J. Grant - D. Smith Jr. - S. Bey,1610612765,DET,6,1,5,0.167,32.0,86.5,85.9,139.8,139.1,-53.3,-53.1,0.833,1.15,18.1,0.129,0.556,0.328,0.203,0.479,0.513,96.6,97.11,80.93,64,0.22,714,2859,14448,8574,472,8990,11401,11440,3173,4116,5676,7643,9731,11464,11499,8190,7852,11354,10605,2020-21
474,Lineups,-203083-203957-1626204-1629012-1629636-,A. Drummond - D. Exum - L. Nance Jr. - C. Sexton - D. Garland,1610612739,CLE,3,2,1,0.667,31.0,102.1,103.0,102.9,101.5,-0.8,1.5,0.32,0.57,9.2,0.406,0.724,0.557,0.212,0.491,0.543,102.4,102.63,85.52,66,0.452,1984,1417,4785,5252,487,6395,7721,6208,9777,6194,9472,2884,7305,4529,11560,8106,7158,9032,7618,2020-21
475,Lineups,-2738-201609-202710-1629639-1630173-,A. Iguodala - G. Dragic - J. Butler - T. Herro - P. Achiuwa,1610612748,MIA,8,5,3,0.625,31.0,90.0,87.7,99.9,93.9,-9.9,-6.2,0.3,1.5,7.3,0.286,0.786,0.486,0.062,0.364,0.423,96.4,100.7,83.92,65,0.374,427,368,13480,5774,483,8836,5690,8153,9784,3363,9872,4936,6023,7880,6502,9830,10017,9832,8865,2020-21
476,Lineups,-201568-1628381-1628989-1629027-1629629-,D. Gallinari - J. Collins - K. Huerter - T. Young - C. Reddish,1610612737,ATL,11,5,6,0.455,31.0,98.9,94.6,130.8,118.8,-32.0,-24.2,0.636,1.4,14.9,0.167,0.75,0.422,0.135,0.464,0.54,104.2,111.68,93.06,74,0.358,210,368,14594,7601,492,8335,9457,9563,5654,3738,7431,7125,6379,9293,9010,8337,7208,5307,9079,2020-21
477,Lineups,-1628977-1629635-1630165-1630180-1630191-,H. Diallo - S. Doumbouya - K. Hayes - S. Bey - I. Stewart,1610612765,DET,3,0,3,0.0,31.0,96.2,96.7,115.9,116.9,-19.6,-20.2,0.56,1.56,17.1,0.206,0.714,0.464,0.148,0.509,0.506,96.8,96.12,80.1,61,0.361,1984,8619,13480,8619,476,8210,9306,9340,6605,3343,6004,6520,7361,8261,9617,6368,8084,11628,9045,2020-21
478,Lineups,-203924-1628367-1630180-1630191-1630240-,J. Grant - J. Jackson - S. Bey - I. Stewart - S. Lee,1610612765,DET,7,2,5,0.286,31.0,115.5,113.9,103.1,101.4,12.4,12.5,0.444,1.5,12.9,0.273,0.857,0.574,0.111,0.508,0.586,107.6,109.23,91.03,72,0.559,542,1417,14448,8321,484,5382,7720,5357,8756,3363,8293,5200,4854,4092,7929,6369,6065,6183,5710,2020-21
479,Lineups,-203200-204456-1627734-1627747-1628988-,J. Holiday - T. McConnell - D. Sabonis - C. LeVert - A. Holiday,1610612754,IND,6,3,3,0.5,31.0,126.2,127.8,100.7,95.7,25.4,32.1,0.647,3.67,21.0,0.333,0.733,0.515,0.083,0.588,0.606,106.2,108.2,90.17,72,0.625,714,833,13480,6052,481,3764,5789,3901,5583,695,3887,3574,7182,5479,7001,5024,5608,6552,4625,2020-21
480,Lineups,-1628367-1628402-1630165-1630180-1630191-,J. Jackson - F. Jackson - K. Hayes - S. Bey - I. Stewart,1610612765,DET,7,2,5,0.286,31.0,129.2,127.9,97.5,104.5,31.7,23.5,0.5,1.25,16.1,0.4,0.676,0.565,0.176,0.667,0.687,109.2,105.96,88.3,68,0.681,542,1417,14448,8321,496,3760,7878,4480,6898,3961,6901,2886,7861,4429,10603,3368,3881,7485,3940,2020-21
481,Lineups,-202685-1628415-1629001-1629630-1629634-,J. Valanciunas - D. Brooks - D. Melton - J. Morant - B. Clarke,1610612763,MEM,11,6,5,0.545,31.0,130.1,126.5,108.7,104.1,21.4,22.4,0.594,3.8,18.8,0.4,0.741,0.548,0.074,0.539,0.58,104.0,107.83,89.86,68,0.547,210,254,14448,6026,479,3843,7857,4547,6315,683,5210,2886,7125,4783,6804,5999,6250,6716,5941,2020-21
482,Lineups,-203484-1626149-1627936-1628398-1629659-,K. Caldwell-Pope - M. Harrell - A. Caruso - K. Kuzma - T. Horton-Tucker,1610612747,LAL,8,2,6,0.25,31.0,99.4,98.5,104.9,100.0,-5.6,-1.5,0.429,0.71,14.3,0.208,0.786,0.519,0.254,0.6,0.607,100.3,103.24,86.03,67,0.449,427,1417,14594,8342,486,8151,5947,7850,8827,5978,7500,6510,6023,5424,12655,4696,5597,8696,7678,2020-21
483,Lineups,-1626162-1626172-1627814-1629673-1630185-,K. Oubre Jr. - K. Looney - D. Lee - J. Poole - N. Mannion,1610612744,GSW,6,3,3,0.5,31.0,104.2,103.3,95.5,100.0,8.7,3.3,0.739,3.4,20.0,0.229,0.649,0.444,0.083,0.482,0.512,93.9,92.06,76.72,60,0.557,714,833,13480,6052,480,6373,5947,6093,4182,791,4059,6276,8909,8616,7001,8164,7904,12829,5745,2020-21
484,Lineups,-204001-1626196-1627827-1628467-1628973-,K. Porzingis - J. Richardson - D. Finney-Smith - M. Kleber - J. Brunson,1610612742,DAL,4,3,1,0.75,31.0,104.8,106.5,88.9,87.3,15.9,19.2,0.5,2.0,16.1,0.343,0.865,0.611,0.113,0.5,0.508,95.1,95.29,79.41,62,0.609,1342,833,4785,4973,475,6142,5075,4790,6898,1975,6924,3561,4849,3289,8246,6391,8009,11949,4876,2020-21
485,Lineups,-203487-203516-203920-1628407-1629643-,M. Carter-Williams - J. Ennis III - K. Birch - D. Bacon - C. Okeke,1610612753,ORL,3,1,2,0.333,31.0,87.0,90.6,95.9,93.7,-8.9,-3.0,0.769,2.86,21.7,0.222,0.844,0.515,0.109,0.444,0.449,99.9,99.01,82.51,64,0.535,1984,2859,11786,7833,491,8622,5666,7939,3668,1414,3595,6303,5068,5494,7925,8675,9626,10599,6151,2020-21
486,Lineups,-1626181-1627783-1627832-1628384-1628449-,N. Powell - P. Siakam - F. VanVleet - O. Anunoby - C. Boucher,1610612761,TOR,11,6,5,0.545,31.0,133.7,133.8,90.7,87.9,43.0,45.9,0.667,3.67,21.2,0.424,0.718,0.583,0.088,0.6,0.632,100.8,102.35,85.29,68,0.714,210,254,14448,6026,477,3063,5167,3008,4597,695,3810,2839,7354,3922,7214,4696,4961,9118,3642,2020-21
487,Lineups,-200794-203914-203999-1628420-1629008-,P. Millsap - G. Harris - N. Jokic - M. Morris - M. Porter Jr.,1610612743,DEN,3,1,2,0.333,31.0,116.4,120.3,132.5,134.4,-16.1,-14.1,0.581,1.5,21.2,0.158,0.677,0.48,0.188,0.684,0.698,100.7,98.29,81.91,64,0.469,1984,2859,11786,7833,482,4482,11199,8734,6396,3363,3809,7383,7853,7955,10825,3255,3608,10895,7376,2020-21
488,Lineups,-200765-201568-203524-203992-1630168-,R. Rondo - D. Gallinari - S. Hill - B. Bogdanovic - O. Okongwu,1610612737,ATL,5,5,0,1.0,31.0,111.6,109.2,112.0,104.7,-0.4,4.5,0.731,2.38,20.7,0.25,0.788,0.523,0.123,0.579,0.595,95.9,100.19,83.49,65,0.52,957,368,1,1,489,5879,7889,6022,4210,1746,3968,5407,6010,5355,8469,5224,5861,10055,6397,2020-21
489,Lineups,-201937-1627736-1629020-1629675-1630162-,R. Rubio - M. Beasley - J. Vanderbilt - N. Reid - A. Edwards,1610612750,MIN,8,1,7,0.125,31.0,96.0,95.8,107.6,111.4,-11.6,-15.7,0.731,1.58,18.6,0.333,0.675,0.513,0.169,0.468,0.509,111.7,109.88,91.56,71,0.467,427,2859,14678,8614,490,8265,8604,8869,4210,3323,5334,3574,7862,5519,10518,8307,8006,5967,7390,2020-21
490,Lineups,-201939-203110-203952-1628539-1629308-,S. Curry - D. Green - A. Wiggins - M. Mulder - J. Toscano-Anderson,1610612744,GSW,10,7,3,0.7,31.0,118.5,116.9,102.1,98.5,16.4,18.4,0.615,2.67,17.2,0.171,0.8,0.486,0.085,0.549,0.61,106.5,109.14,90.95,71,0.548,268,190,13480,5223,498,4931,5937,4841,5889,1461,5967,7119,5553,7880,7145,5839,5527,6204,5920,2020-21
491,Lineups,-203501-204001-1626196-1628467-1628973-,T. Hardaway Jr. - K. Porzingis - J. Richardson - M. Kleber - J. Brunson,1610612742,DAL,15,10,5,0.667,31.0,71.7,67.6,113.0,109.1,-41.3,-41.4,0.556,2.0,11.8,0.167,0.765,0.434,0.074,0.356,0.376,98.4,103.08,85.9,68,0.27,101,80,14448,5252,485,10440,8281,10727,6618,1975,8757,7125,6298,8921,6804,9950,10647,8754,10153,2020-21
492,Lineups,-203501-204001-1626161-1628973-1629029-,T. Hardaway Jr. - K. Porzingis - W. Cauley-Stein - J. Brunson - L. Doncic,1610612742,DAL,4,2,2,0.5,31.0,103.5,101.6,111.9,109.5,-8.4,-8.0,0.714,2.14,17.6,0.194,0.821,0.492,0.109,0.461,0.543,97.3,99.33,82.77,64,0.525,1342,1417,11786,6052,494,6446,8344,8279,4270,1927,5748,6972,5416,7836,7925,8395,7130,10419,6313,2020-21
493,Lineups,-1626145-1629001-1629634-1630214-1630217-,T. Jones - D. Melton - B. Clarke - X. Tillman - D. Bane,1610612763,MEM,8,7,1,0.875,31.0,116.7,114.9,102.3,95.6,14.4,19.3,0.655,1.9,21.6,0.087,0.844,0.527,0.149,0.663,0.688,101.2,105.54,87.95,67,0.571,427,190,4785,4797,493,5220,5788,4785,5555,2983,3649,7953,5068,5247,9652,3805,3854,7664,5544,2020-21
494,Lineups,-201152-202066-1627756-1629632-1629655-,T. Young - G. Temple - D. Valentine - C. White - D. Gafford,1610612741,CHI,9,4,5,0.444,31.0,96.8,91.5,96.5,100.0,0.3,-8.5,0.435,1.0,11.0,0.314,0.789,0.562,0.141,0.474,0.515,106.7,107.8,89.84,71,0.463,350,534,14448,7605,488,8546,5947,8348,8825,4164,9131,4691,5992,4486,9135,8236,7828,6727,7433,2020-21
495,Lineups,-201152-202066-203897-1628976-1629632-,T. Young - G. Temple - Z. LaVine - W. Carter Jr. - C. White,1610612741,CHI,8,6,2,0.75,31.0,137.2,136.4,117.5,114.1,19.7,22.3,0.528,2.71,21.3,0.25,0.778,0.553,0.106,0.718,0.731,100.3,102.05,85.04,66,0.626,427,254,11786,4973,497,2973,8843,4551,6837,1451,3777,5407,6104,4732,7866,2855,3140,9241,4623,2020-21
496,Lineups,-203506-1628383-1628425-1629645-1630256-,V. Oladipo - J. Patton - S. Brown - K. Porter Jr. - J. Tate,1610612745,HOU,3,0,3,0.0,31.0,113.9,112.1,128.9,129.2,-15.0,-17.1,0.655,2.71,20.2,0.273,0.607,0.426,0.106,0.54,0.561,102.1,102.75,85.62,66,0.462,1984,8619,13480,8619,495,5584,10605,9050,5555,1451,4051,5200,9213,9262,7866,5983,6776,9001,7451,2020-21
497,Lineups,-201961-202709-203486-1628367-1630180-,W. Ellington - C. Joseph - M. Plumlee - J. Jackson - S. Bey,1610612765,DET,3,0,3,0.0,31.0,135.3,138.2,125.6,128.4,9.7,9.9,0.75,2.67,25.0,0.16,0.522,0.333,0.132,0.696,0.74,105.4,103.12,85.93,68,0.511,1984,8619,13480,8619,478,2888,10490,5594,3703,1461,1922,7379,9851,10535,8895,3140,3045,8745,6529,2020-21
498,Lineups,-202692-203457-1628995-1630167-1630193-,A. Burks - N. Noel - K. Knox II - O. Toppin - I. Quickley,1610612752,NYK,3,1,2,0.333,30.0,83.2,83.1,96.4,100.0,-13.2,-16.9,0.471,1.6,9.5,0.362,0.758,0.525,0.085,0.308,0.361,95.3,93.6,78.0,59,0.349,1984,2859,11786,7833,516,9370,5947,9043,8665,3300,9435,3470,6356,5306,7148,10723,10849,12432,9193,2020-21
499,Lineups,-2738-201609-202340-1628389-1629130-,A. Iguodala - G. Dragic - A. Bradley - B. Adebayo - D. Robinson,1610612748,MIA,5,2,3,0.4,30.0,125.2,123.4,99.6,101.6,25.7,21.8,0.867,2.0,28.3,0.158,0.677,0.48,0.203,0.798,0.789,101.7,101.43,84.52,64,0.626,957,1417,13480,7676,524,4266,7724,4581,3087,1975,1576,7383,7853,7955,11499,2078,2354,9493,4620,2020-21
500,Lineups,-2738-201609-1628389-1629134-1629622-,A. Iguodala - G. Dragic - B. Adebayo - K. Nunn - M. Strus,1610612748,MIA,3,2,1,0.667,30.0,125.9,125.8,101.8,98.3,24.1,27.5,0.677,2.1,23.6,0.273,0.864,0.568,0.161,0.683,0.697,95.6,97.26,81.05,62,0.652,1984,1417,4785,5252,513,3881,5933,4147,4578,1956,2913,5200,4850,4389,9938,3257,3637,11299,4348,2020-21
501,Lineups,-201933-203486-203924-1626153-1630180-,B. Griffin - M. Plumlee - J. Grant - D. Wright - S. Bey,1610612765,DET,3,1,2,0.333,30.0,105.7,101.6,91.2,87.3,14.5,14.3,0.583,7.0,16.7,0.229,0.774,0.485,0.032,0.44,0.488,96.3,100.4,83.66,62,0.564,1984,2859,11786,7833,521,6445,5075,5182,6350,58,6062,6276,6221,7889,6213,8698,9098,9980,5633,2020-21
502,Lineups,-2546-202683-203468-203918-1629018-,C. Anthony - E. Kanter - C. McCollum - R. Hood - G. Trent Jr.,1610612757,POR,6,4,2,0.667,30.0,117.7,116.7,113.0,116.1,4.7,0.5,0.48,3.0,14.3,0.333,0.885,0.565,0.067,0.483,0.526,98.1,97.1,80.92,60,0.492,714,534,11786,5252,512,4942,9099,6247,8637,840,7500,3574,4703,4429,6583,8159,7534,11356,7023,2020-21
503,Lineups,-2546-202683-203081-203918-1629642-,C. Anthony - E. Kanter - D. Lillard - R. Hood - N. Little,1610612757,POR,8,4,4,0.5,30.0,108.4,113.8,120.8,116.9,-12.4,-3.1,0.37,1.43,11.9,0.286,0.639,0.465,0.108,0.525,0.558,105.3,104.38,86.98,65,0.435,427,534,14164,6052,518,5388,9306,7945,9212,3718,8752,4936,8961,8248,7900,6231,6819,8186,7920,2020-21
504,Lineups,-201599-201935-203925-1628971-1629013-,D. Jordan - J. Harden - J. Harris - B. Brown - L. Shamet,1610612751,BKN,4,4,0,1.0,30.0,120.1,123.8,104.2,103.2,15.9,20.6,0.679,1.73,21.3,0.28,0.704,0.5,0.175,0.618,0.662,100.5,99.45,82.87,63,0.625,1342,534,1,1,510,4248,7792,4647,4572,3141,3777,5149,7613,5602,10593,4475,4411,10386,4625,2020-21
505,Lineups,-203967-204038-1626166-1628470-1629661-,D. Saric - L. Galloway - C. Payne - T. Craig - C. Johnson,1610612756,PHX,5,4,1,0.8,30.0,121.9,120.0,106.5,101.7,15.4,18.3,0.704,4.75,21.3,0.303,0.742,0.516,0.067,0.559,0.58,92.9,95.79,79.83,60,0.548,957,534,4785,4878,515,4488,7726,4843,4434,348,3777,4790,7120,5474,6583,5631,6251,11831,5928,2020-21
506,Lineups,-202734-203109-203967-1626166-1629661-,E. Moore - J. Crowder - D. Saric - C. Payne - C. Johnson,1610612756,PHX,6,5,1,0.833,30.0,102.3,101.5,117.7,114.1,-15.4,-12.5,0.542,1.63,14.3,0.342,0.786,0.53,0.123,0.468,0.504,100.0,101.88,84.9,65,0.409,714,368,4785,4836,500,6447,8843,8674,6762,3285,7500,3565,6023,5189,8469,8307,8139,9321,8314,2020-21
507,Lineups,-203914-1628407-1628964-1629643-1630175-,G. Harris - D. Bacon - M. Bamba - C. Okeke - C. Anthony,1610612753,ORL,4,1,3,0.25,30.0,106.1,104.5,126.5,127.7,-20.4,-23.2,0.407,2.75,12.1,0.318,0.704,0.465,0.06,0.45,0.473,104.2,104.55,87.12,67,0.372,1342,2859,13480,8342,502,6287,10470,9502,8961,1429,8723,4658,7613,8248,6492,8522,9303,8114,8889,2020-21
508,Lineups,-202710-203482-1629134-1629639-1630173-,J. Butler - K. Olynyk - K. Nunn - T. Herro - P. Achiuwa,1610612748,MIA,7,5,2,0.714,30.0,129.1,125.8,106.1,102.9,23.0,22.8,0.839,4.33,26.5,0.207,0.781,0.508,0.091,0.655,0.656,103.2,106.21,88.51,66,0.612,542,368,11786,5185,504,3884,7776,4524,3172,374,1814,6514,6090,5572,7237,3843,4503,7379,4838,2020-21
509,Lineups,-203087-203926-204456-1628410-1629048-,J. Lamb - D. McDermott - T. McConnell - E. Sumner - G. Bitadze,1610612754,IND,5,4,1,0.8,30.0,120.8,127.3,102.3,100.0,18.5,27.3,0.588,4.0,20.0,0.359,0.645,0.486,0.076,0.535,0.556,110.5,108.95,90.79,66,0.556,957,534,4785,4878,509,3779,5947,4158,6332,391,4059,3478,8924,7880,6826,6082,6876,6288,5751,2020-21
510,Lineups,-202685-203937-1628960-1629630-1630217-,J. Valanciunas - K. Anderson - G. Allen - J. Morant - D. Bane,1610612763,MEM,13,8,5,0.615,30.0,113.9,106.0,126.0,113.6,-12.2,-7.7,0.478,1.22,12.2,0.353,0.815,0.557,0.134,0.482,0.56,95.9,104.67,87.23,67,0.46,133,139,14448,5806,499,6179,8817,8256,8642,4033,8707,3521,5487,4529,9002,8168,6782,8069,7496,2020-21
511,Lineups,-201567-1628386-1629012-1629731-1630171-,K. Love - J. Allen - C. Sexton - D. Wade - I. Okoro,1610612739,CLE,4,1,3,0.25,30.0,77.2,79.0,111.2,112.9,-34.0,-33.9,0.706,1.33,14.1,0.289,0.781,0.514,0.145,0.375,0.412,100.4,98.47,82.06,62,0.313,1342,2859,13480,8342,506,9719,8768,10364,4420,3798,8004,4928,6090,5497,9577,9597,10162,10827,9709,2020-21
512,Lineups,-200746-201145-202681-203925-1628971-,L. Aldridge - J. Green - K. Irving - J. Harris - B. Brown,1610612751,BKN,4,3,1,0.75,30.0,116.7,113.8,87.9,86.4,28.8,27.5,0.778,5.25,22.6,0.206,0.643,0.447,0.062,0.525,0.566,102.0,104.16,86.8,65,0.686,1342,833,4785,4973,508,5388,5038,4146,3610,204,3194,6520,8926,8607,6502,6231,6625,8300,3890,2020-21
513,Lineups,-101150-202331-202694-202704-1627826-,L. Williams - P. George - M. Morris Sr. - R. Jackson - I. Zubac,1610612746,LAC,8,6,2,0.75,30.0,101.7,98.5,92.5,92.4,9.2,6.1,0.591,1.3,14.8,0.265,0.806,0.543,0.152,0.463,0.525,103.3,105.02,87.51,66,0.559,427,254,11786,4973,510,8152,5577,5890,6323,3928,7457,5333,5544,4937,9706,8359,7572,7883,5722,2020-21
514,Lineups,-200794-203085-203210-1627885-1628408-,P. Millsap - A. Rivers - J. Green - S. Harrison - P. Dozier,1610612743,DEN,5,4,1,0.8,30.0,122.2,122.4,79.1,83.1,43.2,39.4,0.483,3.5,16.3,0.441,0.735,0.588,0.069,0.524,0.545,95.1,92.71,77.26,58,0.685,957,534,4785,4878,503,4333,4663,3368,8635,715,6866,2701,7175,3874,6668,6235,7090,12673,3906,2020-21
515,Lineups,-200752-201988-1627749-1627751-1628401-,R. Gay - P. Mills - D. Murray - J. Poeltl - D. White,1610612759,SAS,15,6,9,0.4,30.0,111.1,106.3,81.9,78.3,29.3,28.1,0.583,3.5,17.5,0.097,0.868,0.522,0.063,0.537,0.565,101.4,106.01,88.34,63,0.628,101,254,14759,7676,519,6149,4280,4120,6350,715,5870,7914,4829,5368,6565,6040,6630,7458,4604,2020-21
516,Lineups,-201937-1626157-1627823-1629006-1630162-,R. Rubio - K. Towns - J. Hernangomez - J. Okogie - A. Edwards,1610612750,MIN,10,7,3,0.7,30.0,127.3,129.0,120.4,125.4,6.9,3.6,0.739,1.7,19.5,0.333,0.7,0.537,0.161,0.631,0.692,101.6,98.92,82.43,62,0.541,268,190,13480,5223,501,3639,10364,6075,4182,3161,4968,3574,7629,5066,9938,4130,3818,10651,6053,2020-21
517,Lineups,-201937-1626157-1627774-1630162-1630183-,R. Rubio - K. Towns - J. Layman - A. Edwards - J. McDaniels,1610612750,MIN,7,2,5,0.286,30.0,111.7,111.6,111.0,106.9,0.8,4.6,0.643,3.6,18.9,0.222,0.778,0.46,0.072,0.508,0.551,110.4,112.55,93.79,69,0.519,542,1417,14448,8321,514,5638,8088,6009,5612,712,5181,6303,6104,8355,6795,6372,7006,5016,6413,2020-21
518,Lineups,-201566-203458-203526-1629060-1629726-,R. Westbrook - A. Len - R. Neto - R. Hachimura - G. Mathews,1610612764,WAS,6,2,4,0.333,30.0,89.4,89.6,113.2,111.6,-23.7,-22.0,0.52,1.86,15.1,0.184,0.818,0.479,0.104,0.46,0.461,109.6,110.33,91.94,67,0.384,714,1417,14164,7833,523,8704,8614,9428,6870,3001,7343,7022,5429,7975,7804,8400,9452,5820,8714,2020-21
