,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,Season
549,Lineups,-202066-1629632-1630172-,G. Temple - C. White - P. Williams,1610612741,CHI,48,22,26,0.458,11.8,0.625,0.375,0.533,0.122,0.357,0.113,0.11,0.135,0.411,0.559,0.441,0.818,0.182,0.639,0.361,177,463,18318,9381,966,7811,10154,7447,3990,7052,6805,12495,9116,9392,5547,11287,9390,5640,6591,10680,2020-21
550,Lineups,-201142-202681-1628971-,K. Durant - K. Irving - B. Brown,1610612751,BKN,17,11,6,0.647,11.8,0.616,0.384,0.491,0.147,0.366,0.11,0.143,0.11,0.344,0.528,0.472,0.81,0.19,0.621,0.379,2640,1892,13463,4981,959,8231,9733,9955,2748,6641,7090,9153,11379,13021,6741,10092,9695,5445,7532,9735,2020-21
551,Lineups,-202696-203932-1630175-,N. Vucevic - A. Gordon - C. Anthony,1610612753,ORL,16,5,11,0.313,11.8,0.614,0.386,0.447,0.101,0.425,0.118,0.127,0.127,0.346,0.398,0.602,0.915,0.085,0.599,0.401,2861,4256,16397,12334,973,8399,9566,12144,5429,3977,6330,10853,9866,12939,12497,4337,6275,8900,8937,8334,2020-21
552,Lineups,-201566-203458-1629060-,R. Westbrook - A. Len - R. Hachimura,1610612764,WAS,38,19,19,0.5,11.8,0.744,0.256,0.664,0.165,0.203,0.11,0.133,0.146,0.499,0.545,0.455,0.767,0.233,0.582,0.418,479,738,17984,6963,961,2248,15717,2884,2189,13697,7077,10391,8116,5072,6156,10678,10920,4258,9701,7569,2020-21
553,Lineups,-202340-203482-1626174-,A. Bradley - K. Olynyk - C. Wood,1610612745,HOU,14,1,13,0.071,11.7,0.611,0.389,0.513,0.025,0.294,0.093,0.193,0.176,0.487,0.51,0.49,0.744,0.256,0.574,0.426,3335,10168,16990,14387,978,8581,9384,8526,12127,10464,8923,4869,5499,5382,7323,9505,11719,3456,10015,7239,2020-21
554,Lineups,-201571-203482-1630231-,D. Augustin - K. Olynyk - K. Martin Jr.,1610612745,HOU,14,3,11,0.214,11.7,0.531,0.469,0.46,0.038,0.377,0.092,0.164,0.116,0.422,0.66,0.34,0.811,0.189,0.713,0.287,3335,6231,16397,13559,997,13402,4563,11576,11342,5900,8975,7235,10928,8767,3047,13787,9676,5499,3613,13658,2020-21
555,Lineups,-1626156-1627736-1629675-,D. Russell - M. Beasley - N. Reid,1610612750,MIN,17,4,13,0.235,11.7,0.606,0.394,0.528,0.077,0.379,0.122,0.093,0.169,0.451,0.521,0.479,0.75,0.25,0.595,0.405,2640,5097,16990,13409,993,8894,9066,7670,7713,5816,5981,13496,5958,7125,6966,9867,11102,3479,9038,8233,2020-21
556,Lineups,-1628977-1630165-1630180-,H. Diallo - K. Hayes - S. Bey,1610612765,DET,13,3,10,0.231,11.7,0.582,0.418,0.577,0.066,0.305,0.134,0.118,0.157,0.511,0.489,0.511,0.903,0.097,0.597,0.403,3657,6231,15994,13429,990,10623,7342,5084,8744,9873,4811,11746,7022,4190,9375,7457,6579,8588,8992,8277,2020-21
557,Lineups,-201949-1626195-1630230-,J. Johnson - W. Hernangomez - N. Marshall,1610612740,NOP,14,5,9,0.357,11.7,0.706,0.294,0.598,0.064,0.237,0.121,0.165,0.119,0.533,0.587,0.413,0.906,0.094,0.654,0.346,3335,4256,15578,11142,980,3287,14678,4368,8910,12750,6078,7071,10725,3481,4655,12179,6509,8653,6003,11268,2020-21
558,Lineups,-201142-201933-202681-,K. Durant - B. Griffin - K. Irving,1610612751,BKN,13,8,5,0.615,11.7,0.589,0.411,0.468,0.108,0.401,0.103,0.131,0.116,0.36,0.505,0.495,0.769,0.231,0.601,0.399,3657,2759,12416,5375,981,10156,7809,11153,4937,4813,7868,10519,10956,12377,7414,9418,10838,4267,8412,8858,2020-21
559,Lineups,-203488-1628977-1630197-,M. Muscala - H. Diallo - A. Pokusevski,1610612760,OKC,16,6,10,0.375,11.7,0.589,0.411,0.562,0.1,0.307,0.102,0.131,0.108,0.462,0.421,0.579,0.872,0.128,0.541,0.459,2861,3625,15994,10819,995,10157,7808,5949,5611,9765,7935,10507,11523,6521,11705,5129,7683,7487,11643,5628,2020-21
560,Lineups,-202696-203487-1628407-,N. Vucevic - M. Carter-Williams - D. Bacon,1610612753,ORL,20,8,12,0.4,11.7,0.619,0.381,0.511,0.134,0.357,0.109,0.132,0.127,0.376,0.496,0.504,0.919,0.081,0.631,0.369,2065,2759,16702,10210,986,8128,9837,8626,3266,7054,7151,10413,9928,11507,9231,7603,6127,9051,7038,10226,2020-21
561,Lineups,-202684-1628369-1628464-,T. Thompson - J. Tatum - D. Theis,1610612738,BOS,25,14,11,0.56,11.7,0.669,0.331,0.556,0.111,0.307,0.098,0.137,0.12,0.444,0.526,0.474,0.7,0.3,0.573,0.427,1401,1332,16397,6382,991,4743,13222,6189,4597,9773,8434,9857,10621,7386,6761,10024,12335,2778,10080,7190,2020-21
562,Lineups,-202684-202689-1628464-,T. Thompson - K. Walker - D. Theis,1610612738,BOS,18,9,9,0.5,11.7,0.674,0.326,0.562,0.119,0.285,0.127,0.152,0.162,0.444,0.479,0.521,0.542,0.458,0.495,0.505,2417,2397,15578,6963,983,4598,13367,5920,4152,10878,5456,8280,6589,7652,9651,7179,13830,1348,13995,3275,2020-21
563,Lineups,-203506-1628425-1630256-,V. Oladipo - S. Brown - J. Tate,1610612745,HOU,12,2,10,0.167,11.7,0.572,0.428,0.456,0.054,0.369,0.123,0.174,0.153,0.402,0.513,0.487,0.805,0.195,0.615,0.385,4016,7835,15994,13894,988,11138,6827,11704,9920,6446,5856,6200,7458,9796,7226,9606,9798,5375,7753,9388,2020-21
564,Lineups,-1629717-1630231-1630237-,A. Brooks - K. Martin Jr. - A. Lamb,1610612745,HOU,14,1,13,0.071,11.6,0.46,0.54,0.404,0.016,0.459,0.088,0.137,0.174,0.389,0.538,0.462,0.847,0.153,0.672,0.328,3335,10168,16990,14387,1010,15881,2084,13735,12438,2788,9441,9864,5660,10865,6312,10407,8433,6742,4711,12560,2020-21
565,Lineups,-203952-1626162-1629308-,A. Wiggins - K. Oubre Jr. - J. Toscano-Anderson,1610612744,GSW,26,11,15,0.423,11.6,0.579,0.421,0.48,0.058,0.384,0.174,0.137,0.158,0.422,0.606,0.394,0.886,0.114,0.704,0.296,1306,1892,17469,10036,1020,10823,7142,10539,9562,5646,2574,9936,6924,8779,3914,12907,7136,8037,3799,13472,2020-21
566,Lineups,-202687-1626179-1629023-,B. Biyombo - T. Rozier - P. Washington,1610612766,CHA,49,24,25,0.49,11.6,0.601,0.399,0.477,0.056,0.397,0.118,0.126,0.156,0.421,0.579,0.421,0.894,0.106,0.692,0.308,155,329,18301,9060,1001,9135,8830,10664,9771,5047,6441,10974,7096,8789,4843,11991,6865,8313,4161,13110,2020-21
567,Lineups,-202709-203486-203924-,C. Joseph - M. Plumlee - J. Grant,1610612765,DET,12,3,9,0.25,11.6,0.644,0.356,0.544,0.11,0.229,0.07,0.226,0.052,0.434,0.584,0.416,0.84,0.16,0.64,0.36,4016,6231,15578,12844,1023,6498,11467,6861,4774,13088,10944,3218,13861,8084,4695,12139,8636,6521,6545,10725,2020-21
568,Lineups,-201599-202681-1628971-,D. Jordan - K. Irving - B. Brown,1610612751,BKN,29,21,8,0.724,11.6,0.649,0.351,0.569,0.09,0.307,0.131,0.124,0.117,0.479,0.556,0.444,0.762,0.238,0.61,0.39,1053,548,15036,3546,1017,6247,11718,5632,6446,9789,5088,11272,10881,5737,5617,11044,10976,4180,8075,9195,2020-21
569,Lineups,-203200-203926-1627734-,J. Holiday - D. McDermott - D. Sabonis,1610612754,IND,54,25,29,0.463,11.6,0.603,0.397,0.546,0.047,0.338,0.124,0.116,0.166,0.498,0.562,0.438,0.946,0.054,0.674,0.326,66,288,18371,9300,1012,9068,8897,6672,10612,7981,5828,11943,6328,5079,5483,11351,5626,9552,4646,12625,2020-21
570,Lineups,-200755-1626195-1628404-,J. Redick - W. Hernangomez - J. Hart,1610612740,NOP,15,8,7,0.533,11.6,0.682,0.318,0.585,0.095,0.238,0.141,0.177,0.12,0.49,0.519,0.481,0.914,0.086,0.604,0.396,3101,2759,14318,6754,1021,4264,13699,4800,5890,12719,4362,5984,10576,5288,7026,9808,6287,8881,8342,8928,2020-21
571,Lineups,-1626204-1628422-1630171-,L. Nance Jr. - D. Dotson - I. Okoro,1610612739,CLE,13,5,8,0.385,11.6,0.678,0.322,0.632,0.07,0.253,0.112,0.116,0.179,0.561,0.522,0.478,0.833,0.167,0.588,0.412,3657,4256,15036,10731,1011,4440,13525,3317,8287,12196,6841,11959,5287,2841,6931,9901,8713,6038,9392,7877,2020-21
572,Lineups,-101150-202694-1627826-,L. Williams - M. Morris Sr. - I. Zubac,1610612746,LAC,32,20,12,0.625,11.6,0.681,0.319,0.505,0.142,0.304,0.101,0.191,0.12,0.363,0.396,0.604,0.816,0.184,0.516,0.484,810,637,16702,5200,1024,4309,13655,8870,2996,9905,8031,5004,10620,12271,12508,4326,9552,5626,12364,4907,2020-21
573,Lineups,-200782-201569-202322-,P. Tucker - E. Gordon - J. Wall,1610612745,HOU,21,9,12,0.429,11.6,0.54,0.46,0.473,0.057,0.346,0.076,0.181,0.164,0.416,0.376,0.624,0.836,0.164,0.527,0.473,1903,2397,16702,9771,1003,13030,4935,10892,9703,7643,10553,5704,6412,9146,12814,4020,8703,6471,12082,5189,2020-21
574,Lineups,-201939-203952-1626172-,S. Curry - A. Wiggins - K. Looney,1610612744,GSW,53,32,21,0.604,11.6,0.547,0.453,0.44,0.071,0.439,0.15,0.121,0.153,0.369,0.607,0.393,0.809,0.191,0.688,0.313,83,112,18133,5504,1007,12640,5325,12545,8230,3272,3725,11466,7455,11906,3911,12923,9738,5440,4243,12974,2020-21
575,Lineups,-1629635-1630165-1630191-,S. Doumbouya - K. Hayes - I. Stewart,1610612765,DET,15,5,10,0.333,11.6,0.607,0.393,0.522,0.062,0.362,0.174,0.115,0.208,0.461,0.527,0.473,0.907,0.093,0.647,0.353,3101,4256,15994,11223,1009,8843,9122,7983,9165,6764,2578,12024,3601,6690,6759,10075,6503,8670,6226,10980,2020-21
576,Lineups,-203382-1626181-1627783-,A. Baynes - N. Powell - P. Siakam,1610612761,TOR,21,10,11,0.476,11.5,0.57,0.43,0.451,0.072,0.395,0.126,0.154,0.203,0.379,0.485,0.515,0.792,0.208,0.598,0.402,1903,2128,16397,9140,1049,11426,6537,11955,8134,5132,5474,8083,3763,11347,9476,7341,10393,4785,8951,8319,2020-21
577,Lineups,-203078-1629021-1629060-,B. Beal - M. Wagner - R. Hachimura,1610612764,WAS,20,10,10,0.5,11.5,0.654,0.346,0.532,0.12,0.247,0.099,0.221,0.148,0.412,0.549,0.451,0.886,0.114,0.629,0.371,2065,2128,15994,6963,1051,5959,11972,7491,4102,12466,8310,3475,7930,9344,5943,10889,7136,8037,7101,10165,2020-21
578,Lineups,-1627747-1627752-1628386-,C. LeVert - T. Prince - J. Allen,1610612751,BKN,12,6,6,0.5,11.5,0.636,0.364,0.452,0.077,0.33,0.137,0.217,0.196,0.375,0.5,0.5,0.73,0.27,0.575,0.425,4016,3625,13463,6963,1038,7061,10899,11898,7603,8604,4616,3601,4189,11536,7465,7623,11872,3299,9994,7276,2020-21
579,Lineups,-1628977-1630165-1630191-,H. Diallo - K. Hayes - I. Stewart,1610612765,DET,12,4,8,0.333,11.5,0.635,0.365,0.598,0.089,0.299,0.159,0.103,0.166,0.509,0.358,0.642,0.963,0.037,0.509,0.491,4016,5097,15036,11223,1039,7112,10852,4364,6568,10298,3252,12874,6331,4235,13207,3627,5442,9727,12481,4788,2020-21
580,Lineups,-201145-201599-201935-,J. Green - D. Jordan - J. Harden,1610612751,BKN,21,16,5,0.762,11.5,0.631,0.369,0.561,0.079,0.292,0.084,0.147,0.096,0.482,0.5,0.5,0.702,0.298,0.552,0.448,1903,1038,12416,2989,1050,7299,10665,5978,7510,10526,9838,8838,12228,5597,7465,7623,12333,2845,11197,6073,2020-21
581,Lineups,-203200-1627747-1628410-,J. Holiday - C. LeVert - E. Sumner,1610612754,IND,20,9,11,0.45,11.5,0.607,0.393,0.569,0.107,0.316,0.172,0.116,0.131,0.462,0.509,0.491,0.885,0.115,0.611,0.389,2065,2397,16397,9489,1036,8866,9099,5643,5013,9384,2652,11970,9555,6514,7343,9486,7154,8024,8062,9207,2020-21
582,Lineups,-200794-203115-1629008-,P. Millsap - W. Barton - M. Porter Jr.,1610612743,DEN,25,16,9,0.64,11.5,0.665,0.335,0.595,0.108,0.306,0.082,0.099,0.181,0.487,0.557,0.443,0.847,0.153,0.631,0.369,1401,1038,15578,5074,1042,5509,12456,4424,4956,9824,10002,13142,5139,5387,5597,11235,8437,6740,7033,10238,2020-21
583,Lineups,-201937-1630162-1630183-,R. Rubio - A. Edwards - J. McDaniels,1610612750,MIN,54,18,36,0.333,11.5,0.557,0.443,0.478,0.042,0.372,0.125,0.15,0.183,0.437,0.577,0.423,0.848,0.152,0.67,0.33,66,827,18401,11223,1047,12069,5892,10580,11061,6362,5769,8568,4953,7941,4891,11939,8428,6747,4745,12526,2020-21
584,Lineups,-1629012-1629731-1630171-,C. Sexton - D. Wade - I. Okoro,1610612739,CLE,38,11,27,0.289,11.4,0.616,0.384,0.501,0.065,0.307,0.098,0.192,0.13,0.435,0.54,0.46,0.887,0.113,0.641,0.359,479,1892,18336,12520,1055,8240,9725,9031,8776,9757,8404,4944,9664,8008,6282,10552,7134,8043,6528,10743,2020-21
585,Lineups,-1626174-1628425-1630256-,C. Wood - S. Brown - J. Tate,1610612745,HOU,20,6,14,0.3,11.4,0.536,0.464,0.439,0.052,0.415,0.107,0.146,0.133,0.387,0.538,0.462,0.827,0.173,0.649,0.351,2065,3625,17251,12404,1063,13208,4757,12566,10185,4302,7405,8952,9392,10919,6433,10401,9219,5958,6150,11119,2020-21
586,Lineups,-200768-203382-1627832-,K. Lowry - A. Baynes - F. VanVleet,1610612761,TOR,29,11,18,0.379,11.4,0.55,0.45,0.48,0.077,0.395,0.139,0.125,0.179,0.403,0.543,0.457,0.833,0.167,0.646,0.354,1053,1892,17872,10815,1053,12552,5413,10488,7599,5133,4438,10999,5270,9793,6187,10647,8713,6038,6305,10958,2020-21
587,Lineups,-203482-1628389-1629134-,K. Olynyk - B. Adebayo - K. Nunn,1610612748,MIA,31,14,17,0.452,11.4,0.615,0.385,0.535,0.081,0.323,0.12,0.142,0.16,0.454,0.616,0.384,0.894,0.106,0.696,0.304,883,1332,17764,9485,1066,8255,9592,7285,7268,8956,6126,9467,6824,6997,3694,13140,6867,8311,4010,13261,2020-21
588,Lineups,-202689-203935-1629057-,K. Walker - M. Smart - R. Williams III,1610612738,BOS,19,9,10,0.474,11.4,0.549,0.451,0.496,0.057,0.415,0.138,0.089,0.163,0.439,0.519,0.481,0.877,0.123,0.647,0.353,2246,2397,15994,9166,1065,12577,5385,9754,9690,4317,4518,13686,6550,7807,7028,9806,7363,7814,6226,10980,2020-21
589,Lineups,-1626204-1626224-1628422-,L. Nance Jr. - C. Osman - D. Dotson,1610612739,CLE,15,8,7,0.533,11.4,0.629,0.371,0.612,0.047,0.28,0.14,0.108,0.204,0.566,0.571,0.429,0.938,0.063,0.657,0.343,3101,2759,14318,6754,1070,7427,10538,3870,10648,11074,4400,12601,3738,2777,5003,11569,5739,9397,5876,11395,2020-21
590,Lineups,-201959-202692-1630193-,T. Gibson - A. Burks - I. Quickley,1610612752,NYK,31,18,13,0.581,11.4,0.586,0.414,0.476,0.112,0.354,0.062,0.17,0.114,0.365,0.344,0.656,0.737,0.263,0.474,0.526,883,827,16990,6051,1058,10396,7569,10675,4583,7174,11544,6559,11077,12077,13396,3435,11788,3369,14232,3039,2020-21
591,Lineups,-203503-203992-1629027-,T. Snell - B. Bogdanovic - T. Young,1610612737,ATL,21,15,6,0.714,11.4,0.637,0.363,0.511,0.096,0.319,0.063,0.17,0.117,0.415,0.503,0.497,0.71,0.29,0.564,0.436,1903,1178,13463,3588,1061,6870,11095,8580,5863,9168,11445,6567,10902,9171,7452,9382,12263,2910,10650,6621,2020-21
592,Lineups,-203503-1628381-1628989-,T. Snell - J. Collins - K. Huerter,1610612737,ATL,29,17,12,0.586,11.4,0.615,0.385,0.496,0.082,0.361,0.109,0.143,0.127,0.414,0.546,0.454,0.798,0.202,0.628,0.372,1053,927,16702,5990,1067,8392,9572,9756,7208,6837,7210,9149,9935,9208,6005,10829,10345,4833,7129,10142,2020-21
593,Lineups,-203382-1626181-1627832-,A. Baynes - N. Powell - F. VanVleet,1610612761,TOR,26,13,13,0.5,11.3,0.565,0.435,0.442,0.073,0.422,0.12,0.136,0.184,0.369,0.51,0.49,0.771,0.229,0.611,0.389,1306,1490,16990,6963,1078,11665,6300,12474,8021,4079,6144,10009,4840,11894,7322,9512,10833,4344,8002,9269,2020-21
594,Lineups,-203078-1629060-1630166-,B. Beal - R. Hachimura - D. Avdija,1610612764,WAS,35,21,14,0.6,11.3,0.695,0.305,0.589,0.118,0.244,0.087,0.167,0.18,0.47,0.564,0.436,0.838,0.162,0.623,0.377,626,548,17251,5506,1083,3731,14234,4627,4168,12536,9591,6730,5205,6208,5408,11426,8691,6486,7452,9819,2020-21
595,Lineups,-202687-1626179-1628984-,B. Biyombo - T. Rozier - D. Graham,1610612766,CHA,44,19,25,0.432,11.3,0.584,0.416,0.482,0.07,0.391,0.128,0.127,0.163,0.412,0.605,0.395,0.881,0.119,0.702,0.298,270,738,18301,9768,1080,10457,7504,10407,8325,5359,5328,10856,6507,9343,3934,12900,7286,7891,3825,13446,2020-21
596,Lineups,-202709-1628367-1630180-,C. Joseph - J. Jackson - S. Bey,1610612765,DET,13,2,11,0.154,11.3,0.675,0.325,0.557,0.098,0.293,0.08,0.149,0.175,0.46,0.598,0.402,0.941,0.059,0.687,0.313,3657,7835,16397,14078,1093,4549,13416,6132,5732,10483,10134,8580,5536,6719,4438,12396,5677,9458,4302,12969,2020-21
597,Lineups,-203926-1627734-1627747-,D. McDermott - D. Sabonis - C. LeVert,1610612754,IND,21,12,9,0.571,11.3,0.661,0.339,0.579,0.056,0.272,0.126,0.148,0.155,0.524,0.657,0.343,0.846,0.154,0.702,0.298,1903,1694,15578,6090,1092,5637,12328,5012,9778,11558,5534,8664,7192,3806,3064,13770,8440,6635,3816,13455,2020-21
598,Lineups,-202330-1626179-1628970-,G. Hayward - T. Rozier - M. Bridges,1610612766,CHA,42,23,19,0.548,11.3,0.565,0.435,0.459,0.081,0.378,0.124,0.164,0.154,0.378,0.53,0.47,0.781,0.219,0.619,0.381,330,396,17984,6576,1082,11661,6304,11623,7289,5865,5795,7210,7276,11439,6649,10185,10592,4585,7643,9628,2020-21
599,Lineups,-203486-1628372-1630180-,M. Plumlee - D. Smith Jr. - S. Bey,1610612765,DET,15,3,12,0.2,11.3,0.514,0.486,0.46,0.086,0.431,0.112,0.109,0.147,0.374,0.638,0.363,0.88,0.12,0.731,0.269,3101,6231,16702,13582,1090,14009,3956,11569,6801,3426,6861,12525,8043,11691,3279,13555,7289,7862,3045,14213,2020-21
600,Lineups,-202331-202704-1627826-,P. George - R. Jackson - I. Zubac,1610612746,LAC,45,32,13,0.711,11.3,0.633,0.367,0.51,0.112,0.376,0.103,0.114,0.143,0.398,0.462,0.538,0.88,0.12,0.6,0.4,243,112,16990,3757,1071,7201,10764,8643,4571,5911,7866,12117,8313,10476,10195,6639,7289,7862,8421,8344,2020-21
601,Lineups,-203496-1627884-1629018-,R. Covington - D. Jones Jr. - G. Trent Jr.,1610612757,POR,32,19,13,0.594,11.3,0.557,0.443,0.457,0.072,0.4,0.102,0.142,0.136,0.386,0.417,0.583,0.723,0.277,0.529,0.471,810,738,16990,5932,1077,12082,5881,11667,8136,4821,7976,9434,9077,11025,11757,4986,11986,3192,11997,5221,2020-21
602,Lineups,-1626174-1627863-1630256-,C. Wood - D. House Jr. - J. Tate,1610612745,HOU,17,5,12,0.294,11.2,0.568,0.432,0.537,0.056,0.322,0.107,0.14,0.143,0.481,0.539,0.461,0.761,0.239,0.602,0.398,2640,4256,16702,12494,1112,11508,6456,7169,9753,8993,7344,9610,8511,5626,6309,10525,11002,4174,8380,8889,2020-21
603,Lineups,-201565-201959-1630193-,D. Rose - T. Gibson - I. Quickley,1610612752,NYK,28,20,8,0.714,11.2,0.62,0.38,0.514,0.1,0.317,0.074,0.17,0.138,0.414,0.367,0.633,0.73,0.27,0.472,0.528,1145,637,15036,3588,1097,8041,9924,8473,5610,9246,10646,6581,8842,9275,13083,3741,11872,3299,14267,3004,2020-21
604,Lineups,-1628977-1630177-1630197-,H. Diallo - T. Maledon - A. Pokusevski,1610612760,OKC,16,6,10,0.375,11.2,0.569,0.431,0.563,0.079,0.33,0.127,0.107,0.135,0.485,0.48,0.52,0.846,0.154,0.583,0.417,2861,3625,15994,10819,1117,11490,6475,5859,7494,8646,5450,12652,9118,5494,9600,7201,8440,6635,9690,7579,2020-21
605,Lineups,-1627750-1628420-1629008-,J. Murray - M. Morris - M. Porter Jr.,1610612743,DEN,23,16,7,0.696,11.2,0.643,0.357,0.51,0.11,0.362,0.164,0.128,0.153,0.401,0.509,0.491,0.831,0.169,0.613,0.387,1641,1038,14318,3901,1128,6552,11315,8635,4816,6811,3007,10771,7448,9845,7342,9492,9144,6033,7961,9310,2020-21
606,Lineups,-1628374-1628976-1629632-,L. Markkanen - W. Carter Jr. - C. White,1610612741,CHI,14,5,9,0.357,11.2,0.558,0.442,0.427,0.071,0.418,0.107,0.154,0.151,0.356,0.514,0.486,0.809,0.191,0.63,0.37,3335,4256,15578,11142,1106,12033,5932,13070,8228,4194,7415,8065,7621,12541,7198,9633,9739,5435,7059,10210,2020-21
607,Lineups,-202694-202695-202704-,M. Morris Sr. - K. Leonard - R. Jackson,1610612746,LAC,35,25,10,0.714,11.2,0.592,0.408,0.451,0.121,0.417,0.101,0.132,0.139,0.33,0.393,0.607,0.819,0.181,0.555,0.445,626,288,15994,3588,1099,10014,7951,11960,4062,4224,8081,10458,8781,13723,12545,4278,9388,5790,11121,6150,2020-21
608,Lineups,-203999-1627750-1628420-,N. Jokic - J. Murray - M. Morris,1610612743,DEN,36,23,13,0.639,11.2,0.621,0.379,0.493,0.107,0.359,0.121,0.148,0.145,0.386,0.506,0.494,0.826,0.174,0.611,0.389,576,396,16990,5082,1125,7965,10000,9881,5012,6923,6088,8772,8216,11003,7405,9427,9223,5955,8059,9212,2020-21
609,Lineups,-201937-1626157-1629006-,R. Rubio - K. Towns - J. Okogie,1610612750,MIN,33,16,17,0.485,11.2,0.555,0.445,0.44,0.033,0.357,0.108,0.203,0.18,0.407,0.525,0.475,0.879,0.121,0.649,0.351,763,1038,17764,9079,1103,12325,5640,12531,11648,7063,7313,4166,5216,9611,6824,10009,7337,7838,6160,11111,2020-21
610,Lineups,-203524-203992-1628989-,S. Hill - B. Bogdanovic - K. Huerter,1610612737,ATL,28,20,8,0.714,11.2,0.552,0.448,0.458,0.077,0.431,0.115,0.111,0.145,0.381,0.477,0.523,0.815,0.185,0.607,0.393,1145,637,15036,3588,1129,12411,5554,11645,7610,3416,6667,12458,8162,11319,9727,7104,9565,5589,8197,9048,2020-21
611,Lineups,-203110-203952-1626172-,D. Green - A. Wiggins - K. Looney,1610612744,GSW,51,31,20,0.608,11.1,0.554,0.446,0.45,0.068,0.443,0.147,0.108,0.163,0.382,0.628,0.372,0.827,0.173,0.707,0.293,114,130,18079,5482,1143,12330,5635,12039,8508,3167,3930,12602,6531,11245,3438,13396,9214,5961,3728,13543,2020-21
612,Lineups,-201565-203493-203944-,D. Rose - R. Bullock - J. Randle,1610612752,NYK,31,22,9,0.71,11.1,0.612,0.388,0.475,0.142,0.373,0.076,0.152,0.115,0.332,0.412,0.588,0.867,0.133,0.568,0.432,883,463,15578,3759,1155,8573,9392,10801,2994,6332,10510,8289,10963,13699,11896,4901,7766,7412,10495,6775,2020-21
613,Lineups,-202339-1626195-1628366-,E. Bledsoe - W. Hernangomez - L. Ball,1610612740,NOP,23,10,13,0.435,11.1,0.681,0.319,0.584,0.084,0.263,0.12,0.153,0.148,0.5,0.545,0.455,0.821,0.179,0.609,0.391,1641,2128,16990,9739,1139,4321,13644,4819,6965,11847,6131,8229,7864,4412,6009,10683,9343,5817,8111,9160,2020-21
614,Lineups,-201609-1628389-1629130-,G. Dragic - B. Adebayo - D. Robinson,1610612748,MIA,41,22,19,0.537,11.1,0.543,0.457,0.453,0.085,0.398,0.098,0.149,0.185,0.367,0.537,0.463,0.944,0.056,0.687,0.313,364,463,17984,6738,1151,12858,5098,11895,6879,5023,8399,8590,4839,11973,6454,10380,5670,9508,4298,12973,2020-21
615,Lineups,-202710-1628389-1629639-,J. Butler - B. Adebayo - T. Herro,1610612748,MIA,39,21,18,0.538,11.1,0.615,0.385,0.52,0.083,0.299,0.115,0.181,0.13,0.437,0.59,0.41,0.959,0.041,0.692,0.308,438,548,17872,6667,1145,8374,9591,8114,7024,10301,6646,5723,9643,7925,4573,12261,5472,9705,4160,13111,2020-21
616,Lineups,-203087-1627734-1627763-,J. Lamb - D. Sabonis - M. Brogdon,1610612754,IND,26,10,16,0.385,11.1,0.594,0.406,0.489,0.063,0.376,0.118,0.134,0.159,0.426,0.488,0.512,0.819,0.181,0.6,0.4,1306,2128,17616,10731,1135,9880,8055,10039,8983,5912,6329,10164,6912,8570,9404,7429,9387,5791,8421,8344,2020-21
617,Lineups,-201142-201145-201599-,K. Durant - J. Green - D. Jordan,1610612751,BKN,13,8,5,0.615,11.1,0.629,0.371,0.566,0.121,0.321,0.093,0.113,0.118,0.445,0.553,0.447,0.744,0.256,0.606,0.394,3657,2759,12416,5375,1144,7422,10540,5777,4060,9018,8893,12189,10745,7377,5815,11018,11719,3456,8268,9002,2020-21
618,Lineups,-200768-203382-1626181-,K. Lowry - A. Baynes - N. Powell,1610612761,TOR,25,7,18,0.28,11.1,0.566,0.434,0.44,0.053,0.408,0.111,0.152,0.185,0.387,0.557,0.443,0.826,0.174,0.66,0.34,1401,3179,17872,12721,1146,11600,6365,12529,10041,4593,7053,8310,4831,10975,5601,11233,9224,5935,5786,11485,2020-21
619,Lineups,-203935-1628369-1629057-,M. Smart - J. Tatum - R. Williams III,1610612738,BOS,28,15,13,0.536,11.1,0.58,0.42,0.505,0.062,0.39,0.144,0.105,0.191,0.442,0.541,0.459,0.8,0.2,0.629,0.371,1145,1178,16990,6741,1157,10734,7231,8891,9111,5366,4040,12716,4433,7697,6250,10584,9829,4837,7098,10172,2020-21
