,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,PCT_FGA_2PT,PCT_FGA_3PT,PCT_PTS_2PT,PCT_PTS_2PT_MR,PCT_PTS_3PT,PCT_PTS_FB,PCT_PTS_FT,PCT_PTS_OFF_TOV,PCT_PTS_PAINT,PCT_AST_2PM,PCT_UAST_2PM,PCT_AST_3PM,PCT_UAST_3PM,PCT_AST_FGM,PCT_UAST_FGM,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,PCT_FGA_2PT_RANK,PCT_FGA_3PT_RANK,PCT_PTS_2PT_RANK,PCT_PTS_2PT_MR_RANK,PCT_PTS_3PT_RANK,PCT_PTS_FB_RANK,PCT_PTS_FT_RANK,PCT_PTS_OFF_TOV_RANK,PCT_PTS_PAINT_RANK,PCT_AST_2PM_RANK,PCT_UAST_2PM_RANK,PCT_AST_3PM_RANK,PCT_UAST_3PM_RANK,PCT_AST_FGM_RANK,PCT_UAST_FGM_RANK,Season
0,Lineups,-203920-1627783-1627832-,K. Birch - P. Siakam - F. VanVleet,1610612761,TOR,7,2,5,0.286,28.3,0.534,0.466,0.463,0.059,0.417,0.133,0.12,0.173,0.404,0.6,0.4,0.803,0.197,0.676,0.324,6440,7835,12416,12521,1,13259,4706,11349,9443,4227,4999,11565,5721,9717,3973,12403,9821,5355,4604,12666,2020-21
1,Lineups,-203506-1627734-1627763-,V. Oladipo - D. Sabonis - M. Brogdon,1610612754,IND,9,5,4,0.556,27.7,0.598,0.402,0.509,0.058,0.353,0.133,0.138,0.147,0.451,0.523,0.477,0.725,0.275,0.587,0.413,5221,4256,11166,6399,2,9649,8315,8721,9569,7183,4968,9767,8024,7157,6907,9927,11978,3199,9411,7858,2020-21
2,Lineups,-1627734-1627747-1627763-,D. Sabonis - C. LeVert - M. Brogdon,1610612754,IND,15,8,7,0.533,26.9,0.565,0.435,0.475,0.068,0.368,0.142,0.158,0.137,0.407,0.516,0.484,0.83,0.17,0.623,0.377,3101,2759,14318,6754,3,11662,6303,10790,8525,6529,4282,7792,8971,9592,7121,9697,9154,6024,7459,9812,2020-21
3,Lineups,-202711-1626220-1628378-,B. Bogdanovic - R. O'Neale - D. Mitchell,1610612762,UTA,52,38,14,0.731,26.2,0.537,0.463,0.426,0.056,0.421,0.102,0.153,0.114,0.369,0.415,0.585,0.759,0.241,0.551,0.449,97,32,17251,3483,5,13169,4796,13103,9723,4081,7989,8255,11080,11883,11861,4973,11050,4128,11226,6045,2020-21
4,Lineups,-202322-203482-1626174-,J. Wall - K. Olynyk - C. Wood,1610612745,HOU,8,1,7,0.125,25.3,0.588,0.412,0.51,0.02,0.349,0.124,0.141,0.127,0.49,0.496,0.504,0.754,0.246,0.577,0.423,5790,10168,14318,14222,9,10301,7663,8630,12293,7442,5778,9559,9940,5288,9235,7599,11089,4088,9908,7327,2020-21
5,Lineups,-201142-201935-202681-,K. Durant - J. Harden - K. Irving,1610612751,BKN,8,6,2,0.75,25.3,0.618,0.382,0.523,0.113,0.322,0.18,0.154,0.111,0.41,0.634,0.366,0.709,0.291,0.656,0.344,5790,3625,6774,3005,10,8156,9809,7929,4506,8996,2411,8066,11219,9454,3361,13473,12269,2909,5898,11373,2020-21
6,Lineups,-203552-203954-1627732-,S. Curry - J. Embiid - B. Simmons,1610612755,PHI,36,30,6,0.833,25.3,0.671,0.329,0.528,0.117,0.287,0.156,0.185,0.177,0.411,0.469,0.531,0.922,0.078,0.589,0.411,576,150,13463,2488,11,4676,13289,7693,4316,10755,3409,5389,5406,9412,10017,6817,6089,9089,9281,7990,2020-21
7,Lineups,-200782-201935-1626174-,P. Tucker - J. Harden - C. Wood,1610612745,HOU,7,2,5,0.286,25.1,0.556,0.444,0.475,0.029,0.385,0.105,0.14,0.135,0.447,0.6,0.4,0.648,0.352,0.617,0.383,6440,7835,12416,12521,13,12095,5869,10778,11969,5592,7699,9614,9105,7344,3973,12403,13287,1891,7722,9549,2020-21
8,Lineups,-203084-1627741-1628368-,H. Barnes - B. Hield - D. Fox,1610612758,SAC,54,24,30,0.444,25.0,0.626,0.374,0.531,0.07,0.322,0.135,0.147,0.137,0.461,0.478,0.522,0.82,0.18,0.577,0.423,66,329,18383,9533,14,7561,10404,7537,8326,9007,4778,8785,8983,6689,9695,7139,9377,5801,9945,7326,2020-21
9,Lineups,-202699-203954-1627732-,T. Harris - J. Embiid - B. Simmons,1610612755,PHI,37,31,6,0.838,25.0,0.661,0.339,0.502,0.111,0.308,0.153,0.191,0.162,0.39,0.471,0.529,0.929,0.071,0.604,0.396,524,130,13463,2486,15,5650,12315,9018,4596,9750,3620,5008,6618,10775,9913,6921,5886,9221,8342,8928,2020-21
10,Lineups,-201588-1628983-1629652-,G. Hill - S. Gilgeous-Alexander - L. Dort,1610612760,OKC,14,6,8,0.429,24.7,0.553,0.447,0.494,0.053,0.369,0.081,0.137,0.128,0.441,0.421,0.579,0.794,0.206,0.545,0.455,3335,3625,15036,9771,18,12368,5597,9828,10038,6473,10077,9917,9828,7741,11707,5127,10379,4799,11556,5715,2020-21
11,Lineups,-201143-201588-1628983-,A. Horford - G. Hill - S. Gilgeous-Alexander,1610612760,OKC,9,5,4,0.556,24.6,0.52,0.48,0.446,0.063,0.417,0.074,0.137,0.102,0.384,0.421,0.579,0.831,0.169,0.578,0.422,5221,4256,11166,6399,19,13814,4151,12173,9036,4228,10640,9899,11908,11133,11657,5131,9146,6031,9863,7405,2020-21
12,Lineups,-203493-203944-1629628-,R. Bullock - J. Randle - R. Barrett,1610612752,NYK,65,38,27,0.585,24.5,0.667,0.333,0.523,0.116,0.328,0.093,0.149,0.139,0.407,0.409,0.591,0.903,0.097,0.554,0.446,8,32,18336,6000,20,4775,13190,7943,4375,8714,8951,8631,8756,9582,11977,4857,6578,8600,11129,6142,2020-21
13,Lineups,-202699-203552-203954-,T. Harris - S. Curry - J. Embiid,1610612755,PHI,38,31,7,0.816,24.4,0.681,0.319,0.527,0.12,0.289,0.146,0.184,0.166,0.407,0.451,0.549,0.911,0.089,0.574,0.426,479,130,14318,2623,21,4319,13646,7711,4081,10680,3988,5477,6343,9590,10655,6179,6346,8830,10048,7223,2020-21
14,Lineups,-203914-203999-1627750-,G. Harris - N. Jokic - J. Murray,1610612743,DEN,18,11,7,0.611,24.2,0.638,0.362,0.544,0.094,0.318,0.094,0.138,0.144,0.45,0.51,0.49,0.85,0.15,0.605,0.395,2417,1892,14318,5436,25,6860,11105,6866,6101,9207,8854,9829,8222,7165,7310,9523,8411,6767,8273,8998,2020-21
15,Lineups,-1628983-1629647-1629652-,S. Gilgeous-Alexander - D. Bazley - L. Dort,1610612760,OKC,30,13,17,0.433,24.2,0.552,0.448,0.465,0.047,0.396,0.089,0.138,0.115,0.419,0.432,0.568,0.805,0.195,0.567,0.433,966,1490,17764,9759,23,12409,5556,11264,10649,5077,9318,9756,11010,8974,11253,5567,9804,5374,10533,6738,2020-21
16,Lineups,-201980-203954-1627732-,D. Green - J. Embiid - B. Simmons,1610612755,PHI,40,33,7,0.825,24.0,0.652,0.348,0.499,0.108,0.306,0.165,0.195,0.159,0.391,0.476,0.524,0.938,0.062,0.61,0.39,400,100,14318,2593,26,6033,11932,9685,4942,9828,2984,4751,6864,10756,9735,7099,5738,9440,8069,9202,2020-21
17,Lineups,-200782-201935-202322-,P. Tucker - J. Harden - J. Wall,1610612745,HOU,6,2,4,0.333,23.9,0.576,0.424,0.514,0.006,0.328,0.1,0.158,0.138,0.508,0.563,0.438,0.794,0.206,0.632,0.368,7221,7835,11166,11223,27,10940,7023,8413,12515,8716,8272,7791,8852,4273,5420,11357,10368,4801,6966,10242,2020-21
18,Lineups,-1626164-1628969-1629028-,D. Booker - M. Bridges - D. Ayton,1610612756,PHX,65,46,19,0.708,23.8,0.657,0.343,0.566,0.141,0.306,0.124,0.128,0.134,0.425,0.513,0.487,0.827,0.173,0.596,0.404,8,8,17984,3781,28,5824,12141,5774,3031,9794,5801,10846,9231,8612,7230,9604,9218,5960,9009,8262,2020-21
19,Lineups,-203084-1626158-1628368-,H. Barnes - R. Holmes - D. Fox,1610612758,SAC,48,22,26,0.458,23.7,0.629,0.371,0.535,0.074,0.309,0.131,0.155,0.13,0.461,0.504,0.496,0.821,0.179,0.592,0.408,177,463,18318,9381,32,7418,10547,7267,7873,9663,5120,7985,9690,6681,7440,9394,9362,5816,9159,8112,2020-21
20,Lineups,-202699-203552-1627732-,T. Harris - S. Curry - B. Simmons,1610612755,PHI,46,33,13,0.717,23.7,0.651,0.349,0.513,0.112,0.323,0.145,0.164,0.165,0.401,0.471,0.529,0.902,0.098,0.598,0.402,221,100,16990,3585,31,6138,11827,8488,4567,8985,4020,7153,6352,9839,9914,6920,6598,8580,8948,8323,2020-21
21,Lineups,-203081-203496-1626181-,D. Lillard - R. Covington - N. Powell,1610612757,POR,23,13,10,0.565,23.6,0.598,0.402,0.475,0.072,0.377,0.115,0.148,0.131,0.403,0.486,0.514,0.708,0.292,0.563,0.437,1641,1490,15994,6330,33,9653,8312,10780,8119,5887,6654,8733,9569,9774,9449,7385,12286,2892,10677,6594,2020-21
22,Lineups,-201143-201588-1629652-,A. Horford - G. Hill - L. Dort,1610612760,OKC,9,5,4,0.556,23.5,0.534,0.466,0.46,0.062,0.4,0.078,0.14,0.101,0.398,0.411,0.589,0.815,0.185,0.559,0.441,5221,4256,11166,6399,35,13266,4699,11566,9172,4820,10339,9650,11949,10467,11936,4894,9563,5614,10850,6418,2020-21
23,Lineups,-201143-1628983-1629652-,A. Horford - S. Gilgeous-Alexander - L. Dort,1610612760,OKC,20,9,11,0.45,23.5,0.538,0.462,0.428,0.057,0.44,0.076,0.133,0.112,0.37,0.394,0.606,0.818,0.182,0.566,0.434,2065,2397,16397,9489,34,13148,4817,13057,9617,3239,10507,10390,11202,11854,12543,4291,9539,5639,10569,6702,2020-21
24,Lineups,-203084-1626158-1627741-,H. Barnes - R. Holmes - B. Hield,1610612758,SAC,50,23,27,0.46,23.5,0.623,0.377,0.536,0.075,0.319,0.128,0.145,0.132,0.461,0.504,0.496,0.829,0.171,0.596,0.404,133,396,18336,9374,36,7865,10100,7247,7836,9138,5366,9051,9454,6685,7443,9391,9173,6005,9008,8263,2020-21
25,Lineups,-203200-1627734-1627763-,J. Holiday - D. Sabonis - M. Brogdon,1610612754,IND,50,24,26,0.48,23.4,0.585,0.415,0.511,0.057,0.364,0.125,0.125,0.163,0.453,0.512,0.488,0.886,0.114,0.632,0.368,133,329,18318,9111,39,10426,7539,8596,9613,6678,5549,10992,6531,7022,7281,9553,7143,8035,6953,10318,2020-21
26,Lineups,-1627783-1627832-1628384-,P. Siakam - F. VanVleet - O. Anunoby,1610612761,TOR,32,12,20,0.375,23.4,0.507,0.493,0.427,0.068,0.436,0.144,0.136,0.171,0.359,0.521,0.479,0.859,0.141,0.658,0.342,810,1694,18079,10819,40,14162,3803,13071,8488,3311,4062,9947,5840,12406,6969,9862,7956,7222,5824,11444,2020-21
27,Lineups,-201939-203110-203952-,S. Curry - D. Green - A. Wiggins,1610612744,GSW,58,34,24,0.586,23.3,0.558,0.442,0.466,0.056,0.388,0.142,0.146,0.148,0.41,0.641,0.359,0.769,0.231,0.687,0.313,30,76,18272,5990,41,12045,5920,11234,9747,5457,4281,8960,7878,9453,3246,13588,10912,4266,4308,12963,2020-21
28,Lineups,-203932-203999-1629008-,A. Gordon - N. Jokic - M. Porter Jr.,1610612743,DEN,24,18,6,0.75,23.2,0.644,0.356,0.562,0.095,0.289,0.135,0.149,0.135,0.467,0.573,0.427,0.904,0.096,0.658,0.342,1515,827,13463,3005,42,6504,11461,5946,6026,10656,4736,8620,9096,6311,4997,11837,6573,8605,5832,11420,2020-21
29,Lineups,-201980-202699-203954-,D. Green - T. Harris - J. Embiid,1610612755,PHI,42,34,8,0.81,23.2,0.674,0.326,0.514,0.122,0.294,0.161,0.192,0.154,0.392,0.452,0.548,0.924,0.076,0.582,0.418,330,76,15036,2636,44,4595,13370,8454,3991,10442,3133,4967,7285,10693,10627,6206,5986,9192,9701,7569,2020-21
30,Lineups,-201588-1628983-1629647-,G. Hill - S. Gilgeous-Alexander - D. Bazley,1610612760,OKC,14,6,8,0.429,23.2,0.547,0.453,0.495,0.056,0.378,0.081,0.127,0.112,0.439,0.429,0.571,0.8,0.2,0.554,0.446,3335,3625,15036,9771,45,12664,5300,9799,9766,5860,10076,10857,11200,7813,11290,5544,9829,4837,11130,6141,2020-21
31,Lineups,-201143-201588-1629647-,A. Horford - G. Hill - D. Bazley,1610612760,OKC,9,5,4,0.556,23.0,0.522,0.478,0.451,0.064,0.421,0.072,0.128,0.104,0.387,0.415,0.585,0.818,0.182,0.57,0.43,5221,4256,11166,6399,47,13775,4189,11963,8928,4087,10802,10823,11769,10923,11857,4975,9390,5640,10450,6817,2020-21
32,Lineups,-201143-1628983-1629647-,A. Horford - S. Gilgeous-Alexander - D. Bazley,1610612760,OKC,18,8,10,0.444,23.0,0.531,0.469,0.44,0.062,0.431,0.083,0.129,0.106,0.379,0.399,0.601,0.833,0.167,0.571,0.429,2417,2759,15994,9533,51,13446,4519,12530,9173,3429,9947,10739,11625,11393,12492,4342,8713,6038,10433,6838,2020-21
33,Lineups,-203468-203496-1626181-,C. McCollum - R. Covington - N. Powell,1610612757,POR,27,15,12,0.556,23.0,0.591,0.409,0.48,0.087,0.378,0.119,0.142,0.144,0.393,0.482,0.518,0.738,0.262,0.571,0.429,1237,1178,16702,6399,54,10090,7875,10540,6776,5843,6258,9443,8254,10657,9553,7281,11778,3400,10432,6839,2020-21
34,Lineups,-201142-201935-203925-,K. Durant - J. Harden - J. Harris,1610612751,BKN,9,7,2,0.778,23.0,0.624,0.376,0.506,0.093,0.339,0.158,0.154,0.099,0.413,0.553,0.447,0.698,0.302,0.598,0.402,5221,3179,6774,2891,49,7832,10132,8826,6133,7936,3267,8062,12100,9303,5818,11006,12402,2775,8953,8317,2020-21
35,Lineups,-201566-203078-1628418-,R. Westbrook - B. Beal - T. Bryant,1610612764,WAS,7,1,6,0.143,23.0,0.654,0.346,0.5,0.149,0.327,0.079,0.173,0.161,0.351,0.574,0.426,0.955,0.045,0.69,0.31,6440,10168,13463,14100,53,5951,12014,9032,2689,8769,10253,6297,6705,12737,4982,11852,5506,9656,4195,13054,2020-21
36,Lineups,-203506-1626167-1627763-,V. Oladipo - M. Turner - M. Brogdon,1610612754,IND,9,5,4,0.556,23.0,0.594,0.406,0.504,0.049,0.348,0.128,0.148,0.134,0.455,0.573,0.427,0.667,0.333,0.602,0.398,5221,4256,11166,6399,55,9880,8055,8909,10430,7509,5353,8662,9221,6896,5001,11832,12557,1935,8388,8883,2020-21
37,Lineups,-203115-203999-1627750-,W. Barton - N. Jokic - J. Murray,1610612743,DEN,45,30,15,0.667,23.0,0.651,0.349,0.572,0.11,0.31,0.118,0.119,0.158,0.462,0.52,0.48,0.838,0.162,0.605,0.395,243,150,17469,4073,50,6137,11828,5206,4800,9647,6440,11700,6948,6522,6992,9842,8690,6488,8309,8962,2020-21
38,Lineups,-203081-203468-1626181-,D. Lillard - C. McCollum - N. Powell,1610612757,POR,23,13,10,0.565,22.9,0.581,0.419,0.459,0.076,0.399,0.11,0.141,0.14,0.383,0.49,0.51,0.714,0.286,0.573,0.427,1641,1490,15994,6330,59,10656,7309,11592,7750,4987,7125,9513,8718,11152,9333,7501,12057,2927,10092,7179,2020-21
39,Lineups,-202322-203482-1630256-,J. Wall - K. Olynyk - J. Tate,1610612745,HOU,10,2,8,0.2,22.9,0.58,0.42,0.509,0.025,0.349,0.118,0.142,0.154,0.484,0.479,0.521,0.785,0.215,0.575,0.425,4761,7835,15036,13582,56,10741,7224,8702,12129,7429,6304,9487,7284,5507,9651,7179,10545,4632,10010,7260,2020-21
40,Lineups,-200768-1627783-1627832-,K. Lowry - P. Siakam - F. VanVleet,1610612761,TOR,35,12,23,0.343,22.9,0.518,0.482,0.438,0.064,0.427,0.147,0.135,0.184,0.374,0.529,0.471,0.855,0.145,0.658,0.342,626,1694,18231,11221,57,13877,4088,12620,8926,3944,3895,10059,4844,11676,6657,10122,8298,6879,5855,11416,2020-21
41,Lineups,-201980-203552-203954-,D. Green - S. Curry - J. Embiid,1610612755,PHI,40,31,9,0.775,22.8,0.68,0.32,0.528,0.121,0.287,0.163,0.185,0.159,0.406,0.461,0.539,0.921,0.079,0.584,0.416,400,130,15578,2939,60,4377,13588,7694,4015,10760,3062,5378,6857,9616,10315,6519,6094,9084,9533,7738,2020-21
42,Lineups,-1626167-1627734-1627763-,M. Turner - D. Sabonis - M. Brogdon,1610612754,IND,43,21,22,0.488,22.8,0.591,0.409,0.504,0.062,0.363,0.131,0.133,0.149,0.442,0.504,0.496,0.841,0.159,0.613,0.387,294,548,18185,9064,64,10089,7876,8898,9114,6738,5119,10405,7849,7700,7448,9386,8624,6545,7934,9337,2020-21
43,Lineups,-200782-202322-203506-,P. Tucker - J. Wall - V. Oladipo,1610612745,HOU,10,4,6,0.4,22.8,0.521,0.479,0.433,0.058,0.431,0.129,0.135,0.21,0.375,0.308,0.692,0.899,0.101,0.543,0.457,4761,5097,13463,10210,62,13782,4183,12791,9549,3419,5257,10063,3497,11536,14267,2517,6761,8417,11585,5686,2020-21
44,Lineups,-1626158-1627741-1628368-,R. Holmes - B. Hield - D. Fox,1610612758,SAC,48,22,26,0.458,22.8,0.625,0.375,0.535,0.077,0.315,0.129,0.15,0.128,0.458,0.494,0.506,0.819,0.181,0.586,0.414,177,463,18318,9381,61,7813,10151,7277,7718,9385,5254,8560,9838,6769,9263,7571,9385,5792,9462,7809,2020-21
45,Lineups,-203500-1627742-1628366-,S. Adams - B. Ingram - L. Ball,1610612740,NOP,42,17,25,0.405,22.8,0.657,0.343,0.577,0.111,0.292,0.115,0.131,0.115,0.466,0.531,0.469,0.884,0.116,0.62,0.38,330,927,18301,10209,63,5804,12161,5085,4756,10523,6619,10551,10999,6356,6636,10198,7183,7995,7570,9701,2020-21
46,Lineups,-201980-202699-1627732-,D. Green - T. Harris - B. Simmons,1610612755,PHI,52,37,15,0.712,22.7,0.644,0.356,0.503,0.112,0.324,0.154,0.173,0.152,0.391,0.476,0.524,0.919,0.081,0.609,0.391,97,46,17469,3755,69,6507,11458,8967,4587,8928,3576,6323,7592,10729,9783,7051,6137,9041,8114,9157,2020-21
47,Lineups,-201588-1629647-1629652-,G. Hill - D. Bazley - L. Dort,1610612760,OKC,14,6,8,0.429,22.7,0.553,0.447,0.496,0.057,0.374,0.082,0.129,0.113,0.44,0.434,0.566,0.795,0.205,0.555,0.445,3335,3625,15036,9771,71,12381,5584,9741,9697,6308,9990,10705,11121,7789,11219,5615,10360,4817,11122,6149,2020-21
48,Lineups,-200768-203920-1627783-,K. Lowry - K. Birch - P. Siakam,1610612761,TOR,7,3,4,0.429,22.7,0.509,0.491,0.436,0.036,0.423,0.136,0.141,0.144,0.4,0.647,0.353,0.818,0.182,0.714,0.286,6440,6231,11166,9771,70,14122,3839,12700,11486,4035,4710,9524,8287,9846,3157,13652,9390,5640,3350,13660,2020-21
49,Lineups,-202322-203482-1629645-,J. Wall - K. Olynyk - K. Porter Jr.,1610612745,HOU,8,2,6,0.25,22.6,0.607,0.393,0.53,0.027,0.347,0.122,0.122,0.134,0.503,0.487,0.513,0.75,0.25,0.567,0.433,5790,7835,13463,12844,73,8870,9094,7577,12055,7517,5903,11380,9267,4379,9408,7426,11102,3479,10531,6739,2020-21
50,Lineups,-201980-203552-1627732-,D. Green - S. Curry - B. Simmons,1610612755,PHI,47,33,14,0.702,22.5,0.648,0.352,0.515,0.116,0.316,0.157,0.17,0.161,0.398,0.482,0.518,0.918,0.082,0.609,0.391,203,100,17251,3833,74,6290,11675,8409,4348,9265,3351,6584,6697,10470,9554,7280,6143,9035,8113,9158,2020-21
51,Lineups,-200768-1627832-1628384-,K. Lowry - F. VanVleet - O. Anunoby,1610612761,TOR,26,9,17,0.346,22.4,0.478,0.522,0.405,0.055,0.466,0.166,0.13,0.178,0.35,0.541,0.459,0.879,0.121,0.688,0.312,1306,2397,17764,11218,75,15574,2391,13726,9860,2580,2971,10651,5330,12804,6251,10583,7337,7838,4242,13029,2020-21
52,Lineups,-1627734-1627747-1629052-,D. Sabonis - C. LeVert - O. Brissett,1610612754,IND,8,5,3,0.625,22.3,0.697,0.303,0.585,0.07,0.269,0.127,0.146,0.166,0.515,0.672,0.328,0.878,0.122,0.72,0.28,5790,4256,9409,5200,76,3645,14320,4797,8329,11638,5462,8894,6334,4057,2333,14500,7342,7826,3297,13962,2020-21
53,Lineups,-203920-1627783-1628384-,K. Birch - P. Siakam - O. Anunoby,1610612761,TOR,8,3,5,0.375,22.3,0.538,0.462,0.464,0.056,0.436,0.133,0.101,0.173,0.407,0.606,0.394,0.823,0.177,0.689,0.311,5790,6231,12416,10819,77,13147,4818,11340,9749,3332,4858,12996,5675,9562,3914,12907,9326,5851,4218,13052,2020-21
54,Lineups,-1626167-1627747-1627763-,M. Turner - C. LeVert - M. Brogdon,1610612754,IND,10,5,5,0.5,22.2,0.536,0.464,0.409,0.055,0.435,0.151,0.156,0.141,0.354,0.542,0.458,0.824,0.176,0.659,0.341,4761,4256,12416,6963,79,13204,4759,13628,9851,3342,3675,7962,8627,12609,6214,10587,9266,5858,5817,11449,2020-21
55,Lineups,-203944-1629011-1629628-,J. Randle - M. Robinson - R. Barrett,1610612752,NYK,29,13,16,0.448,21.9,0.728,0.272,0.612,0.114,0.242,0.064,0.146,0.123,0.498,0.421,0.579,0.935,0.065,0.528,0.472,1053,1490,17616,9520,82,2552,15413,3889,4485,12591,11433,8933,10368,5082,11706,5128,5799,9379,12067,5204,2020-21
56,Lineups,-201143-1629647-1629652-,A. Horford - D. Bazley - L. Dort,1610612760,OKC,23,10,13,0.435,21.8,0.553,0.447,0.455,0.061,0.409,0.095,0.136,0.12,0.394,0.457,0.543,0.844,0.156,0.602,0.398,1641,2128,16990,9739,86,12380,5585,11756,9200,4479,8781,10055,10631,10637,10397,6419,8569,6609,8393,8877,2020-21
57,Lineups,-203200-1627734-1627747-,J. Holiday - D. Sabonis - C. LeVert,1610612754,IND,25,13,12,0.52,21.8,0.581,0.419,0.499,0.086,0.359,0.137,0.142,0.147,0.412,0.529,0.471,0.852,0.148,0.634,0.366,1401,1490,16702,6903,85,10687,7278,9681,6784,6934,4633,9452,8028,9333,6657,10122,8359,6819,6884,10387,2020-21
58,Lineups,-200768-1627783-1628384-,K. Lowry - P. Siakam - O. Anunoby,1610612761,TOR,24,7,17,0.292,21.8,0.493,0.507,0.415,0.063,0.462,0.157,0.123,0.168,0.352,0.555,0.445,0.889,0.111,0.697,0.303,1515,3179,17764,12511,87,15329,2636,13468,8993,2626,3322,11330,6056,12728,5794,11039,6917,8261,3976,13295,2020-21
59,Lineups,-201937-1626157-1630162-,R. Rubio - K. Towns - A. Edwards,1610612750,MIN,48,19,29,0.396,21.8,0.572,0.428,0.478,0.044,0.359,0.114,0.163,0.167,0.434,0.57,0.43,0.856,0.144,0.666,0.334,177,738,18371,10680,90,11143,6822,10624,10885,6922,6678,7285,6087,8098,5268,11566,8295,6883,5686,11585,2020-21
60,Lineups,-202339-203500-1627742-,E. Bledsoe - S. Adams - B. Ingram,1610612740,NOP,53,25,28,0.472,21.7,0.662,0.338,0.561,0.1,0.297,0.117,0.141,0.11,0.461,0.535,0.465,0.884,0.116,0.626,0.374,83,288,18359,9193,92,5632,12333,5954,5462,10351,6490,9512,11398,6677,6492,10342,7192,7986,7191,10080,2020-21
61,Lineups,-203115-203932-203999-,W. Barton - A. Gordon - N. Jokic,1610612743,DEN,14,11,3,0.786,21.7,0.675,0.325,0.571,0.098,0.281,0.134,0.148,0.122,0.473,0.577,0.423,0.89,0.11,0.654,0.346,3335,1892,9409,2866,93,4580,13384,5605,5733,10981,4848,8732,10410,6040,4937,11897,6913,8264,5962,11309,2020-21
62,Lineups,-201980-202699-203552-,D. Green - T. Harris - S. Curry,1610612755,PHI,52,36,16,0.692,21.6,0.657,0.343,0.519,0.123,0.315,0.152,0.166,0.161,0.396,0.46,0.54,0.899,0.101,0.586,0.414,97,56,17616,3919,97,5808,12157,8175,3958,9396,3624,7026,6664,10531,10336,6498,6760,8418,9449,7822,2020-21
63,Lineups,-203081-203468-203496-,D. Lillard - C. McCollum - R. Covington,1610612757,POR,43,26,17,0.605,21.6,0.545,0.455,0.437,0.077,0.424,0.104,0.139,0.135,0.36,0.486,0.514,0.703,0.297,0.571,0.429,294,250,17764,5501,94,12813,5152,12678,7613,4020,7755,9694,9189,12382,9467,7367,12324,2854,10429,6842,2020-21
64,Lineups,-203482-1626174-1629645-,K. Olynyk - C. Wood - K. Porter Jr.,1610612745,HOU,16,3,13,0.188,21.6,0.591,0.409,0.502,0.035,0.357,0.09,0.141,0.134,0.466,0.502,0.498,0.683,0.317,0.561,0.439,2861,6231,16990,13839,95,10020,7943,9008,11524,7057,9310,9500,9215,6357,7459,9375,12517,2661,10788,6481,2020-21
65,Lineups,-201566-203078-1629060-,R. Westbrook - B. Beal - R. Hachimura,1610612764,WAS,42,23,19,0.548,21.6,0.71,0.29,0.597,0.135,0.213,0.107,0.19,0.154,0.463,0.54,0.46,0.885,0.115,0.606,0.394,330,396,17984,6576,96,3195,14770,4374,3255,13533,7443,5074,7287,6498,6281,10553,7153,8025,8239,9032,2020-21
66,Lineups,-101108-1628969-1629028-,C. Paul - M. Bridges - D. Ayton,1610612756,PHX,68,47,21,0.691,21.5,0.638,0.362,0.556,0.153,0.315,0.128,0.129,0.131,0.403,0.524,0.476,0.833,0.167,0.609,0.391,2,5,18133,3963,100,6829,11136,6186,2583,9395,5390,10697,9585,9775,6856,9978,8713,6038,8115,9109,2020-21
67,Lineups,-201142-202681-203925-,K. Durant - K. Irving - J. Harris,1610612751,BKN,25,14,11,0.56,21.5,0.604,0.396,0.481,0.094,0.376,0.134,0.143,0.121,0.387,0.564,0.436,0.787,0.213,0.64,0.36,1401,1332,16397,6382,99,9030,8935,10449,6071,5920,4851,9137,10516,10979,5396,11438,10467,4710,6543,10728,2020-21
68,Lineups,-201933-203486-203924-,B. Griffin - M. Plumlee - J. Grant,1610612765,DET,18,5,13,0.278,21.4,0.589,0.411,0.5,0.07,0.342,0.064,0.158,0.179,0.43,0.521,0.479,0.827,0.173,0.617,0.383,2417,4256,16990,12730,102,10160,7805,9032,8334,7823,11417,7702,5280,8291,6976,9858,9221,5956,7736,9535,2020-21
69,Lineups,-1626167-1627734-1627747-,M. Turner - D. Sabonis - C. LeVert,1610612754,IND,11,5,6,0.455,21.4,0.533,0.467,0.421,0.05,0.421,0.163,0.157,0.153,0.372,0.569,0.431,0.824,0.176,0.671,0.329,4372,4256,13463,9405,101,13374,4591,13220,10390,4082,3053,7827,7492,11756,5287,11545,9266,5858,4728,12542,2020-21
70,Lineups,-203901-203944-1629011-,E. Payton - J. Randle - M. Robinson,1610612752,NYK,28,13,15,0.464,21.3,0.726,0.274,0.622,0.119,0.256,0.064,0.122,0.118,0.502,0.433,0.567,0.915,0.085,0.537,0.463,1145,1490,17469,9291,105,2671,15294,3612,4137,12103,11399,11401,10853,4394,11252,5582,6279,8898,11809,5453,2020-21
71,Lineups,-203901-203944-1629628-,E. Payton - J. Randle - R. Barrett,1610612752,NYK,61,34,27,0.557,21.3,0.701,0.299,0.568,0.115,0.292,0.097,0.14,0.137,0.453,0.402,0.598,0.91,0.09,0.532,0.468,21,76,18336,6397,106,3455,14510,5692,4429,10535,8492,9609,8952,7018,12069,4765,6352,8826,11966,5305,2020-21
