,Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS
5,A. Gordon | S. Napier | A. Nicholson | V. Oladipo | J. Smith,ORL,2015-16,8,48.2,92,92,91.6,+18.5,+10.9,+.156,0.0,-7.6,+.069,+.149,-2.2,-7.6,+.232,+34.8
6,D. DeRozan | K. Lowry | P. Patterson | T. Ross | J. Valančiūnas,TOR,2015-16,32,85.2,173,157,93.0,+6.6,-6.1,+.110,+4.0,+0.9,+.171,+.136,+15.4,+17.4,+.046,+32.6
7,N. Batum | A. Jefferson | J. Lin | K. Walker | M. Williams,CHO,2015-16,26,89.2,181,175,95.8,+4.9,-9.2,+.097,+3.6,+4.1,+.074,+.123,+18.5,+22.3,-.014,+31.9
8,R. Covington | J. Grant | N. Noel | I. Smith | H. Thompson,PHI,2015-16,11,50.5,104,103,98.3,+16.0,-3.8,+.194,+9.6,+4.6,+.272,+.249,-9.8,-6.0,-.210,+31.8
9,A. Bogut | S. Curry | D. Green | A. Iguodala | K. Thompson,GSW,2015-16,46,155.4,312,313,96.5,+8.8,-11.2,+.159,+11.6,+17.7,+.122,+.235,+2.6,+3.0,+.025,+31.7
10,K. Bazemore | P. Millsap | D. Schröder | T. Sefolosha | T. Splitter,ATL,2015-16,17,55.5,117,110,98.2,+7.4,-4.7,+.126,+3.2,-2.7,+.278,+.149,+12.6,+14.8,+.042,+30.7
11,D. Arthur | W. Barton | R. Foye | N. Jokić | K. Papanikolaou,DEN,2015-16,8,51.0,93,92,87.0,+13.6,-0.9,+.167,+1.0,+3.0,-.018,+.173,+2.0,-1.3,+.142,+30.2
12,S. Curry | F. Ezeli | D. Green | A. Iguodala | K. Thompson,GSW,2015-16,34,125.1,268,272,103.6,+8.7,-4.7,+.128,+6.8,+9.3,+.115,+.171,+5.8,+8.5,-.016,+30.1
13,G. Antetokounmpo | M. Carter-Williams | J. Henson | K. Middleton | J. Parker,MIL,2015-16,16,60.7,123,123,97.3,+8.9,-10.6,+.157,-3.3,-23.6,+.064,+.141,+14.6,+11.4,+.232,+29.3
14,S. Hill | T. Lawson | C. Miles | R. Stuckey | M. Turner,IND,2015-16,6,48.0,99,100,99.6,+13.5,+0.9,+.144,+0.1,-2.8,+.038,+.144,+2.2,-3.8,+.253,+29.2
15,T. Ariza | P. Beverley | C. Brewer | C. Capela | J. Harden,HOU,2015-16,22,74.6,156,154,99.7,+4.0,-2.3,+.067,+5.7,+9.3,+.074,+.105,+15.2,+20.9,+.006,+28.9
16,R. Felton | W. Matthews | D. Nowitzki | C. Parsons | D. Williams,DAL,2015-16,8,61.3,126,122,97.0,+6.6,-6.9,+.113,+6.8,+8.6,+.083,+.157,+8.4,+5.8,+.221,+28.3
17,M. Dellavedova | L. James | K. Love | J. Smith | T. Thompson,CLE,2015-16,46,198.3,378,375,91.1,+6.9,+7.0,+.041,+7.4,+12.5,+.103,+.078,+5.9,+6.2,+.052,+27.0
18,A. Baynes | K. Caldwell-Pope | B. Jennings | S. Johnson | A. Tolliver,DET,2015-16,12,59.2,114,116,93.2,+7.6,+1.6,+.078,+10.6,+18.8,+.168,+.136,+1.2,+0.4,+.037,+27.0
19,G. Dieng | S. Muhammad | R. Rubio | K. Towns | A. Wiggins,MIN,2015-16,20,68.8,138,139,96.7,+3.9,+7.1,+.007,-2.1,-8.5,+.019,-0.008,+20.4,+20.4,+.190,+26.0
20,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,
22,M. Belinelli | O. Casspi | D. Cousins | K. Koufos | R. Rondo,SAC,2015-16,16,54.9,115,120,102.8,+6.8,-12.5,+.145,-1.3,-9.1,+.081,+.146,+12.7,+17.1,-.075,+25.0
23,M. Ellis | P. George | G. Hill | S. Hill | I. Mahinmi,IND,2015-16,20,104.9,211,224,99.5,+11.5,+9.7,+.083,-1.2,-7.6,+.036,+.069,+2.7,+2.5,+.024,+24.5
24,N. Batum | M. Kidd-Gilchrist | K. Walker | M. Williams | C. Zeller,CHO,2015-16,4,70.8,139,139,94.2,+3.6,-9.4,+.092,+7.9,+10.8,+.156,+.143,+9.4,+12.2,+.007,+24.5
25,W. Cauley-Stein | D. Collison | D. Cousins | R. Gay | R. Rondo,SAC,2015-16,13,70.4,148,149,101.2,+6.3,-4.2,+.101,-4.7,-14.0,-.055,+.075,+15.6,+21.1,-.004,+23.6
26,A. Bradley | J. Jerebko | K. Olynyk | M. Smart | E. Turner,BOS,2015-16,21,133.2,265,263,95.2,+7.6,+11.1,+.028,+6.0,+9.3,+.080,+.054,+2.2,+2.9,-.004,+23.4
27,S. Hawes | F. Kaminsky | J. Lamb | J. Lin | M. Williams,CHO,2015-16,19,92.4,177,171,90.4,+4.8,-7.9,+.087,+4.9,+7.2,+.094,+.116,+8.7,+9.1,+.123,+23.3
28,S. Adams | S. Ibaka | A. Morrow | A. Roberson | R. Westbrook,OKC,2015-16,7,59.9,120,120,96.2,+0.8,-0.8,+.012,+9.2,+13.3,+.194,+.061,+12.5,+14.2,+.133,+23.3
29,D. DeRozan | K. Lowry | N. Powell | J. Thompson | J. Valančiūnas,TOR,2015-16,5,70.5,130,131,88.8,+2.6,-13.1,+.095,+7.0,+5.5,+.234,+.139,+10.8,+13.1,-.111,+23.1
30,A. Gordon | M. Hezonja | V. Oladipo | E. Payton | N. Vučević,ORL,2015-16,11,74.5,153,150,97.6,+8.4,+6.0,+.059,+1.2,+2.3,+.023,+.063,+5.0,+3.6,+.108,+22.9
31,L. Aldridge | B. Diaw | D. Green | K. Leonard | T. Parker,SAS,2015-16,16,62.6,124,122,94.4,+5.0,-8.7,+.108,-0.1,-10.2,+.139,+.112,+12.7,+14.3,+.048,+22.6
32,A. Bradley | J. Crowder | K. Olynyk | J. Sullinger | I. Thomas,BOS,2015-16,23,96.9,208,205,102.3,+10.1,+10.4,+.066,+1.8,+7.4,-.039,+.070,+0.1,-4.8,+.131,+22.2
33,L. Allen | M. Ellis | P. George | G. Hill | J. Hill,IND,2015-16,25,86.5,163,163,90.5,+8.0,+13.5,+.028,+6.7,+1.2,+.238,+.058,-0.6,-4.3,+.085,+22.1
34,D. Augustin | W. Barton | J. Lauvergne | J. Nurkić | A. Toupane,DEN,2015-16,7,81.0,151,154,90.4,+12.7,+11.0,+.080,+2.8,+3.8,+.057,+.090,-6.2,-4.8,-.114,+22.0
35,T. Ariza | P. Beverley | J. Harden | D. Howard | M. Thornton,HOU,2015-16,18,64.9,135,126,96.6,+0.3,+0.6,.000,+10.1,+13.3,+.201,+.062,+10.7,+11.7,+.078,+21.4
36,B. Bogdanović | M. Brown | S. Larkin | B. Lopez | T. Young,BRK,2015-16,13,53.8,105,100,91.4,+5.9,-1.2,+.076,-0.4,-10.8,+.174,+.074,+9.4,+12.0,+.009,+20.9
37,A. Bradley | J. Crowder | J. Sullinger | I. Thomas | E. Turner,BOS,2015-16,29,66.9,162,135,106.6,+0.1,+0.7,-.002,+4.9,+3.6,+.186,+.029,+15.3,+14.8,+.106,+20.5
38,H. Barnes | S. Curry | D. Green | B. Rush | K. Thompson,GSW,2015-16,16,61.1,129,123,99.0,+8.3,+7.5,+.053,+8.9,+18.4,+.053,+.096,-5.4,-7.0,+.065,+20.2
39,N. Bjelica | T. Prince | R. Rubio | K. Towns | A. Wiggins,MIN,2015-16,20,67.2,132,128,92.9,+3.6,-1.2,+.045,-5.5,-16.7,-.157,+.015,+18.6,+18.3,+.220,+20.2
40,T. Ariza | C. Brewer | J. Harden | D. Howard | J. Terry,HOU,2015-16,15,53.9,112,105,96.7,+7.0,-4.8,+.123,+2.0,+3.5,+.025,+.142,+3.7,+9.8,-.130,+19.6
41,H. Barnes | S. Curry | D. Green | S. Livingston | K. Thompson,GSW,2015-16,29,86.8,183,179,100.1,+4.1,-9.1,+.095,+4.1,+11.9,+.004,+.126,+7.2,+3.8,+.143,+19.5
42,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,
44,B. Griffin | D. Jordan | L. Mbah a Moute | C. Paul | J. Redick,LAC,2015-16,18,273.2,540,546,95.4,+7.8,+0.6,+.084,+2.5,+0.8,+.110,+.098,+1.2,+6.7,-.172,+19.4
45,C. Joseph | K. Lowry | P. Patterson | T. Ross | J. Valančiūnas,TOR,2015-16,16,67.1,122,114,84.5,+7.2,-0.9,+.086,+6.0,+10.1,+.072,+.121,-1.1,-2.5,+.022,+19.3
46,K. Caldwell-Pope | A. Drummond | R. Jackson | S. Johnson | M. Morris,DET,2015-16,25,79.5,164,177,102.9,+4.0,-3.6,+.069,-3.5,-7.4,-.049,+.050,+14.5,+26.7,-.097,+19.1
47,T. Hardaway | A. Horford | D. Schröder | M. Scott | T. Sefolosha,ATL,2015-16,39,177.3,342,350,93.7,+6.9,+0.9,+.073,+4.3,+3.6,+.109,+.096,+0.9,-1.0,+.082,+19.1
48,J. Crawford | W. Johnson | D. Jordan | C. Paul | J. Redick,LAC,2015-16,36,129.9,275,254,97.8,+4.5,-0.9,+.056,+1.2,+8.8,-.072,+.063,+8.7,+15.6,-.097,+18.8
49,B. Biyombo | C. Joseph | K. Lowry | P. Patterson | T. Ross,TOR,2015-16,42,295.6,544,543,88.2,+4.0,-2.4,+.055,+4.0,+9.7,+.013,+.079,+6.6,+8.1,+.020,+18.6
50,B. Griffin | D. Jordan | C. Paul | J. Redick | L. Stephenson,LAC,2015-16,16,154.7,321,321,99.6,+7.8,-10.3,+.146,-0.9,-8.7,+.108,+.146,+3.4,+10.0,-.135,+18.1
51,R. Anderson | A. Davis | T. Douglas | A. Gee | J. Holiday,NOP,2015-16,18,68.3,144,146,102.0,+7.4,+8.1,+.043,+2.2,-1.6,+.090,+.050,+0.8,+4.4,-.132,+18.0
52,R. Anderson | N. Cole | A. Davis | A. Gee | J. Holiday,NOP,2015-16,20,57.3,122,116,99.6,+4.5,-5.2,+.082,-0.5,-4.4,+.077,+.083,+9.3,+7.3,+.190,+17.9
53,I. Canaan | J. Grant | R. Holmes | T. McConnell | H. Thompson,PHI,2015-16,13,50.7,101,105,97.5,+9.4,-4.2,+.124,+9.1,+8.7,+.264,+.176,-9.9,-7.7,-.173,+17.9
54,L. Allen | C. Budinger | G. Hill | J. Hill | R. Stuckey,IND,2015-16,15,91.3,175,180,93.3,+9.1,+7.5,+.062,-0.4,-2.3,+.029,+.057,-0.1,-0.6,+.018,+17.7
55,B. Beal | J. Dudley | M. Gortat | G. Temple | J. Wall,WAS,2015-16,20,69.5,142,140,97.4,+8.0,+13.7,+.020,+1.3,+7.5,-.067,+.020,+0.4,+1.7,-.029,+17.6
56,R. Gobert | G. Hayward | R. Hood | T. Lyles | S. Mack,UTA,2015-16,16,77.7,141,143,87.7,+3.3,+4.8,+.015,+3.7,+0.4,+.125,+.033,+7.2,+9.4,+.027,+17.6
57,B. Diaw | M. Ginóbili | K. Leonard | P. Mills | D. West,SAS,2015-16,21,51.1,109,107,101.5,+11.3,+16.0,+.041,+2.6,+5.2,+.044,+.049,-7.7,-8.7,-.074,+17.5
58,T. Duncan | D. Green | K. Leonard | T. Parker | D. West,SAS,2015-16,21,80.6,155,151,91.1,+4.2,-3.0,+.062,+3.1,+2.1,+.121,+.081,+6.1,+7.3,+.014,+17.5
59,S. Adams | K. Durant | S. Ibaka | A. Roberson | R. Westbrook,OKC,2015-16,59,813.9,1619,1609,95.2,+7.2,-3.9,+.098,-1.8,-4.2,-.015,+.090,+4.7,+6.4,-.013,+17.4
60,T. Ariza | C. Capela | J. Harden | T. Lawson | M. Thornton,HOU,2015-16,10,63.1,127,127,96.6,+2.4,-0.8,+.032,+13.4,+21.3,+.203,+.112,-0.8,-2.4,+.034,+17.3
61,E. Fournier | A. Gordon | T. Harris | V. Oladipo | N. Vučević,ORL,2015-16,11,48.0,93,94,93.5,+9.0,+5.2,+.074,-5.2,-16.8,+.039,+.042,+4.4,+3.4,+.089,+17.2
62,B. Biyombo | D. DeRozan | K. Lowry | N. Powell | L. Scola,TOR,2015-16,9,69.2,130,128,89.4,-1.5,0.0,-.015,+9.9,+8.2,+.276,+.036,+9.8,+12.0,+.054,+16.8
63,W. Johnson | D. Jordan | L. Mbah a Moute | C. Paul | J. Redick,LAC,2015-16,29,157.7,314,319,96.3,+4.4,-4.9,+.072,+4.2,+12.7,-.002,+.099,+3.4,+8.0,-.095,+16.4
64,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,
66,B. Biyombo | D. DeRozan | C. Joseph | K. Lowry | P. Patterson,TOR,2015-16,44,140.9,250,279,90.1,+4.2,-11.2,+.104,-2.7,-13.9,+.076,+.096,+10.6,+18.9,-.095,+16.2
67,M. Ellis | P. George | G. Hill | J. Hill | C. Miles,IND,2015-16,19,58.9,127,121,101.1,+4.0,+5.6,+.019,+8.4,+8.4,+.200,+.065,-0.4,+4.8,-.116,+15.9
68,J. Crawford | D. Jordan | C. Paul | P. Pierce | J. Redick,LAC,2015-16,26,82.9,178,165,99.3,+2.4,-8.0,+.086,+1.1,-2.2,+.096,+.100,+9.8,+17.3,-.097,+15.6
69,A. Bogut | S. Curry | D. Green | B. Rush | K. Thompson,GSW,2015-16,31,253.5,540,543,102.5,+5.4,-6.7,+.097,+9.5,+13.6,+.151,+.156,-4.7,-5.3,-.046,+15.5
70,L. Aldridge | T. Duncan | M. Ginóbili | K. Leonard | T. Parker,SAS,2015-16,31,121.0,238,234,93.6,+9.1,+7.4,+.068,-4.4,-7.5,-.091,+.040,+0.9,-3.0,+.131,+14.8
71,D. Arthur | D. Gallinari | G. Harris | N. Jokić | E. Mudiay,DEN,2015-16,10,96.1,189,187,93.9,+1.7,-3.6,+.038,-2.2,-5.6,+.001,+.027,+13.7,+11.5,+.260,+14.8
72,A. Baynes | S. Blake | S. Johnson | M. Morris | A. Tolliver,DET,2015-16,27,159.5,304,307,92.0,+4.0,+3.5,+.028,+6.0,+10.4,+.086,+.060,+0.8,+3.4,-.106,+14.7
73,A. Aminu | M. Harkless | D. Lillard | C. McCollum | M. Plumlee,POR,2015-16,36,289.6,590,603,98.9,+3.4,-0.3,+.040,+5.4,+8.3,+.076,+.071,+2.3,+1.6,+.056,+14.6
74,K. Durant | S. Ibaka | E. Kanter | D. Waiters | R. Westbrook,OKC,2015-16,38,128.7,261,250,95.3,+2.8,+4.0,+.009,-0.4,+0.3,-.024,+.005,+9.0,+7.2,+.095,+14.3
75,J. Crawford | B. Griffin | D. Jordan | C. Paul | J. Redick,LAC,2015-16,21,83.5,187,170,102.7,+4.4,-8.4,+.109,+6.3,+4.0,+.201,+.158,-0.9,+5.3,-.090,+14.2
76,L. Aldridge | B. Diaw | M. Ginóbili | K. Leonard | P. Mills,SAS,2015-16,41,113.2,220,224,94.2,+4.4,-1.1,+.056,+3.8,+5.4,+.077,+.078,+1.6,-1.9,+.169,+14.1
77,S. Adams | K. Durant | S. Ibaka | D. Waiters | R. Westbrook,OKC,2015-16,49,358.8,734,727,97.7,+4.4,-3.9,+.068,+1.7,-2.8,+.118,+.079,+3.6,+2.3,+.070,+14.1
78,A. Afflalo | C. Anthony | L. Galloway | R. Lopez | L. Thomas,NYK,2015-16,20,66.6,128,131,93.4,+2.4,-8.8,+.075,+0.9,+2.0,+.016,+.084,+8.2,+0.6,+.278,+14.0
79,O. Casspi | R. Gay | K. Koufos | B. McLemore | R. Rondo,SAC,2015-16,13,50.4,106,110,102.8,+11.7,+15.6,+.054,-6.1,-8.3,-.120,+.013,-3.4,-4.2,-.023,+13.9
80,A. Crabbe | E. Davis | G. Henderson | M. Leonard | D. Lillard,POR,2015-16,30,129.1,258,255,95.4,+5.4,+1.3,+.053,+3.4,+8.6,+.007,+.070,-0.2,-5.0,+.147,+13.9
81,G. Antetokounmpo | O. Mayo | K. Middleton | G. Monroe | J. Parker,MIL,2015-16,17,134.0,281,280,100.5,+5.9,-1.0,+.074,-1.4,-15.4,+.211,+.066,+3.1,+2.8,+.041,+13.5
82,K. Korver | P. Millsap | M. Muscala | T. Sefolosha | J. Teague,ATL,2015-16,19,58.3,117,112,94.3,+8.8,+10.2,+.049,-1.3,+3.1,-.086,+.035,-2.8,-6.5,+.082,+13.5
83,B. Biyombo | D. DeRozan | C. Joseph | P. Patterson | T. Ross,TOR,2015-16,54,217.0,429,428,94.8,+2.3,-1.6,+.034,+0.7,-0.5,+.037,+.038,+8.1,+9.7,+.011,+13.3
84,J. Crawford | D. Jordan | L. Mbah a Moute | C. Paul | J. Redick,LAC,2015-16,17,53.6,99,100,89.1,+1.5,-8.2,+.078,+3.1,+1.3,+.093,+.105,+7.3,+13.4,-.054,+13.3
85,J. Barea | W. Matthews | D. Nowitzki | Z. Pachulia | C. Parsons,DAL,2015-16,8,101.3,190,192,90.5,0.0,+5.2,-.027,+11.6,+19.1,+.148,+.032,+1.7,+2.3,-.003,+13.3
86,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,
88,H. Barnes | A. Bogut | S. Curry | D. Green | K. Thompson,GSW,2015-16,49,551.1,1155,1153,100.5,+4.1,-1.4,+.052,+6.5,+14.8,+.034,+.089,-1.3,-3.8,+.107,+13.3
89,B. Bass | K. Bryant | J. Clarkson | J. Randle | D. Russell,LAL,2015-16,31,84.7,168,169,95.5,+5.0,+15.4,-.023,+6.6,+10.9,+.098,+.003,-3.4,-3.4,-.019,+13.2
90,K. Irving | L. James | K. Love | J. Smith | T. Thompson,CLE,2015-16,37,464.5,895,891,92.3,+2.6,+5.8,-.001,+5.6,+11.5,+.043,+.025,+2.4,+2.8,+.015,+13.2
91,G. Antetokounmpo | J. Bayless | K. Middleton | J. Parker | M. Plumlee,MIL,2015-16,12,63.7,128,133,98.4,+5.3,-5.3,+.095,-2.8,-9.9,+.030,+.081,+5.4,+5.7,+.050,+13.2
92,A. Burks | D. Favors | R. Gobert | G. Hayward | R. Hood,UTA,2015-16,10,54.2,103,105,92.1,+8.5,-1.3,+.109,-8.5,-4.4,-.291,+.060,+4.3,+4.4,+.019,+12.9
93,M. Belinelli | O. Casspi | D. Collison | D. Cousins | R. Gay,SAC,2015-16,23,58.9,125,125,101.8,+4.0,-6.4,+.084,-0.8,-4.0,+.032,+.084,+5.6,+7.2,+.001,+12.8
94,W. Cauley-Stein | D. Cousins | R. Gay | B. McLemore | R. Rondo,SAC,2015-16,13,112.2,235,234,100.3,+4.5,+0.5,+.050,-2.2,-9.5,+.050,+.037,+5.9,+7.6,+.015,+12.8
95,S. Hawes | F. Kaminsky | J. Lamb | J. Lin | K. Walker,CHO,2015-16,21,73.9,150,151,97.7,+0.2,-14.7,+.067,+3.4,+5.5,+.050,+.095,+8.8,+5.5,+.210,+12.6
96,J. Johnson | J. Richardson | D. Wade | H. Whiteside | J. Winslow,MIA,2015-16,17,94.2,180,185,93.0,+7.3,+4.1,+.059,-4.7,-12.1,+.087,+.030,+2.7,+1.7,+.060,+12.5
97,G. Antetokounmpo | M. Carter-Williams | K. Middleton | G. Monroe | J. O'Bryant,MIL,2015-16,12,55.5,112,110,95.9,+3.8,+7.6,+.003,-1.9,-4.7,-.044,-0.012,+6.7,+3.9,+.111,+12.5
98,L. Deng | G. Dragić | J. Johnson | D. Wade | H. Whiteside,MIA,2015-16,15,81.8,161,159,93.8,+8.2,+2.6,+.075,-1.9,+1.6,-.124,+.064,-2.1,-3.5,+.025,+12.3
99,J. Green | D. Jordan | L. Mbah a Moute | C. Paul | J. Redick,LAC,2015-16,9,94.4,182,185,93.3,+2.9,+2.0,+.022,+2.3,+4.8,+.021,+.034,+4.1,+4.2,+.044,+12.2
100,N. Batum | A. Jefferson | C. Lee | K. Walker | M. Williams,CHO,2015-16,20,80.4,152,152,90.8,+5.9,+2.0,+.053,+12.5,+15.8,+.267,+.119,-12.5,-20.4,+.146,+11.8
101,A. Bradley | A. Johnson | J. Sullinger | I. Thomas | E. Turner,BOS,2015-16,18,126.7,259,256,97.6,+4.2,+2.5,+.034,-4.4,-5.7,-.096,+.008,+7.6,+11.4,-.088,+11.6
102,A. Drummond | B. Jennings | S. Johnson | M. Morris | A. Tolliver,DET,2015-16,10,51.9,103,105,96.2,+2.7,-4.1,+.053,+5.9,+13.0,+.067,+.090,+0.4,+3.4,-.088,+11.6
103,R. Felton | W. Matthews | D. Nowitzki | Z. Pachulia | D. Williams,DAL,2015-16,37,271.1,525,504,91.1,+2.4,+0.5,+.023,+1.5,+0.4,+.047,+.031,+5.4,+3.3,+.137,+11.6
104,M. Belinelli | O. Casspi | D. Cousins | R. Gay | R. Rondo,SAC,2015-16,21,53.5,112,114,101.5,+4.2,-5.7,+.087,-0.7,-4.9,+.058,+.086,+3.9,+12.0,-.189,+11.5
105,L. Deng | G. Dragić | D. Wade | H. Whiteside | J. Winslow,MIA,2015-16,31,153.2,315,312,98.2,+5.1,-1.8,+.067,-1.6,-5.0,-.020,+.058,+2.7,-0.6,+.122,+11.2
106,T. Ariza | P. Beverley | J. Harden | D. Howard | D. Motiejūnas,HOU,2015-16,33,294.7,595,594,96.8,+1.9,-3.2,+.039,+1.7,+4.0,+.004,+.051,+5.5,+5.5,+.078,+11.1
107,R. Anderson | D. Cunningham | A. Davis | E. Gordon | I. Smith,NOP,2015-16,8,49.4,99,101,97.2,+1.8,-3.3,+.036,+2.2,+9.5,-.064,+.050,+5.3,+6.4,+.023,+11.0
0,D. Favors | G. Hayward | R. Hood | T. Lyles | R. Neto,UTA,2015-16,19,113.3,210,213,89.6,+2.9,+0.8,+.029,+1.1,+1.3,+.021,+.034,+4.0,+4.5,+.009,+10.9
1,K. Faried | G. Harris | N. Jokić | E. Mudiay | J. Sampson,DEN,2015-16,14,192.7,377,380,94.3,+5.6,+1.2,+.056,+0.1,-1.9,+.035,+.056,-0.4,-0.9,+.015,+10.9
2,T. Allen | M. Barnes | M. Conley | M. Gasol | J. Green,MEM,2015-16,11,56.1,112,116,97.6,+10.1,+8.3,+.075,-3.1,-16.5,+.129,+.051,-6.3,-4.4,-.100,+10.8
3,A. Gordon | M. Hezonja | A. Nicholson | V. Oladipo | J. Smith,ORL,2015-16,9,58.2,112,113,92.8,+6.6,+0.8,+.072,-0.8,-2.5,-.003,+.067,-1.7,-1.6,-.023,+10.7
4,D. Arthur | W. Barton | G. Harris | N. Jokić | E. Mudiay,DEN,2015-16,14,49.1,102,93,95.3,+0.6,+3.1,-.008,+1.5,+1.1,+.055,-0.001,+7.8,+7.3,+.113,+10.5
5,N. Batum | C. Lee | K. Walker | M. Williams | C. Zeller,CHO,2015-16,23,406.1,805,804,95.1,+1.3,0.0,+.015,+3.8,+6.5,+.042,+.036,+4.0,+3.6,+.054,+10.4
6,C. Bosh | L. Deng | G. Dragić | A. Stoudemire | D. Wade,MIA,2015-16,12,84.3,165,166,94.2,+7.5,+2.4,+.070,-3.0,-5.3,-.072,+.053,-1.7,+1.9,-.171,+10.3
7,A. Jefferson | F. Kaminsky | J. Lamb | J. Lin | K. Walker,CHO,2015-16,17,77.4,156,156,96.8,0.0,-3.2,+.015,-0.6,-8.3,+.068,+.013,+10.9,+15.4,+.014,+10.3
8,T. Ariza | P. Beverley | C. Capela | J. Harden | D. Howard,HOU,2015-16,22,196.0,374,377,91.9,+1.9,-0.1,+.022,-2.3,-3.8,-.031,+.009,+8.7,+14.8,-.087,+10.2
9,D. Jordan | L. Mbah a Moute | C. Paul | P. Pierce | J. Redick,LAC,2015-16,30,374.3,727,722,92.9,+2.2,-3.8,+.042,+5.2,+8.3,+.068,+.073,+0.6,+3.2,-.088,+10.2
10,G. Antetokounmpo | K. Middleton | G. Monroe | J. Parker | R. Vaughn,MIL,2015-16,7,61.1,128,129,100.9,+4.3,+6.1,+.010,-5.4,-3.0,-.249,-0.025,+7.1,+12.6,-.083,+10.2
11,D. Favors | R. Gobert | G. Hayward | R. Hood | S. Mack,UTA,2015-16,22,255.3,480,479,90.2,+2.8,-2.9,+.048,+0.2,+0.4,+.001,+.050,+4.3,+6.8,-.029,+10.2
12,K. Garnett | T. Prince | R. Rubio | K. Towns | A. Wiggins,MIN,2015-16,25,275.3,517,526,90.9,+5.1,+3.2,+.041,-4.5,-11.0,-.055,+.015,+4.3,+5.0,+.025,+10.0
13,N. Batum | P. Hairston | A. Jefferson | K. Walker | M. Williams,CHO,2015-16,14,161.3,321,320,95.4,+1.4,+4.7,-.008,+5.0,+8.3,+.069,+.016,+2.1,0.0,+.152,+10.0
14,D. DeRozan | C. Joseph | K. Lowry | P. Patterson | J. Valančiūnas,TOR,2015-16,30,96.4,191,174,90.9,-2.2,-10.0,+.033,-0.9,-7.9,+.079,+.034,+15.2,+16.9,+.071,+10.0
15,N. Batum | S. Hawes | F. Kaminsky | J. Lamb | J. Lin,CHO,2015-16,12,60.2,125,128,100.9,+0.8,-5.1,+.032,+4.2,+4.6,+.105,+.060,+4.4,+3.8,+.065,+10.0
16,D. Arthur | D. Augustin | W. Barton | J. Lauvergne | A. Toupane,DEN,2015-16,9,65.1,129,125,93.6,+0.2,-11.5,+.065,+6.0,+3.2,+.209,+.104,+3.5,+0.2,+.188,+9.9
17,A. Crabbe | E. Davis | M. Harkless | M. Leonard | C. McCollum,POR,2015-16,22,96.2,185,180,91.1,+11.0,+11.7,+.066,+7.4,+9.7,+.166,+.101,-19.7,-21.5,-.195,+9.8
18,P. Hairston | S. Hawes | J. Lin | K. Walker | M. Williams,CHO,2015-16,7,67.6,135,138,96.9,-2.8,+6.4,-.063,+1.0,+7.3,-.046,-0.062,+14.3,+10.0,+.281,+9.7
19,N. Batum | F. Kaminsky | J. Lin | K. Walker | C. Zeller,CHO,2015-16,19,69.0,144,137,97.8,-2.5,-7.9,+.008,+1.6,-3.0,+.084,+.023,+12.9,+16.2,-.034,+9.5
20,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,
22,L. Allen | M. Ellis | P. George | J. Hill | R. Stuckey,IND,2015-16,26,74.2,151,146,96.0,+3.4,-0.4,+.039,-4.4,-8.3,-.055,+.015,+6.8,+10.0,-.061,+9.2
23,K. Caldwell-Pope | A. Drummond | R. Jackson | M. Morris | A. Tolliver,DET,2015-16,45,168.4,331,328,93.9,+4.2,+4.0,+.026,+2.7,+4.3,+.053,+.039,-2.0,+2.5,-.149,+9.1
24,L. Aldridge | T. Duncan | D. Green | K. Leonard | T. Parker,SAS,2015-16,47,695.8,1342,1333,92.3,+4.4,+3.4,+.032,-0.9,-1.6,-.020,+.026,+1.1,-0.2,+.066,+9.0
25,B. Beal | J. Dudley | M. Gortat | O. Porter | J. Wall,WAS,2015-16,30,229.4,484,469,99.7,+3.5,+2.9,+.025,+1.8,+8.0,-.046,+.033,0.0,+0.9,-.038,+8.8
26,O. Casspi | D. Collison | D. Cousins | R. Gay | R. Rondo,SAC,2015-16,30,132.7,277,267,98.4,+3.7,-9.5,+.090,-3.2,-11.0,-.002,+.077,+4.6,+5.8,+.010,+8.8
27,R. Gobert | G. Hayward | R. Hood | T. Lyles | R. Neto,UTA,2015-16,17,108.3,187,190,83.6,+1.8,-1.2,+.025,+6.0,+13.7,-.013,+.058,-0.9,-1.8,+.024,+8.7
28,L. Deng | G. Dragić | J. Johnson | A. Stoudemire | D. Wade,MIA,2015-16,16,196.6,378,376,92.1,+5.9,-2.6,+.080,+1.8,-0.6,+.123,+.091,-4.9,-8.3,+.086,+8.7
29,A. Aminu | A. Crabbe | D. Lillard | C. McCollum | M. Plumlee,POR,2015-16,37,130.2,276,266,99.9,+3.1,+10.2,-.015,-0.3,+6.3,-.070,-0.022,+2.6,-2.8,+.132,+8.6
30,K. Bazemore | A. Horford | K. Korver | P. Millsap | D. Schröder,ATL,2015-16,17,72.2,152,131,94.1,+5.0,+2.3,+.047,+3.0,+12.2,-.027,+.064,-4.5,-4.1,-.039,+8.6
