,Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS
53,C. Frye | J. Green | K. Korver | C. Osman | D. Wade,CLE,2017-18,13,58.2,117,124,99.4,+7.4,+2.6,+.070,+2.6,-7.1,+.166,+.082,-1.6,-4.6,+.107,+15.9
54,L. Aldridge | K. Anderson | D. Bertāns | P. Mills | D. Murray,SAS,2017-18,13,56.9,116,112,96.1,+4.8,-4.3,+.066,+0.6,-2.7,+.055,+.071,+5.8,+12.6,-.260,+15.9
55,D. DeRozan | C. Miles | J. Poeltl | P. Siakam | F. VanVleet,TOR,2017-18,33,100.4,208,207,99.2,+7.5,+13.1,+.013,+1.9,+9.5,-.057,+.015,-1.1,+0.4,-.052,+15.8
56,W. Barton | G. Harris | N. Jokić | J. Murray | M. Plumlee,DEN,2017-18,16,85.9,172,172,96.1,+5.2,-2.3,+.074,0.0,0.0,.000,+.075,+5.2,+4.7,+.067,+15.7
57,S. Adams | C. Anthony | P. George | A. Roberson | R. Westbrook,OKC,2017-18,31,536.1,1056,1059,94.7,+7.6,+9.0,+.038,-3.3,-9.3,-.005,+.014,+3.7,+6.3,-.040,+15.6
58,A. Baynes | J. Brown | A. Horford | T. Rozier | J. Tatum,BOS,2017-18,11,115.1,222,223,92.8,+6.5,+1.8,+.062,+3.6,-5.7,+.227,+.080,-1.3,-4.0,+.139,+15.3
59,J. Allen | D. Carroll | A. Crabbe | R. Hollis-Jefferson | D. Russell,BRK,2017-18,12,84.9,184,185,104.3,-0.3,-12.0,+.058,+3.8,+10.4,+.012,+.087,+12.0,+12.6,+.119,+15.2
60,H. Barnes | Y. Ferrell | M. Kleber | W. Matthews | S. Mejri,DAL,2017-18,16,63.8,114,114,85.7,+7.9,+17.5,+.003,+3.5,+7.0,+.033,+.010,-4.4,-2.6,-.153,+14.9
61,Z. Collins | P. Connaughton | E. Davis | D. Lillard | S. Napier,POR,2017-18,20,83.9,167,165,95.0,+7.9,+4.3,+.065,+5.9,+1.4,+.164,+.094,-6.8,-10.5,+.039,+14.9
62,A. Drummond | S. Johnson | L. Kennard | I. Smith | A. Tolliver,DET,2017-18,17,49.9,109,104,102.4,+1.7,-4.7,+.054,-0.7,-6.0,+.087,+.055,+12.1,+21.0,-.123,+14.8
63,L. Ball | K. Caldwell-Pope | B. Ingram | K. Kuzma | J. Randle,LAL,2017-18,21,96.7,196,201,98.5,+3.9,+3.7,+.028,+5.2,+8.3,+.104,+.056,+1.5,+5.3,-.074,+14.6
64,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,
66,T. Ariza | J. Harden | N. Hilário | L. Mbah a Moute | P. Tucker,HOU,2017-18,9,55.4,124,122,106.6,+5.9,+7.7,+.025,+3.9,+10.1,-.025,+.043,-1.2,+0.4,-.058,+14.5
67,H. Barnes | Y. Ferrell | M. Kleber | W. Matthews | D. Nowitzki,DAL,2017-18,10,67.4,131,128,92.2,+1.3,+0.9,+.009,+9.8,+16.4,+.161,+.061,+2.1,+1.3,+.095,+14.5
68,B. Beal | M. Gortat | K. Oubre | O. Porter | J. Wall,WAS,2017-18,24,203.0,435,430,102.3,+1.6,-1.2,+.026,+2.9,+0.6,+.098,+.044,+8.1,+8.7,+.059,+14.3
69,B. Beal | T. Frazier | I. Mahinmi | K. Oubre | M. Scott,WAS,2017-18,18,52.5,106,108,97.8,+11.0,+8.2,+.086,-1.7,-6.0,+.003,+.071,-6.3,-4.3,-.171,+14.0
70,Q. Acy | J. Allen | J. Harris | C. LeVert | N. Stauskas,BRK,2017-18,12,74.1,152,155,99.5,+6.0,+0.5,+.064,-1.0,0.0,-.030,+.058,+2.8,+3.5,.000,+13.8
71,C. Joseph | V. Oladipo | D. Sabonis | L. Stephenson | T. Young,IND,2017-18,40,113.8,225,230,96.0,+10.5,+14.6,+.047,-4.2,-13.9,+.020,+.012,-3.1,-0.8,-.097,+13.8
72,O. Anunoby | C. Miles | J. Poeltl | F. VanVleet | D. Wright,TOR,2017-18,9,58.6,127,124,102.8,+3.9,+2.1,+.038,+3.0,+17.6,-.073,+.055,+2.8,-3.8,+.232,+13.6
73,A. Bradley | D. Gallinari | T. Harris | D. Jordan | A. Rivers,LAC,2017-18,4,61.6,116,119,91.5,+8.7,+4.1,+.073,-2.3,-12.8,+.057,+.059,-1.4,-4.8,+.194,+13.6
74,W. Ellington | T. Johnson | K. Olynyk | J. Richardson | J. Winslow,MIA,2017-18,12,58.0,116,119,97.2,+1.8,+5.7,-.006,+11.4,+23.8,+.108,+.053,-1.4,-6.3,+.179,+13.6
75,L. Aldridge | K. Anderson | P. Gasol | P. Mills | D. Murray,SAS,2017-18,10,92.0,185,185,96.5,+4.3,+8.1,+.004,-2.2,-4.9,+.003,-0.013,+7.0,+8.1,+.041,+13.5
76,A. Aminu | P. Connaughton | E. Davis | D. Lillard | E. Turner,POR,2017-18,20,52.5,109,109,99.7,+7.3,+11.0,+.027,+5.5,+7.3,+.071,+.048,-7.3,-11.0,+.086,+12.8
77,D. Brooks | T. Evans | M. Gasol | J. Green | A. Harrison,MEM,2017-18,21,195.5,366,368,90.1,+9.5,+5.7,+.078,+1.4,-1.7,+.066,+.082,-7.5,-10.5,+.070,+12.8
78,L. Aldridge | K. Anderson | D. Green | P. Mills | D. Murray,SAS,2017-18,21,188.7,359,369,92.6,+7.7,+8.4,+.043,+2.4,+0.8,+.079,+.052,-5.2,-5.9,-.038,+12.7
79,A. Baynes | J. Brown | A. Horford | K. Irving | J. Tatum,BOS,2017-18,36,353.2,687,690,93.6,+6.6,-0.3,+.074,+0.2,-5.7,+.087,+.075,-0.7,-1.1,+.012,+12.7
80,H. Barnes | Y. Ferrell | W. Matthews | D. Powell | D. Smith,DAL,2017-18,37,124.8,251,266,99.4,+4.2,+1.8,+.040,+5.7,+7.3,+.098,+.072,-1.4,-3.0,+.036,+12.6
81,B. Bogdanović | C. Joseph | V. Oladipo | M. Turner | T. Young,IND,2017-18,37,327.9,653,657,95.9,+3.9,+0.7,+.040,-0.1,-5.0,+.055,+.039,+4.7,+4.9,+.043,+12.4
82,G. Antetokounmpo | E. Bledsoe | M. Brogdon | J. Henson | K. Middleton,MIL,2017-18,23,222.3,446,438,95.4,+3.8,+1.2,+.038,-3.1,-8.6,-.009,+.019,+7.3,+5.2,+.126,+11.8
83,B. Beal | M. Gortat | K. Oubre | O. Porter | T. Satoranský,WAS,2017-18,13,67.7,137,137,97.2,+7.3,+8.0,+.041,+5.1,+6.6,+.094,+.064,-8.0,-8.0,-.086,+11.7
84,W. Barton | W. Chandler | G. Harris | J. Murray | M. Plumlee,DEN,2017-18,16,77.8,158,164,99.4,+7.8,+4.4,+.065,-0.8,+0.4,-.037,+.057,-3.2,-3.7,-.030,+11.6
85,O. Anunoby | D. DeRozan | S. Ibaka | K. Lowry | J. Valančiūnas,TOR,2017-18,54,800.2,1627,1643,98.1,+2.7,-1.6,+.038,+3.6,+7.4,+.029,+.059,+2.5,+2.4,+.030,+11.4
86,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,
88,D. Favors | R. Gobert | J. Ingles | D. Mitchell | R. Rubio,UTA,2017-18,46,454.6,910,904,95.8,+3.0,-0.7,+.038,+1.5,+2.8,+.016,+.046,+3.9,+4.2,+.058,+11.4
89,R. Bullock | A. Drummond | B. Griffin | L. Kennard | I. Smith,DET,2017-18,7,48.2,90,92,90.6,+3.1,+2.2,+.022,-0.8,-11.2,+.074,+.017,+5.9,+3.7,+.135,+11.2
90,I. Clark | A. Davis | J. Holiday | D. Miller | E. Moore,NOP,2017-18,16,61.7,136,136,105.8,+1.5,-10.3,+.070,+0.7,-9.6,+.124,+.079,+7.4,+4.4,+.123,+11.0
91,T. Ariza | C. Capela | E. Gordon | J. Harden | L. Mbah a Moute,HOU,2017-18,15,55.6,112,118,99.3,+1.2,+4.9,-.009,+4.3,+16.0,-.047,+.009,+4.2,+6.3,-.008,+10.9
92,J. Bayless | R. Covington | J. Embiid | D. Šarić | B. Simmons,PHI,2017-18,12,48.1,100,96,97.8,+3.5,+0.5,+.037,-3.6,-10.5,+.023,+.016,+7.5,+7.3,+.104,+10.9
93,W. Barton | G. Harris | T. Lyles | J. Murray | M. Plumlee,DEN,2017-18,20,55.3,113,112,97.7,+3.2,+2.9,+.025,+2.6,+3.3,+.049,+.039,+1.6,+6.0,-.091,+10.7
94,T. Hardaway | J. Jack | E. Kanter | C. Lee | K. Porziņģis,NYK,2017-18,26,382.3,759,756,95.1,+5.0,+3.6,+.036,-3.2,-8.6,+.005,+.016,+3.6,+2.7,+.084,+10.4
95,A. Aminu | E. Davis | D. Lillard | C. McCollum | E. Turner,POR,2017-18,24,54.8,115,114,100.2,+1.4,+6.2,-.016,+0.8,+3.3,-.006,-0.014,+6.8,+2.4,+.173,+10.4
96,R. Gobert | J. Ingles | J. Jerebko | D. Mitchell | R. Rubio,UTA,2017-18,19,97.8,206,201,99.9,+2.1,-10.4,+.081,+4.7,+2.3,+.157,+.116,+1.6,+1.4,+.022,+10.4
97,B. Bogdanović | W. Cauley-Stein | B. Hield | K. Koufos | F. Mason,SAC,2017-18,12,91.2,173,182,93.4,+6.0,+7.0,+.032,-1.2,-9.4,+.079,+.021,-0.5,+3.0,-.190,+10.3
98,K. Caldwell-Pope | J. Hart | B. Ingram | B. Lopez | J. Randle,LAL,2017-18,10,174.3,359,362,99.3,+5.7,+0.5,+.060,+2.9,-0.3,+.101,+.075,-4.1,-3.5,-.094,+10.1
99,C. Anthony | P. George | D. Johnson | A. Roberson | R. Westbrook,OKC,2017-18,5,56.7,108,110,92.3,+8.9,+9.8,+.056,-6.3,-12.4,-.073,+.012,-1.4,-5.0,+.088,+10.1
100,J. Grant | J. Holiday | R. Lopez | L. Markkanen | D. Nwaba,CHI,2017-18,16,89.0,178,185,97.9,+0.4,-0.4,+.006,-4.1,-9.9,-.038,-0.017,+13.2,+16.1,-.001,+9.9
101,D. Green | A. Iguodala | S. Livingston | K. Thompson | D. West,GSW,2017-18,21,138.9,268,266,92.3,+9.4,-8.2,+.147,-2.3,-16.3,+.102,+.137,-6.8,-11.4,+.102,+9.7
102,A. Aminu | P. Connaughton | D. Lillard | J. Nurkić | E. Turner,POR,2017-18,24,51.8,105,105,97.3,+2.9,+11.4,-.018,+3.8,+12.4,-.033,-0.006,0.0,-4.8,+.140,+9.5
103,D. Brooks | M. Chalmers | T. Evans | C. Parsons | B. Wright,MEM,2017-18,9,70.6,147,140,97.6,+3.9,+5.7,+.019,+3.8,+4.3,+.097,+.039,-2.1,+1.0,-.081,+9.5
104,S. Adams | C. Anthony | P. George | J. Huestis | R. Westbrook,OKC,2017-18,28,173.1,348,346,96.2,+4.4,+2.1,+.036,-5.0,-4.5,-.101,+.008,+5.7,+9.1,-.068,+9.4
105,S. Curry | K. Durant | D. Green | Z. Pachulia | K. Thompson,GSW,2017-18,36,412.9,875,879,102.0,+3.1,-4.8,+.062,+1.4,+2.0,+.018,+.074,+1.7,-0.5,+.133,+9.2
106,K. Dunn | J. Holiday | R. Lopez | L. Markkanen | D. Nwaba,CHI,2017-18,10,61.3,121,122,95.1,+4.4,-8.3,+.089,-1.6,-13.0,+.131,+.084,+1.8,+1.0,+.053,+9.1
107,K. Durant | A. Iguodala | S. Livingston | K. Thompson | D. West,GSW,2017-18,9,50.1,97,102,95.3,+8.1,-1.5,+.099,-1.6,-7.6,+.019,+.090,-5.5,-10.1,+.032,+9.1
0,H. Barnes | M. Kleber | W. Matthews | S. Mejri | D. Smith,DAL,2017-18,17,55.6,111,113,96.7,+6.1,+4.3,+.045,+4.7,+7.7,+.046,+.067,-7.8,-9.5,-.090,+9.1
1,T. Harris | D. Jordan | A. Rivers | S. Thornwell | L. Williams,LAC,2017-18,16,162.8,325,330,96.5,+3.7,-1.7,+.050,-2.0,-9.4,+.052,+.040,+3.6,+6.8,-.079,+9.1
2,G. Antetokounmpo | M. Brogdon | T. Maker | K. Middleton | T. Snell,MIL,2017-18,16,94.2,192,197,99.1,+3.6,+1.6,+.034,+2.4,+5.3,-.005,+.047,-0.5,-1.5,+.029,+9.0
3,Z. Collins | P. Connaughton | E. Davis | M. Harkless | S. Napier,POR,2017-18,10,77.4,147,151,92.4,+7.8,-3.0,+.105,-1.7,-0.7,-.056,+.097,-5.0,-8.2,+.022,+9.0
4,J. Butler | T. Gibson | J. Teague | K. Towns | A. Wiggins,MIN,2017-18,48,1128.3,2229,2258,95.4,+4.3,+3.0,+.032,-2.1,-8.3,+.034,+.018,+2.5,+3.1,-.001,+8.9
5,W. Chandler | G. Harris | N. Jokić | P. Millsap | J. Murray,DEN,2017-18,23,344.5,695,697,97.0,+2.7,+2.6,+.016,-0.3,+0.7,-.017,+.013,+3.8,+4.1,+.028,+8.9
6,W. Barton | W. Chandler | N. Jokić | P. Millsap | J. Murray,DEN,2017-18,19,313.4,612,592,92.2,+0.5,+0.7,+.002,+3.0,+5.2,+.025,+.017,+4.9,+2.9,+.150,+8.9
7,W. Hernangómez | F. Kaminsky | J. Lamb | M. Monk | J. Stone,CHO,2017-18,5,73.5,155,153,100.5,-1.8,-7.7,+.019,+3.7,+6.0,+.035,+.046,+8.9,+5.0,+.325,+8.9
8,W. Chandler | G. Harris | N. Jokić | T. Lyles | J. Murray,DEN,2017-18,17,67.8,135,133,94.8,+4.6,+6.9,+.015,+1.3,-0.5,+.047,+.018,-1.7,-3.3,+.041,+8.8
9,D. Favors | R. Hood | J. Ingles | J. Johnson | D. Mitchell,UTA,2017-18,9,66.8,135,127,94.2,+6.6,-5.6,+.099,+2.4,+10.9,-.040,+.116,-6.8,-10.2,+.009,+8.8
10,L. Aldridge | K. Anderson | P. Gasol | D. Green | P. Mills,SAS,2017-18,17,155.2,297,296,91.7,+2.9,-2.0,+.039,+0.3,+0.2,+.007,+.041,+2.7,+2.0,+.073,+8.7
11,A. Aminu | M. Harkless | D. Lillard | C. McCollum | J. Nurkić,POR,2017-18,30,441.0,897,899,97.7,+2.5,+4.4,+.005,+2.5,+7.2,-.007,+.016,+0.9,0.0,+.042,+8.5
12,S. Adams | C. Anthony | R. Felton | P. George | R. Westbrook,OKC,2017-18,24,64.7,130,128,95.8,+4.1,+11.1,-.011,+4.5,+9.5,+.037,+.007,-4.2,-7.4,+.065,+8.4
13,B. Beal | M. Gortat | M. Morris | O. Porter | T. Satoranský,WAS,2017-18,36,525.0,1023,1017,93.3,+4.3,-0.5,+.051,-0.8,-6.1,+.055,+.047,+0.5,-0.2,+.040,+8.4
14,R. Anderson | T. Ariza | C. Capela | J. Harden | C. Paul,HOU,2017-18,17,185.8,386,380,98.9,-1.5,-1.9,-.006,+8.4,+15.4,+.043,+.043,+2.7,+6.8,-.178,+8.1
15,J. Barea | D. Harris | W. Matthews | D. Nowitzki | D. Powell,DAL,2017-18,18,51.9,101,103,94.4,+5.7,+5.6,+.034,+2.2,-3.3,+.104,+.042,-5.6,-3.6,-.150,+8.1
16,D. Carroll | A. Crabbe | S. Dinwiddie | R. Hollis-Jefferson | T. Zeller,BRK,2017-18,28,314.7,617,615,93.9,-0.1,+1.5,-.008,+7.8,+19.1,+.041,+.032,+0.4,-1.8,+.110,+7.9
17,G. Antetokounmpo | M. Brogdon | J. Henson | K. Middleton | T. Snell,MIL,2017-18,16,121.6,245,246,96.9,+6.7,-0.5,+.085,-0.8,-3.6,+.032,+.081,-4.8,-1.9,-.124,+7.8
18,P. Beverley | D. Gallinari | B. Griffin | D. Jordan | A. Rivers,LAC,2017-18,8,145.8,267,266,87.8,-2.0,-4.8,+.002,+0.3,+1.0,-.001,+.007,+11.6,+16.4,-.045,+7.8
19,B. Bogdanović | D. Collison | V. Oladipo | D. Sabonis | T. Young,IND,2017-18,33,362.9,744,731,97.5,+0.7,-1.8,+.018,-1.3,-5.8,+.029,+.012,+7.4,+7.0,+.126,+7.6
20,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,
22,J. Calderón | J. Crowder | L. James | K. Love | J. Smith,CLE,2017-18,22,351.8,696,695,94.9,-1.4,-3.7,+.005,+4.6,+8.6,+.032,+.035,+5.7,+5.0,+.122,+7.6
23,R. Bullock | A. Drummond | B. Griffin | S. Johnson | I. Smith,DET,2017-18,21,256.7,539,538,100.7,+3.3,-2.8,+.050,-3.5,-11.0,+.006,+.032,+4.6,+6.3,-.020,+7.6
24,R. Covington | A. Johnson | J. Redick | D. Šarić | B. Simmons,PHI,2017-18,24,107.8,216,225,98.2,+5.7,+2.2,+.054,-0.4,-1.4,+.004,+.050,-3.5,-4.2,-.024,+7.5
25,J. Poeltl | N. Powell | P. Siakam | F. VanVleet | D. Wright,TOR,2017-18,15,99.2,186,187,90.2,+5.6,+16.6,-.022,+0.6,+6.6,-.070,-0.030,-4.2,-6.9,+.044,+7.5
26,A. Aminu | D. Lillard | C. McCollum | J. Nurkić | E. Turner,POR,2017-18,41,533.1,1073,1077,96.8,+3.2,+0.8,+.031,+1.8,+3.4,+.023,+.040,-0.9,-1.0,-.006,+7.4
27,G. Antetokounmpo | E. Bledsoe | J. Henson | K. Middleton | J. Terry,MIL,2017-18,9,92.6,186,187,96.7,+1.3,-6.0,+.048,-3.7,-3.6,-.079,+.031,+8.1,+7.6,+.102,+7.0
28,K. Bazemore | J. Collins | D. Dedmon | T. Prince | D. Schröder,ATL,2017-18,16,117.6,243,241,98.8,+2.5,-4.5,+.053,+1.1,-5.2,+.091,+.063,+0.7,+1.5,-.040,+6.9
29,W. Ellington | J. Johnson | T. Johnson | K. Olynyk | J. Richardson,MIA,2017-18,21,81.7,162,163,95.5,+0.9,+1.1,+.004,+8.1,+10.7,+.118,+.051,-3.0,-8.5,+.197,+6.8
30,J. Bell | K. Durant | D. Green | P. McCaw | K. Thompson,GSW,2017-18,5,51.6,103,105,96.7,+5.5,-4.1,+.081,-3.7,+1.6,-.117,+.063,-0.6,-1.5,+.027,+6.7
31,W. Chandler | G. Harris | N. Jokić | J. Murray | M. Plumlee,DEN,2017-18,17,182.2,352,355,93.1,+2.3,-2.9,+.040,-2.5,-1.5,-.066,+.028,+4.4,+3.3,+.101,+6.6
32,A. Davis | J. Holiday | E. Moore | E. Okafor | R. Rondo,NOP,2017-18,15,156.9,340,341,104.1,+6.9,+3.8,+.053,-2.3,-2.9,-.053,+.039,-5.0,-6.4,+.029,+6.5
33,B. Beal | M. Gortat | M. Morris | O. Porter | J. Wall,WAS,2017-18,30,482.4,969,963,96.1,+2.8,-2.1,+.043,+1.3,-2.5,+.079,+.051,-0.7,-1.0,+.008,+6.3
34,H. Barnes | D. Finney-Smith | D. Nowitzki | D. Powell | D. Smith,DAL,2017-18,5,62.1,127,127,98.2,+3.9,-2.4,+.057,+4.7,+9.4,+.069,+.086,-6.3,-7.1,-.023,+6.3
35,D. Brooks | M. Conley | J. Ennis | M. Gasol | J. Martin,MEM,2017-18,11,64.3,116,118,87.4,+4.1,-4.5,+.067,-4.9,-2.0,-.125,+.043,+2.9,+8.1,-.167,+6.1
36,G. Antetokounmpo | E. Bledsoe | J. Henson | K. Middleton | T. Snell,MIL,2017-18,45,604.2,1212,1213,96.3,+2.3,-7.1,+.065,-2.0,-8.5,+.053,+.059,+3.6,+4.0,+.025,+6.1
37,D. DeRozan | S. Ibaka | K. Lowry | M. Miller | J. Valančiūnas,TOR,2017-18,6,58.4,116,114,94.6,-0.7,+5.4,-.033,+3.3,+12.5,-.027,-0.018,+4.0,+4.8,+.010,+6.0
38,N. Bjelica | T. Gibson | J. Teague | K. Towns | A. Wiggins,MIN,2017-18,23,380.5,783,777,98.4,+3.0,+0.8,+.029,-4.2,-10.1,-.023,+.005,+4.1,+5.2,-.003,+5.9
39,J. Clarkson | J. Green | R. Hood | K. Korver | L. Nance,CLE,2017-18,6,49.6,102,100,97.7,+5.2,-0.8,+.060,-0.2,+0.4,-.009,+.060,-4.3,-8.4,+.085,+5.9
40,L. Babbitt | K. Bazemore | D. Dedmon | T. Prince | D. Schröder,ATL,2017-18,9,70.5,140,141,95.7,+5.3,+2.0,+.049,+3.6,+0.9,+.099,+.068,-8.5,-9.1,-.106,+5.8
41,R. Anderson | T. Ariza | C. Capela | E. Gordon | C. Paul,HOU,2017-18,15,102.9,211,212,98.7,+3.5,+5.6,+.010,+3.4,+13.9,-.059,+.023,-4.7,-0.4,-.350,+5.7
42,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,
44,D. Cousins | D. Cunningham | A. Davis | J. Holiday | E. Moore,NOP,2017-18,15,187.8,390,389,99.6,+2.7,-2.8,+.045,-3.6,-1.9,-.099,+.027,+3.8,+5.9,-.057,+5.6
45,M. Carter-Williams | T. Graham | F. Kaminsky | J. Lamb | C. Zeller,CHO,2017-18,9,83.1,164,165,95.0,+5.7,+18.2,-.029,+1.9,-3.5,+.130,-0.032,-7.8,-4.1,-.185,+5.5
46,T. Harris | W. Johnson | D. Jordan | A. Rivers | T. Wallace,LAC,2017-18,5,53.0,110,113,101.0,-2.4,-2.0,-.016,+4.7,+2.6,+.132,+.012,+5.6,+9.3,-.035,+5.5
47,T. Ariza | C. Capela | E. Gordon | J. Harden | P. Tucker,HOU,2017-18,30,158.9,318,317,95.9,-6.4,-0.6,-.069,+4.1,+16.3,-.017,-0.046,+14.1,+19.4,-.037,+5.3
48,L. Aldridge | K. Anderson | B. Forbes | P. Gasol | D. Murray,SAS,2017-18,6,49.8,96,94,91.7,+2.3,+3.3,+.009,+0.9,-9.9,+.242,+.012,-0.2,+0.8,-.044,+5.3
49,D. Booker | T. Chandler | M. Chriss | T. Ulis | T. Warren,PHO,2017-18,18,153.4,312,314,97.9,+4.8,+0.3,+.050,+0.4,-3.0,+.064,+.052,-4.7,-3.4,-.112,+5.2
50,G. Antetokounmpo | E. Bledsoe | T. Maker | K. Middleton | T. Snell,MIL,2017-18,17,98.3,201,203,98.7,+3.9,+3.3,+.027,-3.9,-5.6,-.064,+.002,+1.2,+4.7,-.103,+5.1
51,D. Booker | T. Chandler | M. Chriss | M. James | T. Warren,PHO,2017-18,12,103.4,218,217,100.9,+3.0,+4.6,+.011,+0.4,-2.4,+.050,+.011,-1.5,-4.7,+.118,+5.0
52,G. Dragić | J. Richardson | D. Waiters | H. Whiteside | J. Winslow,MIA,2017-18,11,124.2,248,249,96.1,+3.0,-0.5,+.036,-1.2,+4.9,-.120,+.029,+0.1,-2.8,+.140,+4.8
53,S. Curry | K. Durant | D. Green | A. Iguodala | K. Thompson,GSW,2017-18,28,126.5,284,277,106.4,0.0,-0.3,+.002,+6.4,+15.6,+.009,+.041,-1.7,-1.8,-.005,+4.8
54,Á. Abrines | R. Felton | J. Grant | J. Huestis | P. Patterson,OKC,2017-18,24,102.6,191,190,89.1,-0.7,+4.2,-.027,+2.6,+9.3,-.030,-0.017,+3.6,+0.4,+.135,+4.7
55,G. Dragić | T. Johnson | J. Richardson | H. Whiteside | J. Winslow,MIA,2017-18,15,86.3,180,178,99.6,-0.5,+4.0,-.026,+2.1,+1.4,+.063,-0.017,+3.2,+2.0,+.077,+4.4
56,D. DeRozan | S. Ibaka | K. Lowry | C. Miles | J. Poeltl,TOR,2017-18,31,48.9,108,105,104.6,+6.3,+6.9,+.035,+1.7,+8.5,-.016,+.042,-10.0,-18.5,+.250,+4.4
57,D. Green | S. Livingston | K. Thompson | D. West | N. Young,GSW,2017-18,14,70.3,138,137,93.9,+5.5,-6.5,+.095,-2.3,-13.3,+.081,+.087,-4.5,-8.1,+.070,+4.3
58,R. Baker | M. Beasley | D. McDermott | F. Ntilikina | K. O'Quinn,NYK,2017-18,15,120.1,234,235,93.7,+5.3,-3.0,+.076,-4.2,-14.0,+.060,+.054,-2.0,-1.6,-.032,+4.3
59,J. Bayless | R. Covington | J. Embiid | J. Redick | B. Simmons,PHI,2017-18,10,71.0,148,144,98.7,+4.5,+3.0,+.037,+6.6,+5.9,+.140,+.071,-11.5,-13.0,-.030,+4.1
60,J. Allen | D. Carroll | A. Crabbe | S. Dinwiddie | D. Russell,BRK,2017-18,14,126.7,257,256,97.2,-2.1,+5.9,-.052,+7.8,+25.6,-.032,-0.015,+0.3,-1.2,+.075,+3.8
61,N. Batum | D. Howard | F. Kaminsky | J. Lamb | K. Walker,CHO,2017-18,37,108.5,230,219,99.4,-1.1,-2.7,+.001,+1.6,+5.6,-.017,+.012,+4.1,+4.7,+.030,+3.5
62,O. Anunoby | D. DeRozan | S. Ibaka | J. Valančiūnas | D. Wright,TOR,2017-18,5,59.7,117,117,94.1,-0.9,-2.6,+.004,-3.4,-6.8,-.073,-0.013,+8.5,+11.1,-.030,+3.4
63,D. Collison | C. Joseph | D. Sabonis | L. Stephenson | T. Young,IND,2017-18,21,54.4,103,104,91.4,+4.3,+9.5,-.008,-2.8,-12.3,+.057,-0.031,-2.7,-4.6,+.040,+3.1
64,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,
66,W. Barton | W. Chandler | G. Harris | N. Jokić | J. Murray,DEN,2017-18,32,296.9,619,600,98.5,-0.1,+3.8,-.023,+4.9,+8.0,+.053,+.001,-1.6,-4.4,+.085,+3.0
67,L. James | K. Love | J. Smith | I. Thomas | T. Thompson,CLE,2017-18,4,53.2,111,113,101.1,+0.8,-14.5,+.087,+1.1,-4.7,+.080,+.105,+0.2,+2.0,-.113,+2.9
68,N. Batum | D. Howard | M. Kidd-Gilchrist | K. Walker | M. Williams,CHO,2017-18,56,1080.3,2229,2236,99.2,-1.8,-4.5,+.004,-1.3,-2.5,-.015,-0.001,+7.6,+11.8,-.059,+2.8
69,T. Ariza | C. Capela | J. Harden | C. Paul | P. Tucker,HOU,2017-18,21,266.2,520,517,93.5,-3.7,-1.9,-.032,+4.2,+12.1,-.005,-0.007,+6.1,+8.2,+.008,+2.8
70,D. Nwaba | C. Payne | B. Portis | D. Valentine | N. Vonleh,CHI,2017-18,9,53.2,110,111,99.7,+1.3,+9.0,-.029,+0.1,-5.1,+.046,-0.035,+0.1,-0.8,+.041,+2.8
71,M. Beasley | C. Lee | D. McDermott | F. Ntilikina | K. O'Quinn,NYK,2017-18,25,72.0,144,139,94.4,+5.6,+1.8,+.054,-1.7,-10.1,+.087,+.043,-7.0,-9.3,+.020,+2.5
72,J. Butler | J. Crawford | G. Dieng | T. Jones | K. Towns,MIN,2017-18,17,77.0,147,151,92.9,-0.1,-4.3,+.023,+2.3,+2.1,+.051,+.039,+0.5,-0.1,+.027,+2.5
73,C. Joseph | V. Oladipo | L. Stephenson | M. Turner | T. Young,IND,2017-18,31,81.4,159,157,93.2,-0.5,-1.8,+.003,-1.4,-2.3,-.024,-0.003,+4.8,+8.6,-.095,+2.4
74,D. Cunningham | A. Davis | J. Holiday | E. Moore | R. Rondo,NOP,2017-18,20,93.7,201,207,104.5,+1.2,-6.6,+.043,+3.2,+0.7,+.120,+.064,-3.1,-2.6,-.083,+2.4
75,I. Clark | A. Davis | J. Holiday | D. Miller | N. Mirotić,NOP,2017-18,16,66.3,139,144,102.4,+4.5,-3.1,+.064,+0.4,+1.0,.000,+.067,-7.2,-9.2,+.029,+2.1
76,J. Brown | A. Horford | K. Irving | M. Smart | J. Tatum,BOS,2017-18,30,149.6,320,308,100.8,+0.4,-10.7,+.060,+3.1,+2.3,+.076,+.084,-1.8,+0.8,-.087,+2.0
77,B. Bogdanović | D. Collison | V. Oladipo | M. Turner | T. Young,IND,2017-18,44,692.6,1380,1371,95.3,0.0,-2.2,+.012,-0.3,-3.7,+.042,+.012,+2.1,+2.1,+.027,+1.8
