,Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS
31,K. Irving | L. James | S. Marion | T. Thompson,CLE,2014-15,36,174.3,344,343,94.6,+1.3,+1.8,+.006,+0.3,-0.9,+.027,+.006,+11.3,+13.0,+.056,+14.2
32,D. Augustin | N. Collison | A. Morrow | D. Waiters,OKC,2014-15,15,109.8,222,218,96.2,+8.0,+11.1,+.040,-0.2,-1.9,+.015,+.032,-1.7,-5.9,+.127,+14.1
33,K. Irving | K. Love | I. Shumpert | T. Thompson,CLE,2014-15,29,134.2,259,267,94.1,-0.3,-4.1,+.016,+4.5,+4.7,+.101,+.043,+10.1,+11.4,+.061,+13.9
34,J. Crawford | D. Jordan | C. Paul | J. Redick,LAC,2014-15,53,368.2,740,730,95.8,+2.9,-7.1,+.073,+1.0,-1.6,+.060,+.084,+7.0,+11.5,-.042,+13.7
35,T. Allen | N. Calathes | K. Koufos | B. Udrih,MEM,2014-15,17,115.9,225,228,93.8,+7.6,+9.6,+.039,-2.1,-8.2,+.014,+.024,+0.6,+1.1,-.010,+13.6
36,E. Kanter | A. Roberson | D. Waiters | R. Westbrook,OKC,2014-15,16,148.5,296,303,96.8,+6.0,+7.4,+.028,-2.2,-7.5,+.035,+.012,+3.8,+12.3,-.215,+13.6
37,A. Aminu | M. Ellis | D. Harris | C. Parsons,DAL,2014-15,37,134.2,283,287,102.0,+6.9,+8.5,+.035,+1.9,+7.4,-.033,+.040,-2.2,-1.7,-.032,+13.5
38,R. Anderson | D. Cunningham | A. Davis | J. Holiday,NOP,2014-15,21,125.3,236,233,89.8,+3.7,+3.1,+.024,+1.6,+0.2,+.084,+.032,+4.5,+1.4,+.164,+13.5
39,E. Bledsoe | G. Dragić | G. Green | M. Morris,PHO,2014-15,30,102.6,223,217,102.9,+9.9,-0.5,+.121,+0.3,+0.3,+.008,+.123,-6.7,-7.8,-.013,+13.4
40,G. Antetokounmpo | J. Bayless | K. Middleton | Z. Pachulia,MIL,2014-15,32,146.1,285,277,92.4,+2.8,-3.2,+.048,-0.2,-3.5,+.039,+.048,+8.0,+6.1,+.126,+13.4
41,P. Antić | D. Carroll | P. Millsap | D. Schröder,ATL,2014-15,41,139.1,261,257,89.4,-0.2,+4.9,-.029,+4.5,+3.8,+.109,-0.006,+9.3,+9.6,+.077,+13.4
42,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,
44,A. Brooks | J. Butler | T. Gibson | K. Hinrich,CHI,2014-15,27,122.1,226,229,89.4,-2.6,+1.2,-.034,+4.5,+2.0,+.211,-0.010,+13.9,+14.0,+.104,+13.3
45,T. Duncan | D. Green | T. Parker | T. Splitter,SAS,2014-15,35,334.9,656,667,94.8,+7.1,+0.7,+.074,-0.6,-2.1,+.015,+.070,-0.2,-1.4,+.046,+13.3
46,O. Casspi | D. Cousins | B. McLemore | R. Sessions,SAC,2014-15,10,110.3,211,211,91.8,+2.8,-12.8,+.095,-1.4,-10.4,+.120,+.093,+9.0,+8.1,+.160,+13.3
47,S. Adams | K. Durant | A. Roberson | R. Westbrook,OKC,2014-15,23,259.9,517,522,95.9,+3.9,+3.0,+.028,-0.9,+0.4,-.048,+.022,+6.5,+7.7,+.025,+13.3
48,M. Barnes | J. Crawford | D. Jordan | C. Paul,LAC,2014-15,56,356.9,706,718,95.8,+4.9,+1.2,+.050,-1.0,-6.3,+.050,+.044,+4.3,+8.3,-.042,+13.2
49,M. Barnes | S. Hawes | C. Paul | J. Redick,LAC,2014-15,29,234.8,463,468,95.2,+7.7,+2.4,+.077,+3.8,+5.3,+.060,+.097,-6.0,-5.7,-.068,+13.2
50,K. Irving | L. James | K. Love | S. Marion,CLE,2014-15,31,399.7,779,774,93.2,+2.2,-0.8,+.029,+0.7,+0.1,+.033,+.033,+8.1,+8.7,+.062,+13.2
51,J. Butler | P. Gasol | J. Noah | T. Snell,CHI,2014-15,19,148.3,291,294,94.7,+4.2,+3.0,+.030,+2.5,+4.3,+.044,+.042,+2.2,-0.5,+.120,+13.1
52,B. Beal | M. Gortat | O. Porter | J. Wall,WAS,2014-15,32,226.2,437,433,92.3,+5.4,+2.4,+.047,+1.3,-2.0,+.093,+.054,+1.0,0.0,+.048,+13.1
53,T. Ariza | J. Harden | D. Howard | J. Terry,HOU,2014-15,30,201.4,401,406,96.2,+3.9,+1.0,+.042,+5.1,+11.2,+.053,+.072,0.0,+1.6,-.040,+12.9
54,D. Collison | R. Gay | C. Landry | B. McLemore,SAC,2014-15,32,169.8,349,348,98.5,+1.9,-6.0,+.053,-1.2,-12.4,+.133,+.049,+10.3,+11.1,+.043,+12.9
55,J. Bayless | J. Dudley | O. Mayo | K. Middleton,MIL,2014-15,24,135.8,283,276,98.8,+5.6,-5.6,+.096,+5.1,+2.2,+.164,+.131,-3.4,-8.2,+.112,+12.9
56,D. Carroll | K. Korver | P. Millsap | D. Schröder,ATL,2014-15,18,127.5,243,244,91.7,+6.3,-2.5,+.087,+0.5,+0.9,+.003,+.092,-0.3,+0.5,-.036,+12.8
57,S. Adams | S. Ibaka | A. Roberson | R. Westbrook,OKC,2014-15,37,501.4,992,995,95.1,+2.9,-1.6,+.041,-0.1,-1.4,+.022,+.041,+6.9,+8.8,+.002,+12.7
58,P. Gasol | T. Gibson | K. Hinrich | D. Rose,CHI,2014-15,25,176.6,346,344,93.8,+2.1,-5.5,+.048,+2.3,-1.3,+.131,+.063,+6.3,+7.7,+.019,+12.7
59,T. Allen | M. Gasol | C. Lee | B. Udrih,MEM,2014-15,35,117.1,232,239,96.5,+5.8,-5.5,+.094,-4.1,-9.7,-.022,+.073,+5.2,+5.8,+.038,+12.7
60,K. Hinrich | N. Mirotić | J. Noah | T. Snell,CHI,2014-15,19,126.8,237,239,90.1,+3.3,-3.0,+.052,+2.6,+2.3,+.069,+.069,+3.5,+6.1,-.050,+12.7
61,T. Hansbrough | P. Patterson | T. Ross | L. Williams,TOR,2014-15,36,202.1,372,377,89.0,+1.6,+1.0,+.013,+4.4,+10.8,+.028,+.036,+5.1,+7.0,-.013,+12.7
62,A. Baynes | M. Belinelli | B. Diaw | M. Ginóbili,SAS,2014-15,29,160.1,326,325,97.6,+6.0,+1.3,+.063,+5.8,+9.1,+.104,+.096,-5.3,-9.9,+.113,+12.6
63,A. Brooks | T. Gibson | N. Mirotić | T. Snell,CHI,2014-15,37,177.3,334,335,90.5,+4.0,-1.2,+.051,+3.6,+12.3,-.018,+.073,+0.9,+0.1,+.038,+12.6
64,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,
66,A. Brooks | M. Dunleavy | P. Gasol | N. Mirotić,CHI,2014-15,32,167.7,331,316,92.6,0.0,-13.2,+.063,+4.2,+3.7,+.112,+.093,+8.4,+6.5,+.139,+12.6
67,T. Hansbrough | P. Patterson | T. Ross | G. Vásquez,TOR,2014-15,37,156.5,283,290,87.9,+2.4,+2.9,+.012,+6.9,+13.0,+.075,+.047,+0.8,+0.3,+.021,+12.6
68,S. Adams | S. Ibaka | A. Morrow | R. Westbrook,OKC,2014-15,25,106.5,215,212,96.3,+6.0,-6.4,+.106,+1.3,-2.6,+.109,+.117,-0.7,-2.2,+.045,+12.6
69,G. Henderson | A. Jefferson | M. Kidd-Gilchrist | M. Williams,CHO,2014-15,30,240.6,474,469,94.1,+7.4,+5.0,+.058,-0.1,-2.7,+.043,+.056,-2.3,-3.2,+.013,+12.5
70,T. Booker | T. Burke | G. Hayward | R. Hood,UTA,2014-15,29,109.7,208,213,92.1,+2.4,-2.7,+.042,+0.2,-7.1,+.120,+.044,+7.6,+3.1,+.187,+12.5
71,J. Johnson | K. Lowry | P. Patterson | J. Valančiūnas,TOR,2014-15,22,102.6,208,207,97.1,+6.1,+9.7,+.018,+1.4,-0.1,+.064,+.021,-1.1,-2.5,+.031,+12.5
72,D. Exum | D. Favors | G. Hayward | E. Kanter,UTA,2014-15,28,175.1,322,315,87.3,+4.7,+0.5,+.049,-1.1,-0.4,-.047,+.043,+4.1,+5.6,-.013,+12.4
73,M. Ellis | R. Jefferson | D. Nowitzki | R. Rondo,DAL,2014-15,19,157.8,315,312,95.4,+2.5,-2.1,+.040,-1.7,-8.8,+.084,+.031,+9.1,+8.7,+.121,+12.4
74,M. Barnes | J. Crawford | B. Griffin | C. Paul,LAC,2014-15,48,283.2,567,568,96.2,+5.2,+3.7,+.040,-1.0,-4.4,+.016,+.032,+2.9,+4.6,-.014,+12.2
75,L. Aldridge | D. Lillard | R. Lopez | W. Matthews,POR,2014-15,35,706.9,1383,1393,94.2,+2.3,-1.0,+.030,+2.9,+5.8,+.040,+.046,+4.7,+3.8,+.081,+12.1
76,H. Barnes | S. Curry | F. Ezeli | K. Thompson,GSW,2014-15,20,127.7,255,262,97.2,+3.4,-1.0,+.042,+4.8,+9.6,+.083,+.069,+0.4,+0.1,+.015,+12.1
77,B. Beal | D. Gooden | M. Gortat | J. Wall,WAS,2014-15,26,184.3,348,348,90.6,+6.6,+5.2,+.046,+2.9,+0.6,+.116,+.059,-4.0,-5.2,-.019,+12.1
78,S. Ibaka | R. Jackson | A. Morrow | R. Westbrook,OKC,2014-15,24,101.0,219,207,101.2,+7.6,+8.4,+.044,-1.8,-1.4,-.057,+.028,-1.4,-6.0,+.100,+12.1
79,P. Beverley | C. Brewer | J. Harden | J. Smith,HOU,2014-15,32,125.2,273,286,107.2,+2.8,-4.8,+.060,+2.5,+0.6,+.084,+.078,+4.0,-1.4,+.158,+12.1
80,T. Allen | M. Conley | M. Gasol | Z. Randolph,MEM,2014-15,48,713.6,1351,1360,91.2,+3.5,-0.6,+.044,-3.2,-11.9,+.101,+.026,+8.1,+8.3,+.067,+11.9
81,D. Collison | D. Cousins | R. Gay | B. McLemore,SAC,2014-15,32,662.1,1343,1333,97.0,+3.3,-3.5,+.058,-1.6,-7.9,+.060,+.051,+6.9,+6.5,+.069,+11.9
82,A. Horford | D. Schröder | M. Scott | T. Sefolosha,ATL,2014-15,33,142.0,259,267,88.9,+6.1,+0.1,+.068,+3.7,-1.0,+.133,+.089,-4.1,-3.2,-.084,+11.9
83,A. Johnson | K. Lowry | P. Patterson | L. Williams,TOR,2014-15,39,166.0,335,329,96.0,+5.3,+5.6,+.033,+3.7,+2.7,+.090,+.051,-2.6,-1.5,-.043,+11.9
84,B. Bass | A. Bradley | J. Crowder | T. Zeller,BOS,2014-15,24,108.6,203,215,92.4,+9.0,+5.7,+.072,-2.1,-3.2,-.067,+.058,-4.0,-1.8,-.095,+11.9
85,C. Butler | K. Caldwell-Pope | A. Drummond | A. Tolliver,DET,2014-15,25,199.2,371,365,88.7,+4.7,+5.8,+.018,+7.4,+15.3,+.023,+.054,-4.8,-4.1,-.105,+11.9
86,,,,,,,,,,,,,,,,,,,
87,,,,,,,,,,,,,,,,,,,
88,T. Allen | M. Conley | M. Gasol | J. Green,MEM,2014-15,22,143.4,268,272,90.4,+2.8,-6.9,+.066,-4.7,-13.4,+.004,+.043,+11.0,+14.8,-.011,+11.9
89,J. Crawford | B. Griffin | D. Jordan | C. Paul,LAC,2014-15,54,522.6,1014,1016,93.2,+2.5,-0.9,+.035,-0.3,-3.4,+.041,+.034,+6.9,+8.0,+.028,+11.8
90,S. Hawes | D. Jordan | C. Paul | J. Redick,LAC,2014-15,31,278.1,543,550,94.3,+7.8,+0.2,+.087,+5.5,+8.1,+.077,+.118,-9.3,-7.0,-.185,+11.8
91,T. Ariza | J. Harden | D. Howard | D. Motiejūnas,HOU,2014-15,31,457.8,911,915,95.7,+2.8,-2.6,+.046,+4.9,+8.1,+.074,+.077,+1.4,+5.1,-.102,+11.8
92,M. Barnes | J. Crawford | B. Griffin | D. Jordan,LAC,2014-15,44,229.5,443,451,93.5,+4.3,+0.9,+.045,-1.2,-5.8,+.037,+.037,+4.2,+6.6,-.017,+11.7
93,T. Burke | R. Gobert | G. Hayward | E. Millsap,UTA,2014-15,32,169.4,325,330,92.8,+2.4,-2.7,+.041,+2.2,+0.6,+.093,+.056,+4.6,+9.3,-.069,+11.7
94,T. Chandler | M. Ellis | D. Harris | C. Parsons,DAL,2014-15,53,379.1,769,752,96.3,+4.3,+2.1,+.038,+2.5,+6.6,+.004,+.051,+0.4,+1.2,-.021,+11.6
95,T. Hansbrough | P. Patterson | G. Vásquez | L. Williams,TOR,2014-15,66,468.6,880,889,90.6,+1.4,+1.7,+.007,+3.6,+10.5,-.006,+.027,+5.1,+3.9,+.082,+11.6
96,D. DeRozan | A. Johnson | J. Johnson | K. Lowry,TOR,2014-15,22,133.8,264,269,95.6,+6.0,+3.1,+.053,-1.4,-7.1,+.023,+.044,+1.1,-4.4,+.184,+11.6
97,T. Ariza | C. Brewer | D. Motiejūnas | J. Smith,HOU,2014-15,30,104.9,204,208,94.3,+4.1,+4.7,+.024,+2.6,+10.7,-.058,+.036,+0.8,+0.9,+.007,+11.6
98,M. Ellis | J. Nelson | D. Nowitzki | C. Parsons,DAL,2014-15,21,284.2,560,562,94.8,+3.2,+1.7,+.026,0.0,+2.6,-.036,+.025,+5.0,+3.6,+.124,+11.5
99,L. Aldridge | N. Batum | R. Lopez | W. Matthews,POR,2014-15,32,655.8,1275,1287,93.8,+1.8,-0.9,+.024,+3.0,+6.9,+.026,+.040,+5.0,+4.1,+.086,+11.5
100,A. Horford | K. Korver | P. Millsap | T. Sefolosha,ATL,2014-15,27,103.2,200,199,92.8,+4.3,-0.9,+.054,+1.4,-0.6,+.073,+.063,+1.4,-2.1,+.161,+11.5
101,C. Brewer | J. Harden | D. Motiejūnas | J. Smith,HOU,2014-15,34,105.4,226,224,102.5,+5.5,-2.9,+.083,+2.1,+2.4,+.046,+.099,-1.6,-0.7,-.032,+11.5
102,C. Butler | A. Drummond | R. Jackson | A. Tolliver,DET,2014-15,21,189.4,354,346,88.7,+4.9,+3.0,+.036,+6.9,+12.2,+.050,+.071,-5.2,-4.1,-.119,+11.5
103,Ö. Aşık | A. Davis | E. Gordon | J. Holiday,NOP,2014-15,14,208.2,397,407,92.7,+5.5,+7.2,+.025,+1.1,+1.9,+.029,+.029,-0.8,-1.1,+.005,+11.4
104,G. Dieng | S. Muhammad | M. Williams | T. Young,MIN,2014-15,16,118.1,236,236,96.0,+0.8,+3.4,-.009,0.0,-3.4,+.071,-0.010,+9.7,+14.4,-.030,+11.4
105,W. Green | V. Oladipo | E. Payton | N. Vučević,ORL,2014-15,19,113.6,220,219,92.7,+4.9,-5.4,+.082,-6.0,-14.2,-.088,+.049,+7.6,+10.8,-.024,+11.4
106,M. Carter-Williams | E. İlyasova | K. Middleton | Z. Pachulia,MIL,2014-15,25,417.8,833,831,95.6,+6.6,+7.4,+.037,-2.3,-9.8,+.077,+.019,+0.4,-0.3,+.031,+11.4
107,B. Diaw | T. Duncan | D. Green | K. Leonard,SAS,2014-15,46,283.4,550,553,93.4,+3.0,-3.0,+.048,+1.5,-0.1,+.074,+.058,+3.9,+4.3,+.030,+11.3
0,N. Collison | R. Jackson | A. Morrow | K. Perkins,OKC,2014-15,32,234.2,449,451,92.2,+8.0,+5.7,+.060,+0.9,-2.6,+.072,+.062,-5.5,-8.6,+.058,+11.3
1,C. Brewer | J. Harden | T. Jones | J. Terry,HOU,2014-15,24,111.5,238,238,102.5,-0.4,-12.2,+.057,+3.4,+1.7,+.096,+.084,+8.8,+9.7,+.074,+11.3
2,D. Carroll | A. Horford | K. Korver | J. Teague,ATL,2014-15,61,1019.7,2031,2009,95.1,+3.5,-2.3,+.052,+3.3,+2.0,+.103,+.072,+0.9,-0.2,+.053,+11.2
3,R. Jackson | J. Lamb | A. Morrow | K. Perkins,OKC,2014-15,17,114.0,215,219,91.4,+4.8,+1.7,+.045,+3.4,+8.8,+.035,+.063,-1.9,-7.3,+.149,+11.2
4,K. Martin | N. Peković | R. Rubio | T. Young,MIN,2014-15,9,128.3,261,254,96.4,+2.4,-0.4,+.030,-1.7,-5.9,+.029,+.020,+8.1,+9.1,+.044,+11.1
5,W. Chandler | R. Foye | D. Gallinari | T. Lawson,DEN,2014-15,17,300.0,616,610,98.1,+2.2,+3.7,+.005,+4.6,+7.1,+.063,+.029,+2.1,+1.1,+.056,+11.1
6,L. Barbosa | A. Iguodala | S. Livingston | M. Speights,GSW,2014-15,43,204.4,407,412,96.2,+5.6,+1.3,+.058,-0.2,-4.9,+.082,+.056,0.0,-2.1,+.062,+11.0
7,B. Beal | R. Butler | M. Gortat | J. Wall,WAS,2014-15,43,189.9,382,374,95.6,+8.2,-0.4,+.090,+4.6,-0.2,+.209,+.115,-9.9,-17.5,+.123,+11.0
8,T. Black | W. Ellington | J. Hill | W. Johnson,LAL,2014-15,9,143.8,273,274,91.3,+6.0,+10.6,+.016,+0.8,-6.1,+.114,+.017,-1.8,-5.1,+.112,+11.0
9,R. Butler | N. Hilário | P. Pierce | J. Wall,WAS,2014-15,31,104.9,227,208,99.5,+2.4,-1.8,+.038,-2.7,-7.7,+.013,+.023,+8.8,+8.9,+.066,+10.9
10,D. DeRozan | P. Patterson | G. Vásquez | L. Williams,TOR,2014-15,38,160.7,324,323,96.7,-2.6,-2.1,-.019,+2.8,+5.2,+.031,-0.002,+13.2,+8.3,+.225,+10.8
11,J. Jack | J. Johnson | M. Plumlee | M. Teletović,BRK,2014-15,22,103.1,194,193,90.1,+3.4,-12.9,+.101,-1.1,-5.8,+.036,+.101,+5.1,+9.2,-.045,+10.8
12,E. Bledsoe | G. Green | M. Morris | M. Morris,PHO,2014-15,28,113.9,230,229,96.7,+6.4,-0.4,+.075,+1.7,+5.5,-.013,+.085,-3.6,-8.8,+.118,+10.8
13,M. Bonner | D. Green | K. Leonard | T. Parker,SAS,2014-15,24,158.5,305,305,92.4,+3.3,+0.7,+.033,+3.6,+7.5,+.015,+.052,+0.7,+0.3,+.023,+10.8
14,Ö. Aşık | D. Cunningham | A. Davis | T. Evans,NOP,2014-15,35,280.8,526,526,89.9,+4.8,-0.4,+.054,-2.1,-8.9,+.082,+.043,+3.4,+5.3,-.029,+10.8
15,K. Irving | K. Love | I. Shumpert | J. Smith,CLE,2014-15,27,174.5,343,343,94.4,+0.6,-2.9,+.020,+3.8,+5.8,+.075,+.042,+5.8,+8.2,-.024,+10.8
16,Ö. Aşık | D. Cunningham | A. Davis | E. Gordon,NOP,2014-15,23,249.0,468,467,90.1,+3.1,+1.1,+.029,+1.1,-4.3,+.157,+.034,+3.4,+3.6,+.031,+10.7
17,A. Horford | K. Korver | P. Millsap | D. Schröder,ATL,2014-15,24,139.3,270,266,92.3,+3.8,-7.7,+.087,-2.8,-7.1,-.008,+.076,+5.7,+7.9,-.028,+10.6
18,T. Ariza | J. Harden | J. Smith | J. Terry,HOU,2014-15,37,177.8,353,346,94.4,+0.4,-2.6,+.018,+7.5,+15.1,+.075,+.064,+2.4,+3.1,+.003,+10.6
19,T. Booker | D. Exum | D. Favors | G. Hayward,UTA,2014-15,41,109.7,199,207,88.8,+6.6,+0.9,+.072,+2.8,+1.4,+.096,+.088,-5.5,-3.7,-.084,+10.5
20,,,,,,,,,,,,,,,,,,,
21,,,,,,,,,,,,,,,,,,,
22,K. Durant | S. Ibaka | R. Jackson | R. Westbrook,OKC,2014-15,21,118.8,247,243,99.0,+1.4,-9.6,+.062,-0.5,-0.9,-.010,+.064,+8.2,+13.8,-.074,+10.5
23,S. Curry | F. Ezeli | D. Green | K. Thompson,GSW,2014-15,22,137.6,270,280,95.9,+2.6,-2.0,+.037,+5.4,+12.2,+.048,+.067,-0.2,-1.1,+.031,+10.4
24,H. Barnes | A. Iguodala | S. Livingston | K. Thompson,GSW,2014-15,43,132.8,256,264,94.0,+6.7,+1.2,+.070,-1.3,-3.6,+.008,+.062,-1.8,-2.8,+.015,+10.4
25,R. Hibbert | C. Miles | R. Stuckey | D. West,IND,2014-15,38,164.6,327,327,95.3,+4.9,-7.3,+.089,-0.6,-6.1,+.079,+.089,+1.2,+0.6,+.031,+10.4
26,T. Chandler | R. Jefferson | D. Nowitzki | R. Rondo,DAL,2014-15,21,155.5,318,313,97.4,+1.0,-2.0,+.022,-0.2,-8.0,+.140,+.022,+8.6,+9.5,+.052,+10.4
27,D. DeRozan | A. Johnson | K. Lowry | P. Patterson,TOR,2014-15,35,177.9,357,345,94.7,+1.5,-2.3,+.027,+3.4,+0.7,+.108,+.047,+4.0,+5.1,+.001,+10.3
28,T. Hansbrough | K. Lowry | P. Patterson | L. Williams,TOR,2014-15,45,137.5,282,282,98.4,-2.8,+3.5,-.054,-0.4,+8.2,-.129,-0.059,+16.3,+15.6,+.157,+10.3
29,T. Booker | D. Exum | R. Gobert | G. Hayward,UTA,2014-15,61,254.0,483,471,90.2,+1.6,-5.3,+.044,+0.8,+9.2,-.083,+.052,+6.2,+9.2,-.026,+10.3
30,T. Ariza | P. Beverley | D. Howard | D. Motiejūnas,HOU,2014-15,25,373.3,740,746,95.5,+2.1,-1.5,+.032,+4.8,+8.8,+.057,+.061,+1.4,+4.1,-.079,+10.3
31,B. Diaw | D. Green | K. Leonard | T. Parker,SAS,2014-15,51,317.7,610,613,92.4,+2.0,-3.8,+.042,+1.8,+1.7,+.056,+.054,+4.3,+4.2,+.053,+10.2
32,C. Hayes | P. Patterson | G. Vásquez | L. Williams,TOR,2014-15,21,124.7,235,235,90.4,+2.6,+4.7,+.004,0.0,+5.5,-.073,+.001,+5.1,+1.7,+.165,+10.2
33,C. Butler | K. Caldwell-Pope | A. Drummond | G. Monroe,DET,2014-15,25,196.1,376,383,92.9,+5.5,+12.2,-.002,+0.1,-1.5,+.036,-0.007,-1.0,+4.4,-.176,+10.2
34,C. Brewer | J. Harden | P. Prigioni | J. Smith,HOU,2014-15,20,122.0,267,270,105.6,-4.0,-8.8,-.001,+1.2,+7.4,-.060,+.013,+17.0,+26.1,-.012,+10.2
35,T. Chandler | M. Ellis | J. Nelson | D. Nowitzki,DAL,2014-15,22,278.4,550,542,94.1,+1.6,+0.1,+.016,-0.5,+2.7,-.057,+.013,+7.5,+6.7,+.126,+10.1
36,P. Beverley | J. Harden | D. Howard | D. Motiejūnas,HOU,2014-15,26,376.1,744,748,95.2,+2.0,-1.2,+.029,+5.0,+9.7,+.054,+.059,+1.2,+4.0,-.085,+10.1
37,M. Belinelli | T. Duncan | K. Leonard | T. Parker,SAS,2014-15,35,153.4,296,294,92.3,+1.1,+2.4,-.001,+4.4,+4.3,+.140,+.022,+3.6,+0.9,+.121,+10.1
38,A. Iguodala | D. Lee | S. Livingston | M. Speights,GSW,2014-15,22,139.3,277,280,96.0,+6.5,-5.2,+.102,-2.4,-9.8,+.099,+.091,-0.5,-1.9,+.048,+10.1
39,J. Barea | M. Ellis | D. Nowitzki | C. Parsons,DAL,2014-15,21,113.8,232,213,93.9,-0.5,-6.5,+.028,+2.4,+2.8,+.057,+.044,+8.6,+7.1,+.117,+10.0
40,J. Dudley | J. Henson | O. Mayo | K. Middleton,MIL,2014-15,25,111.1,222,219,95.2,+5.4,-12.1,+.119,+6.2,+5.6,+.176,+.162,-7.1,-13.1,+.118,+10.0
41,J. Johnson | B. Lopez | M. Teletović | D. Williams,BRK,2014-15,21,164.3,315,314,91.9,+2.7,-2.8,+.043,-1.0,-1.0,-.025,+.039,+5.4,+4.1,+.100,+9.9
42,,,,,,,,,,,,,,,,,,,
43,,,,,,,,,,,,,,,,,,,
44,T. Hansbrough | T. Ross | G. Vásquez | L. Williams,TOR,2014-15,29,157.7,284,293,87.8,+1.0,-0.6,+.014,+5.5,+11.7,+.042,+.044,+2.3,+2.9,+.007,+9.9
45,J. Butler | J. Noah | D. Rose | T. Snell,CHI,2014-15,15,128.6,254,258,95.5,+2.2,+2.2,+.013,+2.1,+2.3,+.055,+.023,+3.3,+1.5,+.119,+9.9
46,E. Bledsoe | M. Morris | M. Morris | B. Wright,PHO,2014-15,26,195.4,383,383,94.1,+3.9,-0.8,+.049,-3.4,-4.7,-.094,+.030,+5.5,+6.3,+.053,+9.9
47,D. Exum | R. Gobert | G. Hayward | R. Hood,UTA,2014-15,37,281.4,522,524,89.2,+1.7,-1.4,+.025,+2.3,+6.4,+.004,+.039,+4.1,+4.3,+.048,+9.8
48,J. Crawford | B. Griffin | D. Jordan | J. Redick,LAC,2014-15,44,251.6,495,489,93.9,-0.5,-3.5,+.014,+0.5,-0.3,+.025,+.019,+10.3,+10.4,+.066,+9.8
49,T. Chandler | M. Ellis | R. Jefferson | D. Nowitzki,DAL,2014-15,22,187.5,383,369,96.3,+2.2,-11.0,+.083,-2.5,-11.0,+.086,+.076,+7.8,+9.0,+.029,+9.8
50,C. Brewer | D. Motiejūnas | J. Smith | J. Terry,HOU,2014-15,35,139.7,284,289,98.5,+2.8,-3.4,+.050,+5.1,+5.4,+.112,+.082,-0.8,+1.4,-.092,+9.8
51,L. Aldridge | N. Batum | D. Lillard | W. Matthews,POR,2014-15,47,1008.0,2012,1996,95.4,+2.4,+1.7,+.019,+3.6,+8.3,+.036,+.038,+1.3,+0.7,+.033,+9.7
52,E. Davis | W. Ellington | W. Johnson | J. Lin,LAL,2014-15,31,185.0,362,362,93.9,+8.3,+5.5,+.065,-3.0,-10.2,+.041,+.045,-3.9,-5.0,-.015,+9.7
53,D. Collison | R. Gay | B. McLemore | D. Williams,SAC,2014-15,26,144.0,311,313,104.0,+2.2,-7.2,+.074,-1.9,-11.4,+.139,+.068,+7.2,+1.5,+.180,+9.7
54,M. Carter-Williams | R. Covington | L. Mbah a Moute | K. McDaniels,PHI,2014-15,23,194.2,376,380,93.4,+4.1,+4.4,+.026,-0.2,+1.9,-.027,+.023,+1.8,+4.2,-.049,+9.7
55,M. Belinelli | B. Diaw | M. Ginóbili | P. Mills,SAS,2014-15,22,121.5,251,248,98.6,+8.0,+5.8,+.066,+2.7,+7.3,+.018,+.079,-9.0,-16.7,+.164,+9.7
56,E. Bledsoe | G. Dragić | A. Len | M. Morris,PHO,2014-15,42,519.2,1056,1058,97.7,+5.7,-0.3,+.066,-1.4,-2.7,-.023,+.058,-0.4,-1.9,+.049,+9.6
57,T. Burke | D. Favors | R. Gobert | G. Hayward,UTA,2014-15,43,306.5,607,595,94.1,+4.3,-4.7,+.076,-1.1,-2.9,-.008,+.071,+2.2,+6.7,-.085,+9.6
58,T. Duncan | D. Green | C. Joseph | T. Splitter,SAS,2014-15,13,108.7,207,210,92.1,+6.8,+3.7,+.057,+1.5,+0.7,+.084,+.064,-5.6,-7.9,+.001,+9.6
59,C. Butler | K. Caldwell-Pope | A. Drummond | R. Jackson,DET,2014-15,22,304.1,573,573,90.4,+4.0,+3.1,+.026,+4.0,+5.6,+.068,+.046,-2.4,-0.3,-.115,+9.6
60,D. Carroll | K. Korver | P. Millsap | J. Teague,ATL,2014-15,58,1098.4,2200,2157,95.2,+2.2,-2.0,+.036,+3.1,+2.4,+.086,+.055,+2.0,+1.7,+.030,+9.5
61,N. Hilário | P. Pierce | O. Porter | J. Wall,WAS,2014-15,22,108.3,221,221,98.0,+5.4,-4.1,+.087,-2.3,-5.0,-.026,+.076,+0.9,+1.8,-.017,+9.5
62,R. Anderson | D. Cunningham | A. Davis | A. Rivers,NOP,2014-15,17,109.9,202,216,91.3,+0.5,+7.2,-.030,+1.7,+4.6,+.033,-0.023,+6.6,+4.1,+.201,+9.5
63,A. Brooks | M. Dunleavy | P. Gasol | T. Gibson,CHI,2014-15,26,144.3,275,272,91.0,+2.5,-3.2,+.041,+2.1,+1.6,+.071,+.054,+2.4,+4.1,-.039,+9.4
64,,,,,,,,,,,,,,,,,,,
65,,,,,,,,,,,,,,,,,,,
