,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%, ,OWS,DWS,WS,WS/48, ,OBPM,DBPM,BPM,VORP,Season,pid
1266,21,PHO,NBA,C,69,1518,13.5,.542,.008,.295,10.2,22.7,16.4,3.1,1.1,5.3,15.7,13.7,,1.2,2.1,3.4,.107,,-2.8,1.0,-1.8,0.1,2014-15,203458
1267,22,PHO,NBA,C,78,1821,12.4,.482,.011,.383,10.4,25.4,17.7,8.5,1.0,2.8,16.6,20.4,,-0.5,1.8,1.3,.035,,-3.5,-0.8,-4.3,-1.0,2015-16,203458
1268,23,PHO,NBA,C,77,1560,15.0,.553,.026,.449,10.6,25.3,17.8,4.2,1.2,5.1,15.5,17.6,,1.2,1.7,3.0,.091,,-2.4,0.1,-2.3,-0.1,2016-17,203458
1269,24,PHO,NBA,C,69,1395,19.4,.612,.008,.611,13.2,26.7,19.8,9.1,0.9,3.5,14.0,17.0,,3.2,1.3,4.5,.154,,0.6,-0.3,0.3,0.8,2017-18,203458
1270,25,ATL,NBA,C,77,1544,17.2,.575,.315,.333,10.5,18.5,14.4,8.6,0.8,3.9,11.5,22.1,,2.2,1.0,3.2,.100,,0.0,-1.3,-1.2,0.3,2018-19,203458
1271,26,TOT,NBA,C,55,970,17.7,.600,.185,.329,11.1,25.2,18.0,7.9,1.1,4.3,13.1,18.1,,1.5,1.0,2.5,.122,,-0.5,-0.3,-0.7,0.3,2019-20,203458
1272,26,ATL,NBA,C,40,745,17.5,.590,.215,.312,9.8,23.6,16.6,8.7,1.3,3.7,11.7,18.6,,1.1,0.6,1.8,.113,,-0.2,-0.2,-0.4,0.3,2019-20,203458
1273,26,SAC,NBA,C,15,225,18.2,.640,.051,.407,15.1,30.8,22.8,5.2,0.6,6.4,18.7,16.5,,0.4,0.3,0.7,.150,,-1.3,-0.3,-1.6,0.0,2019-20,203458
1274,27,TOT,NBA,C,34,494,16.3,.670,.160,.536,5.7,20.6,13.1,9.4,0.8,6.9,16.7,15.7,,0.7,0.6,1.2,.121,,-1.3,1.5,0.2,0.3,2020-21,203458
1275,27,TOR,NBA,C,7,76,4.3,.633,.600,.600,0.0,16.6,8.0,5.2,0.6,8.1,38.8,11.7,,-0.1,0.1,-0.1,-0.035,,-6.8,1.2,-5.6,-0.1,2020-21,203458
1276,27,WAS,NBA,C,27,418,18.5,.673,.122,.530,6.8,21.4,14.0,10.1,0.9,6.7,14.0,16.4,,0.8,0.5,1.3,.150,,-0.2,1.5,1.3,0.4,2020-21,203458
1277,,,NBA,,501,9664,15.3,.557,.103,.402,10.7,23.5,17.0,6.8,1.0,4.2,14.7,18.0,,9.4,9.9,19.3,.096,,-1.7,-0.2,-1.9,0.2,Career,203458
1278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203458
1279,,PHO,NBA,,335,6656,14.5,.537,.013,.429,11.1,24.7,17.7,6.0,1.0,4.1,15.9,17.2,,5.0,7.3,12.4,.089,,-2.3,-0.1,-2.4,-0.7,5 seasons,203458
1280,,ATL,NBA,,117,2289,17.3,.579,.286,.327,10.3,20.2,15.1,8.6,1.0,3.8,11.6,21.0,,3.3,1.7,5.0,.104,,-0.1,-0.9,-1.0,0.6,2 seasons,203458
1281,,WAS,NBA,,27,418,18.5,.673,.122,.530,6.8,21.4,14.0,10.1,0.9,6.7,14.0,16.4,,0.8,0.5,1.3,.150,,-0.2,1.5,1.3,0.4,1 season,203458
1282,,SAC,NBA,,15,225,18.2,.640,.051,.407,15.1,30.8,22.8,5.2,0.6,6.4,18.7,16.5,,0.4,0.3,0.7,.150,,-1.3,-0.3,-1.6,0.0,1 season,203458
1283,,TOR,NBA,,7,76,4.3,.633,.600,.600,0.0,16.6,8.0,5.2,0.6,8.1,38.8,11.7,,-0.1,0.1,-0.1,-0.035,,-6.8,1.2,-5.6,-0.1,1 season,203458
1284,21,TOR,NBA,PF,81,2361,16.4,.521,.228,.170,9.0,18.4,13.5,6.5,1.3,2.1,8.9,21.7,,2.9,1.0,3.9,.079,,0.7,-1.6,-0.9,0.6,2005-06,101111
1285,22,MIL,NBA,PF,39,984,15.8,.547,.225,.232,7.3,20.1,13.6,6.1,1.3,0.9,11.3,21.8,,1.2,0.6,1.7,.085,,0.2,-1.6,-1.4,0.2,2006-07,101111
1286,23,MIL,NBA,PF,76,1829,14.9,.502,.227,.193,8.9,21.5,15.0,7.5,0.9,1.5,10.8,24.4,,0.9,0.9,1.7,.045,,-0.4,-2.4,-2.8,-0.3,2007-08,101111
1287,24,MIL,NBA,PF,78,2095,18.6,.529,.237,.220,8.3,21.6,14.7,12.4,1.2,2.2,10.4,28.5,,2.2,2.7,4.9,.112,,1.6,-0.6,1.1,1.6,2008-09,101111
1288,25,DET,NBA,PF,78,1848,16.0,.526,.341,.157,5.2,19.6,12.0,5.2,1.4,2.5,7.7,23.9,,2.1,1.4,3.5,.092,,0.8,-0.8,0.0,0.9,2009-10,101111
1289,26,DET,NBA,PF,76,1666,15.9,.553,.456,.164,3.5,18.8,10.8,5.0,1.4,2.0,8.0,23.1,,2.1,1.0,3.1,.091,,1.0,-1.4,-0.4,0.7,2010-11,101111
1290,27,DET,NBA,PF,13,180,16.2,.484,.495,.077,5.8,26.8,15.9,6.4,2.1,2.2,6.9,26.0,,0.1,0.3,0.4,.096,,-0.1,-0.5,-0.7,0.1,2011-12,101111
1291,28,DET,NBA,PF,69,1092,14.0,.481,.558,.106,5.1,20.6,12.7,8.4,1.5,2.8,7.4,21.9,,0.4,1.1,1.6,.069,,0.5,-0.5,0.0,0.6,2012-13,101111
1292,29,DET,NBA,PF,20,180,12.7,.469,.609,.152,3.5,17.9,10.3,5.5,1.1,2.2,6.7,25.0,,0.0,0.1,0.1,.034,,-0.6,-1.9,-2.4,0.0,2013-14,101111
1293,30,DAL,NBA,PF,64,678,17.4,.534,.610,.097,4.8,19.3,12.1,4.7,1.1,2.6,6.9,26.7,,0.6,0.7,1.4,.096,,2.7,-1.2,1.5,0.6,2014-15,101111
1294,31,DAL,NBA,PF,62,665,11.9,.473,.526,.073,4.0,21.1,12.5,6.2,1.4,1.9,8.4,25.3,,-0.6,0.8,0.2,.016,,-1.9,-0.8,-2.7,-0.1,2015-16,101111
1295,,,NBA,,656,13578,16.0,.520,.345,.167,6.7,20.1,13.2,7.2,1.3,2.1,9.0,24.1,,12.0,10.6,22.6,.080,,0.6,-1.3,-0.6,4.7,Career,101111
1296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101111
1297,,DET,NBA,,256,4966,15.4,.522,.442,.145,4.6,19.8,11.8,5.9,1.4,2.4,7.7,23.3,,4.8,4.0,8.7,.085,,0.7,-1.0,-0.2,2.2,5 seasons,101111
1298,,MIL,NBA,,193,4908,16.6,.522,.231,.213,8.4,21.3,14.6,9.3,1.1,1.7,10.7,25.6,,4.3,4.1,8.3,.082,,0.6,-1.5,-0.8,1.4,3 seasons,101111
1299,,DAL,NBA,,126,1343,14.7,.505,.570,.086,4.4,20.2,12.3,5.5,1.2,2.3,7.6,26.0,,0.1,1.5,1.6,.056,,0.4,-1.0,-0.6,0.5,2 seasons,101111
1300,,TOR,NBA,,81,2361,16.4,.521,.228,.170,9.0,18.4,13.5,6.5,1.3,2.1,8.9,21.7,,2.9,1.0,3.9,.079,,0.7,-1.6,-0.9,0.6,1 season,101111
1301,22,DEN,NBA,PG,3,25,27.1,.727,.167,.333,0.0,9.0,4.5,41.2,5.9,0.0,12.7,13.7,,0.1,0.0,0.2,.312,,4.3,5.0,9.4,0.1,2017-18,1628420
1302,23,DEN,NBA,PG,82,1970,16.2,.577,.323,.115,1.9,8.8,5.3,21.7,1.8,0.2,6.6,17.1,,4.4,1.8,6.2,.151,,1.1,0.3,1.5,1.7,2018-19,1628420
1303,24,DEN,NBA,PG,73,1636,14.9,.545,.304,.157,1.6,7.7,4.7,22.1,1.7,1.0,8.1,17.5,,2.7,1.1,3.8,.112,,0.4,-0.5,-0.2,0.8,2019-20,1628420
1304,25,DEN,NBA,PG,36,980,13.5,.563,.373,.206,0.8,8.1,4.5,16.8,1.3,1.0,7.0,16.0,,1.6,0.6,2.2,.105,,0.0,-1.2,-1.2,0.2,2020-21,1628420
1305,,,NBA,,194,4611,15.2,.563,.325,.149,1.6,8.3,4.9,20.9,1.7,0.6,7.2,17.0,,8.9,3.5,12.3,.129,,0.6,-0.3,0.3,2.7,Career,1628420
1306,19,LAL,NBA,SG,6,81,12.3,.535,.433,.133,2.7,6.7,4.7,10.5,4.7,1.1,15.9,19.7,,0.0,0.2,0.1,.070,,-4.0,2.0,-2.1,0.0,2019-20,1629659
1307,20,LAL,NBA,SG,40,735,12.8,.523,.267,.210,2.6,13.2,8.0,18.5,2.1,2.4,15.0,21.4,,-0.1,1.3,1.2,.080,,-2.7,1.5,-1.2,0.1,2020-21,1629659
1308,,,NBA,,46,816,12.7,.524,.283,.203,2.6,12.6,7.7,17.7,2.4,2.3,15.0,21.2,,-0.1,1.5,1.3,.079,,-2.8,1.5,-1.3,0.1,Career,1629659
1309,24,PHI,NBA,SG,2,39,0.1,.337,.400,.200,5.7,5.7,5.7,11.4,0.0,0.0,15.5,23.3,,-0.1,0.0,-0.1,-0.131,,-10.4,-4.2,-14.7,-0.1,2011-12,202918
1310,30,BOS,NBA,SG,2,7,-4.9,.000,.667,.000,15.8,15.4,15.6,0.0,7.1,0.0,0.0,19.1,,-0.1,0.0,0.0,-0.250,,-11.7,3.5,-8.1,0.0,2017-18,202918
1311,,,NBA,,4,46,-0.7,.285,.444,.167,7.2,7.2,7.2,9.7,1.1,0.0,13.4,22.6,,-0.2,0.0,-0.1,-0.149,,-10.6,-3.1,-13.7,-0.1,Career,202918
1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202918
1313,,BOS,NBA,,2,7,-4.9,.000,.667,.000,15.8,15.4,15.6,0.0,7.1,0.0,0.0,19.1,,-0.1,0.0,0.0,-0.250,,-11.7,3.5,-8.1,0.0,1 season,202918
1314,,PHI,NBA,,2,39,0.1,.337,.400,.200,5.7,5.7,5.7,11.4,0.0,0.0,15.5,23.3,,-0.1,0.0,-0.1,-0.131,,-10.4,-4.2,-14.7,-0.1,1 season,202918
1315,22,TOT,NBA,"C,PF",9,133,13.6,.652,.000,.818,11.4,19.2,15.4,4.2,1.1,3.8,14.3,11.1,,0.2,0.2,0.4,.137,,-3.4,-0.3,-3.7,-0.1,2019-20,1629743
1316,22,DET,NBA,PF,4,48,7.3,.452,.000,1.500,14.0,21.6,17.7,5.3,1.0,1.7,23.1,7.9,,0.0,0.0,0.1,.067,,-5.7,-1.3,-7.0,-0.1,2019-20,1629743
1317,22,BRK,NBA,C,5,85,17.2,.709,.000,.667,9.9,17.9,14.0,3.5,1.1,4.9,11.4,12.9,,0.2,0.1,0.3,.177,,-2.1,0.3,-1.8,0.0,2019-20,1629743
1318,,,NBA,,9,133,13.6,.652,.000,.818,11.4,19.2,15.4,4.2,1.1,3.8,14.3,11.1,,0.2,0.2,0.4,.137,,-3.4,-0.3,-3.7,-0.1,Career,1629743
1319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1629743
1320,,BRK,NBA,,5,85,17.2,.709,.000,.667,9.9,17.9,14.0,3.5,1.1,4.9,11.4,12.9,,0.2,0.1,0.3,.177,,-2.1,0.3,-1.8,0.0,1 season,1629743
1321,,DET,NBA,,4,48,7.3,.452,.000,1.500,14.0,21.6,17.7,5.3,1.0,1.7,23.1,7.9,,0.0,0.0,0.1,.067,,-5.7,-1.3,-7.0,-0.1,1 season,1629743
1322,23,MEM,NBA,PG,39,577,7.8,.432,.551,.173,2.7,10.3,6.4,17.4,2.2,1.8,14.2,18.0,,-0.7,0.7,0.0,-0.003,,-4.1,0.1,-4.0,-0.3,2018-19,1628975
1323,24,PHO,NBA,PG,58,945,11.3,.563,.601,.111,3.5,10.5,6.9,11.9,2.4,1.6,11.2,12.9,,0.8,1.0,1.8,.093,,-0.7,1.3,0.6,0.6,2019-20,1628975
1324,25,PHO,NBA,PG,34,322,10.4,.495,.674,.021,1.1,12.1,6.8,15.3,2.0,1.9,5.9,14.1,,0.2,0.5,0.6,.094,,-2.0,2.5,0.5,0.2,2020-21,1628975
1325,,,NBA,,131,1844,10.1,.504,.597,.117,2.8,10.7,6.7,14.2,2.3,1.7,11.4,14.7,,0.3,2.1,2.4,.063,,-2.0,1.2,-0.8,0.5,Career,1628975
1326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1628975
1327,,PHO,NBA,,92,1267,11.1,.545,.621,.086,2.9,10.9,6.9,12.8,2.3,1.7,9.8,13.2,,1.0,1.4,2.5,.093,,-1.0,1.6,0.6,0.8,2 seasons,1628975
1328,,MEM,NBA,,39,577,7.8,.432,.551,.173,2.7,10.3,6.4,17.4,2.2,1.8,14.2,18.0,,-0.7,0.7,0.0,-0.003,,-4.1,0.1,-4.0,-0.3,1 season,1628975
1329,21,BRK,NBA,SF,19,93,8.5,.499,.087,.696,11.4,17.9,14.6,5.1,1.7,0.8,26.8,20.3,,-0.1,0.1,0.0,-0.017,,-5.2,-1.3,-6.5,-0.1,2012-13,203129
1330,22,TOT,NBA,SF,26,154,3.9,.460,.214,.286,3.1,9.2,6.2,14.0,1.0,0.5,27.6,13.2,,-0.2,0.1,-0.1,-0.040,,-6.2,-1.1,-7.3,-0.2,2013-14,203129
1331,22,BRK,NBA,SF,17,137,3.3,.454,.250,.333,3.5,8.7,6.1,13.3,0.8,0.6,28.6,13.2,,-0.2,0.0,-0.2,-0.054,,-6.3,-1.6,-7.9,-0.2,2013-14,203129
1332,22,CHI,NBA,SF,9,17,9.0,.500,.000,.000,0.0,13.2,6.7,19.8,3.1,0.0,20.0,13.6,,0.0,0.0,0.0,.073,,-5.7,3.0,-2.7,0.0,2013-14,203129
1333,,,NBA,,45,247,5.7,.479,.157,.471,6.2,12.5,9.4,10.7,1.3,0.7,27.2,15.9,,-0.3,0.2,-0.2,-0.032,,-5.8,-1.2,-7.0,-0.3,Career,203129
1334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203129
1335,,BRK,NBA,,36,230,5.4,.478,.170,.511,6.7,12.4,9.6,10.0,1.2,0.7,27.7,16.1,,-0.3,0.1,-0.2,-0.039,,-5.9,-1.5,-7.3,-0.3,2 seasons,203129
1336,,CHI,NBA,,9,17,9.0,.500,.000,.000,0.0,13.2,6.7,19.8,3.1,0.0,20.0,13.6,,0.0,0.0,0.0,.073,,-5.7,3.0,-2.7,0.0,1 season,203129
1337,22,ATL,NBA,SG,10,40,11.0,.472,.474,.263,5.3,5.5,5.4,7.3,2.3,4.2,12.4,25.1,,0.0,0.0,0.0,-0.028,,-1.1,-1.4,-2.5,0.0,2019-20,1629718
1338,,,NBA,,10,40,11.0,.472,.474,.263,5.3,5.5,5.4,7.3,2.3,4.2,12.4,25.1,,0.0,0.0,0.0,-0.028,,-1.1,-1.4,-2.5,0.0,Career,1629718
1339,22,HOU,NBA,PG,22,252,9.5,.506,.632,.333,3.3,7.1,5.3,13.2,1.6,1.2,17.4,21.0,,0.0,0.2,0.2,.031,,-2.5,-1.5,-4.0,-0.1,2013-14,203477
1340,23,TOT,NBA,PG,47,938,12.4,.534,.651,.159,2.1,8.3,5.1,18.7,1.5,0.3,13.3,21.6,,0.8,0.7,1.4,.072,,0.1,-0.9,-0.8,0.3,2014-15,203477
1341,23,HOU,NBA,PG,25,369,11.8,.549,.641,.160,3.3,6.6,4.9,12.6,1.9,0.0,14.1,19.2,,0.3,0.3,0.6,.084,,0.2,-0.6,-0.4,0.2,2014-15,203477
1342,23,PHI,NBA,PG,22,569,12.8,.526,.656,.158,1.3,9.4,5.1,22.7,1.3,0.4,12.9,23.2,,0.4,0.3,0.8,.065,,0.0,-1.1,-1.1,0.1,2014-15,203477
1343,24,PHI,NBA,SG,77,1966,11.1,.528,.672,.249,1.1,8.8,4.8,11.3,1.4,0.5,10.2,19.9,,0.9,0.5,1.4,.035,,-0.8,-1.6,-2.4,-0.2,2015-16,203477
1344,25,CHI,NBA,SG,39,592,8.1,.483,.543,.191,1.1,8.1,4.6,9.0,1.9,0.1,10.1,15.4,,0.0,0.6,0.5,.042,,-3.6,0.4,-3.3,-0.2,2016-17,203477
1345,26,TOT,NBA,"PG,SG",20,422,13.5,.539,.482,.372,1.5,10.0,5.7,26.7,1.8,0.2,15.4,18.9,,0.5,0.1,0.6,.072,,-0.5,-0.7,-1.3,0.1,2017-18,203477
1346,26,HOU,NBA,SG,1,4,-7.3,.000,.000,.000,0.0,27.9,14.1,0.0,0.0,0.0,0.0,11.0,,0.0,0.0,0.0,-0.224,,-12.4,-4.5,-16.9,0.0,2017-18,203477
1347,26,PHO,NBA,PG,19,418,13.7,.543,.485,.375,1.5,9.9,5.6,26.9,1.8,0.2,15.5,19.0,,0.5,0.1,0.7,.075,,-0.4,-0.7,-1.1,0.1,2017-18,203477
1348,27,TOT,NBA,PG,30,629,8.0,.518,.585,.146,1.0,9.2,5.1,18.2,1.1,0.3,16.7,14.2,,0.0,0.1,0.1,.008,,-2.7,-1.4,-4.1,-0.3,2018-19,203477
1349,27,PHO,NBA,PG,19,503,7.3,.515,.558,.155,1.1,9.8,5.4,17.0,1.1,0.0,17.4,14.2,,-0.1,0.0,-0.1,-0.007,,-3.3,-1.4,-4.6,-0.3,2018-19,203477
1350,27,MIN,NBA,PG,7,95,12.3,.536,.655,.138,0.0,5.7,2.8,26.9,1.0,0.9,11.5,15.4,,0.1,0.0,0.2,.079,,0.7,-2.0,-1.3,0.0,2018-19,203477
1351,27,MIL,NBA,PG,4,31,5.2,.500,.833,.000,3.5,9.3,6.6,11.6,0.0,2.7,25.0,10.8,,0.0,0.0,0.0,.030,,-3.3,-0.7,-4.0,0.0,2018-19,203477
1352,,,NBA,,235,4799,10.7,.524,.627,.227,1.4,8.7,5.0,14.8,1.5,0.4,12.4,18.9,,2.2,2.1,4.3,.043,,-1.3,-1.1,-2.4,-0.5,Career,203477
1353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203477
1354,,PHI,NBA,,99,2535,11.4,.528,.668,.226,1.1,9.0,4.9,13.8,1.4,0.5,10.9,20.6,,1.3,0.9,2.2,.042,,-0.6,-1.5,-2.1,-0.1,2 seasons,203477
1355,,HOU,NBA,,48,625,10.8,.529,.635,.228,3.3,6.9,5.1,12.8,1.8,0.5,15.4,19.9,,0.3,0.5,0.8,.061,,-0.9,-1.0,-1.9,0.0,3 seasons,203477
1356,,CHI,NBA,,39,592,8.1,.483,.543,.191,1.1,8.1,4.6,9.0,1.9,0.1,10.1,15.4,,0.0,0.6,0.5,.042,,-3.6,0.4,-3.3,-0.2,1 season,203477
1357,,PHO,NBA,,38,921,10.2,.530,.521,.268,1.3,9.9,5.5,21.5,1.5,0.1,16.4,16.4,,0.4,0.2,0.6,.030,,-2.0,-1.1,-3.0,-0.2,2 seasons,203477
1358,,MIN,NBA,,7,95,12.3,.536,.655,.138,0.0,5.7,2.8,26.9,1.0,0.9,11.5,15.4,,0.1,0.0,0.2,.079,,0.7,-2.0,-1.3,0.0,1 season,203477
1359,,MIL,NBA,,4,31,5.2,.500,.833,.000,3.5,9.3,6.6,11.6,0.0,2.7,25.0,10.8,,0.0,0.0,0.0,.030,,-3.3,-0.7,-4.0,0.0,1 season,203477
1360,21,GSW,NBA,SG,80,2629,13.8,.487,.226,.193,4.9,9.0,6.9,15.4,2.0,0.8,11.9,21.5,,2.0,0.9,2.9,.052,,0.1,-1.0,-0.9,0.7,2001-02,2202
1361,22,GSW,NBA,SG,82,2698,14.8,.501,.288,.233,4.4,10.4,7.5,15.3,1.7,0.6,12.3,23.0,,3.4,0.3,3.7,.066,,1.0,-1.6,-0.5,1.0,2002-03,2202
1362,23,GSW,NBA,SG,78,2936,16.8,.504,.213,.294,4.7,15.4,10.1,14.5,1.6,1.0,11.9,25.8,,2.6,2.7,5.2,.085,,1.1,-0.6,0.5,1.9,2003-04,2202
1363,24,GSW,NBA,SG,72,2724,19.0,.518,.270,.226,4.8,12.5,8.5,19.2,2.0,0.8,10.1,27.1,,3.3,2.4,5.7,.100,,2.8,-0.4,2.5,3.0,2004-05,2202
1364,25,GSW,NBA,SG,75,2877,19.2,.538,.332,.285,4.0,13.2,8.5,15.6,1.7,1.0,9.4,27.6,,4.5,2.8,7.3,.122,,3.4,-0.3,3.1,3.7,2005-06,2202
1365,26,GSW,NBA,SG,51,1675,15.5,.512,.410,.191,4.6,12.6,8.5,16.0,1.6,1.4,9.3,22.3,,1.7,1.3,3.0,.085,,1.4,-0.6,0.8,1.2,2006-07,2202
1366,27,CHA,NBA,SF,82,3149,18.4,.554,.408,.225,2.9,13.3,8.0,15.2,1.9,1.4,9.3,25.9,,4.8,2.6,7.4,.113,,3.3,-0.3,3.0,4.0,2007-08,2202
1367,28,TOT,NBA,SG,72,2410,16.7,.571,.334,.204,3.9,11.5,7.8,9.8,1.6,0.9,8.2,21.5,,4.3,1.5,5.8,.116,,2.0,-0.8,1.2,2.0,2008-09,2202
1368,28,CHA,NBA,SG,14,491,15.8,.536,.268,.250,3.3,11.3,7.3,14.1,1.5,0.5,8.9,25.8,,0.5,0.5,1.1,.104,,1.5,-0.2,1.3,0.4,2008-09,2202
1369,28,PHO,NBA,SG,58,1919,16.9,.581,.353,.191,4.1,11.5,7.9,8.7,1.6,1.0,8.0,20.4,,3.8,0.9,4.7,.119,,2.2,-1.0,1.2,1.6,2008-09,2202
1370,29,PHO,NBA,SG,79,2485,16.6,.574,.401,.184,3.9,13.9,9.2,8.8,1.3,0.9,7.9,20.8,,5.0,1.7,6.6,.128,,2.2,-0.5,1.7,2.3,2009-10,2202
1371,30,TOT,NBA,SG,80,2715,15.0,.555,.454,.151,2.9,11.1,7.1,9.2,1.8,0.4,7.8,20.6,,3.6,3.3,6.9,.123,,1.2,0.5,1.7,2.5,2010-11,2202
1372,30,PHO,NBA,SG,25,796,19.1,.574,.380,.185,4.8,11.3,8.0,7.9,1.7,0.3,6.7,25.5,,1.5,0.4,1.9,.117,,3.2,-1.4,1.7,0.7,2010-11,2202
1373,30,ORL,NBA,SG,55,1919,13.2,.543,.496,.130,2.1,11.0,6.7,9.7,1.8,0.4,8.4,18.6,,2.1,2.9,5.0,.125,,0.4,1.3,1.6,1.7,2010-11,2202
1374,31,ORL,NBA,SG,54,1591,13.3,.502,.465,.116,2.6,11.6,7.0,12.0,1.8,1.1,8.7,20.2,,1.2,1.6,2.8,.084,,0.3,0.4,0.7,1.1,2011-12,2202
1375,32,PHI,NBA,SG,33,936,12.6,.495,.497,.098,2.2,13.4,7.7,8.6,2.3,1.2,6.9,18.5,,0.3,1.1,1.4,.070,,-0.9,0.5,-0.5,0.4,2012-13,2202
1376,34,PHI,NBA,SG,19,416,11.7,.458,.539,.124,3.2,14.5,8.6,16.6,1.6,0.6,7.9,21.3,,0.0,0.4,0.4,.045,,-0.9,-0.4,-1.3,0.1,2014-15,2202
1377,,,NBA,,857,29241,16.3,.528,.343,.214,3.9,12.4,8.1,13.7,1.8,0.9,9.8,23.4,,36.8,22.3,59.1,.097,,1.7,-0.5,1.2,23.8,Career,2202
1378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2202
1379,,GSW,NBA,,438,15539,16.6,.511,.283,.243,4.6,12.2,8.3,16.0,1.8,0.9,10.8,24.8,,17.5,10.3,27.7,.086,,1.7,-0.7,0.9,11.5,6 seasons,2202
1380,,PHO,NBA,,162,5200,17.1,.577,.380,.187,4.1,12.6,8.5,8.6,1.5,0.8,7.7,21.4,,10.3,3.0,13.3,.123,,2.3,-0.8,1.5,4.6,3 seasons,2202
1381,,ORL,NBA,,109,3510,13.3,.524,.481,.124,2.3,11.3,6.8,10.8,1.8,0.7,8.6,19.3,,3.3,4.4,7.8,.106,,0.4,0.9,1.2,2.8,2 seasons,2202
1382,,CHA,NBA,,96,3640,18.1,.552,.390,.229,3.0,13.0,7.9,15.1,1.9,1.3,9.3,25.9,,5.4,3.1,8.5,.112,,3.1,-0.3,2.8,4.4,2 seasons,2202
1383,,PHI,NBA,,52,1352,12.3,.482,.512,.107,2.5,13.8,8.0,11.1,2.0,1.0,7.2,19.4,,0.3,1.4,1.7,.062,,-0.9,0.2,-0.7,0.4,2 seasons,2202
1384,23,ORL,NBA,SG,16,290,4.5,.423,.486,.140,0.4,9.9,5.1,8.5,0.5,0.8,8.1,18.7,,-0.4,0.1,-0.3,-0.056,,-6.1,-2.1,-8.2,-0.5,2017-18,1628681
1385,,,NBA,,16,290,4.5,.423,.486,.140,0.4,9.9,5.1,8.5,0.5,0.8,8.1,18.7,,-0.4,0.1,-0.3,-0.056,,-6.1,-2.1,-8.2,-0.5,Career,1628681
1386,20,GSW,NBA,C,42,568,10.4,.442,.005,.249,10.8,17.1,14.0,4.5,1.5,2.7,13.4,21.8,,-0.5,0.4,-0.2,-0.014,,-5.5,-2.3,-7.8,-0.8,2011-12,202719
1387,21,TOT,NBA,C,21,68,6.2,.413,.000,.250,10.0,22.3,16.3,2.3,0.7,2.3,18.4,21.5,,-0.2,0.1,-0.1,-0.049,,-7.3,-1.6,-8.9,-0.1,2012-13,202719
1388,21,GSW,NBA,C,20,63,6.1,.413,.000,.250,10.8,18.7,14.9,2.5,0.8,2.5,18.4,23.2,,-0.2,0.1,-0.1,-0.063,,-7.6,-1.8,-9.4,-0.1,2012-13,202719
1389,21,ATL,NBA,C,1,5,8.5,,,,0.0,67.7,34.3,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.122,,-3.7,0.5,-3.2,0.0,2012-13,202719
1390,22,NYK,NBA,C,41,398,13.0,.532,.000,.414,10.9,21.6,16.1,3.3,0.8,4.5,15.9,19.1,,0.1,0.4,0.5,.064,,-4.4,-1.2,-5.5,-0.4,2013-14,202719
1391,,,NBA,,104,1034,11.1,.471,.003,.304,10.8,19.2,15.0,3.9,1.2,3.3,14.7,20.7,,-0.5,0.8,0.3,.014,,-5.2,-1.9,-7.0,-1.3,Career,202719
1392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,202719
1393,,GSW,NBA,,62,631,10.0,.439,.004,.249,10.8,17.3,14.1,4.3,1.4,2.7,14.0,21.9,,-0.7,0.4,-0.2,-0.019,,-5.7,-2.3,-8.0,-1.0,2 seasons,202719
1394,,NYK,NBA,,41,398,13.0,.532,.000,.414,10.9,21.6,16.1,3.3,0.8,4.5,15.9,19.1,,0.1,0.4,0.5,.064,,-4.4,-1.2,-5.5,-0.4,1 season,202719
1395,,ATL,NBA,,1,5,8.5,,,,0.0,67.7,34.3,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,.122,,-3.7,0.5,-3.2,0.0,1 season,202719
1396,22,ORL,NBA,PG,39,559,6.7,.455,.246,.188,0.9,13.4,7.1,21.0,1.0,0.3,17.2,14.1,,-0.3,0.5,0.3,.023,,-5.4,0.4,-5.0,-0.4,2018-19,1628515
1397,,,NBA,,39,559,6.7,.455,.246,.188,0.9,13.4,7.1,21.0,1.0,0.3,17.2,14.1,,-0.3,0.5,0.3,.023,,-5.4,0.4,-5.0,-0.4,Career,1628515
1398,20,DEN,NBA,PF,29,315,11.2,.636,.550,.163,4.7,13.1,9.0,2.1,0.6,0.9,7.5,12.9,,0.5,0.2,0.6,.095,,-0.7,-2.0,-2.7,-0.1,2020-21,1630192
1399,,,NBA,,29,315,11.2,.636,.550,.163,4.7,13.1,9.0,2.1,0.6,0.9,7.5,12.9,,0.5,0.2,0.6,.095,,-0.7,-2.0,-2.7,-0.1,Career,1630192
