"namePlayerBREF","slugPlayerBREF","isActive","yearsPlayer","countSeasons","slugSeasonRookie","slugSeasonLast","urlPlayerBioBREF"
"Reggie Hanson","hansore01",FALSE,"1998",1,"1997-98","1997-98","https://www.basketball-reference.com/players/h/hansore01.html"
"Reggie Harding","hardire01",FALSE,"1964-1968",5,"1963-64","1967-68","https://www.basketball-reference.com/players/h/hardire01.html"
"Reggie Hearn","hearnre01",FALSE,"2018",1,"2017-18","2017-18","https://www.basketball-reference.com/players/h/hearnre01.html"
"Reggie Jackson","jacksre01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/j/jacksre01.html"
"Reggie Johnson","johnsre01",FALSE,"1981-1984",4,"1980-81","1983-84","https://www.basketball-reference.com/players/j/johnsre01.html"
"Reggie Jordan","jordare01",FALSE,"1994-2000",7,"1993-94","1999-00","https://www.basketball-reference.com/players/j/jordare01.html"
"Reggie King","kingre01",FALSE,"1980-1985",6,"1979-80","1984-85","https://www.basketball-reference.com/players/k/kingre01.html"
"Reggie Lacefield","lacefre01",FALSE,"1969",1,"1968-69","1968-69","https://www.basketball-reference.com/players/l/lacefre01.html"
"Reggie Lewis","lewisre01",FALSE,"1988-1993",6,"1987-88","1992-93","https://www.basketball-reference.com/players/l/lewisre01.html"
"Reggie Miller","millere01",FALSE,"1988-2005",18,"1987-88","2004-05","https://www.basketball-reference.com/players/m/millere01.html"
"Reggie Perry","perryre01",TRUE,"2021",1,"2020-21","2020-21","https://www.basketball-reference.com/players/p/perryre01.html"
"Reggie Royals","royalre01",FALSE,"1975",1,"1974-75","1974-75","https://www.basketball-reference.com/players/r/royalre01.html"
"Reggie Slater","slatere01",FALSE,"1995-2003",9,"1994-95","2002-03","https://www.basketball-reference.com/players/s/slatere01.html"
"Reggie Smith","smithre01",FALSE,"1993-1994",2,"1992-93","1993-94","https://www.basketball-reference.com/players/s/smithre01.html"
"Reggie Theus","theusre01",FALSE,"1979-1991",13,"1978-79","1990-91","https://www.basketball-reference.com/players/t/theusre01.html"
"Reggie Williams","willire02",FALSE,"2010-2017",8,"2009-10","2016-17","https://www.basketball-reference.com/players/w/willire02.html"
"Reggie Williams","willire01",FALSE,"1988-1997",10,"1987-88","1996-97","https://www.basketball-reference.com/players/w/willire01.html"
"Remi Yusuf","yusufre01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/y/yusufre01.html"
"Renaldas Seibutis","seibure01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/s/seibure01.html"
"Renaldo Balkman","balkmre01",FALSE,"2007-2012",6,"2006-07","2011-12","https://www.basketball-reference.com/players/b/balkmre01.html"
"Renaldo Major","majorre01",FALSE,"2007",1,"2006-07","2006-07","https://www.basketball-reference.com/players/m/majorre01.html"
"Renaldo Woolridge","woolrre01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/w/woolrre01.html"
"Rex Chapman","chapmre01",FALSE,"1989-2000",12,"1988-89","1999-00","https://www.basketball-reference.com/players/c/chapmre01.html"
"Rex Morgan","morgare01",FALSE,"1971-1972",2,"1970-71","1971-72","https://www.basketball-reference.com/players/m/morgare01.html"
"Rex Walters","waltere01",FALSE,"1994-2000",7,"1993-94","1999-00","https://www.basketball-reference.com/players/w/waltere01.html"
"Rich Dumas","dumasri01",FALSE,"1969",1,"1968-69","1968-69","https://www.basketball-reference.com/players/d/dumasri01.html"
"Rich Eichhorst","eichhdi01",FALSE,"1962",1,"1961-62","1961-62","https://www.basketball-reference.com/players/e/eichhdi01.html"
"Rich Johnson","johnsri01",FALSE,"1969-1971",3,"1968-69","1970-71","https://www.basketball-reference.com/players/j/johnsri01.html"
"Rich Jones","jonesri01",FALSE,"1970-1977",8,"1969-70","1976-77","https://www.basketball-reference.com/players/j/jonesri01.html"
"Rich Kelley","kelleri01",FALSE,"1976-1986",11,"1975-76","1985-86","https://www.basketball-reference.com/players/k/kelleri01.html"
"Rich King","kingri01",FALSE,"1992-1995",4,"1991-92","1994-95","https://www.basketball-reference.com/players/k/kingri01.html"
"Rich Laurel","laureri01",FALSE,"1978",1,"1977-78","1977-78","https://www.basketball-reference.com/players/l/laureri01.html"
"Rich Manning","manniri01",FALSE,"1996-1997",2,"1995-96","1996-97","https://www.basketball-reference.com/players/m/manniri01.html"
"Rich Niemann","niemari01",FALSE,"1969-1972",4,"1968-69","1971-72","https://www.basketball-reference.com/players/n/niemari01.html"
"Rich Peek","peekri01",FALSE,"1968",1,"1967-68","1967-68","https://www.basketball-reference.com/players/p/peekri01.html"
"Rich Rinaldi","rinalri01",FALSE,"1972-1974",3,"1971-72","1973-74","https://www.basketball-reference.com/players/r/rinalri01.html"
"Rich Yonakor","yonakri01",FALSE,"1982",1,"1981-82","1981-82","https://www.basketball-reference.com/players/y/yonakri01.html"
"Richard Anderson","anderri01",FALSE,"1983-1990",8,"1982-83","1989-90","https://www.basketball-reference.com/players/a/anderri01.html"
"Richard Clark","clarkri01",FALSE,"1968-1969",2,"1967-68","1968-69","https://www.basketball-reference.com/players/c/clarkri01.html"
"Richard Coffey","cofferi01",FALSE,"1991",1,"1990-91","1990-91","https://www.basketball-reference.com/players/c/cofferi01.html"
"Richard Dumas","dumasri02",FALSE,"1993-1996",4,"1992-93","1995-96","https://www.basketball-reference.com/players/d/dumasri02.html"
"Richard Fisher","fisheri01",FALSE,"1972",1,"1971-72","1971-72","https://www.basketball-reference.com/players/f/fisheri01.html"
"Richard Hamilton","hamilri01",FALSE,"2000-2013",14,"1999-00","2012-13","https://www.basketball-reference.com/players/h/hamilri01.html"
"Richard Howell","howelri01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/h/howelri01.html"
"Richard Jefferson","jefferi01",FALSE,"2002-2018",17,"2001-02","2017-18","https://www.basketball-reference.com/players/j/jefferi01.html"
"Richard Moore","mooreri01",FALSE,"1968",1,"1967-68","1967-68","https://www.basketball-reference.com/players/m/mooreri01.html"
"Richard Morton","mortori01",FALSE,"1989",1,"1988-89","1988-89","https://www.basketball-reference.com/players/m/mortori01.html"
"Richard Parks","parksri01",FALSE,"1968",1,"1967-68","1967-68","https://www.basketball-reference.com/players/p/parksri01.html"
"Richard Petruška","petruri01",FALSE,"1994",1,"1993-94","1993-94","https://www.basketball-reference.com/players/p/petruri01.html"
"Richard Rellford","rellfri01",FALSE,"1988",1,"1987-88","1987-88","https://www.basketball-reference.com/players/r/rellfri01.html"
"Richard Solomon","solomri01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/s/solomri01.html"
"Richard Washington","washiri01",FALSE,"1977-1982",6,"1976-77","1981-82","https://www.basketball-reference.com/players/w/washiri01.html"
"Richaun Holmes","holmeri01",TRUE,"2016-2021",6,"2015-16","2020-21","https://www.basketball-reference.com/players/h/holmeri01.html"
"Richie Frahm","frahmri01",FALSE,"2004-2008",5,"2003-04","2007-08","https://www.basketball-reference.com/players/f/frahmri01.html"
"Richie Guerin","gueriri01",FALSE,"1957-1970",14,"1956-57","1969-70","https://www.basketball-reference.com/players/g/gueriri01.html"
"Richie Niemiera","niemiri01",FALSE,"1949-1950",2,"1948-49","1949-50","https://www.basketball-reference.com/players/n/niemiri01.html"
"Richie Regan","reganri01",FALSE,"1956-1958",3,"1955-56","1957-58","https://www.basketball-reference.com/players/r/reganri01.html"
"Rick Adelman","adelmri01",FALSE,"1969-1975",7,"1968-69","1974-75","https://www.basketball-reference.com/players/a/adelmri01.html"
"Rick Barry","barryri01",FALSE,"1966-1980",15,"1965-66","1979-80","https://www.basketball-reference.com/players/b/barryri01.html"
"Rick Brunson","brunsri01",FALSE,"1998-2006",9,"1997-98","2005-06","https://www.basketball-reference.com/players/b/brunsri01.html"
"Rick Calloway","callori01",FALSE,"1991",1,"1990-91","1990-91","https://www.basketball-reference.com/players/c/callori01.html"
"Rick Carlisle","carliri01",FALSE,"1985-1990",6,"1984-85","1989-90","https://www.basketball-reference.com/players/c/carliri01.html"
"Rick Darnell","darneri01",FALSE,"1976",1,"1975-76","1975-76","https://www.basketball-reference.com/players/d/darneri01.html"
"Rick Fox","foxri01",FALSE,"1992-2004",13,"1991-92","2003-04","https://www.basketball-reference.com/players/f/foxri01.html"
"Rick Hughes","hugheri02",FALSE,"2000",1,"1999-00","1999-00","https://www.basketball-reference.com/players/h/hugheri02.html"
"Rick Jackson","jacksri01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/j/jacksri01.html"
"Rick Mahorn","mahorri01",FALSE,"1981-1999",19,"1980-81","1998-99","https://www.basketball-reference.com/players/m/mahorri01.html"
"Rick Mount","mountri01",FALSE,"1971-1975",5,"1970-71","1974-75","https://www.basketball-reference.com/players/m/mountri01.html"
"Rick Roberson","roberri01",FALSE,"1970-1976",7,"1969-70","1975-76","https://www.basketball-reference.com/players/r/roberri01.html"
"Rick Robey","robeyri01",FALSE,"1979-1986",8,"1978-79","1985-86","https://www.basketball-reference.com/players/r/robeyri01.html"
"Rick Weitzman","weitzri01",FALSE,"1968",1,"1967-68","1967-68","https://www.basketball-reference.com/players/w/weitzri01.html"
"Rick Wilson","wilsori01",FALSE,"1979-1980",2,"1978-79","1979-80","https://www.basketball-reference.com/players/w/wilsori01.html"
"Rickey Brown","brownri01",FALSE,"1981-1985",5,"1980-81","1984-85","https://www.basketball-reference.com/players/b/brownri01.html"
"Rickey Green","greenri01",FALSE,"1978-1992",15,"1977-78","1991-92","https://www.basketball-reference.com/players/g/greenri01.html"
"Rickey Williams","williri01",FALSE,"1983",1,"1982-83","1982-83","https://www.basketball-reference.com/players/w/williri01.html"
"Rickie Winslow","winslri01",FALSE,"1988",1,"1987-88","1987-88","https://www.basketball-reference.com/players/w/winslri01.html"
"Ricky Berry","berryri01",FALSE,"1989",1,"1988-89","1988-89","https://www.basketball-reference.com/players/b/berryri01.html"
"Ricky Blanton","blantri01",FALSE,"1993",1,"1992-93","1992-93","https://www.basketball-reference.com/players/b/blantri01.html"
"Ricky Davis","davisri01",FALSE,"1999-2010",12,"1998-99","2009-10","https://www.basketball-reference.com/players/d/davisri01.html"
"Ricky Grace","graceri01",FALSE,"1994",1,"1993-94","1993-94","https://www.basketball-reference.com/players/g/graceri01.html"
"Ricky Harris","harriri01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/h/harriri01.html"
"Ricky Ledo","ledori01",FALSE,"2014-2015",2,"2013-14","2014-15","https://www.basketball-reference.com/players/l/ledori01.html"
"Ricky Marsh","marshri01",FALSE,"1978",1,"1977-78","1977-78","https://www.basketball-reference.com/players/m/marshri01.html"
"Ricky Pierce","piercri01",FALSE,"1983-1998",16,"1982-83","1997-98","https://www.basketball-reference.com/players/p/piercri01.html"
"Ricky Rubio","rubiori01",TRUE,"2012-2021",10,"2011-12","2020-21","https://www.basketball-reference.com/players/r/rubiori01.html"
"Ricky Sánchez","sanchri01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/s/sanchri01.html"
"Ricky Sobers","soberri01",FALSE,"1976-1986",11,"1975-76","1985-86","https://www.basketball-reference.com/players/s/soberri01.html"
"Ricky Wilson","wilsori02",FALSE,"1988",1,"1987-88","1987-88","https://www.basketball-reference.com/players/w/wilsori02.html"
"Rik Smits","smitsri01",FALSE,"1989-2000",12,"1988-89","1999-00","https://www.basketball-reference.com/players/s/smitsri01.html"
"Riney Lochmann","lochmri01",FALSE,"1968-1970",3,"1967-68","1969-70","https://www.basketball-reference.com/players/l/lochmri01.html"
"RJ Barrett","barrerj01",TRUE,"2020-2021",2,"2019-20","2020-21","https://www.basketball-reference.com/players/b/barrerj01.html"
"Rob Gray","grayro01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/g/grayro01.html"
"Rob Kurz","kurzro01",FALSE,"2009",1,"2008-09","2008-09","https://www.basketball-reference.com/players/k/kurzro01.html"
"Rob Lock","lockro01",FALSE,"1989",1,"1988-89","1988-89","https://www.basketball-reference.com/players/l/lockro01.html"
"Rob Rose","rosero01",FALSE,"1989",1,"1988-89","1988-89","https://www.basketball-reference.com/players/r/rosero01.html"
"Rob Williams","williro02",FALSE,"1983-1984",2,"1982-83","1983-84","https://www.basketball-reference.com/players/w/williro02.html"
"Robbie Hummel","hummero01",FALSE,"2014-2015",2,"2013-14","2014-15","https://www.basketball-reference.com/players/h/hummero01.html"
"Robert Archibald","archiro01",FALSE,"2003-2004",2,"2002-03","2003-04","https://www.basketball-reference.com/players/a/archiro01.html"
"Robert Churchwell","churcro01",FALSE,"1996",1,"1995-96","1995-96","https://www.basketball-reference.com/players/c/churcro01.html"
"Robert Covington","covinro01",TRUE,"2014-2021",8,"2013-14","2020-21","https://www.basketball-reference.com/players/c/covinro01.html"
"Robert Franks","frankro01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/f/frankro01.html"
"Robert Hahn","hahnro01",FALSE,"1950",1,"1949-50","1949-50","https://www.basketball-reference.com/players/h/hahnro01.html"
"Robert Hite","hitero01",FALSE,"2007",1,"2006-07","2006-07","https://www.basketball-reference.com/players/h/hitero01.html"
"Robert Horry","horryro01",FALSE,"1993-2008",16,"1992-93","2007-08","https://www.basketball-reference.com/players/h/horryro01.html"
"Robert Johnson","johnsro02",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/j/johnsro02.html"
"Robert Pack","packro01",FALSE,"1992-2004",13,"1991-92","2003-04","https://www.basketball-reference.com/players/p/packro01.html"
"Robert Parish","parisro01",FALSE,"1977-1997",21,"1976-77","1996-97","https://www.basketball-reference.com/players/p/parisro01.html"
"Robert Reid","reidro01",FALSE,"1978-1991",14,"1977-78","1990-91","https://www.basketball-reference.com/players/r/reidro01.html"
"Robert Sacre","sacrero01",FALSE,"2013-2016",4,"2012-13","2015-16","https://www.basketball-reference.com/players/s/sacrero01.html"
"Robert Smith","smithro01",FALSE,"1978-1985",8,"1977-78","1984-85","https://www.basketball-reference.com/players/s/smithro01.html"
"Robert Swift","swiftro01",FALSE,"2005-2009",5,"2004-05","2008-09","https://www.basketball-reference.com/players/s/swiftro01.html"
"Robert Traylor","traylro01",FALSE,"1999-2005",7,"1998-99","2004-05","https://www.basketball-reference.com/players/t/traylro01.html"
"Robert Upshaw","upsharo01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/u/upsharo01.html"
"Robert Werdann","werdaro01",FALSE,"1993-1997",5,"1992-93","1996-97","https://www.basketball-reference.com/players/w/werdaro01.html"
"Robert Whaley","whalero01",FALSE,"2006",1,"2005-06","2005-06","https://www.basketball-reference.com/players/w/whalero01.html"
"Robert Williams","williro04",TRUE,"2019-2021",3,"2018-19","2020-21","https://www.basketball-reference.com/players/w/williro04.html"
"Robert Woodard","woodaro01",TRUE,"2021",1,"2020-21","2020-21","https://www.basketball-reference.com/players/w/woodaro01.html"
"Robertas Javtokas","javtoro01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/j/javtoro01.html"
"Robin Jones","jonesro01",FALSE,"1977-1978",2,"1976-77","1977-78","https://www.basketball-reference.com/players/j/jonesro01.html"
"Robin Lopez","lopezro01",TRUE,"2009-2021",13,"2008-09","2020-21","https://www.basketball-reference.com/players/l/lopezro01.html"
"Rock Lee","leero02",FALSE,"1982",1,"1981-82","1981-82","https://www.basketball-reference.com/players/l/leero02.html"
"Rod Derline","derliro01",FALSE,"1975-1976",2,"1974-75","1975-76","https://www.basketball-reference.com/players/d/derliro01.html"
"Rod Foster","fostero01",FALSE,"1984-1986",3,"1983-84","1985-86","https://www.basketball-reference.com/players/f/fostero01.html"
"Rod Freeman","freemro01",FALSE,"1974",1,"1973-74","1973-74","https://www.basketball-reference.com/players/f/freemro01.html"
"Rod Higgins","higgiro01",FALSE,"1983-1995",13,"1982-83","1994-95","https://www.basketball-reference.com/players/h/higgiro01.html"
"Rod Knowles","knowlro01",FALSE,"1969",1,"1968-69","1968-69","https://www.basketball-reference.com/players/k/knowlro01.html"
"Rod Strickland","stricro02",FALSE,"1989-2005",17,"1988-89","2004-05","https://www.basketball-reference.com/players/s/stricro02.html"
"Rod Thorn","thornro01",FALSE,"1964-1971",8,"1963-64","1970-71","https://www.basketball-reference.com/players/t/thornro01.html"
"Roderick McDonald","mcdonro01",FALSE,"1971-1973",3,"1970-71","1972-73","https://www.basketball-reference.com/players/m/mcdonro01.html"
"Rodions Kurucs","kurucro01",TRUE,"2019-2021",3,"2018-19","2020-21","https://www.basketball-reference.com/players/k/kurucro01.html"
"Rodney Buford","buforro01",FALSE,"2000-2005",6,"1999-00","2004-05","https://www.basketball-reference.com/players/b/buforro01.html"
"Rodney Carney","carnero01",FALSE,"2007-2011",5,"2006-07","2010-11","https://www.basketball-reference.com/players/c/carnero01.html"
"Rodney Green","greenro01",FALSE,NA,NA,NA,NA,"https://www.basketball-reference.com/players/g/greenro01.html"
"Rodney Hood","hoodro01",TRUE,"2015-2021",7,"2014-15","2020-21","https://www.basketball-reference.com/players/h/hoodro01.html"
"Rodney McCray","mccraro01",FALSE,"1984-1993",10,"1983-84","1992-93","https://www.basketball-reference.com/players/m/mccraro01.html"
"Rodney McGruder","mcgruro01",TRUE,"2017-2021",5,"2016-17","2020-21","https://www.basketball-reference.com/players/m/mcgruro01.html"
