,Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS,lineupID
66,T. Luwawu-Cabarrot | T. McConnell | J. Redick | D. Šarić,PHI,2017-18,19,70.2,153,154,105.0,+4.2,-7.9,+.090,-2.5,-2.4,-.055,+.081,+9.3,+11.9,-.031,+15.1,"('luwawti01', 'mccontj01', 'redicjj01', 'saricda01')"
67,M. Harrell | W. Johnson | A. Rivers | L. Williams,LAC,2017-18,22,70.3,142,135,94.6,+5.7,+1.3,+.058,-5.6,-13.6,-.021,+.025,+9.1,+15.4,-.154,+15.1,"('harremo01', 'johnswe01', 'riverau01', 'willilo02')"
68,D. Augustin | A. Gordon | T. Ross | N. Vučević,ORL,2017-18,9,82.8,179,174,102.4,+7.9,+4.9,+.064,+6.5,+12.2,+.070,+.097,-7.2,-9.0,+.017,+15.0,"('augusdj01', 'gordoaa01', 'rosste01', 'vucevni01')"
69,A. Horford | K. Irving | M. Morris | M. Smart,BOS,2017-18,23,128.9,267,267,99.4,+4.9,+0.4,+.051,+6.4,+9.7,+.068,+.086,-1.1,-1.1,-.009,+15.0,"('horfoal01', 'irvinky01', 'morrima03', 'smartma01')"
70,J. Grant | J. Holiday | R. Lopez | B. Portis,CHI,2017-18,21,88.8,189,182,100.3,+4.3,-1.7,+.059,+0.5,+2.5,-.021,+.064,+5.8,+8.8,-.034,+15.0,"('grantje02', 'holidju01', 'lopezro01', 'portibo01')"
71,R. Anderson | C. Capela | J. Harden | P. Tucker,HOU,2017-18,16,61.7,120,119,93.0,-7.9,-4.1,-.065,+0.7,+13.9,-.128,-0.058,+30.0,+38.3,-.045,+14.9,"('anderry01', 'capelca01', 'hardeja01', 'tuckepj01')"
72,J. Bell | S. Curry | K. Durant | K. Thompson,GSW,2017-18,17,68.0,144,147,102.7,+5.1,-10.5,+.116,+2.4,-4.1,+.129,+.139,+2.4,+0.3,+.130,+14.9,"('belljo01', 'curryst01', 'duranke01', 'thompkl01')"
73,N. Bjelica | J. Butler | J. Crawford | K. Towns,MIN,2017-18,25,76.2,148,148,93.2,0.0,-4.1,+.024,+2.0,+9.5,-.068,+.039,+12.8,+8.1,+.244,+14.9,"('bjeline01', 'butleji01', 'crawfja01', 'townska01')"
74,A. Aminu | P. Connaughton | C. McCollum | J. Nurkić,POR,2017-18,25,70.6,137,140,94.2,+8.9,+7.8,+.055,+0.3,-0.7,+.016,+.052,-3.2,-0.1,-.115,+14.9,"('aminual01', 'connapa01', 'mccolcj01', 'nurkiju01')"
75,Y. Ferrell | M. Kleber | D. Powell | D. Smith,DAL,2017-18,13,49.2,100,102,98.5,+3.7,+22.5,-.074,+11.2,+20.5,+.105,-0.029,-3.7,-1.6,-.125,+14.9,"('ferreyo01', 'klebima01', 'poweldw01', 'smithde03')"
76,A. Baynes | S. Ojeleye | T. Rozier | J. Tatum,BOS,2017-18,19,56.1,110,113,95.3,+6.3,+5.1,+.049,+11.1,+10.8,+.231,+.107,-8.7,-13.9,+.108,+14.9,"('baynear01', 'ojelese01', 'roziete01', 'tatumja01')"
77,N. Bjelica | G. Dieng | T. Jones | K. Towns,MIN,2017-18,16,75.5,142,149,92.5,+5.5,+0.9,+.056,+2.6,+7.8,-.007,+.070,+1.3,-0.6,+.118,+14.9,"('bjeline01', 'dienggo01', 'jonesty01', 'townska01')"
78,S. Dekker | J. Evans | S. Thornwell | L. Williams,LAC,2017-18,16,74.6,156,154,99.8,+4.1,-0.4,+.051,-3.3,-4.2,-.082,+.031,+10.0,+15.8,-.119,+14.9,"('dekkesa01', 'evansja01', 'thornsi01', 'willilo02')"
79,M. Harkless | C. McCollum | S. Napier | J. Nurkić,POR,2017-18,18,61.9,122,124,95.4,+4.7,-6.6,+.083,-7.9,-16.6,+.019,+.046,+13.3,+10.1,+.272,+14.9,"('harklma01', 'mccolcj01', 'napiesh01', 'nurkiju01')"
80,J. Crowder | J. Jerebko | D. Mitchell | R. O'Neale,UTA,2017-18,16,57.8,113,111,93.0,+2.9,-6.0,+.064,+8.7,+16.3,+.088,+.118,+0.5,-0.5,+.034,+14.9,"('crowdja01', 'jerebjo01', 'mitchdo01', 'onealro01')"
81,G. Dragić | J. Johnson | J. Richardson | J. Winslow,MIA,2017-18,26,70.1,140,152,100.0,+5.2,-9.6,+.115,-2.1,-15.1,+.131,+.108,+6.5,+9.1,-.026,+14.8,"('dragigo01', 'johnsja01', 'richajo01', 'winslju01')"
82,B. Beal | K. Oubre | O. Porter | J. Wall,WAS,2017-18,33,340.0,729,724,102.6,+2.8,-4.3,+.055,+2.5,-2.7,+.117,+.073,+6.7,+8.4,+.014,+14.8,"('bealbr01', 'oubreke01', 'porteot01', 'walljo01')"
83,P. Beverley | D. Gallinari | B. Griffin | D. Jordan,LAC,2017-18,9,180.2,345,342,91.5,+0.8,-1.7,+.017,+2.8,+4.7,+.031,+.034,+10.4,+13.5,+.024,+14.8,"('beverpa01', 'gallida01', 'griffbl01', 'jordade01')"
84,W. Ellington | T. Johnson | J. Mickey | J. Richardson,MIA,2017-18,8,54.0,102,105,92.0,+8.9,+16.2,+.020,+9.0,+11.7,+.147,+.058,-12.0,-16.8,+.116,+14.8,"('ellinwa01', 'johnsty01', 'mickejo01', 'richajo01')"
85,D. Jordan | A. Rivers | M. Teodosić | J. Wilson,LAC,2017-18,6,85.0,169,169,95.4,+5.9,-3.6,+.080,+8.9,+17.2,+.076,+.131,-5.9,-4.7,-.133,+14.8,"('jordade01', 'riverau01', 'teodomi01', 'wilsoja02')"
88,D. Jordan | M. Teodosić | C. Williams | J. Wilson,LAC,2017-18,6,68.9,135,133,93.4,+4.6,-7.4,+.082,+5.7,+11.4,+.030,+.118,-0.1,+5.0,-.228,+14.8,"('jordade01', 'teodomi01', 'willicj01', 'wilsoja02')"
89,J. Green | L. James | K. Korver | K. Love,CLE,2017-18,29,157.6,320,313,96.4,-1.0,-5.7,+.021,+4.1,+6.2,+.052,+.049,+12.5,+14.3,+.067,+14.7,"('greenje02', 'jamesle01', 'korveky01', 'loveke01')"
90,Q. Acy | S. Dinwiddie | R. Hollis-Jefferson | C. LeVert,BRK,2017-18,27,85.0,169,177,97.7,+3.6,-3.5,+.059,+3.5,+15.8,-.122,+.082,+4.1,+2.7,+.060,+14.7,"('acyqu01', 'dinwisp01', 'holliro01', 'leverca01')"
91,A. Aminu | D. Lillard | S. Napier | J. Nurkić,POR,2017-18,42,188.9,380,375,95.9,+2.1,-3.3,+.039,+3.8,+7.5,+.041,+.062,+6.7,+7.9,+.023,+14.7,"('aminual01', 'lillada01', 'napiesh01', 'nurkiju01')"
92,R. Anderson | C. Capela | J. Harden | L. Mbah a Moute,HOU,2017-18,28,166.1,327,330,94.9,-1.1,-5.9,+.017,+5.3,+13.4,+.016,+.051,+11.7,+12.3,+.138,+14.7,"('anderry01', 'capelca01', 'hardeja01', 'mbahalu01')"
93,K. Caldwell-Pope | J. Clarkson | K. Kuzma | L. Nance,LAL,2017-18,19,62.6,136,136,104.3,+5.9,+15.4,-.016,+1.5,-0.7,+.066,-0.014,+1.5,+5.1,-.085,+14.7,"('caldwke01', 'clarkjo01', 'kuzmaky01', 'nancela02')"
94,L. Aldridge | D. Bertāns | B. Forbes | P. Mills,SAS,2017-18,20,91.6,181,178,94.1,+1.5,+3.0,.000,+5.9,+7.3,+.096,+.032,+5.8,+5.7,+.054,+14.7,"('aldrila01', 'bertada01', 'forbebr01', 'millspa02')"
95,J. Holiday | N. Mirotić | E. Moore | R. Rondo,NOP,2017-18,24,237.1,509,504,102.6,+5.9,-2.7,+.079,+1.7,-3.4,+.107,+.090,+1.2,+3.2,-.060,+14.7,"('holidjr01', 'mirotni01', 'mooreet01', 'rondora01')"
96,S. Adams | P. George | A. Roberson | R. Westbrook,OKC,2017-18,31,579.0,1142,1153,95.1,+7.6,+8.8,+.041,-3.0,-8.8,-.004,+.018,+2.4,+4.9,-.059,+14.6,"('adamsst01', 'georgpa01', 'roberan03', 'westbru01')"
97,S. Curry | D. Green | A. Iguodala | N. Young,GSW,2017-18,22,73.7,157,157,102.2,+0.6,-1.3,+.014,+7.0,+17.2,+.036,+.056,+6.4,+5.1,+.088,+14.6,"('curryst01', 'greendr01', 'iguodan01', 'youngni01')"
98,T. Booker | S. Dinwiddie | J. Harris | T. Zeller,BRK,2017-18,4,54.1,104,106,93.2,+8.4,+8.4,+.049,+5.0,+7.3,+.065,+.071,-7.3,-5.2,-.132,+14.6,"('booketr01', 'dinwisp01', 'harrijo01', 'zellety01')"
99,B. Beal | M. Gortat | T. Satoranský | M. Scott,WAS,2017-18,20,52.9,103,105,94.3,+8.5,-2.2,+.113,+2.2,-7.1,+.158,+.128,-4.5,-7.3,+.026,+14.6,"('bealbr01', 'gortama01', 'satorto01', 'scottmi01')"
100,J. Calderón | R. Hood | L. James | K. Love,CLE,2017-18,5,52.9,104,108,96.1,+6.3,+1.4,+.064,+2.4,-7.2,+.152,+.077,-0.4,+1.7,-.080,+14.6,"('caldejo01', 'hoodro01', 'jamesle01', 'loveke01')"
101,W. Ellington | J. Johnson | T. Johnson | D. Waiters,MIA,2017-18,14,70.3,138,140,94.9,+2.7,+5.5,+.002,+13.2,+22.1,+.119,+.073,-4.1,-4.8,-.007,+14.5,"('ellinwa01', 'johnsja01', 'johnsty01', 'waitedi01')"
102,R. Covington | A. Johnson | T. Luwawu-Cabarrot | T. McConnell,PHI,2017-18,19,51.5,111,109,102.6,+12.0,+15.8,+.056,-1.1,-0.5,-.031,+.036,-8.4,-9.4,-.082,+14.5,"('covinro01', 'johnsam01', 'luwawti01', 'mccontj01')"
103,A. Bradley | A. Drummond | L. Galloway | T. Harris,DET,2017-18,12,63.1,133,129,99.7,+8.0,+14.8,+.018,+6.6,+8.3,+.135,+.046,-8.0,-7.5,-.190,+14.5,"('bradlav01', 'drumman01', 'gallola01', 'harrito02')"
104,J. Crowder | J. Green | L. James | J. Smith,CLE,2017-18,22,74.5,147,158,98.2,+9.0,+3.8,+.086,-1.8,-4.3,-.004,+.072,-1.6,-3.8,+.045,+14.5,"('crowdja01', 'greenje02', 'jamesle01', 'smithjr01')"
105,B. Beal | I. Mahinmi | M. Morris | O. Porter,WAS,2017-18,22,70.4,144,139,96.5,+9.8,+3.4,+.096,+0.4,+1.3,-.003,+.096,-5.5,-8.5,+.050,+14.5,"('bealbr01', 'mahinia01', 'morrima02', 'porteot01')"
106,K. Irving | M. Morris | M. Smart | J. Tatum,BOS,2017-18,18,56.5,123,120,103.2,+2.3,-2.1,+.039,+8.7,+10.8,+.123,+.092,+1.2,-0.5,+.077,+14.5,"('irvinky01', 'morrima03', 'smartma01', 'tatumja01')"
107,S. Dekker | M. Harrell | T. Wallace | L. Williams,LAC,2017-18,15,57.1,117,117,98.4,+7.7,-11.1,+.137,-3.4,-17.9,+.085,+.124,+2.6,+4.3,-.030,+14.5,"('dekkesa01', 'harremo01', 'wallaty01', 'willilo02')"
0,R. Covington | J. Redick | D. Šarić | B. Simmons,PHI,2017-18,62,793.0,1641,1633,99.1,+5.5,-1.8,+.073,+2.3,+2.2,+.049,+.087,+1.0,+1.8,-.017,+14.4,"('covinro01', 'redicjj01', 'saricda01', 'simmobe01')"
1,L. Aldridge | K. Anderson | D. Bertāns | P. Mills,SAS,2017-18,29,147.8,294,287,94.4,+3.8,+0.9,+.037,+4.9,+8.6,+.073,+.063,+1.8,+1.6,+.034,+14.3,"('aldrila01', 'anderky01', 'bertada01', 'millspa02')"
2,C. Anthony | R. Felton | J. Grant | P. Patterson,OKC,2017-18,13,59.9,120,115,94.2,+1.0,-1.0,+.017,+2.1,+6.5,-.009,+.031,+10.2,+12.5,+.025,+14.3,"('anthoca01', 'feltora01', 'grantje01', 'pattepa01')"
3,B. Bogdanović | V. Carter | W. Cauley-Stein | B. Hield,SAC,2017-18,17,58.6,115,111,92.6,+8.2,-1.1,+.107,-2.3,-9.0,+.072,+.094,+0.2,-0.9,+.036,+14.3,"('bogdabo01', 'cartevi01', 'caulewi01', 'hieldbu01')"
4,J. Brown | A. Horford | S. Ojeleye | M. Smart,BOS,2017-18,16,59.9,125,129,101.8,+9.1,+5.0,+.081,+4.3,+13.6,-.021,+.103,-8.1,-9.5,-.044,+14.3,"('brownja02', 'horfoal01', 'ojelese01', 'smartma01')"
5,W. Chandler | G. Harris | T. Lyles | M. Plumlee,DEN,2017-18,14,55.3,112,112,97.3,+4.5,+2.7,+.037,+2.7,0.0,+.107,+.052,+2.7,+8.0,-.080,+14.3,"('chandwi01', 'harriga01', 'lylestr01', 'plumlma01')"
6,W. Ellington | T. Johnson | K. Olynyk | J. Richardson,MIA,2017-18,41,223.0,448,451,96.7,+2.9,+3.7,+.014,+9.2,+13.8,+.128,+.064,-0.8,-5.7,+.177,+14.3,"('ellinwa01', 'johnsty01', 'olynyke01', 'richajo01')"
7,J. Embiid | T. Luwawu-Cabarrot | T. McConnell | J. Redick,PHI,2017-18,20,71.3,156,150,103.1,+4.5,-9.2,+.098,-5.0,-1.9,-.133,+.075,+10.2,+11.3,+.047,+14.3,"('embiijo01', 'luwawti01', 'mccontj01', 'redicjj01')"
8,J. Johnson | D. Jones | J. Richardson | H. Whiteside,MIA,2017-18,7,76.1,147,146,92.4,+6.6,+1.4,+.064,+2.0,-2.9,+.112,+.074,-0.8,-2.2,+.044,+14.3,"('johnsja01', 'jonesde02', 'richajo01', 'whiteha01')"
9,T. Ariza | C. Capela | E. Gordon | C. Paul,HOU,2017-18,25,196.8,396,398,96.9,+2.5,+1.2,+.021,+7.6,+17.3,+.029,+.062,+1.6,+3.4,-.058,+14.2,"('arizatr01', 'capelca01', 'gordoer01', 'paulch01')"
10,J. Brown | A. Horford | K. Irving | M. Smart,BOS,2017-18,38,350.1,730,717,99.2,+5.5,-1.9,+.071,+5.7,+8.5,+.086,+.104,-2.5,-1.9,-.043,+14.2,"('brownja02', 'horfoal01', 'irvinky01', 'smartma01')"
11,J. Butler | J. Crawford | T. Gibson | J. Teague,MIN,2017-18,24,64.4,129,125,94.7,+1.1,-4.9,+.044,-0.4,-11.3,+.118,+.047,+12.5,+6.0,+.224,+14.2,"('butleji01', 'crawfja01', 'gibsota01', 'teaguje01')"
12,J. Butler | J. Crawford | J. Teague | K. Towns,MIN,2017-18,40,119.8,258,233,98.3,-1.2,-0.6,-.011,-2.0,-9.0,+.041,-0.023,+18.5,+16.2,+.178,+14.2,"('butleji01', 'crawfja01', 'teaguje01', 'townska01')"
13,M. Morris | S. Ojeleye | T. Rozier | M. Smart,BOS,2017-18,15,82.7,155,157,90.6,+5.0,+3.8,+.035,+3.3,+10.0,+.008,+.050,+0.8,+4.0,-.153,+14.2,"('morrima03', 'ojelese01', 'roziete01', 'smartma01')"
14,L. Aldridge | P. Gasol | M. Ginóbili | P. Mills,SAS,2017-18,31,89.4,186,178,97.8,+1.7,-0.7,+.021,+0.8,-0.1,+.028,+.026,+10.0,+11.0,+.020,+14.1,"('aldrila01', 'gasolpa01', 'ginobma01', 'millspa02')"
15,G. Antetokounmpo | S. Brown | M. Dellavedova | T. Maker,MIL,2017-18,13,71.6,141,142,94.9,+1.7,-5.7,+.046,+2.2,-7.6,+.168,+.063,+8.6,+11.5,-.033,+14.1,"('antetgi01', 'brownst02', 'dellama01', 'makerth01')"
16,W. Barton | G. Harris | P. Millsap | E. Mudiay,DEN,2017-18,13,56.7,114,111,95.2,+0.7,-20.2,+.109,-0.3,-12.3,+.161,+.120,+12.9,+18.1,-.050,+14.1,"('bartowi01', 'harriga01', 'millspa01', 'mudiaem01')"
17,A. Baynes | A. Horford | T. Rozier | J. Tatum,BOS,2017-18,27,194.6,374,376,92.5,+4.7,-2.4,+.063,+5.7,-0.6,+.208,+.095,-1.0,-4.7,+.193,+14.1,"('baynear01', 'horfoal01', 'roziete01', 'tatumja01')"
18,S. Curry | A. Iguodala | Z. Pachulia | K. Thompson,GSW,2017-18,20,84.8,173,180,99.9,+2.3,-6.6,+.061,+5.0,+2.9,+.132,+.092,+4.5,+5.8,+.015,+14.1,"('curryst01', 'iguodan01', 'pachuza01', 'thompkl01')"
19,B. Griffin | W. Johnson | T. Wallace | L. Williams,LAC,2017-18,8,84.9,192,191,108.2,+4.5,-7.2,+.097,+1.0,-3.8,+.071,+.108,+4.0,+8.2,-.067,+14.1,"('griffbl01', 'johnswe01', 'wallaty01', 'willilo02')"
22,A. Horford | M. Morris | T. Rozier | J. Tatum,BOS,2017-18,30,154.8,313,303,95.5,-1.3,-7.1,+.021,+5.8,-1.0,+.207,+.059,+10.8,+9.7,+.166,+14.1,"('horfoal01', 'morrima03', 'roziete01', 'tatumja01')"
23,R. Anderson | C. Capela | G. Green | C. Paul,HOU,2017-18,14,49.5,100,100,97.0,0.0,-5.0,+.024,+3.0,+11.0,-.001,+.044,+11.0,+15.0,-.148,+14.0,"('anderry01', 'capelca01', 'greenge01', 'paulch01')"
24,K. Birch | M. Hezonja | S. Mack | R. Purvis,ORL,2017-18,7,54.8,106,105,92.5,+9.0,+14.3,+.022,-1.1,-2.2,-.008,+.008,-3.0,-4.0,-.013,+14.0,"('birchkh01', 'hezonma01', 'macksh01', 'purviro01')"
25,D. DeRozan | S. Ibaka | K. Lowry | P. Siakam,TOR,2017-18,28,117.5,242,255,101.5,+8.4,+5.9,+.069,+2.1,+2.7,+.044,+.078,-4.8,-7.7,+.038,+14.0,"('derozde01', 'ibakase01', 'lowryky01', 'siakapa01')"
26,J. Green | G. Hill | L. James | K. Korver,CLE,2017-18,8,88.8,188,190,102.1,-1.1,-12.8,+.058,+9.1,+9.4,+.158,+.123,+7.0,+5.0,+.195,+13.9,"('greenje02', 'hillge01', 'jamesle01', 'korveky01')"
27,S. Adams | C. Anthony | R. Felton | P. George,OKC,2017-18,33,78.2,159,156,96.7,+3.8,+12.4,-.018,+3.6,+8.3,+.031,-0.006,+2.8,+0.1,+.093,+13.9,"('adamsst01', 'anthoca01', 'feltora01', 'georgpa01')"
28,J. Brown | K. Irving | M. Morris | M. Smart,BOS,2017-18,22,113.9,237,232,98.9,+5.1,+3.5,+.037,+4.9,+10.8,+.033,+.060,-1.2,-1.7,+.007,+13.9,"('brownja02', 'irvinky01', 'morrima03', 'smartma01')"
29,K. Durant | D. Green | S. Livingston | Z. Pachulia,GSW,2017-18,6,55.9,122,121,104.3,+2.1,-4.0,+.047,+2.4,+3.1,+.040,+.064,+7.3,+4.0,+.235,+13.9,"('duranke01', 'greendr01', 'livinsh01', 'pachuza01')"
30,B. Griffin | W. Johnson | D. Jordan | T. Wallace,LAC,2017-18,4,80.0,172,173,103.6,+4.3,-0.7,+.053,-1.1,-15.5,+.106,+.047,+6.5,+10.6,-.082,+13.9,"('griffbl01', 'johnswe01', 'jordade01', 'wallaty01')"
31,A. Iguodala | S. Livingston | K. Thompson | D. West,GSW,2017-18,30,217.9,418,423,92.6,+10.0,-4.2,+.131,-1.1,-12.3,+.102,+.127,-5.1,-9.8,+.105,+13.8,"('iguodan01', 'livinsh01', 'thompkl01', 'westda01')"
32,A. Baynes | J. Brown | A. Horford | K. Irving,BOS,2017-18,39,428.9,838,841,94.0,+6.3,-0.2,+.070,+2.1,-2.9,+.109,+.082,-0.9,-1.4,+.010,+13.8,"('baynear01', 'brownja02', 'horfoal01', 'irvinky01')"
33,R. Bullock | A. Drummond | L. Kennard | A. Tolliver,DET,2017-18,18,60.3,126,120,97.9,-2.1,-8.5,+.021,+11.5,+5.1,+.319,+.092,+6.4,+9.5,-.081,+13.8,"('bullore01', 'drumman01', 'kennalu01', 'tollian01')"
34,J. Butler | J. Crawford | T. Gibson | K. Towns,MIN,2017-18,32,105.5,202,199,91.3,-2.6,-2.8,-.015,+0.4,-1.4,+.028,-0.011,+18.6,+15.1,+.272,+13.8,"('butleji01', 'crawfja01', 'gibsota01', 'townska01')"
35,I. Clark | D. Cousins | D. Cunningham | J. Holiday,NOP,2017-18,17,72.1,146,148,97.9,+9.4,-3.0,+.131,-4.6,-3.0,-.138,+.105,-0.3,+2.5,-.074,+13.8,"('clarkia01', 'couside01', 'cunnida01', 'holidjr01')"
36,G. Dragić | T. Johnson | K. Olynyk | J. Richardson,MIA,2017-18,34,159.9,326,323,97.4,+7.3,+9.4,+.030,+2.1,+0.4,+.074,+.036,-2.9,-2.6,-.042,+13.8,"('dragigo01', 'johnsty01', 'olynyke01', 'richajo01')"
37,C. Lee | F. Ntilikina | K. O'Quinn | K. Porziņģis,NYK,2017-18,25,59.5,118,120,96.1,+10.8,-4.4,+.144,-3.1,-19.6,+.148,+.130,-4.7,-9.6,+.108,+13.7,"('leeco01', 'ntilila01', 'oquinky01', 'porzikr01')"
38,M. Gortat | O. Porter | M. Scott | J. Wall,WAS,2017-18,10,48.8,102,101,99.9,+12.4,+7.0,+.103,+3.8,-1.3,+.126,+.119,-14.9,-15.0,-.222,+13.7,"('gortama01', 'porteot01', 'scottmi01', 'walljo01')"
39,P. Gasol | M. Ginóbili | D. Green | T. Parker,SAS,2017-18,16,64.3,133,124,96.0,-1.1,-7.0,+.021,-0.7,-6.0,+.044,+.022,+16.6,+22.3,+.068,+13.7,"('gasolpa01', 'ginobma01', 'greenda02', 'parketo01')"
40,A. Baynes | J. Brown | M. Smart | J. Tatum,BOS,2017-18,15,90.0,176,176,93.8,+5.7,+10.8,+.009,0.0,+3.4,-.051,+.001,+2.3,+2.3,+.020,+13.6,"('baynear01', 'brownja02', 'smartma01', 'tatumja01')"
41,N. Bjelica | J. Butler | J. Crawford | T. Jones,MIN,2017-18,19,84.7,164,168,94.1,+0.4,+0.3,+.003,+2.1,+11.5,-.085,+.014,+10.7,+9.6,+.117,+13.6,"('bjeline01', 'butleji01', 'crawfja01', 'jonesty01')"
44,R. Gobert | D. Mitchell | R. O'Neale | R. Rubio,UTA,2017-18,32,93.3,181,187,94.7,+3.4,+7.3,+.004,+1.4,+6.4,-.030,+.007,+5.3,+6.6,+.049,+13.6,"('goberru01', 'mitchdo01', 'onealro01', 'rubiori01')"
45,M. Harkless | D. Lillard | S. Napier | J. Nurkić,POR,2017-18,23,79.4,161,156,95.9,+3.1,-5.4,+.062,-1.6,-11.0,+.090,+.057,+9.0,+12.1,-.073,+13.6,"('harklma01', 'lillada01', 'napiesh01', 'nurkiju01')"
46,T. Johnson | K. Olynyk | J. Richardson | D. Waiters,MIA,2017-18,14,72.9,149,142,95.8,+6.9,-3.8,+.112,+8.9,+6.7,+.187,+.172,-9.2,-10.1,-.051,+13.6,"('johnsty01', 'olynyke01', 'richajo01', 'waitedi01')"
47,L. Ball | J. Clarkson | J. Hart | K. Kuzma,LAL,2017-18,15,55.9,118,113,99.2,+10.4,+11.0,+.061,+3.0,+12.5,-.045,+.071,-10.3,-11.2,-.018,+13.5,"('balllo01', 'clarkjo01', 'hartjo01', 'kuzmaky01')"
48,W. Barton | M. Beasley | T. Lyles | M. Plumlee,DEN,2017-18,18,75.5,156,156,99.2,+7.1,+3.8,+.061,+6.4,+12.2,+.038,+.096,-7.1,-6.4,-.113,+13.5,"('bartowi01', 'beaslma01', 'lylestr01', 'plumlma01')"
49,C. Capela | E. Gordon | J. Harden | L. Mbah a Moute,HOU,2017-18,38,184.4,370,379,97.5,+0.7,-5.3,+.032,+2.1,+5.9,+.006,+.048,+10.0,+8.2,+.212,+13.5,"('capelca01', 'gordoer01', 'hardeja01', 'mbahalu01')"
50,B. Forbes | P. Gasol | D. Green | D. Murray,SAS,2017-18,24,76.7,154,157,97.3,+4.0,-5.2,+.066,-1.8,-9.1,+.032,+.058,+7.3,+7.4,+.160,+13.5,"('forbebr01', 'gasolpa01', 'greenda02', 'murrade01')"
51,B. Griffin | S. Johnson | I. Smith | A. Tolliver,DET,2017-18,12,52.1,103,106,96.3,+7.7,-1.2,+.089,+4.2,-1.7,+.116,+.112,-6.2,-10.9,+.125,+13.4,"('griffbl01', 'johnsst04', 'smithis01', 'tollian01')"
52,K. Irving | M. Morris | T. Rozier | J. Tatum,BOS,2017-18,21,54.2,118,109,100.5,+1.1,-5.0,+.041,+0.9,+0.7,+.026,+.050,+10.3,+9.6,+.090,+13.4,"('irvinky01', 'morrima03', 'roziete01', 'tatumja01')"
53,R. Anderson | T. Ariza | C. Capela | J. Harden,HOU,2017-18,35,453.8,923,918,97.4,-0.9,-2.6,+.004,+8.2,+19.1,+.020,+.052,+6.9,+9.0,-.016,+13.3,"('anderry01', 'arizatr01', 'capelca01', 'hardeja01')"
54,G. Antetokounmpo | E. Bledsoe | T. Snell | T. Zeller,MIL,2017-18,9,62.0,137,131,103.7,+4.7,+11.1,-.016,-2.0,+0.4,-.085,-0.036,+6.0,+8.0,-.024,+13.3,"('antetgi01', 'bledser01', 'snellto01', 'zellety01')"
55,A. Drummond | S. Johnson | I. Smith | A. Tolliver,DET,2017-18,42,168.9,352,351,99.9,+5.3,+0.9,+.057,-0.9,-4.9,+.038,+.051,+3.6,+8.2,-.103,+13.3,"('drumman01', 'johnsst04', 'smithis01', 'tollian01')"
56,T. Hardaway | D. McDermott | K. O'Quinn | K. Porziņģis,NYK,2017-18,16,70.6,144,146,98.5,+5.3,-3.6,+.075,+1.6,-5.0,+.101,+.087,+1.0,+1.8,-.012,+13.3,"('hardati02', 'mcderdo01', 'oquinky01', 'porzikr01')"
57,L. Aldridge | M. Ginóbili | P. Mills | D. Murray,SAS,2017-18,24,72.3,135,143,92.3,+4.5,+5.7,+.021,-0.9,-5.0,+.044,+.012,+5.0,+4.6,+.042,+13.2,"('aldrila01', 'ginobma01', 'millspa02', 'murrade01')"
58,C. Frye | J. Green | L. James | K. Korver,CLE,2017-18,27,152.1,305,305,96.3,+4.3,-4.6,+.075,+2.0,+4.9,+.001,+.090,+2.6,-0.3,+.157,+13.1,"('fryech01', 'greenje02', 'jamesle01', 'korveky01')"
59,G. Antetokounmpo | E. Bledsoe | J. Henson | J. Terry,MIL,2017-18,14,118.9,238,242,96.9,+5.3,+1.0,+.056,-1.9,-2.9,-.024,+.045,+4.5,+2.5,+.115,+13.1,"('antetgi01', 'bledser01', 'hensojo01', 'terryja01')"
60,J. Grant | D. Nwaba | B. Portis | D. Valentine,CHI,2017-18,24,110.2,222,215,95.2,+2.5,+3.2,+.014,+3.8,-1.6,+.123,+.034,+4.3,+7.7,-.061,+13.1,"('grantje02', 'nwabada01', 'portibo01', 'valende01')"
61,Q. Acy | S. Dinwiddie | J. Harris | C. LeVert,BRK,2017-18,33,155.1,311,315,96.9,+5.7,+2.4,+.051,+6.3,+13.2,+.019,+.085,-4.6,-4.8,-.029,+13.0,"('acyqu01', 'dinwisp01', 'harrijo01', 'leverca01')"
62,G. Antetokounmpo | E. Bledsoe | K. Middleton | T. Zeller,MIL,2017-18,14,76.4,165,156,100.8,+4.8,+7.6,+.007,-2.4,-3.9,-.034,-0.012,+5.8,+7.4,-.005,+13.0,"('antetgi01', 'bledser01', 'middlkh01', 'zellety01')"
63,W. Barton | M. Beasley | K. Faried | T. Lyles,DEN,2017-18,8,57.0,113,116,96.4,+4.5,+16.3,-.026,+3.7,+9.3,+.047,-0.012,+0.4,+4.0,-.165,+13.0,"('bartowi01', 'beaslma01', 'farieke01', 'lylestr01')"
66,J. Green | G. Hill | L. James | K. Love,CLE,2017-18,6,68.7,137,141,97.2,+1.4,-2.6,+.032,+6.2,+4.5,+.132,+.071,+4.0,+4.1,+.037,+12.9,"('greenje02', 'hillge01', 'jamesle01', 'loveke01')"
67,T. Booker | C. Joseph | D. Sabonis | L. Stephenson,IND,2017-18,10,68.3,138,141,98.0,+7.3,+7.6,+.044,-1.3,-11.6,+.068,+.033,-0.4,+0.4,-.038,+12.9,"('booketr01', 'josepco01', 'sabondo01', 'stephla01')"
