,Lineup,Tm,Season,G,MP,Tm,Opp,Pace,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,PTS,lineupID
0,F. Korkmaz | T. McConnell | M. Muscala,PHI,2018-19,30,143.5,303,301,101.0,-0.9,+0.1,-.012,+2.9,+6.4,+.019,+.006,+0.5,+0.1,+.014,+1.6,"('korkmfu01', 'mccontj01', 'muscami01')"
1,B. Biyombo | J. Lamb | K. Walker,CHO,2018-19,40,338.0,674,674,95.7,-1.5,-2.2,-.006,+1.3,0.0,+.038,+.003,+3.3,+4.6,-.027,+1.6,"('biyombi01', 'lambje01', 'walkeke02')"
2,J. Holiday | W. Johnson | J. Randle,NOP,2018-19,17,101.8,214,211,100.2,+2.2,+4.4,.000,-4.4,-10.8,-.018,-0.028,+1.6,+2.4,-.009,+1.6,"('holidjr01', 'johnswe01', 'randlju01')"
3,K. Leonard | P. Siakam | D. Wright,TOR,2018-19,23,96.0,195,191,96.5,-0.9,-2.9,+.006,+1.3,+6.7,-.053,+.015,+2.1,+5.6,-.086,+1.6,"('leonaka01', 'siakapa01', 'wrighde01')"
4,L. Ball | K. Caldwell-Pope | T. Chandler,LAL,2018-19,31,178.0,382,382,103.0,-1.6,-7.1,+.019,-0.3,+1.3,-.022,+.023,+5.0,+7.6,-.035,+1.6,"('balllo01', 'caldwke01', 'chandty01')"
5,J. Butler | J. Embiid | M. Muscala,PHI,2018-19,21,164.0,336,330,97.5,+0.2,-10.3,+.055,-1.1,-2.7,-.007,+.056,+2.3,+3.2,-.011,+1.6,"('butleji01', 'embiijo01', 'muscami01')"
6,B. Bogdanović | Y. Ferrell | H. Giles,SAC,2018-19,35,276.8,565,566,98.1,+3.1,-2.0,+.044,-1.4,-9.7,+.066,+.038,-3.1,-1.9,-.070,+1.6,"('bogdabo01', 'ferreyo01', 'gilesha01')"
7,D. Booker | M. Bridges | K. Oubre,PHO,2018-19,34,296.6,640,649,104.3,-0.1,-3.5,+.018,-1.1,-1.0,-.025,+.014,+2.8,+1.2,+.058,+1.6,"('bookede01', 'bridgmi01', 'oubreke01')"
8,T. Burke | D. Nowitzki | D. Powell,DAL,2018-19,22,142.1,285,282,95.8,-0.4,-2.7,+.009,+1.3,-1.9,+.046,+.018,+1.2,+0.1,+.052,+1.6,"('burketr01', 'nowitdi01', 'poweldw01')"
9,J. Embiid | M. Fultz | L. Shamet,PHI,2018-19,17,129.7,270,272,100.3,-0.4,-2.7,+.008,+0.4,+2.1,-.007,+.012,+2.0,-0.6,+.114,+1.5,"('embiijo01', 'fultzma01', 'shamela01')"
10,G. Hayward | A. Horford | M. Morris,BOS,2018-19,46,286.2,611,595,101.1,-0.3,-1.8,+.007,-0.9,-0.3,-.028,+.003,+3.0,+1.0,+.095,+1.5,"('haywago01', 'horfoal01', 'morrima03')"
11,M. Beasley | T. Lyles | J. Murray,DEN,2018-19,45,295.4,598,596,97.0,+2.9,+6.2,.000,-0.4,+0.1,-.013,-0.007,-3.9,-5.4,-.001,+1.5,"('beaslma01', 'lylestr01', 'murraja01')"
12,G. Dragić | J. Richardson | H. Whiteside,MIA,2018-19,23,305.4,630,642,99.9,+2.8,+4.6,+.009,-1.7,-0.4,-.050,-0.004,-2.4,-1.2,-.072,+1.5,"('dragigo01', 'richajo01', 'whiteha01')"
13,I. Clark | J. Holiday | D. Miller,NOP,2018-19,25,129.1,289,291,107.8,+1.3,+4.8,-.009,-0.3,+4.0,-.050,-0.014,-0.9,-3.9,+.080,+1.5,"('clarkia01', 'holidjr01', 'milleda01')"
14,K. Durant | A. McKinnie | K. Thompson,GSW,2018-19,30,115.1,238,249,101.6,-2.2,-0.1,-.024,+3.4,+1.5,+.085,-0.005,+2.5,-4.6,+.245,+1.5,"('duranke01', 'mckinal01', 'thompkl01')"
15,T. Gibson | J. Okogie | J. Teague,MIN,2018-19,24,304.8,653,653,102.8,-0.2,+4.3,-.024,-3.5,-6.0,-.045,-0.047,+5.4,+4.6,+.080,+1.5,"('gibsota01', 'okogijo01', 'teaguje01')"
16,M. Bamba | I. Briscoe | T. Ross,ORL,2018-19,8,96.1,197,196,98.2,+2.3,+3.1,+.011,+3.5,+1.9,+.088,+.028,-6.7,-6.2,-.106,+1.5,"('bambamo01', 'briscis01', 'rosste01')"
17,J. Barea | H. Barnes | D. Finney-Smith,DAL,2018-19,32,134.2,274,275,98.2,-1.7,-6.2,+.012,-0.7,-2.8,+.008,+.012,+5.6,+7.8,-.020,+1.5,"('bareajo01', 'barneha02', 'finnedo01')"
18,D. Carroll | E. Davis | R. Kurucs,BRK,2018-19,36,213.9,446,444,99.9,-0.4,+0.9,-.009,+2.2,+5.9,+.006,+.002,+0.1,+1.0,-.028,+1.5,"('carrode01', 'davised01', 'kurucro01')"
19,M. Conley | J. Holiday | J. Noah,MEM,2018-19,23,133.5,267,275,97.4,+2.7,+8.8,-.017,-4.2,-13.9,+.001,-0.046,+0.4,-0.9,+.038,+1.5,"('conlemi01', 'holidju01', 'noahjo01')"
22,W. Barton | M. Beasley | J. Murray,DEN,2018-19,16,205.5,435,439,102.1,+2.4,+7.0,-.010,-1.3,-2.9,-.004,-0.022,-2.1,-4.4,+.059,+1.5,"('bartowi01', 'beaslma01', 'murraja01')"
23,D. Ayton | T. Johnson | K. Oubre,PHO,2018-19,13,270.0,551,558,98.6,-0.4,+1.1,-.010,-0.8,-3.1,+.012,-0.015,+3.0,+0.4,+.097,+1.5,"('aytonde01', 'johnsty01', 'oubreke01')"
24,R. Bullock | L. James | K. Kuzma,LAL,2018-19,13,277.7,603,602,104.2,+2.1,-0.1,+.024,-2.5,-3.4,-.042,+.010,-0.2,+2.5,-.095,+1.5,"('bullore01', 'jamesle01', 'kuzmaky01')"
25,S. Adams | P. Patterson | D. Schröder,OKC,2018-19,44,180.0,395,388,104.4,-0.2,+1.0,-.008,-0.4,0.0,-.015,-0.011,+2.2,+6.5,-.114,+1.4,"('adamsst01', 'pattepa01', 'schrode01')"
26,M. Monk | T. Parker | M. Williams,CHO,2018-19,41,194.4,414,387,98.9,-1.9,-4.2,-.001,-0.3,-0.4,-.007,.000,+5.6,+5.6,+.050,+1.4,"('monkma01', 'parketo01', 'willima02')"
27,B. Bogdanović | D. McDermott | D. Sabonis,IND,2018-19,46,282.4,572,574,97.4,+1.7,+0.8,+.015,-0.5,-3.6,+.023,+.012,-1.5,-3.8,+.055,+1.4,"('bogdabo02', 'mcderdo01', 'sabondo01')"
28,M. Beasley | J. Hernangómez | N. Jokić,DEN,2018-19,37,162.5,333,323,96.9,+1.8,+1.5,+.012,-0.6,-5.0,+.033,+.008,-1.6,-1.2,-.024,+1.4,"('beaslma01', 'hernaju01', 'jokicni01')"
29,L. Dončić | D. Finney-Smith | D. Jordan,DAL,2018-19,38,428.3,903,886,100.2,-3.0,-5.5,-.006,+2.1,+3.4,+.028,+.011,+5.2,+8.7,-.058,+1.4,"('doncilu01', 'finnedo01', 'jordade01')"
30,L. Aldridge | B. Forbes | P. Gasol,SAS,2018-19,16,107.0,221,221,99.2,-0.5,-5.9,+.026,-0.5,-7.7,+.097,+.027,+2.7,+3.2,+.012,+1.4,"('aldrila01', 'forbebr01', 'gasolpa01')"
31,L. Ball | B. Ingram | L. James,LAL,2018-19,23,395.2,843,836,102.0,+1.6,-9.1,+.064,-3.9,-7.9,-.044,+.048,+2.2,+7.7,-.176,+1.4,"('balllo01', 'ingrabr01', 'jamesle01')"
32,P. Beverley | M. Harrell | M. Scott,LAC,2018-19,44,355.2,751,758,101.9,+1.8,-1.0,+.026,+1.1,-2.8,+.077,+.033,-3.4,-2.5,-.056,+1.4,"('beverpa01', 'harremo01', 'scottmi01')"
33,J. Holiday | W. Johnson | E. Moore,NOP,2018-19,17,229.6,493,492,102.9,+0.9,-0.2,+.011,-1.0,-3.1,+.001,+.005,+0.6,+1.8,-.040,+1.4,"('holidjr01', 'johnswe01', 'mooreet01')"
34,T. Frazier | D. Miller | J. Randle,NOP,2018-19,32,198.6,422,423,102.1,+3.2,-6.7,+.070,-1.4,-6.1,+.023,+.066,-3.5,-5.9,+.046,+1.4,"('fraziti01', 'milleda01', 'randlju01')"
35,R. Arcidiacono | R. Lopez | L. Markkanen,CHI,2018-19,39,257.7,521,505,95.6,-0.8,-6.2,+.023,-0.7,-5.4,+.038,+.023,+3.6,+4.3,+.011,+1.4,"('arcidry01', 'lopezro01', 'markkla01')"
36,G. Monroe | N. Powell | D. Wright,TOR,2018-19,20,191.1,399,388,98.8,+2.0,+8.2,-.018,-0.2,+7.4,-.086,-0.023,-2.3,-2.1,-.031,+1.4,"('monrogr01', 'powelno01', 'wrighde01')"
37,T. Graham | C. LeVert | D. Russell,BRK,2018-19,16,126.1,263,267,100.9,-0.9,+2.6,-.022,+6.6,+11.1,+.083,+.012,-3.6,-3.5,-.053,+1.3,"('grahatr01', 'leverca01', 'russeda01')"
38,M. Conley | J. Jackson | G. Temple,MEM,2018-19,48,773.9,1503,1504,93.3,+2.6,+0.2,+.028,-1.2,-3.8,+.006,+.021,-2.6,-3.6,+.007,+1.3,"('conlemi01', 'jacksja02', 'templga01')"
39,D. Bembry | V. Carter | A. Len,ATL,2018-19,59,303.1,651,657,103.6,+5.1,+4.9,+.034,-0.5,+0.8,-.020,+.027,-8.4,-9.7,-.068,+1.3,"('bembrde01', 'cartevi01', 'lenal01')"
40,J. Crowder | D. Exum | D. Mitchell,UTA,2018-19,30,136.7,291,283,100.8,0.0,+5.7,-.031,+0.4,+8.5,-.069,-0.032,+0.9,-0.4,+.045,+1.3,"('crowdja01', 'exumda01', 'mitchdo01')"
41,L. Ball | B. Ingram | K. Kuzma,LAL,2018-19,34,638.2,1358,1356,102.1,+2.5,-5.2,+.054,-3.2,-5.6,-.041,+.040,-0.5,+3.5,-.155,+1.3,"('balllo01', 'ingrabr01', 'kuzmaky01')"
44,M. Conley | J. Jackson | W. Selden,MEM,2018-19,24,119.4,234,236,94.5,+5.9,+3.3,+.051,-0.8,-2.7,+.004,+.044,-9.6,-9.6,-.098,+1.3,"('conlemi01', 'jacksja02', 'seldewa01')"
45,E. Kanter | A. Trier | N. Vonleh,NYK,2018-19,21,115.9,238,231,97.1,-1.2,+2.2,-.026,+0.1,-5.1,+.076,-0.027,+3.5,+1.6,+.073,+1.3,"('kanteen01', 'trieral01', 'vonleno01')"
46,M. Beasley | G. Harris | N. Jokić,DEN,2018-19,33,145.4,310,302,101.1,+0.2,+0.3,+.001,-0.6,-4.1,+.027,-0.003,+1.5,-2.9,+.148,+1.3,"('beaslma01', 'harriga01', 'jokicni01')"
47,D. DeRozan | J. Poeltl | D. White,SAS,2018-19,40,317.1,625,625,94.6,+3.7,+4.5,+.018,-3.5,-11.7,+.023,-0.004,-2.6,-2.4,-.041,+1.3,"('derozde01', 'poeltja01', 'whitede01')"
48,C. Capela | A. Rivers | P. Tucker,HOU,2018-19,31,345.7,681,686,94.9,-5.3,-3.7,-.041,+7.6,+18.7,+.040,+.005,+4.3,+7.5,-.066,+1.3,"('capelca01', 'riverau01', 'tuckepj01')"
49,D. Cousins | A. Iguodala | S. Livingston,GSW,2018-19,20,150.8,272,267,85.8,+3.7,-9.8,+.091,-0.9,-3.5,+.011,+.093,-5.1,-2.6,-.163,+1.3,"('couside01', 'iguodan01', 'livinsh01')"
50,J. Dudley | J. Harris | C. LeVert,BRK,2018-19,26,281.7,571,567,96.9,+2.0,+1.8,+.013,+3.4,+10.7,-.011,+.031,-6.3,-5.3,-.110,+1.2,"('dudleja01', 'harrijo01', 'leverca01')"
51,D. Jones | K. Olynyk | D. Wade,MIA,2018-19,36,238.9,486,483,97.3,+2.7,+4.0,+.011,-3.0,-4.8,-.038,-0.009,-1.1,+1.1,-.079,+1.2,"('jonesde02', 'olynyke01', 'wadedw01')"
52,R. McGruder | K. Olynyk | D. Wade,MIA,2018-19,35,180.1,384,378,101.6,-1.9,-1.9,-.013,-1.0,+0.3,-.032,-0.017,+6.0,+3.5,+.118,+1.2,"('mcgruro01', 'olynyke01', 'wadedw01')"
53,D. Finney-Smith | D. Jordan | W. Matthews,DAL,2018-19,29,260.5,552,549,101.4,-0.8,+0.2,-.010,+3.2,+10.2,-.017,+.008,-0.5,+4.8,-.178,+1.2,"('finnedo01', 'jordade01', 'matthwe02')"
54,M. Bagley | W. Cauley-Stein | D. Fox,SAC,2018-19,55,346.4,746,733,102.5,+1.3,+1.1,+.009,-0.4,-12.4,+.130,+.006,-1.0,+1.7,-.086,+1.2,"('baglema01', 'caulewi01', 'foxde01')"
55,K. Caldwell-Pope | J. Hart | J. McGee,LAL,2018-19,44,209.3,441,442,101.3,+0.5,-2.1,+.016,-0.7,-0.4,-.016,+.014,+0.7,+2.1,-.044,+1.2,"('caldwke01', 'hartjo01', 'mcgeeja01')"
56,B. Beal | K. Oubre | A. Rivers,WAS,2018-19,26,166.5,348,351,100.8,+4.3,+2.5,+.037,+1.0,-0.6,+.034,+.041,-8.4,-10.9,-.009,+1.2,"('bealbr01', 'oubreke01', 'riverau01')"
57,A. Crabbe | E. Davis | S. Dinwiddie,BRK,2018-19,30,286.1,582,578,97.3,-0.6,+1.3,-.013,+5.4,+6.5,+.105,+.017,-3.1,-1.9,-.058,+1.2,"('crabbal01', 'davised01', 'dinwisp01')"
58,G. Dragić | J. Richardson | J. Winslow,MIA,2018-19,14,113.3,237,236,100.2,+0.2,+0.9,-.002,-0.1,-1.8,+.026,-0.003,+0.8,+2.0,-.029,+1.2,"('dragigo01', 'richajo01', 'winslju01')"
59,T. Johnson | D. Wade | J. Winslow,MIA,2018-19,26,169.5,356,347,99.6,+3.2,-1.1,+.043,+0.3,-1.6,+.029,+.046,-5.6,-5.4,-.069,+1.2,"('johnsty01', 'wadedw01', 'winslju01')"
60,L. Ball | B. Ingram | I. Zubac,LAL,2018-19,15,120.2,255,255,101.9,+1.6,-7.1,+.050,+0.4,-2.0,+.035,+.056,-2.4,0.0,-.107,+1.2,"('balllo01', 'ingrabr01', 'zubaciv01')"
61,N. Bjelica | B. Bogdanović | W. Cauley-Stein,SAC,2018-19,46,269.5,576,570,102.0,+3.9,+6.6,+.009,-0.6,-2.2,+.006,+.001,-6.0,-7.2,-.018,+1.2,"('bjeline01', 'bogdabo01', 'caulewi01')"
62,D. Carroll | S. Dinwiddie | D. Russell,BRK,2018-19,49,309.7,655,635,100.0,-1.8,-0.7,-.017,+3.2,+12.2,-.026,+.002,+1.6,+2.3,-.004,+1.2,"('carrode01', 'dinwisp01', 'russeda01')"
63,F. Jackson | D. Miller | J. Randle,NOP,2018-19,39,285.4,627,617,104.6,+3.3,+2.9,+.022,+0.3,-1.0,+.021,+.022,-5.8,-6.5,-.032,+1.2,"('jacksfr01', 'milleda01', 'randlju01')"
66,J. Clarkson | M. Dellavedova | L. Nance,CLE,2018-19,26,326.0,645,638,94.5,-0.1,+1.0,-.007,+0.5,+4.3,-.029,-0.005,+0.9,+1.0,+.007,+1.2,"('clarkjo01', 'dellama01', 'nancela02')"
67,K. Faried | E. Gordon | J. Harden,HOU,2018-19,21,240.7,497,497,99.1,-2.0,+1.8,-.031,+1.6,+9.7,-.047,-0.024,+3.6,+6.4,-.076,+1.2,"('farieke01', 'gordoer01', 'hardeja01')"
68,J. Brown | A. Horford | T. Rozier,BOS,2018-19,55,279.3,559,575,97.5,+2.1,0.0,+.023,+0.3,+0.2,+.008,+.025,-3.4,-5.1,+.047,+1.1,"('brownja02', 'horfoal01', 'roziete01')"
69,T. Ferguson | P. George | P. Patterson,OKC,2018-19,31,130.6,288,289,106.0,-1.6,+1.3,-.025,+1.4,+4.3,-.004,-0.018,+2.8,+4.9,-.043,+1.1,"('fergute01', 'georgpa01', 'pattepa01')"
70,M. Beasley | J. Hernangómez | T. Lyles,DEN,2018-19,40,253.8,524,521,98.8,+2.5,+5.2,+.003,+0.9,+0.4,+.024,+.005,-4.7,-7.2,+.029,+1.1,"('beaslma01', 'hernaju01', 'lylestr01')"
71,D. Jones | D. Wade | H. Whiteside,MIA,2018-19,30,134.4,272,271,97.0,+3.2,+2.2,+.023,-6.3,-19.6,.000,-0.011,+1.0,+3.6,-.067,+1.1,"('jonesde02', 'wadedw01', 'whiteha01')"
72,D. Rose | K. Towns | A. Wiggins,MIN,2018-19,41,571.7,1214,1198,101.3,+1.0,-3.2,+.028,-2.3,-5.1,-.012,+.017,+1.4,+1.2,+.017,+1.1,"('rosede01', 'townska01', 'wiggian01')"
73,J. Allen | A. Crabbe | S. Dinwiddie,BRK,2018-19,30,225.5,472,466,99.8,+0.5,-2.2,+.018,+4.5,+10.5,+.019,+.045,-4.5,-3.1,-.084,+1.1,"('allenja01', 'crabbal01', 'dinwisp01')"
74,E. Davis | J. Dudley | S. Napier,BRK,2018-19,20,115.4,216,218,90.2,+0.4,+4.5,-.018,+1.0,+0.3,+.028,-0.015,-0.7,-1.1,+.009,+1.1,"('davised01', 'dudleja01', 'napiesh01')"
75,T. Burke | M. Hezonja | A. Trier,NYK,2018-19,18,122.7,246,244,95.9,+0.1,+12.3,-.066,-3.7,-9.6,-.027,-0.093,+4.8,+3.9,+.077,+1.1,"('burketr01', 'hezonma01', 'trieral01')"
76,K. Caldwell-Pope | B. Ingram | I. Zubac,LAL,2018-19,21,146.0,300,301,98.8,+3.1,-9.0,+.081,-1.6,-9.2,+.055,+.077,-3.6,-0.6,-.117,+1.1,"('caldwke01', 'ingrabr01', 'zubaciv01')"
77,A. Davis | T. Frazier | D. Miller,NOP,2018-19,30,191.5,415,419,104.5,+0.4,-0.1,+.005,-0.6,-1.9,+.001,+.002,+0.9,-3.6,+.126,+1.1,"('davisan02', 'fraziti01', 'milleda01')"
78,W. Chandler | F. Korkmaz | J. Redick,PHI,2018-19,17,100.5,211,203,98.8,+3.8,+0.5,+.041,+2.5,+3.7,+.039,+.055,-9.0,-11.0,+.010,+1.1,"('chandwi01', 'korkmfu01', 'redicjj01')"
79,J. Okogie | D. Šarić | A. Wiggins,MIN,2018-19,47,568.9,1209,1220,102.5,-2.2,-1.4,-.017,-2.2,-3.9,-.021,-0.028,+7.6,+6.4,+.128,+1.1,"('okogijo01', 'saricda01', 'wiggian01')"
80,K. Birch | A. Gordon | W. Iwundu,ORL,2018-19,33,215.2,445,444,99.1,-2.3,-1.8,-.017,+2.9,+3.3,+.060,.000,+2.9,+2.0,+.061,+1.1,"('birchkh01', 'gordoaa01', 'iwundwe01')"
81,R. Arcidiacono | K. Dunn | J. Holiday,CHI,2018-19,9,130.5,254,252,93.1,+4.0,+2.8,+.030,-1.7,+0.6,-.067,+.019,-5.3,-5.7,-.034,+1.1,"('arcidry01', 'dunnkr01', 'holidju01')"
82,B. Bogdanović | C. Joseph | W. Matthews,IND,2018-19,21,142.0,290,292,98.4,+1.0,+3.4,-.006,-3.0,-6.7,-.016,-0.025,+2.2,+4.9,-.081,+1.1,"('bogdabo02', 'josepco01', 'matthwe02')"
83,A. Baynes | G. Hayward | M. Morris,BOS,2018-19,29,167.0,340,343,98.1,+3.0,+7.8,-.008,+0.1,+4.1,-.048,-0.013,-5.1,-8.9,+.086,+1.0,"('baynear01', 'haywago01', 'morrima03')"
84,K. Durant | D. Green | D. Jones,GSW,2018-19,13,176.1,361,366,99.1,+5.6,-4.6,+.090,-1.7,-8.0,+.033,+.084,-8.3,-10.7,-.002,+1.0,"('duranke01', 'greendr01', 'jonesda03')"
85,J. Barea | W. Matthews | D. Powell,DAL,2018-19,26,128.4,264,270,99.8,-3.2,-2.2,-.024,+2.1,+0.7,+.057,-0.010,+5.2,+4.2,+.106,+1.0,"('bareajo01', 'matthwe02', 'poweldw01')"
88,L. Aldridge | D. DeRozan | R. Gay,SAS,2018-19,64,1169.1,2354,2343,96.4,+1.8,+0.1,+.020,-3.0,-11.5,+.050,+.003,+0.4,-1.0,+.060,+1.0,"('aldrila01', 'derozde01', 'gayru01')"
89,L. Ball | J. Hart | K. Kuzma,LAL,2018-19,41,544.5,1184,1190,104.6,+0.7,-2.9,+.023,+0.1,+1.9,-.017,+.025,-0.6,+3.0,-.134,+1.0,"('balllo01', 'hartjo01', 'kuzmaky01')"
90,J. Allen | A. Crabbe | D. Russell,BRK,2018-19,39,390.1,816,797,99.2,-1.5,-6.0,+.014,+3.7,+9.4,+.007,+.038,+0.3,+1.7,-.051,+1.0,"('allenja01', 'crabbal01', 'russeda01')"
91,O. Casspi | M. Conley | J. Jackson,MEM,2018-19,27,108.8,215,217,95.3,+1.7,-6.2,+.055,-2.7,-12.7,+.054,+.042,+0.2,+3.0,-.088,+1.0,"('casspom01', 'conlemi01', 'jacksja02')"
92,J. Clarkson | R. Hood | L. Nance,CLE,2018-19,29,186.9,364,371,94.4,+2.9,+3.9,+.013,+3.2,+1.4,+.084,+.029,-8.1,-6.4,-.132,+1.0,"('clarkjo01', 'hoodro01', 'nancela02')"
93,J. Holiday | C. Hutchison | Z. LaVine,CHI,2018-19,15,98.0,205,208,101.2,-5.3,-2.6,-.047,-0.3,0.0,-.010,-0.047,+11.9,+11.9,+.094,+1.0,"('holidju01', 'hutchch01', 'lavinza01')"
94,N. Powell | F. VanVleet | D. Wright,TOR,2018-19,17,118.6,235,244,97.0,+2.0,+5.9,-.008,-0.9,+6.6,-.099,-0.017,-2.2,-2.8,+.002,+1.0,"('powelno01', 'vanvlfr01', 'wrighde01')"
95,V. Carter | J. Collins | T. Young,ATL,2018-19,35,141.5,306,300,102.8,-0.1,-8.9,+.050,+2.4,-1.3,+.083,+.072,-1.1,-0.9,-.013,+1.0,"('cartevi01', 'collijo01', 'youngtr01')"
96,T. Graham | R. Kurucs | D. Russell,BRK,2018-19,18,196.8,435,437,106.4,-0.5,-1.4,+.002,+2.8,+6.1,+.021,+.018,-0.9,-0.6,-.025,+1.0,"('grahatr01', 'kurucro01', 'russeda01')"
97,A. Horford | T. Rozier | J. Tatum,BOS,2018-19,52,387.7,774,770,95.6,+0.3,+0.8,-.001,+2.0,+2.2,+.037,+.010,-1.8,-3.2,+.054,+0.9,"('horfoal01', 'roziete01', 'tatumja01')"
98,M. Bridges | M. Kidd-Gilchrist | M. Monk,CHO,2018-19,42,218.7,449,449,98.5,0.0,+0.4,-.002,+0.2,+2.9,-.025,-0.001,+0.7,+2.2,-.040,+0.9,"('bridgmi02', 'kiddgmi01', 'monkma01')"
99,J. Allen | T. Graham | J. Harris,BRK,2018-19,25,369.7,790,793,102.8,-1.5,-3.1,.000,+3.6,+6.6,+.035,+.021,+0.3,+0.3,+.003,+0.9,"('allenja01', 'grahatr01', 'harrijo01')"
100,S. Hill | J. Holiday | D. Miller,NOP,2018-19,25,219.3,465,472,102.5,-0.6,-4.0,+.013,-0.4,-2.1,+.010,+.014,+2.6,+1.4,+.064,+0.9,"('hillso01', 'holidjr01', 'milleda01')"
101,J. Hernangómez | M. Morris | M. Plumlee,DEN,2018-19,53,384.0,779,770,96.8,+2.4,+3.9,+.008,-1.1,-3.9,+.003,-0.001,-2.7,-1.6,-.063,+0.9,"('hernaju01', 'morrimo01', 'plumlma01')"
102,G. Dragić | J. Richardson | D. Wade,MIA,2018-19,20,221.2,460,460,99.8,+3.3,+7.0,+.002,-2.8,-7.4,-.008,-0.019,-2.8,-4.8,+.026,+0.9,"('dragigo01', 'richajo01', 'wadedw01')"
103,J. Barea | D. Harris | D. Powell,DAL,2018-19,24,290.7,604,606,99.9,-3.2,-3.8,-.016,+2.0,+6.6,-.006,-0.001,+5.2,+7.8,-.021,+0.9,"('bareajo01', 'harride01', 'poweldw01')"
104,N. Bjelica | W. Cauley-Stein | I. Shumpert,SAC,2018-19,41,593.2,1272,1280,103.3,+1.9,+3.6,+.002,+1.6,+0.8,+.042,+.009,-4.5,-3.5,-.103,+0.9,"('bjeline01', 'caulewi01', 'shumpim01')"
105,B. Ingram | L. James | J. McGee,LAL,2018-19,31,434.4,934,925,102.7,+1.4,-7.7,+.056,-4.5,-10.6,-.029,+.036,+2.6,+6.9,-.142,+0.9,"('ingrabr01', 'jamesle01', 'mcgeeja01')"
106,D. Booker | R. Holmes | T. Warren,PHO,2018-19,26,163.8,330,335,97.4,+5.2,+2.6,+.043,+0.5,+0.4,+.010,+.044,-9.9,-12.8,+.011,+0.9,"('bookede01', 'holmeri01', 'warretj01')"
107,R. Arcidiacono | C. Felício | J. Parker,CHI,2018-19,11,100.0,213,213,102.3,-1.9,-2.3,-.009,+3.3,-1.9,+.124,+.013,+1.4,+6.1,-.108,+0.9,"('arcidry01', 'feliccr01', 'parkeja01')"
0,P. Connaughton | B. Lopez | T. Snell,MIL,2018-19,35,144.1,302,299,100.1,-3.4,-6.9,-.003,+0.9,+5.3,-.024,+.007,+6.8,+7.8,+.020,+0.9,"('connapa01', 'lopezbr01', 'snellto01')"
1,T. Daniels | R. Holmes | J. Jackson,PHO,2018-19,23,109.9,225,224,98.1,+0.7,-0.8,+.013,-1.4,-3.7,-.007,+.005,+0.8,+3.5,-.090,+0.9,"('danietr01', 'holmeri01', 'jacksjo02')"
2,J. Hernangómez | M. Morris | M. Plumlee,DEN,2018-19,53,384.0,779,770,96.8,+2.4,+3.9,+.008,-1.1,-3.9,+.003,-0.001,-2.7,-1.6,-.063,+0.9,"('hernaju01', 'morrimo01', 'plumlma01')"
3,A. Horford | T. Rozier | J. Tatum,BOS,2018-19,52,387.7,774,770,95.6,+0.3,+0.8,-.001,+2.0,+2.2,+.037,+.010,-1.8,-3.2,+.054,+0.9,"('horfoal01', 'roziete01', 'tatumja01')"
4,B. Ingram | L. James | J. McGee,LAL,2018-19,31,434.4,934,925,102.7,+1.4,-7.7,+.056,-4.5,-10.6,-.029,+.036,+2.6,+6.9,-.142,+0.9,"('ingrabr01', 'jamesle01', 'mcgeeja01')"
5,B. Forbes | R. Gay | J. Poeltl,SAS,2018-19,39,134.0,262,264,94.2,+2.2,+8.7,-.017,-1.1,-9.3,+.051,-0.026,-2.6,-1.0,-.130,+0.8,"('forbebr01', 'gayru01', 'poeltja01')"
6,D. Augustin | A. Gordon | T. Ross,ORL,2018-19,63,427.7,864,833,95.2,+0.1,-3.3,+.018,+0.4,+0.2,+.008,+.023,+0.3,-0.1,+.013,+0.8,"('augusdj01', 'gordoaa01', 'rosste01')"
7,B. Beal | J. Parker | T. Satoranský,WAS,2018-19,23,199.4,428,414,101.4,-1.7,-4.6,+.007,-1.3,-4.8,+.011,+.002,+5.5,+6.9,+.001,+0.8,"('bealbr01', 'parkeja01', 'satorto01')"
8,P. George | A. Nader | N. Noel,OKC,2018-19,32,191.8,391,393,98.1,+0.4,+3.5,-.013,+1.3,+7.0,-.029,-0.007,-1.4,-2.7,+.018,+0.8,"('georgpa01', 'naderab01', 'noelne01')"
9,L. Aldridge | D. DeRozan | B. Forbes,SAS,2018-19,77,1564.8,3132,3133,96.1,+2.2,+1.1,+.019,-4.1,-10.8,+.001,-0.005,+0.5,-1.4,+.087,+0.8,"('aldrila01', 'derozde01', 'forbebr01')"
10,R. Arcidiacono | A. Blakeney | S. Harrison,CHI,2018-19,25,137.6,279,282,97.9,+1.1,+6.3,-.021,-3.5,-10.0,.000,-0.045,+1.9,+1.7,+.035,+0.8,"('arcidry01', 'blakean01', 'harrish01')"
11,M. Bagley | C. Brewer | Y. Ferrell,SAC,2018-19,17,125.4,257,257,98.4,-1.6,+12.5,-.075,-1.6,+0.4,-.052,-0.092,+5.4,+5.4,+.046,+0.8,"('baglema01', 'breweco01', 'ferreyo01')"
12,N. Batum | B. Biyombo | K. Walker,CHO,2018-19,36,428.8,855,856,95.8,-2.3,-4.1,-.005,+1.5,+1.9,+.024,+.006,+3.9,+5.4,-.025,+0.8,"('batumni01', 'biyombi01', 'walkeke02')"
