,id,group,pos,name,season,GroupYear
1642,1629013_2018-19,1,SG,Landry Shamet,2018-19,Group 1 (2018-19)
1643,201229_2018-19,10,PF,Anthony Tolliver,2018-19,Group 10 (2018-19)
1644,202391_2018-19,3,PG,Jeremy Lin,2018-19,Group 3 (2018-19)
1645,202702_2018-19,8,C,Kenneth Faried,2018-19,Group 8 (2018-19)
1646,203077_2018-19,12,PF,Michael Kidd-Gilchrist,2018-19,Group 12 (2018-19)
1647,203482_2018-19,4,PF,Kelly Olynyk,2018-19,Group 4 (2018-19)
1648,1626203_2018-19,13,SG,Treveon Graham,2018-19,Group 13 (2018-19)
1649,1628990_2018-19,13,SF,Chandler Hutchison,2018-19,Group 13 (2018-19)
1650,202326_2018-19,3,C,DeMarcus Cousins,2018-19,Group 3 (2018-19)
1651,203903_2018-19,3,SG,Jordan Clarkson,2018-19,Group 3 (2018-19)
1652,1627863_2018-19,1,SF,Danuel House Jr.,2018-19,Group 1 (2018-19)
1653,1626167_2018-19,8,C,Myles Turner,2018-19,Group 8 (2018-19)
1654,201573_2018-19,6,PG,Jerryd Bayless,2018-19,Group 6 (2018-19)
1655,202688_2018-19,6,PG,Brandon Knight,2018-19,Group 6 (2018-19)
1656,203477_2018-19,5,PG,Isaiah Canaan,2018-19,Group 5 (2018-19)
1657,204025_2018-19,6,PG,Tim Frazier,2018-19,Group 6 (2018-19)
1658,1626155_2018-19,13,PF,Sam Dekker,2018-19,Group 13 (2018-19)
1659,1626166_2018-19,6,PG,Cameron Payne,2018-19,Group 6 (2018-19)
1660,1627782_2018-19,6,SG,Wayne Selden,2018-19,Group 6 (2018-19)
1661,1628407_2018-19,6,SG,Dwayne Bacon,2018-19,Group 6 (2018-19)
1662,1629059_2018-19,6,PG,Elie Okobo,2018-19,Group 6 (2018-19)
1663,202685_2018-19,8,C,Jonas Valanciunas,2018-19,Group 8 (2018-19)
1664,1626143_2018-19,12,C,Jahlil Okafor,2018-19,Group 12 (2018-19)
1665,1627733_2018-19,10,PF,Dragan Bender,2018-19,Group 10 (2018-19)
1666,1627734_2018-19,8,C,Domantas Sabonis,2018-19,Group 8 (2018-19)
1667,201580_2018-19,8,C,JaVale McGee,2018-19,Group 8 (2018-19)
1668,202324_2018-19,8,C,Derrick Favors,2018-19,Group 8 (2018-19)
1669,202355_2018-19,8,C,Hassan Whiteside,2018-19,Group 8 (2018-19)
1670,1628991_2018-19,8,PF,Jaren Jackson Jr.,2018-19,Group 8 (2018-19)
1671,1629011_2018-19,8,C,Mitchell Robinson,2018-19,Group 8 (2018-19)
1672,201976_2018-19,2,PG,Patrick Beverley,2018-19,Group 2 (2018-19)
1673,204020_2018-19,2,PG,Tyler Johnson,2018-19,Group 2 (2018-19)
1674,1629026_2018-19,6,SF,Kenrich Williams,2018-19,Group 6 (2018-19)
1675,201588_2018-19,13,PG,George Hill,2018-19,Group 13 (2018-19)
1676,201936_2018-19,10,SG,Tyreke Evans,2018-19,Group 10 (2018-19)
1677,1626168_2018-19,10,PF,Trey Lyles,2018-19,Group 10 (2018-19)
1678,1626220_2018-19,10,SF,Royce ONeale,2018-19,Group 10 (2018-19)
1679,1627823_2018-19,10,PF,Juancho Hernangomez,2018-19,Group 10 (2018-19)
1680,1628384_2018-19,10,SF,OG Anunoby,2018-19,Group 10 (2018-19)
1681,1628391_2018-19,10,PF,D.J. Wilson,2018-19,Group 10 (2018-19)
1682,1628971_2018-19,10,SG,Bruce Brown,2018-19,Group 10 (2018-19)
1683,203486_2018-19,8,C,Mason Plumlee,2018-19,Group 8 (2018-19)
1684,203998_2018-19,4,PF,Bruno Caboclo,2018-19,Group 4 (2018-19)
1685,1626158_2018-19,12,C,Richaun Holmes,2018-19,Group 12 (2018-19)
1686,1628371_2018-19,4,PF,Jonathan Isaac,2018-19,Group 4 (2018-19)
1687,201935_2018-19,7,PG,James Harden,2018-19,Group 7 (2018-19)
1688,201949_2018-19,10,PF,James Johnson,2018-19,Group 10 (2018-19)
1689,1627884_2018-19,4,SF,Derrick Jones Jr.,2018-19,Group 4 (2018-19)
1690,1628470_2018-19,10,SF,Torrey Craig,2018-19,Group 10 (2018-19)
1691,1628983_2018-19,2,PG,Shai Gilgeous-Alexander,2018-19,Group 2 (2018-19)
1692,1629006_2018-19,1,SG,Josh Okogie,2018-19,Group 1 (2018-19)
1693,202322_2018-19,0,PG,John Wall,2018-19,Group 0 (2018-19)
1694,203078_2018-19,9,SG,Bradley Beal,2018-19,Group 9 (2018-19)
1695,203490_2018-19,2,SF,Otto Porter Jr.,2018-19,Group 2 (2018-19)
1696,203933_2018-19,3,SF,T.J. Warren,2018-19,Group 3 (2018-19)
1697,1626204_2018-19,3,C,Larry Nance Jr.,2018-19,Group 3 (2018-19)
1698,202684_2018-19,8,C,Tristan Thompson,2018-19,Group 8 (2018-19)
1699,1626171_2018-19,8,PF,Bobby Portis,2018-19,Group 8 (2018-19)
1700,202692_2018-19,13,SG,Alec Burks,2018-19,Group 13 (2018-19)
1701,203210_2018-19,8,PF,JaMychal Green,2018-19,Group 8 (2018-19)
1702,204456_2018-19,13,PG,T.J. McConnell,2018-19,Group 13 (2018-19)
1703,1626209_2018-19,10,SF,Mario Hezonja,2018-19,Group 10 (2018-19)
1704,1627885_2018-19,13,SG,Shaquille Harrison,2018-19,Group 13 (2018-19)
1705,1628021_2018-19,13,SF,David Nwaba,2018-19,Group 13 (2018-19)
1706,1629001_2018-19,13,PG,DeAnthony Melton,2018-19,Group 13 (2018-19)
1707,1629066_2018-19,13,SF,Rodions Kurucs,2018-19,Group 13 (2018-19)
1708,202705_2018-19,6,SG,MarShon Brooks,2018-19,Group 6 (2018-19)
1709,203526_2018-19,6,PG,Raul Neto,2018-19,Group 6 (2018-19)
1710,203922_2018-19,6,SF,Glenn Robinson III,2018-19,Group 6 (2018-19)
1711,203957_2018-19,6,PG,Dante Exum,2018-19,Group 6 (2018-19)
1712,1628515_2018-19,6,PG,Isaiah Briscoe,2018-19,Group 6 (2018-19)
1713,1628988_2018-19,6,PG,Aaron Holiday,2018-19,Group 6 (2018-19)
1714,203076_2018-19,3,C,Anthony Davis,2018-19,Group 3 (2018-19)
1715,203488_2018-19,10,PF,Mike Muscala,2018-19,Group 10 (2018-19)
1716,1626172_2018-19,8,C,Kevon Looney,2018-19,Group 8 (2018-19)
1717,1628436_2018-19,10,PF,Luke Kornet,2018-19,Group 10 (2018-19)
1718,1628467_2018-19,4,PF,Maxi Kleber,2018-19,Group 4 (2018-19)
1719,203524_2018-19,13,SF,Solomon Hill,2018-19,Group 13 (2018-19)
1720,1629016_2018-19,10,PF,Omari Spellman,2018-19,Group 10 (2018-19)
1721,1626184_2018-19,6,PG,Chasson Randle,2018-19,Group 6 (2018-19)
1722,1628402_2018-19,10,PG,Frank Jackson,2018-19,Group 10 (2018-19)
1723,1628966_2018-19,6,SF,Keita Bates-Diop,2018-19,Group 6 (2018-19)
1724,203382_2018-19,12,C,Aron Baynes,2018-19,Group 12 (2018-19)
1725,2544_2019-20,0,PG,LeBron James,2019-20,Group 0 (2019-20)
1726,201935_2019-20,0,SG,James Harden,2019-20,Group 0 (2019-20)
1727,203076_2019-20,1,PF,Anthony Davis,2019-20,Group 1 (2019-20)
1728,203081_2019-20,0,PG,Damian Lillard,2019-20,Group 0 (2019-20)
1729,2546_2019-20,2,PF,Carmelo Anthony,2019-20,Group 2 (2019-20)
1730,1626158_2019-20,1,C,Richaun Holmes,2019-20,Group 1 (2019-20)
1731,1626224_2019-20,3,SF,Cedi Osman,2019-20,Group 3 (2019-20)
1732,1628988_2019-20,4,PG,Aaron Holiday,2019-20,Group 4 (2019-20)
1733,2772_2019-20,4,SF,Trevor Ariza,2019-20,Group 4 (2019-20)
1734,203894_2019-20,3,PG,Shabazz Napier,2019-20,Group 3 (2019-20)
1735,1628415_2019-20,6,SG,Dillon Brooks,2019-20,Group 6 (2019-20)
1736,1629013_2019-20,6,SG,Landry Shamet,2019-20,Group 6 (2019-20)
1737,101108_2019-20,6,PG,Chris Paul,2019-20,Group 6 (2019-20)
1738,201942_2019-20,0,SF,DeMar DeRozan,2019-20,Group 0 (2019-20)
1739,1628983_2019-20,0,SG,Shai Gilgeous-Alexander,2019-20,Group 0 (2019-20)
1740,101150_2019-20,6,PG,Lou Williams,2019-20,Group 6 (2019-20)
1741,202695_2019-20,0,SF,Kawhi Leonard,2019-20,Group 0 (2019-20)
1742,203897_2019-20,0,SG,Zach LaVine,2019-20,Group 0 (2019-20)
1743,200746_2019-20,1,C,LaMarcus Aldridge,2019-20,Group 1 (2019-20)
1744,202694_2019-20,6,PF,Marcus Morris Sr.,2019-20,Group 6 (2019-20)
1745,204001_2019-20,1,C,Kristaps Porzingis,2019-20,Group 1 (2019-20)
1746,1626162_2019-20,0,SF,Kelly Oubre Jr.,2019-20,Group 0 (2019-20)
1747,1627734_2019-20,1,PF,Domantas Sabonis,2019-20,Group 1 (2019-20)
1748,1627742_2019-20,0,PF,Brandon Ingram,2019-20,Group 0 (2019-20)
1749,1628365_2019-20,6,PG,Markelle Fultz,2019-20,Group 6 (2019-20)
1750,200752_2019-20,2,PF,Rudy Gay,2019-20,Group 2 (2019-20)
1751,200755_2019-20,3,SG,JJ Redick,2019-20,Group 3 (2019-20)
1752,201586_2019-20,1,C,Serge Ibaka,2019-20,Group 1 (2019-20)
1753,202324_2019-20,1,C,Derrick Favors,2019-20,Group 1 (2019-20)
1754,1629028_2019-20,1,C,Deandre Ayton,2019-20,Group 1 (2019-20)
1755,200768_2019-20,0,PG,Kyle Lowry,2019-20,Group 0 (2019-20)
1756,201566_2019-20,0,PG,Russell Westbrook,2019-20,Group 0 (2019-20)
1757,1627750_2019-20,6,PG,Jamal Murray,2019-20,Group 6 (2019-20)
1758,1628369_2019-20,0,PF,Jayson Tatum,2019-20,Group 0 (2019-20)
1759,200782_2019-20,3,PF,P.J. Tucker,2019-20,Group 3 (2019-20)
1760,203914_2019-20,6,SG,Gary Harris,2019-20,Group 6 (2019-20)
1761,1627752_2019-20,6,PF,Taurean Prince,2019-20,Group 6 (2019-20)
1762,1627827_2019-20,2,PF,Dorian Finney-Smith,2019-20,Group 2 (2019-20)
1763,1629631_2019-20,6,SF,DeAndre Hunter,2019-20,Group 6 (2019-20)
1764,200794_2019-20,2,PF,Paul Millsap,2019-20,Group 2 (2019-20)
1765,201976_2019-20,3,PG,Patrick Beverley,2019-20,Group 3 (2019-20)
1766,1627739_2019-20,6,PG,Kris Dunn,2019-20,Group 6 (2019-20)
1767,1627884_2019-20,2,SF,Derrick Jones Jr.,2019-20,Group 2 (2019-20)
1768,1629672_2019-20,2,PF,Eric Paschall,2019-20,Group 2 (2019-20)
1769,201143_2019-20,2,C,Al Horford,2019-20,Group 2 (2019-20)
1770,203107_2019-20,3,SG,Tomas Satoransky,2019-20,Group 3 (2019-20)
1771,201144_2019-20,6,PG,Mike Conley,2019-20,Group 6 (2019-20)
1772,203082_2019-20,6,SG,Terrence Ross,2019-20,Group 6 (2019-20)
1773,203484_2019-20,4,SG,Kentavious Caldwell-Pope,2019-20,Group 4 (2019-20)
1774,203922_2019-20,2,SF,Glenn Robinson III,2019-20,Group 2 (2019-20)
1775,1626204_2019-20,2,PF,Larry Nance Jr.,2019-20,Group 2 (2019-20)
1776,1627854_2019-20,3,SG,Bryn Forbes,2019-20,Group 3 (2019-20)
1777,1628970_2019-20,2,SF,Miles Bridges,2019-20,Group 2 (2019-20)
1778,1629134_2019-20,6,PG,Kendrick Nunn,2019-20,Group 6 (2019-20)
1779,1629628_2019-20,6,SG,RJ Barrett,2019-20,Group 6 (2019-20)
1780,201188_2019-20,7,C,Marc Gasol,2019-20,Group 7 (2019-20)
1781,203503_2019-20,3,SF,Tony Snell,2019-20,Group 3 (2019-20)
1782,1626161_2019-20,8,C,Willie Cauley-Stein,2019-20,Group 8 (2019-20)
1783,1628971_2019-20,6,PG,Bruce Brown,2019-20,Group 6 (2019-20)
1784,1629060_2019-20,2,PF,Rui Hachimura,2019-20,Group 2 (2019-20)
1785,1629629_2019-20,6,SF,Cam Reddish,2019-20,Group 6 (2019-20)
1786,201567_2019-20,2,PF,Kevin Love,2019-20,Group 2 (2019-20)
1787,202710_2019-20,0,SF,Jimmy Butler,2019-20,Group 0 (2019-20)
1788,1627747_2019-20,0,SG,Caris LeVert,2019-20,Group 0 (2019-20)
1789,1627763_2019-20,6,PG,Malcolm Brogdon,2019-20,Group 6 (2019-20)
1790,201568_2019-20,6,PF,Danilo Gallinari,2019-20,Group 6 (2019-20)
1791,203933_2019-20,0,SF,T.J. Warren,2019-20,Group 0 (2019-20)
1792,1628389_2019-20,1,PF,Bam Adebayo,2019-20,Group 1 (2019-20)
1793,201588_2019-20,4,PG,George Hill,2019-20,Group 4 (2019-20)
1794,202397_2019-20,6,PG,Ish Smith,2019-20,Group 6 (2019-20)
1795,202722_2019-20,6,PF,Davis Bertans,2019-20,Group 6 (2019-20)
1796,1628420_2019-20,3,PG,Monte Morris,2019-20,Group 3 (2019-20)
1797,1628976_2019-20,1,C,Wendell Carter Jr.,2019-20,Group 1 (2019-20)
1798,1628991_2019-20,8,C,Jaren Jackson Jr.,2019-20,Group 8 (2019-20)
1799,1629011_2019-20,1,C,Mitchell Robinson,2019-20,Group 1 (2019-20)
1800,201609_2019-20,6,PG,Goran Dragic,2019-20,Group 6 (2019-20)
1801,203110_2019-20,0,PF,Draymond Green,2019-20,Group 0 (2019-20)
1802,1626157_2019-20,1,C,Karl-Anthony Towns,2019-20,Group 1 (2019-20)
1803,1627814_2019-20,6,SG,Damion Lee,2019-20,Group 6 (2019-20)
1804,1628374_2019-20,2,PF,Lauri Markkanen,2019-20,Group 2 (2019-20)
1805,1628381_2019-20,1,PF,John Collins,2019-20,Group 1 (2019-20)
1806,201937_2019-20,0,PG,Ricky Rubio,2019-20,Group 0 (2019-20)
1807,202711_2019-20,6,SF,Bojan Bogdanovic,2019-20,Group 6 (2019-20)
1808,203471_2019-20,6,PG,Dennis Schroder,2019-20,Group 6 (2019-20)
1809,203497_2019-20,1,C,Rudy Gobert,2019-20,Group 1 (2019-20)
1810,201950_2019-20,0,SG,Jrue Holiday,2019-20,Group 0 (2019-20)
1811,202330_2019-20,6,SF,Gordon Hayward,2019-20,Group 6 (2019-20)
1812,202696_2019-20,1,C,Nikola Vucevic,2019-20,Group 1 (2019-20)
1813,203115_2019-20,6,SF,Will Barton,2019-20,Group 6 (2019-20)
1814,203992_2019-20,6,SG,Bogdan Bogdanovic,2019-20,Group 6 (2019-20)
1815,1626149_2019-20,1,C,Montrezl Harrell,2019-20,Group 1 (2019-20)
1816,1628386_2019-20,1,C,Jarrett Allen,2019-20,Group 1 (2019-20)
1817,1629023_2019-20,2,PF,P.J. Washington,2019-20,Group 2 (2019-20)
1818,201952_2019-20,9,PG,Jeff Teague,2019-20,Group 9 (2019-20)
1819,1629018_2019-20,10,SF,Gary Trent Jr.,2019-20,Group 10 (2019-20)
1820,201988_2019-20,3,PG,Patty Mills,2019-20,Group 3 (2019-20)
1821,1627732_2019-20,11,PG,Ben Simmons,2019-20,Group 11 (2019-20)
1822,1628467_2019-20,8,PF,Maxi Kleber,2019-20,Group 8 (2019-20)
1823,202066_2019-20,6,SG,Garrett Temple,2019-20,Group 6 (2019-20)
1824,203924_2019-20,6,PF,Jerami Grant,2019-20,Group 6 (2019-20)
1825,204060_2019-20,3,PF,Joe Ingles,2019-20,Group 3 (2019-20)
1826,1626220_2019-20,3,SF,Royce ONeale,2019-20,Group 3 (2019-20)
1827,1628401_2019-20,3,SG,Derrick White,2019-20,Group 3 (2019-20)
1828,1628464_2019-20,1,C,Daniel Theis,2019-20,Group 1 (2019-20)
1829,1628969_2019-20,3,SF,Mikal Bridges,2019-20,Group 3 (2019-20)
1830,202355_2019-20,1,C,Hassan Whiteside,2019-20,Group 1 (2019-20)
1831,202689_2019-20,6,PG,Kemba Walker,2019-20,Group 6 (2019-20)
1832,1627741_2019-20,6,SG,Buddy Hield,2019-20,Group 6 (2019-20)
1833,202684_2019-20,1,PF,Tristan Thompson,2019-20,Group 1 (2019-20)
1834,203083_2019-20,1,C,Andre Drummond,2019-20,Group 1 (2019-20)
1835,203901_2019-20,6,PG,Elfrid Payton,2019-20,Group 6 (2019-20)
1836,202687_2019-20,8,C,Bismack Biyombo,2019-20,Group 8 (2019-20)
1837,203087_2019-20,6,SG,Jeremy Lamb,2019-20,Group 6 (2019-20)
1838,1629636_2019-20,6,SG,Darius Garland,2019-20,Group 6 (2019-20)
1839,202692_2019-20,6,SG,Alec Burks,2019-20,Group 6 (2019-20)
1840,203932_2019-20,6,PF,Aaron Gordon,2019-20,Group 6 (2019-20)
1841,1627832_2019-20,6,SG,Fred VanVleet,2019-20,Group 6 (2019-20)
1842,1629639_2019-20,6,SG,Tyler Herro,2019-20,Group 6 (2019-20)
1843,202699_2019-20,2,PF,Tobias Harris,2019-20,Group 2 (2019-20)
1844,203084_2019-20,2,PF,Harrison Barnes,2019-20,Group 2 (2019-20)
1845,203468_2019-20,0,SG,CJ McCollum,2019-20,Group 0 (2019-20)
1846,203935_2019-20,6,SG,Marcus Smart,2019-20,Group 6 (2019-20)
1847,203078_2019-20,0,SG,Bradley Beal,2019-20,Group 0 (2019-20)
1848,203114_2019-20,0,SF,Khris Middleton,2019-20,Group 0 (2019-20)
1849,203952_2019-20,0,SF,Andrew Wiggins,2019-20,Group 0 (2019-20)
1850,1626156_2019-20,0,PG,DAngelo Russell,2019-20,Group 0 (2019-20)
1851,1628368_2019-20,0,PG,DeAaron Fox,2019-20,Group 0 (2019-20)
1852,203095_2019-20,6,SF,Evan Fournier,2019-20,Group 6 (2019-20)
1853,203109_2019-20,3,PF,Jae Crowder,2019-20,Group 3 (2019-20)
1854,1626196_2019-20,6,SG,Josh Richardson,2019-20,Group 6 (2019-20)
1855,1628366_2019-20,6,PG,Lonzo Ball,2019-20,Group 6 (2019-20)
1856,203496_2019-20,0,C,Robert Covington,2019-20,Group 0 (2019-20)
1857,1629012_2019-20,0,PG,Collin Sexton,2019-20,Group 0 (2019-20)
1858,203500_2019-20,1,C,Steven Adams,2019-20,Group 1 (2019-20)
1859,203925_2019-20,3,SF,Joe Harris,2019-20,Group 3 (2019-20)
1860,203501_2019-20,6,SG,Tim Hardaway Jr.,2019-20,Group 6 (2019-20)
1861,1626167_2019-20,2,C,Myles Turner,2019-20,Group 2 (2019-20)
1862,1627759_2019-20,0,SG,Jaylen Brown,2019-20,Group 0 (2019-20)
1863,203915_2019-20,0,PG,Spencer Dinwiddie,2019-20,Group 0 (2019-20)
1864,203944_2019-20,1,PF,Julius Randle,2019-20,Group 1 (2019-20)
1865,1626179_2019-20,0,PG,Terry Rozier,2019-20,Group 0 (2019-20)
1866,1628984_2019-20,0,PG,Devonte Graham,2019-20,Group 0 (2019-20)
1867,1629029_2019-20,0,PG,Luka Doncic,2019-20,Group 0 (2019-20)
1868,203999_2019-20,1,C,Nikola Jokic,2019-20,Group 1 (2019-20)
1869,1628378_2019-20,0,SG,Donovan Mitchell,2019-20,Group 0 (2019-20)
1870,1627783_2019-20,0,PF,Pascal Siakam,2019-20,Group 0 (2019-20)
1871,1629630_2019-20,6,PG,Ja Morant,2019-20,Group 6 (2019-20)
1872,1628384_2019-20,2,SF,OG Anunoby,2019-20,Group 2 (2019-20)
1873,1628989_2019-20,6,SG,Kevin Huerter,2019-20,Group 6 (2019-20)
1874,1713_2019-20,4,PF,Vince Carter,2019-20,Group 4 (2019-20)
1875,201229_2019-20,8,PF,Anthony Tolliver,2019-20,Group 8 (2019-20)
1876,201959_2019-20,8,C,Taj Gibson,2019-20,Group 8 (2019-20)
1877,204020_2019-20,10,SG,Tyler Johnson,2019-20,Group 10 (2019-20)
1878,1626209_2019-20,10,PF,Mario Hezonja,2019-20,Group 10 (2019-20)
1879,1628372_2019-20,10,PG,Dennis Smith Jr.,2019-20,Group 10 (2019-20)
1880,1628382_2019-20,9,PF,Justin Jackson,2019-20,Group 9 (2019-20)
1881,1628402_2019-20,9,PG,Frank Jackson,2019-20,Group 9 (2019-20)
1882,1628408_2019-20,9,SG,PJ Dozier,2019-20,Group 9 (2019-20)
1883,1628470_2019-20,9,SF,Torrey Craig,2019-20,Group 9 (2019-20)
1884,1628960_2019-20,3,SG,Grayson Allen,2019-20,Group 3 (2019-20)
1885,1628981_2019-20,8,C,Bruno Fernando,2019-20,Group 8 (2019-20)
1886,1628995_2019-20,10,SF,Kevin Knox II,2019-20,Group 10 (2019-20)
1887,1629008_2019-20,9,SF,Michael Porter Jr.,2019-20,Group 9 (2019-20)
1888,1629109_2019-20,9,SF,Gary Clark,2019-20,Group 9 (2019-20)
1889,1626164_2019-20,0,SG,Devin Booker,2019-20,Group 0 (2019-20)
1890,2594_2019-20,9,SF,Kyle Korver,2019-20,Group 9 (2019-20)
1891,201961_2019-20,9,SG,Wayne Ellington,2019-20,Group 9 (2019-20)
1892,202335_2019-20,10,PF,Patrick Patterson,2019-20,Group 10 (2019-20)
1893,203118_2019-20,9,PF,Mike Scott,2019-20,Group 9 (2019-20)
1894,203521_2019-20,9,PG,Matthew Dellavedova,2019-20,Group 9 (2019-20)
1895,203585_2019-20,9,SG,Rodney McGruder,2019-20,Group 9 (2019-20)
1896,203957_2019-20,9,SG,Dante Exum,2019-20,Group 9 (2019-20)
1897,203960_2019-20,9,PF,JaKarr Sampson,2019-20,Group 9 (2019-20)
1898,1626144_2019-20,9,PG,Emmanuel Mudiay,2019-20,Group 9 (2019-20)
1899,1627756_2019-20,9,SF,Denzel Valentine,2019-20,Group 9 (2019-20)
1900,1627846_2019-20,9,SF,Abdel Nader,2019-20,Group 9 (2019-20)
1901,1628410_2019-20,9,SG,Edmond Sumner,2019-20,Group 9 (2019-20)
1902,1628411_2019-20,9,SF,Wes Iwundu,2019-20,Group 9 (2019-20)
1903,1628422_2019-20,9,SG,Damyean Dotson,2019-20,Group 9 (2019-20)
1904,1628425_2019-20,9,SF,Sterling Brown,2019-20,Group 9 (2019-20)
1905,1629010_2019-20,9,SG,Jerome Robinson,2019-20,Group 9 (2019-20)
1906,1629022_2019-20,9,SG,Lonnie Walker IV,2019-20,Group 9 (2019-20)
1907,1629056_2019-20,10,SG,Terence Davis,2019-20,Group 10 (2019-20)
1908,1629066_2019-20,9,PF,Rodions Kurucs,2019-20,Group 9 (2019-20)
1909,1629103_2019-20,9,SF,Kelan Martin,2019-20,Group 9 (2019-20)
1910,2730_2019-20,8,C,Dwight Howard,2019-20,Group 8 (2019-20)
1911,201580_2019-20,8,C,JaVale McGee,2019-20,Group 8 (2019-20)
1912,201599_2019-20,8,C,DeAndre Jordan,2019-20,Group 8 (2019-20)
1913,203458_2019-20,8,C,Alex Len,2019-20,Group 8 (2019-20)
1914,1626174_2019-20,10,PF,Christian Wood,2019-20,Group 10 (2019-20)
1915,1627737_2019-20,8,PF,Marquese Chriss,2019-20,Group 8 (2019-20)
1916,1627746_2019-20,8,C,Skal Labissiere,2019-20,Group 8 (2019-20)
1917,1627751_2019-20,8,C,Jakob Poeltl,2019-20,Group 8 (2019-20)
1918,1627826_2019-20,8,C,Ivica Zubac,2019-20,Group 8 (2019-20)
1919,1629634_2019-20,1,PF,Brandon Clarke,2019-20,Group 1 (2019-20)
1920,1629675_2019-20,10,C,Naz Reid,2019-20,Group 10 (2019-20)
1921,201152_2019-20,2,PF,Thaddeus Young,2019-20,Group 2 (2019-20)
1922,201980_2019-20,3,SG,Danny Green,2019-20,Group 3 (2019-20)
1923,202331_2019-20,0,SF,Paul George,2019-20,Group 0 (2019-20)
1924,203145_2019-20,6,SF,Kent Bazemore,2019-20,Group 6 (2019-20)
1925,203200_2019-20,3,SF,Justin Holiday,2019-20,Group 3 (2019-20)
1926,1627749_2019-20,6,PG,Dejounte Murray,2019-20,Group 6 (2019-20)
1927,101107_2019-20,10,PF,Marvin Williams,2019-20,Group 10 (2019-20)
1928,201145_2019-20,10,C,Jeff Green,2019-20,Group 10 (2019-20)
1929,201163_2019-20,10,PF,Wilson Chandler,2019-20,Group 10 (2019-20)
1930,201949_2019-20,10,C,James Johnson,2019-20,Group 10 (2019-20)
1931,202693_2019-20,10,PF,Markieff Morris,2019-20,Group 10 (2019-20)
1932,202704_2019-20,10,SG,Reggie Jackson,2019-20,Group 10 (2019-20)
1933,203086_2019-20,10,C,Meyers Leonard,2019-20,Group 10 (2019-20)
1934,203210_2019-20,10,PF,JaMychal Green,2019-20,Group 10 (2019-20)
1935,203920_2019-20,8,C,Khem Birch,2019-20,Group 8 (2019-20)
1936,203926_2019-20,10,PF,Doug McDermott,2019-20,Group 10 (2019-20)
1937,1626168_2019-20,10,PF,Trey Lyles,2019-20,Group 10 (2019-20)
1938,1626171_2019-20,10,PF,Bobby Portis,2019-20,Group 10 (2019-20)
1939,1626192_2019-20,10,SG,Pat Connaughton,2019-20,Group 10 (2019-20)
1940,1627789_2019-20,10,SF,Timothe Luwawu-Cabarrot,2019-20,Group 10 (2019-20)
1941,1628390_2019-20,4,SF,Terrance Ferguson,2019-20,Group 4 (2019-20)
1942,1629016_2019-20,10,C,Omari Spellman,2019-20,Group 10 (2019-20)
1943,1629647_2019-20,10,PF,Darius Bazley,2019-20,Group 10 (2019-20)
1944,101133_2019-20,1,C,Ian Mahinmi,2019-20,Group 1 (2019-20)
1945,203457_2019-20,8,C,Nerlens Noel,2019-20,Group 8 (2019-20)
1946,203476_2019-20,10,C,Gorgui Dieng,2019-20,Group 10 (2019-20)
1947,1628371_2019-20,2,PF,Jonathan Isaac,2019-20,Group 2 (2019-20)
1948,101141_2019-20,10,PF,Ersan Ilyasova,2019-20,Group 10 (2019-20)
1949,1627853_2019-20,9,PG,Ryan Arcidiacono,2019-20,Group 9 (2019-20)
1950,1628400_2019-20,9,PF,Semi Ojeleye,2019-20,Group 9 (2019-20)
1951,1628398_2019-20,2,PF,Kyle Kuzma,2019-20,Group 2 (2019-20)
1952,1629130_2019-20,6,SG,Duncan Robinson,2019-20,Group 6 (2019-20)
1953,201565_2019-20,0,PG,Derrick Rose,2019-20,Group 0 (2019-20)
1954,202738_2019-20,6,PG,Isaiah Thomas,2019-20,Group 6 (2019-20)
1955,203463_2019-20,3,SF,Ben McLemore,2019-20,Group 3 (2019-20)
1956,203493_2019-20,2,SG,Reggie Bullock,2019-20,Group 2 (2019-20)
1957,203552_2019-20,3,SG,Seth Curry,2019-20,Group 3 (2019-20)
1958,204038_2019-20,3,SG,Langston Galloway,2019-20,Group 3 (2019-20)
1959,1629014_2019-20,9,SG,Anfernee Simons,2019-20,Group 9 (2019-20)
1960,1629632_2019-20,6,PG,Coby White,2019-20,Group 6 (2019-20)
1961,200765_2019-20,3,PG,Rajon Rondo,2019-20,Group 3 (2019-20)
1962,202734_2019-20,3,SG,ETwaun Moore,2019-20,Group 3 (2019-20)
1963,203085_2019-20,3,SG,Austin Rivers,2019-20,Group 3 (2019-20)
1964,203459_2019-20,9,SF,Allen Crabbe,2019-20,Group 9 (2019-20)
1965,203516_2019-20,10,SG,James Ennis III,2019-20,Group 10 (2019-20)
1966,203524_2019-20,10,PF,Solomon Hill,2019-20,Group 10 (2019-20)
1967,203903_2019-20,10,SG,Jordan Clarkson,2019-20,Group 10 (2019-20)
1968,1626145_2019-20,3,PG,Tyus Jones,2019-20,Group 3 (2019-20)
1969,1627736_2019-20,3,SG,Malik Beasley,2019-20,Group 3 (2019-20)
1970,1627788_2019-20,3,SG,Furkan Korkmaz,2019-20,Group 3 (2019-20)
1971,1628370_2019-20,10,SG,Malik Monk,2019-20,Group 10 (2019-20)
1972,1628407_2019-20,10,SG,Dwayne Bacon,2019-20,Group 10 (2019-20)
1973,1629003_2019-20,3,SG,Shake Milton,2019-20,Group 3 (2019-20)
